actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
175,PT09M24.00S,2024-11-16T01:14:24.4Z,2,REGULAR,3pt,Jump Shot,[],1626166,67.36202365308804,61.274509803921575,1610612752,41,32,2024-11-16T01:14:56Z,1700000,False,56.0,254.0,1,right,MISS C. Payne 26' pullup 3PT,[1626166],1610612752.0,NYK,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
176,PT09M20.00S,2024-11-16T01:14:28.4Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,41,32,2024-11-16T01:20:37Z,1710000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,175.0,,1.0,1.0,0.0,,,,
177,PT09M18.00S,2024-11-16T01:14:35.1Z,2,REGULAR,foul,personal,['2freethrow'],1642278,,,1610612751,41,32,2024-11-16T01:14:48Z,1720000,False,,,0,,T. Kolek shooting personal FOUL (1 PF) (Schröder 2 FT),"[1642278, 203471]",1610612752.0,NYK,shooting,,,Kolek,T. Kolek,,,,,Mid-Range,8-16 Right,,,,,,,2004.0,1.0,0.0,Schröder,203471.0,,,,,,,,,
179,PT09M18.00S,2024-11-16T01:15:17.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203471,,,1610612751,41,33,2024-11-16T01:20:30Z,1740000,False,,,0,,D. Schröder Free Throw 1 of 2 (4 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
182,PT09M18.00S,2024-11-16T01:15:17.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203471,,,1610612751,41,34,2024-11-16T01:20:30Z,1750000,False,,,0,,D. Schröder Free Throw 2 of 2 (5 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
183,PT09M06.00S,2024-11-16T01:15:52.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,94.56307490144546,47.05882352941176,1610612752,43,34,2024-11-16T01:21:47Z,1760000,False,-15.0,-1.0,1,right,C. Payne driving floating bank Jump Shot (2 PTS),[1626166],1610612752.0,NYK,driving floating bank,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.48,Made,2.0,,,,,,,,,,,,,,,,,
184,PT09M00.00S,2024-11-16T01:16:06.3Z,2,REGULAR,foul,personal,[],1626166,,,1610612751,43,34,2024-11-16T01:16:11Z,1770000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1630553]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,1.0,0.0,Johnson,1630553.0,,,,,,,,,
186,PT08M52.00S,2024-11-16T01:16:31.0Z,2,REGULAR,3pt,Jump Shot,[],1627827,28.728646517739815,75.73529411764706,1610612751,43,37,2024-11-16T01:16:34Z,1790000,False,-129.0,218.0,1,left,D. Finney-Smith 25' 3PT  (3 PTS) (D. Schröder 2 AST),"[1627827, 203471]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.27,Made,3.0,D. Schröder,203471.0,2.0,,,,,,,,,,,,,,
188,PT08M33.00S,2024-11-16T01:16:49.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630574,91.67214191852825,48.28431372549019,1610612752,43,37,2024-11-16T03:24:55Z,1810000,False,-9.0,26.0,1,right,MISS A. Hukporti driving finger roll Layup,[1630574],1610612752.0,NYK,driving finger roll,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
189,PT08M31.00S,2024-11-16T01:16:51.8Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,43,37,2024-11-16T03:24:55Z,1820000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,188.0,,1.0,1.0,0.0,,,,
190,PT08M26.00S,2024-11-16T01:16:58.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630553,32.013797634691194,53.67647058823529,1610612751,43,37,2024-11-16T03:29:00Z,1830000,False,-18.0,248.0,1,left,MISS K. Johnson 24' running 3PT,[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
191,PT08M23.00S,2024-11-16T01:17:01.1Z,2,REGULAR,rebound,defensive,[],1642359,,,1610612752,43,37,2024-11-16T01:17:02Z,1840000,False,,,0,,P. Dadiet REBOUND (Off:0 Def:1),[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,190.0,,1.0,1.0,0.0,,,,
192,PT08M11.00S,2024-11-16T01:17:12.7Z,2,REGULAR,2pt,Jump Shot,[],1626166,83.52496714848883,19.362745098039216,1610612752,43,37,2024-11-16T01:17:16Z,1850000,False,-153.0,102.0,1,right,MISS C. Payne 18' step back Shot,[1626166],1610612752.0,NYK,step back,,,Payne,C. Payne,,,,,Mid-Range,16-24 Left,18.43,Missed,,,,,,,,,,,,,,,,,,
193,PT08M08.00S,2024-11-16T01:17:14.7Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,43,37,2024-11-16T01:17:14Z,1860000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,192.0,,1.0,1.0,0.0,,,,
194,PT08M01.00S,2024-11-16T01:17:22.6Z,2,REGULAR,3pt,Jump Shot,[],1630592,31.61957950065703,33.57843137254902,1610612751,43,40,2024-11-16T01:17:26Z,1870000,False,82.0,245.0,1,left,J. Wilson 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[1630592, 1630553]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,25.81,Made,3.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,,,
196,PT07M47.00S,2024-11-16T01:17:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,87.59855453350855,60.049019607843135,1610612752,45,40,2024-11-16T01:17:43Z,1890000,False,50.0,64.0,1,right,C. Payne 8' driving floating Jump Shot (4 PTS),[1626166],1610612752.0,NYK,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Right,8.14,Made,4.0,,,,,,,,,,,,,,,,,
197,PT07M38.00S,2024-11-16T01:17:45.1Z,2,REGULAR,3pt,Jump Shot,[],1627827,31.882391590013142,59.068627450980394,1610612751,45,40,2024-11-16T01:17:52Z,1900000,False,-45.0,247.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,,,,,,,
198,PT07M31.00S,2024-11-16T01:17:52.1Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612752,45,40,2024-11-16T01:17:52Z,1910000,False,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,197.0,,2.0,2.0,0.0,,,,
199,PT07M25.00S,2024-11-16T01:17:58.4Z,2,REGULAR,3pt,Jump Shot,[],1626166,69.07030223390277,70.83333333333334,1610612752,45,40,2024-11-16T01:18:07Z,1920000,False,104.0,238.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
200,PT07M23.00S,2024-11-16T01:18:00.4Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,45,40,2024-11-16T01:18:07Z,1930000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,199.0,,2.0,2.0,0.0,,,,
201,PT07M15.00S,2024-11-16T01:18:08.5Z,2,REGULAR,3pt,Jump Shot,[],1630592,21.369908015768726,10.53921568627451,1610612751,45,40,2024-11-16T01:18:16Z,1940000,False,197.0,148.0,1,left,MISS J. Wilson 24' pullup 3PT,[1630592],1610612751.0,BKN,pullup,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
202,PT07M14.00S,2024-11-16T01:18:09.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,45,40,2024-11-16T01:18:16Z,1950000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,201.0,,,,,,,,
204,PT07M14.00S,2024-11-16T01:18:14.8Z,2,REGULAR,substitution,out,[],1630553,,,1610612752,45,40,2024-11-16T01:18:22Z,1970000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M14.00S,2024-11-16T01:18:14.8Z,2,REGULAR,substitution,out,[],203471,,,1610612752,45,40,2024-11-16T01:18:22Z,1980000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M14.00S,2024-11-16T01:18:14.8Z,2,REGULAR,substitution,in,[],1629661,,,1610612752,45,40,2024-11-16T01:18:22Z,1990000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M14.00S,2024-11-16T01:18:14.8Z,2,REGULAR,substitution,in,[],1627732,,,1610612752,45,40,2024-11-16T01:18:22Z,2000000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M03.00S,2024-11-16T01:18:40.2Z,2,REGULAR,3pt,Jump Shot,[],1642278,76.42904073587385,89.70588235294117,1610612752,45,40,2024-11-16T01:18:43Z,2010000,False,199.0,169.0,1,right,MISS T. Kolek 26' 3PT,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
209,PT07M00.00S,2024-11-16T01:18:43.2Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,45,40,2024-11-16T01:18:43Z,2020000,False,,,0,,B. Simmons REBOUND (Off:1 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,208.0,,4.0,3.0,1.0,,,,
210,PT06M46.00S,2024-11-16T01:18:57.1Z,2,REGULAR,3pt,Jump Shot,[],1627827,32.40801576872536,53.67647058823529,1610612751,45,40,2024-11-16T01:19:01Z,2030000,False,-18.0,252.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,,
211,PT06M43.00S,2024-11-16T01:19:00.1Z,2,REGULAR,rebound,defensive,[],1642359,,,1610612752,45,40,2024-11-16T01:19:01Z,2040000,False,,,0,,P. Dadiet REBOUND (Off:0 Def:2),[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,210.0,,2.0,2.0,0.0,,,,
212,PT06M42.00S,2024-11-16T01:19:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,45,40,2024-11-16T01:19:07Z,2050000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,out,[],1628404,,,1610612752,45,40,2024-11-16T01:22:09Z,2060000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,out,[],1626166,,,1610612752,45,40,2024-11-16T01:22:09Z,2070000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,out,[],1642278,,,1610612752,45,40,2024-11-16T01:22:09Z,2080000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,out,[],1627827,,,1610612752,45,40,2024-11-16T01:22:09Z,2090000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,45,40,2024-11-16T01:22:09Z,2100000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,45,40,2024-11-16T01:22:09Z,2110000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,45,40,2024-11-16T01:22:09Z,2120000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M42.00S,2024-11-16T01:19:07.9Z,2,REGULAR,substitution,in,[],1630560,,,1610612752,45,40,2024-11-16T01:22:09Z,2130000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M22.00S,2024-11-16T01:22:32.3Z,2,REGULAR,2pt,Jump Shot,[],1628973,77.4802890932983,54.166666666666664,1610612752,47,40,2024-11-16T01:22:35Z,2140000,False,21.0,159.0,1,right,J. Brunson 16' pullup Jump Shot (9 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,16.06,Made,9.0,,,,,,,,,,,,,,,,,
222,PT06M00.00S,2024-11-16T01:22:53.7Z,2,REGULAR,2pt,Jump Shot,[],1630560,6.258212877792378,23.52941176470588,1610612751,47,42,2024-11-16T01:22:56Z,2150000,False,132.0,6.0,1,left,C. Thomas 13' step back Jump Shot (21 PTS) (Z. Williams 1 AST),"[1630560, 1630533]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,13.25,Made,21.0,Z. Williams,1630533.0,1.0,,,,,,,,,,,,,,
224,PT05M47.00S,2024-11-16T01:23:07.5Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612752,47,42,2024-11-16T01:23:11Z,2170000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1630533]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,Williams,1630533.0,,
225,PT05M47.00S,2024-11-16T01:23:07.5Z,2,REGULAR,steal,,[],1630533,,,1610612751,47,42,2024-11-16T01:24:30Z,2180000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
226,PT05M42.00S,2024-11-16T01:23:11.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,5.863994743758213,50.245098039215684,1610612751,47,44,2024-11-16T01:23:19Z,2190000,False,-1.0,3.0,1,left,Z. Williams running Layup (2 PTS) (C. Thomas 2 AST),"[1630533, 1630560]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,C. Thomas,1630560.0,2.0,,,,,,,,,,,,,,
228,PT05M23.00S,2024-11-16T01:23:31.0Z,2,REGULAR,3pt,Jump Shot,[],1642359,66.96780551905388,57.35294117647059,1610612752,50,44,2024-11-16T01:23:33Z,2210000,False,37.0,258.0,1,right,P. Dadiet 26' 3PT  (3 PTS) (J. Brunson 2 AST),"[1642359, 1628973]",1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,Above the Break 3,24+ Center,26.06,Made,3.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
230,PT05M03.00S,2024-11-16T01:23:51.5Z,2,REGULAR,turnover,bad pass,[],1630533,,,1610612751,50,44,2024-11-16T01:23:54Z,2230000,False,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 1642359]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,,,,Dadiet,1642359.0,,
231,PT05M03.00S,2024-11-16T01:23:51.5Z,2,REGULAR,steal,,[],1642359,,,1610612752,50,44,2024-11-16T01:23:54Z,2240000,False,,,0,,P. Dadiet STEAL (1 STL),[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
232,PT04M57.00S,2024-11-16T01:23:57.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,93.64323258869908,51.225490196078425,1610612752,52,44,2024-11-16T01:24:01Z,2250000,False,6.0,7.0,1,right,O. Anunoby running DUNK (14 PTS) (J. Brunson 3 AST),"[1628384, 1628973]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.95,Made,14.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
234,PT04M57.00S,2024-11-16T01:24:01.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,52,44,2024-11-16T01:24:01Z,2270000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M57.00S,2024-11-16T01:24:01.7Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,52,44,2024-11-16T01:26:57Z,2280000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M57.00S,2024-11-16T01:24:01.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612751,52,44,2024-11-16T01:26:57Z,2290000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M46.00S,2024-11-16T01:27:13.2Z,2,REGULAR,3pt,Jump Shot,[],1630560,31.488173455978973,56.372549019607845,1610612751,52,44,2024-11-16T01:27:50Z,2300000,False,-32.0,243.0,1,left,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,24.56,Missed,,,,,,,,,,,,,,,,,,
238,PT04M43.00S,2024-11-16T01:27:16.2Z,2,REGULAR,rebound,defensive,[],1642359,,,1610612752,52,44,2024-11-16T01:27:20Z,2310000,False,,,0,,P. Dadiet REBOUND (Off:0 Def:3),[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,237.0,,3.0,3.0,0.0,,,,
239,PT04M31.00S,2024-11-16T01:27:27.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,93.9060446780552,50.98039215686274,1610612752,54,44,2024-11-16T01:27:30Z,2320000,False,5.0,5.0,1,right,M. Bridges cutting DUNK (9 PTS) (A. Hukporti 2 AST),"[1628969, 1630574]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.69,Made,9.0,A. Hukporti,1630574.0,2.0,,,,,,,,,,,,,,
241,PT04M06.00S,2024-11-16T01:27:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,5.206964520367937,57.35294117647059,1610612751,54,44,2024-11-16T01:27:56Z,2340000,False,-37.0,-4.0,1,left,MISS C. Johnson driving Layup,[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
242,PT04M04.00S,2024-11-16T01:27:55.2Z,2,REGULAR,rebound,defensive,[],1642359,,,1610612752,54,44,2024-11-16T01:27:56Z,2350000,False,,,0,,P. Dadiet REBOUND (Off:0 Def:4),[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,241.0,,4.0,4.0,0.0,,,,
243,PT03M58.00S,2024-11-16T01:28:01.3Z,2,REGULAR,3pt,Jump Shot,[],1628384,67.23061760840999,62.5,1610612752,54,44,2024-11-16T01:28:05Z,2360000,False,62.0,256.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
244,PT03M54.00S,2024-11-16T01:28:04.8Z,2,REGULAR,rebound,offensive,[],1630574,,,1610612752,54,44,2024-11-16T01:28:04Z,2370000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:0),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,243.0,,1.0,0.0,1.0,,,,
245,PT03M53.00S,2024-11-16T01:28:06.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,73.80091984231275,84.80392156862744,1610612752,57,44,2024-11-16T01:28:10Z,2380000,False,174.0,194.0,1,right,M. Bridges 26' 3PT  (12 PTS) (A. Hukporti 3 AST),"[1628969, 1630574]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.05,Made,12.0,A. Hukporti,1630574.0,3.0,,,,,,,,,,,,,,
247,PT03M36.00S,2024-11-16T01:28:22.9Z,2,REGULAR,3pt,Jump Shot,[],1630592,6.783837056504599,5.392156862745098,1610612751,57,47,2024-11-16T01:28:26Z,2400000,False,223.0,11.0,1,left,J. Wilson 3PT  (6 PTS) (C. Thomas 3 AST),"[1630592, 1630560]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,22.33,Made,6.0,C. Thomas,1630560.0,3.0,,,,,,,,,,,,,,
249,PT03M22.00S,2024-11-16T01:28:40.8Z,2,REGULAR,foul,personal,[],1630592,,,1610612752,57,47,2024-11-16T01:28:46Z,2420000,False,,,0,,J. Wilson personal FOUL (1 PF),"[1630592, 1628973]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,
251,PT03M18.00S,2024-11-16T01:29:11.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630592,,,1610612752,57,47,2024-11-16T01:29:22Z,2440000,False,,,0,,J. Wilson shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630592, 1628973]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Center,,,,,,,2004.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,
255,PT03M18.00S,2024-11-16T01:29:30.0Z,2,REGULAR,substitution,out,[],1630592,,,1610612752,57,47,2024-11-16T01:29:53Z,2455000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M18.00S,2024-11-16T01:29:30.0Z,2,REGULAR,substitution,in,[],203471,,,1610612752,57,47,2024-11-16T01:29:53Z,2457500,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M18.00S,2024-11-16T01:29:48.3Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,57,47,2024-11-16T01:29:48Z,2460000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
254,PT03M18.00S,2024-11-16T01:29:48.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,57,47,2024-11-16T01:29:48Z,2470000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,
257,PT03M18.00S,2024-11-16T01:30:13.1Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,58,47,2024-11-16T01:30:13Z,2480000,False,,,0,,J. Brunson Free Throw 2 of 2 (10 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
258,PT03M04.00S,2024-11-16T01:30:27.2Z,2,REGULAR,2pt,Jump Shot,[],1630560,11.12023653088042,70.58823529411765,1610612751,58,49,2024-11-16T01:30:31Z,2490000,False,-103.0,52.0,1,left,C. Thomas 11' pullup bank Jump Shot (23 PTS),[1630560],1610612751.0,BKN,pullup bank,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,11.53,Made,23.0,,,,,,,,,,,,,,,,,
259,PT02M51.00S,2024-11-16T01:30:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,92.06636005256242,46.07843137254902,1610612752,60,49,2024-11-16T01:30:43Z,2500000,False,-20.0,22.0,1,right,J. Brunson driving finger roll Layup (12 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.95,Made,12.0,,,,,,,,,,,,,,,,,
260,PT02M34.00S,2024-11-16T01:30:55.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,10.726018396846255,46.568627450980394,1610612751,60,49,2024-11-16T01:30:59Z,2510000,False,17.0,48.0,1,left,MISS B. Simmons driving Hook,[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,,,,,,,
