actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT04M45.00S,2024-10-28T23:55:20.2Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,10,11,2024-10-28T23:55:21Z,730000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,83.0,4.0,2.0,2.0,,,,,,,,
85,PT04M44.00S,2024-10-28T23:55:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.51182654402102,47.30392156862745,1610612739,10,11,2024-10-28T23:55:25Z,740000,False,-13.0,8.0,1,right,MISS J. Allen putback Layup,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
86,PT04M42.00S,2024-10-28T23:55:22.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,10,11,2024-10-28T23:55:25Z,750000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,85.0,4.0,3.0,1.0,,,,,,,,
87,PT04M39.00S,2024-10-28T23:55:25.9Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612752,10,11,2024-10-28T23:55:29Z,760000,False,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1630241]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,,,Merrill,1630241.0
88,PT04M39.00S,2024-10-28T23:55:25.9Z,1,REGULAR,steal,,[],1630241,,,1610612739,10,11,2024-10-28T23:55:27Z,770000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
89,PT04M35.00S,2024-10-28T23:55:31.9Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612739,10,11,2024-10-28T23:59:44Z,780000,False,,,0,,J. Sims personal FOUL (1 PF) (Allen 2 FT),"[1630579, 1628386]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,,,,,,,,1.0,0.0,Allen,1628386.0,,
106,PT04M35.00S,2024-10-28T23:55:47.9Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,10,11,2024-10-28T23:57:41Z,798750,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M35.00S,2024-10-28T23:55:47.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,10,11,2024-10-28T23:57:41Z,799375,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M35.00S,2024-10-28T23:56:04.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628386,,,1610612739,10,11,2024-10-28T23:56:04Z,800000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT04M35.00S,2024-10-28T23:56:04.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,10,11,2024-10-28T23:56:04Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,
95,PT04M35.00S,2024-10-28T23:56:21.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628386,,,1610612739,10,12,2024-10-28T23:56:21Z,820000,False,,,0,,J. Allen Free Throw 2 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
96,PT04M13.00S,2024-10-28T23:56:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630540,7.30946123521682,4.411764705882353,1610612752,10,12,2024-10-28T23:56:48Z,830000,False,228.0,16.0,1,left,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
97,PT04M09.00S,2024-10-28T23:56:48.2Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,10,12,2024-10-28T23:56:48Z,840000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,
98,PT04M03.00S,2024-10-28T23:56:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.02168199737189,48.28431372549019,1610612739,10,12,2024-10-28T23:57:02Z,850000,False,-9.0,79.0,1,right,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
99,PT04M02.00S,2024-10-28T23:56:55.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,10,12,2024-10-28T23:56:55Z,860000,False,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,98.0,5.0,2.0,3.0,,,,,,,,
100,PT03M52.00S,2024-10-28T23:57:05.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,95.3515111695138,3.1862745098039214,1610612739,10,12,2024-10-28T23:57:15Z,870000,False,-234.0,-9.0,1,right,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
101,PT03M44.00S,2024-10-28T23:57:13.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,10,12,2024-10-28T23:57:15Z,880000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,
102,PT03M43.00S,2024-10-28T23:57:14.5Z,1,REGULAR,turnover,lost ball,[],1630540,,,1610612752,10,12,2024-10-28T23:57:24Z,890000,False,,,0,,M. McBride lost ball TURNOVER (1 TO),"[1630540, 1627747]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,LeVert,1627747.0
103,PT03M43.00S,2024-10-28T23:57:14.5Z,1,REGULAR,steal,,[],1627747,,,1610612739,10,12,2024-10-29T00:16:23Z,900000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
104,PT03M42.00S,2024-10-28T23:57:19.5Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612739,10,12,2024-10-28T23:57:30Z,910000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Allen 2 FT),"[1628973, 1628386]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,,,,,,,,1.0,0.0,Allen,1628386.0,,
108,PT03M42.00S,2024-10-28T23:57:52.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628386,,,1610612739,10,13,2024-10-29T00:38:19Z,930000,False,,,0,,J. Allen Free Throw 1 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
109,PT03M42.00S,2024-10-28T23:57:52.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628386,,,1610612739,10,14,2024-10-29T00:38:19Z,940000,False,,,0,,J. Allen Free Throw 2 of 2 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
110,PT03M19.00S,2024-10-28T23:58:31.4Z,1,REGULAR,turnover,traveling,[],1628404,,,1610612752,10,14,2024-10-28T23:58:37Z,950000,False,,,0,,J. Hart traveling TURNOVER (2 TO),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,,1628480.0,2.0,,,,,,,,,,,,
111,PT03M19.00S,2024-10-28T23:58:31.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,10,14,2024-10-28T23:58:45Z,960000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M19.00S,2024-10-28T23:58:31.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,10,14,2024-10-28T23:58:45Z,970000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M19.00S,2024-10-28T23:58:31.5Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,10,14,2024-10-28T23:58:45Z,980000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M19.00S,2024-10-28T23:58:31.5Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,10,14,2024-10-28T23:58:45Z,990000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M02.00S,2024-10-28T23:59:07.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,89.70105124835742,4.166666666666666,1610612739,10,14,2024-10-28T23:59:12Z,1000000,False,-229.0,44.0,1,right,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2024-10-28T23:59:11.7Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,10,14,2024-10-28T23:59:12Z,1010000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,,115.0,2.0,1.0,1.0,,,,,,,,
117,PT02M38.00S,2024-10-28T23:59:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.5722733245729295,50.98039215686274,1610612752,10,14,2024-10-28T23:59:49Z,1020000,False,-5.0,19.0,1,left,MISS J. Brunson Layup,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
118,PT02M37.00S,2024-10-28T23:59:32.4Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,10,14,2024-10-28T23:59:32Z,1030000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT02M30.00S,2024-10-28T23:59:40.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,71.86062746386334,81.640625,1610612739,10,17,2024-10-29T00:39:28Z,1040000,False,158.0,212.0,1,right,S. Merrill 26' 3PT running (3 PTS) (D. Mitchell 1 AST),"[1630241, 1628378]",1610612739.0,CLE,running,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.45,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
121,PT02M30.00S,2024-10-28T23:59:44.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,10,17,2024-10-28T23:59:44Z,1060000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2024-10-28T23:59:44.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,10,17,2024-10-29T00:02:44Z,1070000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M30.00S,2024-10-28T23:59:44.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,10,17,2024-10-29T00:02:44Z,1080000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2024-10-28T23:59:44.6Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,10,17,2024-10-29T00:02:44Z,1090000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M30.00S,2024-10-28T23:59:44.6Z,1,REGULAR,substitution,in,[],1626157,,,1610612752,10,17,2024-10-29T00:02:44Z,1110000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M30.00S,2024-10-28T23:59:44.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612752,10,17,2024-10-29T00:02:44Z,1120000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT02M30.00S,2024-10-28T23:59:44.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,10,17,2024-10-29T00:10:08Z,1127500,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M07.00S,2024-10-29T00:03:00.9Z,1,REGULAR,3pt,Jump Shot,[],1626166,5.469776609724048,98.2843137254902,1610612752,13,17,2024-10-29T00:03:06Z,1130000,False,-241.0,-1.0,1,left,C. Payne 24' 3PT  (3 PTS) (M. Bridges 1 AST),"[1626166, 1628969]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,24.14,Made,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
132,PT01M52.00S,2024-10-29T00:03:14.6Z,1,REGULAR,2pt,Jump Shot,[],1628378,75.3777923784494,24.509803921568626,1610612739,13,19,2024-10-29T00:40:03Z,1150000,False,-127.0,179.0,1,right,D. Mitchell 21' step back Jump Shot (4 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,21.97,Made,4.0,,,,,,,,,,,,,,,,,
133,PT01M39.00S,2024-10-29T00:03:27.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.225361366622867,25.0,1610612752,16,19,2024-10-29T00:03:30Z,1160000,False,125.0,241.0,1,left,K. Towns 27' 3PT  (3 PTS) (M. McBride 1 AST),"[1626157, 1630540]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,27.15,Made,3.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,
135,PT01M28.00S,2024-10-29T00:03:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630241,67.36202365308804,56.372549019607845,1610612739,16,19,2024-10-29T00:03:50Z,1180000,False,32.0,254.0,1,right,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
136,PT01M26.00S,2024-10-29T00:03:40.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,16,19,2024-10-29T00:03:50Z,1190000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,135.0,3.0,3.0,0.0,,,,,,,,
137,PT01M13.00S,2024-10-29T00:03:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,15.062417871222076,49.50980392156863,1610612752,16,19,2024-10-29T00:04:01Z,1200000,False,2.0,89.0,1,left,MISS C. Payne 8' driving floating Shot,[1626166],1610612752.0,NYK,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
138,PT01M11.00S,2024-10-29T00:03:56.9Z,1,REGULAR,rebound,offensive,[],1626166,,,1610612752,16,19,2024-10-29T00:04:01Z,1210000,False,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,
139,PT01M09.00S,2024-10-29T00:03:58.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626166,9.674770039421814,58.08823529411765,1610612752,16,19,2024-10-29T00:44:43Z,1220000,False,-40.0,38.0,1,left,MISS C. Payne floating Shot,[1626166],1610612752.0,NYK,floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
140,PT01M06.00S,2024-10-29T00:04:01.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,16,19,2024-10-29T00:04:05Z,1230000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,
141,PT01M01.00S,2024-10-29T00:04:06.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,88.91261498028909,97.05882352941177,1610612739,16,19,2024-10-29T00:41:26Z,1240000,False,235.0,52.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
142,PT00M58.80S,2024-10-29T00:04:08.6Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612752,16,19,2024-10-29T00:04:13Z,1250000,False,,,0,,C. Payne REBOUND (Off:1 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Right Corner 3,24+ Right,,,,,,,,,141.0,2.0,1.0,1.0,,,,,,,,
143,PT00M50.50S,2024-10-29T00:04:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.046649145860711,49.50980392156863,1610612752,16,19,2024-10-29T00:04:21Z,1260000,False,2.0,14.0,1,left,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
144,PT00M48.40S,2024-10-29T00:04:19.8Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,16,19,2024-10-29T00:04:21Z,1270000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,
148,PT00M39.80S,2024-10-29T00:04:28.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,77.34888304862024,11.519607843137255,1610612739,16,22,2024-10-29T00:04:32Z,1280000,False,-192.0,160.0,1,right,D. Mitchell 25' 3PT  (7 PTS) (S. Merrill 1 AST),"[1628378, 1630241]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.05,Made,7.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,,,,
150,PT00M32.90S,2024-10-29T00:04:45.0Z,1,REGULAR,2pt,Jump Shot,[],1628969,9.543363994743759,33.088235294117645,1610612752,18,22,2024-10-29T00:04:52Z,1300000,False,85.0,37.0,1,left,M. Bridges 9' fadeaway Jump Shot (4 PTS),[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,9.24,Made,4.0,,,,,,,,,,,,,,,,,
151,PT00M14.70S,2024-10-29T00:05:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,71.17279894875165,77.20588235294117,1610612739,18,22,2024-10-29T00:42:12Z,1310000,False,136.0,218.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
153,PT00M14.70S,2024-10-29T00:05:12.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,18,22,2024-10-29T00:05:12Z,1320000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,151.0,,,,,,,,,,,
155,PT00M14.70S,2024-10-29T00:05:13.6Z,1,REGULAR,substitution,out,[],1630241,,,1610612752,18,22,2024-10-29T00:05:29Z,1340000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M14.70S,2024-10-29T00:05:13.6Z,1,REGULAR,substitution,out,[],1627777,,,1610612752,18,22,2024-10-29T00:05:29Z,1350000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M14.70S,2024-10-29T00:05:13.6Z,1,REGULAR,substitution,in,[],1629731,,,1610612752,18,22,2024-10-29T00:05:29Z,1360000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M14.70S,2024-10-29T00:05:13.6Z,1,REGULAR,substitution,in,[],1630171,,,1610612752,18,22,2024-10-29T00:05:29Z,1370000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M02.40S,2024-10-29T00:05:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630540,27.677398160315374,18.872549019607842,1610612752,18,22,2024-10-29T00:43:13Z,1380000,False,156.0,208.0,1,left,MISS M. McBride 25' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
160,PT00M02.40S,2024-10-29T00:05:49.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,18,22,2024-10-29T00:07:03Z,1390000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,159.0,3.0,3.0,0.0,,,,,,,,
161,PT00M00.00S,2024-10-29T00:05:55.6Z,1,REGULAR,period,end,[],0,,,1610612739,18,22,2024-10-29T00:05:55Z,1400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-10-29T00:08:12.5Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,18,22,2024-10-29T00:08:23Z,1410000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-10-29T00:08:12.5Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,18,22,2024-10-29T00:08:23Z,1420000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-10-29T00:08:12.5Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612739,18,22,2024-10-29T00:08:23Z,1430000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-10-29T00:08:12.5Z,2,REGULAR,substitution,in,['startperiod'],1630241,,,1610612739,18,22,2024-10-29T00:08:23Z,1440000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-10-29T00:08:37.3Z,2,REGULAR,period,start,[],0,,,1610612752,18,22,2024-10-29T00:08:37Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M42.00S,2024-10-29T00:08:54.7Z,2,REGULAR,3pt,Jump Shot,[],1626166,6.915243101182654,2.696078431372549,1610612752,18,22,2024-10-29T00:08:59Z,1460000,False,237.0,13.0,1,left,MISS C. Payne 3PT,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
172,PT11M39.00S,2024-10-29T00:08:57.7Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612752,18,22,2024-10-29T00:08:59Z,1470000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,171.0,1.0,0.0,1.0,,,,,,,,
173,PT11M38.00S,2024-10-29T00:08:59.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628384,17.0335085413929,31.862745098039213,1610612752,20,22,2024-10-29T00:15:17Z,1480000,False,91.0,108.0,1,left,O. Anunoby 14' pullup Jump Shot (6 PTS),[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,14.07,Made,6.0,,,,,,,,,,,,,,,,,
174,PT11M23.00S,2024-10-29T00:09:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.51182654402102,50.98039215686274,1610612739,20,24,2024-10-29T00:17:06Z,1490000,False,5.0,8.0,1,right,E. Mobley driving Layup (2 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,,,,,,,,,,,,,,,,,
175,PT11M03.00S,2024-10-29T00:09:32.8Z,2,REGULAR,turnover,bad pass,[],1628969,,,1610612752,20,24,2024-10-29T00:09:37Z,1500000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1630171]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,Okoro,1630171.0
