actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-11T00:41:59.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-11T00:41:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-11T00:42:02.5Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-01-11T00:42:02Z,40000,False,,,0,,Jump Ball K. Towns vs. I. Hartenstein: Tip to J. Hart,"[1628404, 1626157, 1628392]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-01-11T00:42:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.011169513797633,48.28431372549019,1610612752,0,0,2025-01-11T00:42:22Z,70000,False,9.0,79.0,1,left,MISS J. Brunson 7' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.97,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-01-11T00:42:20.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,0,0,2025-01-11T00:42:22Z,80000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-01-11T00:42:28.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,79.45137976346912,32.35294117647059,1610612760,0,0,2025-01-11T00:42:51Z,90000,False,-88.0,141.0,1,right,MISS S. Gilgeous-Alexander 16' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,16.61,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-01-11T00:42:32.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,0,0,2025-01-11T00:42:51Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Left Center,,,9.0,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2025-01-11T00:42:51.7Z,1,REGULAR,foul,personal,[],1629652,,,1610612752,0,0,2025-01-11T00:44:07Z,110000,False,,,0,,L. Dort loose ball personal FOUL (1 PF),"[1629652, 1626157]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,1626301.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
13,PT11M07.00S,2025-01-11T00:43:11.7Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612752,0,0,2025-01-11T00:43:25Z,130000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Brunson 2 FT),"[1641717, 1628973]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628168.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,
15,PT11M07.00S,2025-01-11T00:43:45.7Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,1,0,2025-01-11T00:43:45Z,150000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
16,PT11M07.00S,2025-01-11T00:44:03.4Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,2,0,2025-01-11T00:44:03Z,160000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
17,PT10M48.00S,2025-01-11T00:44:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,94.43166885676742,49.754901960784316,1610612760,2,0,2025-01-11T00:44:28Z,170000,False,-1.0,0.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.12,Missed,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2025-01-11T00:44:22.3Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,2,0,2025-01-11T00:44:36Z,180000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M45.00S,2025-01-11T00:44:27.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629652,94.40999984741211,50.0,1610612760,2,0,2025-01-11T00:44:41Z,190000,False,0.0,0.0,1,right,MISS L. Dort tip Layup,[1629652],1610612760.0,OKC,tip,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2025-01-11T00:44:29.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,2,0,2025-01-11T00:45:02Z,200000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
