actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-26T00:42:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-26T00:42:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-01-26T00:42:54.4Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-01-26T00:42:54Z,40000,False,,,0,,Jump Ball K. Towns vs. D. Sabonis: Tip to J. Hart,"[1628404, 1626157, 1627734]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-01-26T00:43:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,94.95729303547962,54.166666666666664,1610612752,0,0,2025-01-26T00:43:18Z,70000,False,21.0,-5.0,1,right,MISS K. Towns driving finger roll Layup,[1626157],1610612752.0,NYK,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-01-26T00:43:16.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2025-01-26T00:43:18Z,80000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-01-26T00:43:29.2Z,1,REGULAR,2pt,Jump Shot,[],1628368,13.485545335085414,26.225490196078432,1610612758,0,0,2025-01-26T00:43:33Z,90000,False,119.0,74.0,1,left,MISS D. Fox 14' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,14.02,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2025-01-26T00:43:31.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2025-01-26T00:43:33Z,100000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M10.00S,2025-01-26T00:43:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.64323258869908,47.794117647058826,1610612752,2,0,2025-01-26T00:43:46Z,110000,False,-11.0,7.0,1,right,O. Anunoby Layup (2 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,
13,PT11M10.00S,2025-01-26T00:43:44.6Z,1,REGULAR,foul,personal,['1freethrow'],201942,,,1610612752,2,0,2025-01-26T00:43:54Z,130000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Anunoby 1 FT),"[201942, 1628384]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627539.0,1.0,0.0,Anunoby,1628384.0,,,,,
15,PT11M10.00S,2025-01-26T00:44:10.5Z,1,REGULAR,freethrow,1 of 1,[],1628384,,,1610612752,2,0,2025-01-26T00:44:13Z,150000,False,,,0,,MISS O. Anunoby Free Throw 1 of 1,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M08.00S,2025-01-26T00:44:12.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,0,2025-01-26T00:44:13Z,160000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
