actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
175,PT11M00.00S,2024-12-01T23:39:56.2Z,2,REGULAR,3pt,Jump Shot,[],1628404,7.966491458607096,3.1862745098039214,1610612752,36,12,2024-12-01T23:40:00Z,1680000,False,234.0,22.0,1,left,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
176,PT10M58.00S,2024-12-01T23:39:58.2Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,36,12,2024-12-01T23:40:00Z,1690000,False,,,0,,K. Towns REBOUND (Off:1 Def:8),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,175.0,9.0,8.0,1.0,,,,,,,,,,,,
177,PT10M56.00S,2024-12-01T23:40:00.8Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612752,36,12,2024-12-01T23:40:03Z,1700000,False,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 203901]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Payton,203901.0,,,,,,,,,
178,PT10M56.00S,2024-12-01T23:40:00.8Z,2,REGULAR,steal,,[],203901,,,1610612740,36,12,2024-12-01T23:40:02Z,1710000,False,,,0,,E. Payton STEAL (1 STL),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
179,PT10M50.00S,2024-12-01T23:40:06.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641810,94.43166885676742,2.941176470588235,1610612740,36,12,2024-12-01T23:40:11Z,1720000,False,-235.0,0.0,1,right,MISS A. Reeves 3PT,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
180,PT10M47.00S,2024-12-01T23:40:09.9Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,36,12,2024-12-01T23:40:09Z,1730000,False,,,0,,Y. Missi REBOUND (Off:2 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,,,179.0,2.0,0.0,2.0,,,,,,,,,,,,
181,PT10M44.00S,2024-12-01T23:40:12.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203468,81.8166885676741,70.58823529411765,1610612740,36,12,2024-12-01T23:40:16Z,1740000,False,103.0,118.0,1,right,MISS C. McCollum 15' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,15.69,Missed,,,,,,,,,,,,,,,,,,
182,PT10M42.00S,2024-12-01T23:40:14.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,36,12,2024-12-01T23:40:16Z,1750000,False,,,0,,K. Towns REBOUND (Off:1 Def:9),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,181.0,10.0,9.0,1.0,,,,,,,,,,,,
183,PT10M32.00S,2024-12-01T23:40:24.7Z,2,REGULAR,3pt,Jump Shot,[],1628969,9.806176084099869,4.166666666666666,1610612752,39,12,2024-12-01T23:40:27Z,1760000,False,229.0,40.0,1,left,M. Bridges 3PT  (16 PTS) (C. Payne 3 AST),"[1628969, 1626166]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.26,Made,,,,,,,,,,,16.0,C. Payne,1626166.0,3.0,,,,
185,PT10M13.00S,2024-12-01T23:40:43.2Z,2,REGULAR,3pt,Jump Shot,[],1629750,72.22404730617609,78.67647058823529,1610612740,39,12,2024-12-01T23:40:47Z,1780000,False,143.0,209.0,1,right,MISS J. Green 25' 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
186,PT10M10.00S,2024-12-01T23:40:46.2Z,2,REGULAR,rebound,offensive,[],203468,,,1610612740,39,12,2024-12-01T23:40:47Z,1790000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,185.0,1.0,0.0,1.0,,,,,,,,,,,,
187,PT10M06.00S,2024-12-01T23:40:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,93.77463863337714,52.94117647058824,1610612740,39,14,2024-12-01T23:51:10Z,1800000,False,15.0,6.0,1,right,J. Green driving Layup (5 PTS) (C. McCollum 1 AST),"[1629750, 203468]",1610612740.0,NOP,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,5.0,C. McCollum,203468.0,1.0,,,,
189,PT10M06.00S,2024-12-01T23:40:57.1Z,2,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612740,39,14,2024-12-01T23:41:09Z,1820000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Green 1 FT),"[1628404, 1629750]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,,,,,1.0,0.0,Green,1629750.0
191,PT10M06.00S,2024-12-01T23:41:33.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629750,,,1610612740,39,14,2024-12-01T23:41:35Z,1840000,False,,,0,,MISS J. Green Free Throw 1 of 1,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT10M04.00S,2024-12-01T23:41:35.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,39,14,2024-12-01T23:41:35Z,1850000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,191.0,3.0,3.0,0.0,,,,,,,,,,,,
193,PT09M50.00S,2024-12-01T23:41:47.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,26.757555847568987,18.872549019607842,1610612752,39,14,2024-12-01T23:41:50Z,1860000,False,156.0,199.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
194,PT09M48.00S,2024-12-01T23:41:49.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,39,14,2024-12-01T23:41:50Z,1870000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,193.0,2.0,1.0,1.0,,,,,,,,,,,,
195,PT09M38.00S,2024-12-01T23:41:59.1Z,2,REGULAR,turnover,lost ball,[],203901,,,1610612740,39,14,2024-12-01T23:42:03Z,1880000,False,,,0,,E. Payton lost ball TURNOVER (1 TO),"[203901, 1628404]",1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,
196,PT09M38.00S,2024-12-01T23:41:59.1Z,2,REGULAR,steal,,[],1628404,,,1610612752,39,14,2024-12-01T23:42:00Z,1890000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
197,PT09M34.00S,2024-12-01T23:42:03.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630540,5.995400788436268,48.03921568627451,1610612752,39,14,2024-12-01T23:42:15Z,1900000,False,10.0,4.0,1,left,MISS M. McBride running Layup - blocked,"[1630540, 1629750]",1610612752.0,NYK,running,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,1.05,Missed,Green,1629750.0,,,,,,,,,,,,,,,,
198,PT09M34.00S,2024-12-01T23:42:03.5Z,2,REGULAR,block,,[],1629750,,,1610612752,39,14,2024-12-01T23:42:08Z,1910000,False,,,0,,J. Green BLOCK (2 BLK),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
199,PT09M31.00S,2024-12-01T23:42:06.5Z,2,REGULAR,rebound,defensive,[],203901,,,1610612740,39,14,2024-12-01T23:42:15Z,1920000,False,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,
200,PT09M25.00S,2024-12-01T23:42:11.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,73.53810775295663,85.04901960784314,1610612740,39,14,2024-12-01T23:42:41Z,1930000,False,175.0,196.0,1,right,MISS C. McCollum 26' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
201,PT09M23.00S,2024-12-01T23:42:13.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,39,14,2024-12-01T23:42:41Z,1940000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,200.0,4.0,4.0,0.0,,,,,,,,,,,,
202,PT09M20.00S,2024-12-01T23:42:16.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630540,11.908672798948752,95.83333333333334,1610612752,42,14,2024-12-01T23:52:36Z,1950000,False,-229.0,59.0,1,left,M. McBride 3PT running (11 PTS) (J. Hart 2 AST),"[1630540, 1628404]",1610612752.0,NYK,running,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,23.68,Made,,,,,,,,,,,11.0,J. Hart,1628404.0,2.0,,,,
204,PT09M07.00S,2024-12-01T23:42:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.11760840998686,48.03921568627451,1610612740,42,16,2024-12-01T23:42:34Z,1970000,False,-10.0,12.0,1,right,C. McCollum Layup (6 PTS) (E. Payton 4 AST),"[203468, 203901]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,,6.0,E. Payton,203901.0,4.0,,,,
206,PT08M55.00S,2024-12-01T23:42:41.4Z,2,REGULAR,3pt,Jump Shot,[],1626157,32.53942181340342,47.794117647058826,1610612752,42,16,2024-12-01T23:42:44Z,1990000,False,11.0,253.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
207,PT08M54.00S,2024-12-01T23:42:42.4Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,42,16,2024-12-01T23:42:44Z,2000000,False,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,206.0,3.0,2.0,1.0,,,,,,,,,,,,
208,PT08M44.00S,2024-12-01T23:42:55.3Z,2,REGULAR,foul,personal,[],1626166,,,1610612740,42,16,2024-12-01T23:43:01Z,2010000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 203468]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1629183.0,,,,,1.0,0.0,McCollum,203468.0
210,PT08M44.00S,2024-12-01T23:42:55.4Z,2,REGULAR,substitution,out,[],1628969,,,1610612740,42,16,2024-12-01T23:43:05Z,2030000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M44.00S,2024-12-01T23:42:55.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612740,42,16,2024-12-01T23:43:05Z,2040000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M37.00S,2024-12-01T23:43:28.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,87.46714848883047,40.931372549019606,1610612740,42,18,2024-12-01T23:43:31Z,2050000,False,-45.0,65.0,1,right,E. Payton 7' driving floating Jump Shot (4 PTS),[203901],1610612740.0,NOP,driving floating,,,Payton,E. Payton,,,,,In The Paint (Non-RA),0-8 Center,7.95,Made,,,,,,,,,,,4.0,,,,,,,
213,PT08M26.00S,2024-12-01T23:43:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,5.995400788436268,52.450980392156865,1610612752,42,18,2024-12-02T00:14:54Z,2060000,False,-12.0,4.0,1,left,MISS K. Towns driving floating Shot - blocked,"[1626157, 1642274]",1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.29,Missed,Missi,1642274.0,,,,,,,,,,,,,,,,
214,PT08M26.00S,2024-12-01T23:43:39.7Z,2,REGULAR,block,,[],1642274,,,1610612752,42,18,2024-12-01T23:43:41Z,2070000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT08M23.00S,2024-12-01T23:43:42.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,42,18,2024-12-01T23:43:45Z,2080000,False,,,0,,K. Towns REBOUND (Off:2 Def:9),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,213.0,11.0,9.0,2.0,,,,,,,,,,,,
216,PT08M23.00S,2024-12-01T23:43:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.046649145860711,53.18627450980392,1610612752,42,18,2024-12-02T00:14:59Z,2090000,False,-16.0,14.0,1,left,MISS K. Towns putback Layup - blocked,"[1626157, 203901]",1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.1,Missed,Payton,203901.0,,,,,,,,,,,,,,,,
217,PT08M23.00S,2024-12-01T23:43:44.9Z,2,REGULAR,block,,[],203901,,,1610612752,42,18,2024-12-01T23:44:37Z,2100000,False,,,0,,E. Payton BLOCK (1 BLK),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT08M23.00S,2024-12-01T23:43:44.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,42,18,2024-12-01T23:43:50Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,216.0,,,,,,,,,,,,,,,
220,PT08M18.00S,2024-12-01T23:44:32.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,28.597240473061763,23.52941176470588,1610612752,42,18,2024-12-01T23:44:35Z,2130000,False,132.0,216.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
221,PT08M16.00S,2024-12-01T23:44:34.0Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612740,42,18,2024-12-01T23:44:35Z,2140000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,
222,PT08M07.00S,2024-12-01T23:44:43.8Z,2,REGULAR,2pt,Jump Shot,[],203901,87.86136662286465,69.36274509803921,1610612740,42,18,2024-12-01T23:44:47Z,2150000,False,97.0,62.0,1,right,MISS E. Payton 11' turnaround fadeaway Shot - blocked,"[203901, 1628384]",1610612740.0,NOP,turnaround fadeaway,,,Payton,E. Payton,,,,,Mid-Range,8-16 Right,11.47,Missed,Anunoby,1628384.0,,,,,,,,,,,,,,,,
223,PT08M07.00S,2024-12-01T23:44:43.8Z,2,REGULAR,block,,[],1628384,,,1610612740,42,18,2024-12-01T23:44:46Z,2160000,False,,,0,,O. Anunoby BLOCK (3 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
224,PT08M05.00S,2024-12-01T23:44:45.8Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,42,18,2024-12-01T23:44:55Z,2170000,False,,,0,,Y. Missi REBOUND (Off:3 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Right,,,,,222.0,3.0,0.0,3.0,,,,,,,,,,,,
225,PT08M04.00S,2024-12-01T23:44:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,94.1688567674113,48.77450980392157,1610612740,42,20,2024-12-02T00:15:59Z,2180000,False,-6.0,2.0,1,right,Y. Missi driving finger roll Layup (2 PTS),[1642274],1610612740.0,NOP,driving finger roll,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,,,,2.0,,,,,,,
226,PT08M04.00S,2024-12-01T23:44:50.8Z,2,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612740,42,20,2024-12-01T23:44:58Z,2190000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Missi 1 FT),"[1628384, 1642274]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1148.0,,,,,1.0,0.0,Missi,1642274.0
228,PT08M04.00S,2024-12-01T23:44:50.8Z,2,REGULAR,substitution,out,[],203901,,,1610612740,42,20,2024-12-01T23:45:14Z,2210000,False,,,0,,SUB out: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M04.00S,2024-12-01T23:44:50.8Z,2,REGULAR,substitution,in,[],1627749,,,1610612740,42,20,2024-12-01T23:45:14Z,2220000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2024-12-01T23:45:35.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1642274,,,1610612740,42,21,2024-12-01T23:45:35Z,2230000,False,,,0,,Y. Missi Free Throw 1 of 1 (3 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
231,PT07M54.00S,2024-12-01T23:45:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,9.937582128777924,42.15686274509804,1610612752,42,21,2024-12-01T23:56:02Z,2240000,False,39.0,41.0,1,left,MISS K. Towns driving floating bank Shot,[1626157],1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
232,PT07M50.00S,2024-12-01T23:45:46.9Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,42,21,2024-12-01T23:45:48Z,2250000,False,,,0,,Y. Missi REBOUND (Off:3 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,231.0,4.0,1.0,3.0,,,,,,,,,,,,
233,PT07M40.00S,2024-12-01T23:45:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.33574244415243,50.0,1610612740,42,21,2024-12-01T23:46:02Z,2260000,False,0.0,67.0,1,right,MISS C. McCollum 6' driving floating Shot - blocked,"[203468, 1626166]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,Payne,1626166.0,,,,,,,,,,,,,,,,
305,PT07M40.00S,2024-12-01T23:45:56.6Z,2,REGULAR,block,,[],1626166,,,1610612740,42,21,2024-12-01T23:59:05Z,2265000,False,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M37.00S,2024-12-01T23:45:59.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,42,21,2024-12-01T23:47:47Z,2270000,False,,,0,,K. Towns REBOUND (Off:2 Def:10),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,233.0,12.0,10.0,2.0,,,,,,,,,,,,
235,PT07M35.00S,2024-12-01T23:46:00.9Z,2,REGULAR,turnover,bad pass,[],1630540,,,1610612752,42,21,2024-12-01T23:46:04Z,2280000,False,,,0,,M. McBride bad pass TURNOVER (2 TO),"[1630540, 1627749]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Center,,,,,,,,,2.0,Murray,1627749.0,,,,,,,,,
236,PT07M35.00S,2024-12-01T23:46:00.9Z,2,REGULAR,steal,,[],1627749,,,1610612740,42,21,2024-12-01T23:46:03Z,2290000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M32.00S,2024-12-01T23:46:05.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641810,93.64323258869908,51.71568627450981,1610612740,42,21,2024-12-01T23:59:46Z,2300000,False,9.0,7.0,1,right,MISS A. Reeves running Layup - blocked,"[1641810, 1626157]",1610612740.0,NOP,running,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,1.13,Missed,Towns,1626157.0,,,,,,,,,,,,,,,,
238,PT07M32.00S,2024-12-01T23:46:05.4Z,2,REGULAR,block,,[],1626157,,,1610612740,42,21,2024-12-01T23:46:07Z,2310000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT07M32.00S,2024-12-01T23:46:05.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,42,21,2024-12-01T23:46:10Z,2320000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,237.0,,,,,,,,,,,,,,,
241,PT07M32.00S,2024-12-01T23:46:09.6Z,2,REGULAR,substitution,out,[],1626166,,,1610612740,42,21,2024-12-01T23:46:17Z,2340000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M32.00S,2024-12-01T23:46:09.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,42,21,2024-12-01T23:46:17Z,2350000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M32.00S,2024-12-01T23:46:09.6Z,2,REGULAR,substitution,in,[],1628973,,,1610612740,42,21,2024-12-01T23:46:17Z,2360000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M32.00S,2024-12-01T23:46:09.6Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,42,21,2024-12-01T23:46:17Z,2370000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M32.00S,2024-12-01T23:46:09.6Z,2,REGULAR,substitution,out,[],1626157,,,1610612740,42,21,2024-12-01T23:46:24Z,2380000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M32.00S,2024-12-01T23:46:09.6Z,2,REGULAR,substitution,in,[],1630579,,,1610612740,42,21,2024-12-01T23:46:24Z,2390000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M25.00S,2024-12-01T23:46:45.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203468,83.65637319316689,64.70588235294117,1610612740,42,21,2024-12-02T00:00:11Z,2400000,False,74.0,101.0,1,right,MISS C. McCollum 12' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,12.5,Missed,,,,,,,,,,,,,,,,,,
248,PT07M22.00S,2024-12-01T23:46:48.4Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,42,21,2024-12-01T23:46:50Z,2410000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Right,,,,,247.0,3.0,3.0,0.0,,,,,,,,,,,,
249,PT07M13.00S,2024-12-01T23:46:59.7Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612752,42,21,2024-12-01T23:47:03Z,2420000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Brunson 2 FT),"[203468, 1628973]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1148.0,,,,,1.0,0.0,Brunson,1628973.0
251,PT07M13.00S,2024-12-01T23:47:25.2Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,43,21,2024-12-01T23:47:25Z,2440000,False,,,0,,J. Brunson Free Throw 1 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
252,PT07M13.00S,2024-12-01T23:47:42.8Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,44,21,2024-12-01T23:47:42Z,2450000,False,,,0,,J. Brunson Free Throw 2 of 2 (5 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
254,PT07M01.00S,2024-12-01T23:48:07.4Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,44,21,2024-12-01T23:48:14Z,2470000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M01.00S,2024-12-01T23:48:07.4Z,2,REGULAR,substitution,in,[],1628464,,,1610612740,44,21,2024-12-01T23:48:14Z,2480000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
