actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-18T00:43:20.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-18T00:43:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-18T00:43:22.9Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612750,0,0,2025-01-18T00:43:22Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Sims: Tip to J. Randle,"[203944, 203497, 1630579]",1610612750.0,MIN,startperiod,J. Randle,203944.0,Randle,J. Randle,Gobert,203497.0,Sims,1630579.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-01-18T00:43:42.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,75.77201051248358,40.19607843137255,1610612750,0,0,2025-01-18T00:43:49Z,70000,False,-49.0,175.0,1,right,MISS A. Edwards 18' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,18.19,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-01-18T00:43:44.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,0,0,2025-01-18T00:43:49Z,80000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-01-18T00:43:48.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,73.53810775295663,15.686274509803921,1610612750,0,3,2025-01-18T00:43:51Z,90000,False,-172.0,196.0,1,right,M. Conley 26' 3PT  (3 PTS) (J. Randle 1 AST),"[201144, 203944]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,26.07,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,,
11,PT11M24.00S,2025-01-18T00:43:59.0Z,1,REGULAR,turnover,traveling,[],1630579,,,1610612752,0,3,2025-01-18T00:44:11Z,110000,False,,,0,,J. Sims traveling TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,201245.0,1.0,,,,,,,,
12,PT11M05.00S,2025-01-18T00:44:32.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,89.04402102496715,95.58823529411765,1610612750,0,6,2025-01-18T00:44:36Z,120000,False,228.0,50.0,1,right,J. McDaniels 3PT  (3 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,,
14,PT10M45.00S,2025-01-18T00:44:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.14257555847569,58.333333333333336,1610612752,0,6,2025-01-18T00:44:56Z,140000,False,-42.0,80.0,1,left,MISS J. Brunson 9' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.06,Missed,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2025-01-18T00:44:54.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,6,2025-01-18T00:44:56Z,150000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,
16,PT10M30.00S,2025-01-18T00:45:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,81.553876478318,93.13725490196079,1610612750,0,6,2025-01-18T00:45:13Z,160000,False,216.0,121.0,1,right,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
17,PT10M29.00S,2025-01-18T00:45:08.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,0,6,2025-01-18T00:45:13Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,16.0,,,,,,,,,,,,,,,,,
19,PT10M16.00S,2025-01-18T00:45:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,93.38042049934296,52.69607843137255,1610612750,0,6,2025-01-18T00:45:42Z,190000,False,13.0,10.0,1,right,MISS A. Edwards driving finger roll Layup,[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
