actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
27,PT09M26.00S,2025-04-06T23:14:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,30.17411300919842,27.941176470588236,1610612752,4,4,2025-04-06T23:14:58Z,270000,False,110.0,231.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,25.61,Missed,,,,,,,,,,,,,
28,PT09M24.00S,2025-04-06T23:14:55.7Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,4,4,2025-04-06T23:14:55Z,280000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,
29,PT09M21.00S,2025-04-06T23:14:58.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.1268068331143235,49.754901960784316,1610612752,6,4,2025-04-06T23:15:02Z,290000,False,1.0,5.0,1,left,K. Towns cutting Layup (4 PTS) (O. Anunoby 1 AST),"[1626157, 1628384]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,0.52,Made,,,,,4.0,O. Anunoby,1628384.0,1.0,,,,,
31,PT09M11.00S,2025-04-06T23:15:07.5Z,1,REGULAR,3pt,Jump Shot,[],1626164,65.1281208935611,49.26470588235294,1610612756,6,7,2025-04-06T23:15:11Z,310000,False,-4.0,275.0,1,right,D. Booker 27' 3PT  (3 PTS) (R. O'Neale 1 AST),"[1626164, 1626220]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,27.53,Made,,,,,3.0,R. O'Neale,1626220.0,1.0,,,,,
33,PT08M49.00S,2025-04-06T23:15:30.8Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,6,7,2025-04-06T23:15:33Z,330000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 203078]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Beal,203078.0
34,PT08M49.00S,2025-04-06T23:15:30.8Z,1,REGULAR,steal,,[],203078,,,1610612756,6,7,2025-04-06T23:15:32Z,340000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
35,PT08M44.00S,2025-04-06T23:15:35.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642346,93.38042049934296,96.56862745098039,1610612756,6,7,2025-04-06T23:15:40Z,350000,False,233.0,10.0,1,right,MISS R. Dunn running 3PT,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,,,,23.3,Missed,,,,,,,,,,,,,
36,PT08M41.00S,2025-04-06T23:15:38.2Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,6,7,2025-04-06T23:15:40Z,360000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT08M36.00S,2025-04-06T23:15:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,7.703679369250986,54.90196078431373,1610612752,8,7,2025-04-06T23:15:47Z,370000,False,-25.0,20.0,1,left,J. Brunson running Layup (2 PTS) (J. Hart 1 AST),"[1628973, 1628404]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,3.16,Made,,,,,2.0,J. Hart,1628404.0,1.0,,,,,
39,PT08M25.00S,2025-04-06T23:15:54.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,81.2910643889619,68.38235294117648,1610612756,8,9,2025-04-06T23:15:57Z,390000,False,92.0,123.0,1,right,D. Booker 15' pullup Jump Shot (5 PTS) (R. O'Neale 2 AST),"[1626164, 1626220]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,15.39,Made,,,,,5.0,R. O'Neale,1626220.0,2.0,,,,,
41,PT08M03.00S,2025-04-06T23:16:15.3Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,8,9,2025-04-06T23:18:13Z,410000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 203078]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Beal,203078.0
42,PT08M03.00S,2025-04-06T23:16:15.3Z,1,REGULAR,steal,,[],203078,,,1610612756,8,9,2025-04-06T23:16:17Z,420000,False,,,0,,B. Beal STEAL (2 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M57.00S,2025-04-06T23:16:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,93.38042049934296,48.28431372549019,1610612756,8,9,2025-04-06T23:19:39Z,430000,False,-9.0,10.0,1,right,MISS B. Beal driving Layup,[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,1.3,Missed,,,,,,,,,,,,,
44,PT07M54.00S,2025-04-06T23:16:25.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,8,9,2025-04-06T23:17:08Z,440000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,
45,PT07M52.00S,2025-04-06T23:16:27.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,6.389618922470433,48.03921568627451,1610612752,10,9,2025-04-06T23:16:37Z,450000,False,10.0,8.0,1,left,O. Anunoby running DUNK (2 PTS) (J. Hart 2 AST),"[1628384, 1628404]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,1.24,Made,,,,,2.0,J. Hart,1628404.0,2.0,,,,,
47,PT07M28.00S,2025-04-06T23:16:50.5Z,1,REGULAR,2pt,Jump Shot,[],203078,90.48948751642575,31.862745098039213,1610612756,10,9,2025-04-06T23:16:55Z,470000,False,-91.0,37.0,1,right,MISS B. Beal 9' driving floating bank Shot,[203078],1610612756.0,PHX,driving floating bank,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,,,,9.79,Missed,,,,,,,,,,,,,
48,PT07M26.00S,2025-04-06T23:16:52.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,10,9,2025-04-06T23:16:55Z,480000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,
49,PT07M20.00S,2025-04-06T23:17:02.1Z,1,REGULAR,foul,personal,[],1630208,,,1610612752,10,9,2025-04-06T23:17:09Z,490000,False,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1628969]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,1627534.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
51,PT07M20.00S,2025-04-06T23:17:02.2Z,1,REGULAR,substitution,out,[],1642346,,,1610612752,10,9,2025-04-06T23:17:24Z,510000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2025-04-06T23:17:02.2Z,1,REGULAR,substitution,in,[],1631221,,,1610612752,10,9,2025-04-06T23:17:24Z,520000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2025-04-06T23:17:34.5Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,10,9,2025-04-06T23:17:39Z,530000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,2530.0,,,,,,,,,,,,,,,,,1.0,,
54,PT07M07.00S,2025-04-06T23:17:49.4Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,10,9,2025-04-06T23:17:53Z,540000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,2530.0,,,,,,,,,,,,,,,,,1.0,,
55,PT07M00.00S,2025-04-06T23:18:02.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,5.601182654402102,79.16666666666666,1610612752,10,9,2025-04-06T23:18:06Z,550000,False,-146.0,0.0,1,left,MISS M. Bridges 14' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,14.58,Missed,,,,,,,,,,,,,
56,PT06M57.00S,2025-04-06T23:18:05.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,10,9,2025-04-06T23:18:06Z,560000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,
57,PT06M45.00S,2025-04-06T23:18:17.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,73.53810775295663,59.068627450980394,1610612756,10,11,2025-04-06T23:18:21Z,570000,False,45.0,196.0,1,right,D. Booker 20' step back Jump Shot (7 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,20.14,Made,,,,,7.0,,,,,,,,
58,PT06M31.00S,2025-04-06T23:18:33.1Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612752,10,11,2025-04-06T23:18:45Z,580000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Hart 2 FT),"[1630208, 1628404]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2530.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
60,PT06M31.00S,2025-04-06T23:18:46.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,10,11,2025-04-06T23:18:46Z,600000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2025-04-06T23:18:47.0Z,1,REGULAR,substitution,out,[],1630208,,,1610612752,10,11,2025-04-06T23:21:26Z,610000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2025-04-06T23:18:47.0Z,1,REGULAR,substitution,in,[],1642345,,,1610612752,10,11,2025-04-06T23:21:26Z,620000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2025-04-06T23:21:55.4Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,11,11,2025-04-06T23:21:55Z,630000,False,,,0,,J. Hart Free Throw 1 of 2 (1 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
64,PT06M31.00S,2025-04-06T23:22:14.7Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,12,11,2025-04-06T23:22:14Z,640000,False,,,0,,J. Hart Free Throw 2 of 2 (2 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
65,PT06M12.00S,2025-04-06T23:22:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,94.1688567674113,49.26470588235294,1610612756,12,13,2025-04-06T23:22:38Z,650000,False,-4.0,2.0,1,right,R. O'Neale driving finger roll Layup (2 PTS) (B. Beal 2 AST),"[1626220, 203078]",1610612756.0,PHX,driving finger roll,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,0.44,Made,,,,,2.0,B. Beal,203078.0,2.0,,,,,
67,PT05M49.00S,2025-04-06T23:22:58.5Z,1,REGULAR,3pt,Jump Shot,[],1628384,10.5946123521682,3.1862745098039214,1610612752,15,13,2025-04-06T23:23:01Z,670000,False,234.0,47.0,1,left,O. Anunoby 3PT  (5 PTS) (J. Hart 3 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,23.88,Made,,,,,5.0,J. Hart,1628404.0,3.0,,,,,
68,PT05M41.00S,2025-04-06T23:23:09.4Z,1,REGULAR,foul,offensive,[],1626220,,,1610612756,15,13,2025-04-06T23:23:23Z,680000,False,,,0,,R. O'Neale offensive FOUL (1 PF),"[1626220, 1628384]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,1627534.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
70,PT05M41.00S,2025-04-06T23:23:09.4Z,1,REGULAR,turnover,offensive foul,[],1626220,,,1610612756,15,13,2025-04-06T23:23:09Z,700000,False,,,0,,R. O'Neale offensive foul TURNOVER (1 TO),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,1627534.0,,,,,,,,,,,,,,,,,1.0,,
71,PT05M41.00S,2025-04-06T23:23:09.5Z,1,REGULAR,substitution,out,[],203078,,,1610612752,15,13,2025-04-06T23:23:34Z,710000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2025-04-06T23:23:09.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612752,15,13,2025-04-06T23:23:34Z,720000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M41.00S,2025-04-06T23:23:09.5Z,1,REGULAR,substitution,in,[],1628960,,,1610612752,15,13,2025-04-06T23:23:34Z,730000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M41.00S,2025-04-06T23:23:09.5Z,1,REGULAR,substitution,in,[],1642346,,,1610612752,15,13,2025-04-06T23:23:34Z,740000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2025-04-06T23:23:52.3Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612752,15,13,2025-04-06T23:23:56Z,750000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1631221]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gillespie,1631221.0
77,PT05M22.00S,2025-04-06T23:23:52.3Z,1,REGULAR,steal,,[],1631221,,,1610612756,15,13,2025-04-06T23:23:53Z,760000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M18.00S,2025-04-06T23:23:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631221,94.69448094612353,53.92156862745098,1610612756,15,13,2025-04-06T23:24:00Z,770000,False,20.0,-3.0,1,right,MISS C. Gillespie running Layup,[1631221],1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,1.98,Missed,,,,,,,,,,,,,
80,PT05M16.00S,2025-04-06T23:23:58.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,15,13,2025-04-06T23:24:00Z,790000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,
81,PT05M12.00S,2025-04-06T23:24:02.9Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612752,15,13,2025-04-06T23:24:08Z,800000,False,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 1631221]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Gillespie,1631221.0
82,PT05M12.00S,2025-04-06T23:24:02.9Z,1,REGULAR,steal,,[],1631221,,,1610612756,15,13,2025-04-06T23:24:04Z,810000,False,,,0,,C. Gillespie STEAL (2 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
83,PT05M08.00S,2025-04-06T23:24:06.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,93.11760840998686,46.81372549019608,1610612756,15,15,2025-04-06T23:24:11Z,820000,False,-16.0,12.0,1,right,D. Booker running Layup (9 PTS) (C. Gillespie 1 AST),"[1626164, 1631221]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,2.0,Made,,,,,9.0,C. Gillespie,1631221.0,1.0,,,,,
85,PT04M45.00S,2025-04-06T23:24:30.5Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,15,15,2025-04-06T23:24:33Z,840000,False,,,0,,J. Brunson lost ball TURNOVER (2 TO),"[1628973, 1631221]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Gillespie,1631221.0
86,PT04M45.00S,2025-04-06T23:24:30.5Z,1,REGULAR,steal,,[],1631221,,,1610612756,15,15,2025-04-06T23:24:31Z,850000,False,,,0,,C. Gillespie STEAL (3 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M41.00S,2025-04-06T23:24:37.3Z,1,REGULAR,foul,offensive,[],1626164,,,1610612756,15,15,2025-04-06T23:24:44Z,860000,False,,,0,,D. Booker charge offensive FOUL (1 PF),"[1626164, 1628973]",1610612756.0,PHX,charge,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
89,PT04M41.00S,2025-04-06T23:24:37.3Z,1,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,15,15,2025-04-06T23:24:37Z,880000,False,,,0,,D. Booker offensive foul TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,,,,,,,,,,2.0,,
