actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
94,PT05M04.00S,2025-04-02T00:01:48.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629656,9.937582128777924,74.75490196078431,1610612755,20,11,2025-04-02T00:01:55Z,910000,False,-124.0,41.0,1,left,MISS Q. Grimes 13' Jump Shot,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,13.04,Missed,,,,,,,,,,,,,,
95,PT05M02.00S,2025-04-02T00:01:50.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,20,11,2025-04-02T00:01:55Z,920000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,
96,PT04M54.00S,2025-04-02T00:02:00.3Z,1,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612752,20,11,2025-04-02T00:02:08Z,930000,False,,,0,,J. Butler shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1630215, 1628384]",1610612755.0,PHI,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,1.0,0.0,Anunoby,1628384.0,,,,,
98,PT04M54.00S,2025-04-02T00:02:28.6Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,21,11,2025-04-02T00:02:28Z,950000,False,,,0,,O. Anunoby Free Throw 1 of 2 (9 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,
99,PT04M54.00S,2025-04-02T00:02:28.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,21,11,2025-04-02T00:02:38Z,960000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M54.00S,2025-04-02T00:02:28.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,21,11,2025-04-02T00:02:38Z,970000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M54.00S,2025-04-02T00:02:28.7Z,1,REGULAR,substitution,in,[],1630173,,,1610612752,21,11,2025-04-02T00:02:38Z,980000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M54.00S,2025-04-02T00:02:28.7Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,21,11,2025-04-02T00:02:38Z,990000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M54.00S,2025-04-02T00:02:50.0Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,22,11,2025-04-02T00:02:50Z,1000000,False,,,0,,O. Anunoby Free Throw 2 of 2 (10 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,
104,PT04M38.00S,2025-04-02T00:03:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630215,27.808804204993432,19.607843137254903,1610612755,22,11,2025-04-02T00:03:12Z,1010000,False,152.0,209.0,1,left,MISS J. Butler 25' 3PT,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,25.83,Missed,,,,,,,,,,,,,,
105,PT04M35.00S,2025-04-02T00:03:11.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,22,11,2025-04-02T00:03:12Z,1020000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,
106,PT04M27.00S,2025-04-02T00:03:19.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,85.23324572930355,50.0,1610612752,22,11,2025-04-02T00:03:25Z,1030000,False,0.0,86.0,1,right,MISS P. Achiuwa 8' turnaround Hook,[1630173],1610612752.0,NYK,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.63,Missed,,,,,,,,,,,,,,
107,PT04M26.00S,2025-04-02T00:03:20.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,22,11,2025-04-02T00:03:25Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,106.0,,,,,,,,,,,,,
109,PT04M13.00S,2025-04-02T00:03:51.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626153,94.69448094612353,96.32352941176471,1610612752,22,11,2025-04-02T00:03:57Z,1060000,False,232.0,-3.0,1,right,MISS D. Wright 3PT,[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,,,,,23.16,Missed,,,,,,,,,,,,,,
110,PT04M10.00S,2025-04-02T00:03:54.3Z,1,REGULAR,rebound,defensive,[],1630215,,,1610612755,22,11,2025-04-02T00:03:57Z,1070000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,
111,PT03M56.00S,2025-04-02T00:04:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630215,5.601182654402102,2.941176470588235,1610612755,22,14,2025-04-02T00:04:11Z,1080000,False,235.0,0.0,1,left,J. Butler 3PT  (3 PTS) (Q. Grimes 2 AST),"[1630215, 1629656]",1610612755.0,PHI,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,23.53,Made,,,,,3.0,,,,,Q. Grimes,1629656.0,2.0,,
113,PT03M35.00S,2025-04-02T00:04:28.4Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,22,14,2025-04-02T00:04:31Z,1100000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1642348]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,1.0,Edwards,1642348.0,,,,,,,,,,,,,,,,
114,PT03M35.00S,2025-04-02T00:04:28.4Z,1,REGULAR,steal,,[],1642348,,,1610612755,22,14,2025-04-02T00:04:30Z,1110000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
115,PT03M29.00S,2025-04-02T00:04:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642348,6.521024967148489,52.20588235294118,1610612755,22,16,2025-04-02T00:04:39Z,1120000,False,-11.0,9.0,1,left,J. Edwards running reverse Layup (2 PTS),[1642348],1610612755.0,PHI,running reverse,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,1.41,Made,,,,,2.0,,,,,,,,,
116,PT03M12.00S,2025-04-02T00:04:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628384,75.24638633377135,15.686274509803921,1610612752,22,16,2025-04-02T00:04:58Z,1130000,False,-172.0,180.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,24.88,Missed,,,,,,,,,,,,,,
117,PT03M09.00S,2025-04-02T00:04:54.6Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,22,16,2025-04-02T00:04:58Z,1140000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT03M01.00S,2025-04-02T00:05:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,7.5722733245729295,48.77450980392157,1610612755,22,18,2025-04-02T00:05:05Z,1150000,False,6.0,19.0,1,left,A. Bona Layup (3 PTS) (K. Lowry 1 AST),"[1641737, 200768]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,1.97,Made,,,,,3.0,,,,,K. Lowry,200768.0,1.0,,
120,PT02M54.00S,2025-04-02T00:05:13.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,22,18,2025-04-02T00:05:13Z,1170000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M54.00S,2025-04-02T00:05:13.8Z,1,REGULAR,substitution,out,[],1641737,,,1610612752,22,18,2025-04-02T00:06:49Z,1180000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M54.00S,2025-04-02T00:05:13.8Z,1,REGULAR,substitution,in,[],1642024,,,1610612752,22,18,2025-04-02T00:06:49Z,1190000,False,,,0,,SUB in: A. Reese,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M47.00S,2025-04-02T00:07:05.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642024,,,1610612752,22,18,2025-04-02T00:07:17Z,1200000,False,,,0,,A. Reese shooting personal FOUL (1 PF) (Wright 2 FT),"[1642024, 1626153]",1610612755.0,PHI,shooting,,,Reese,A. Reese,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,1.0,0.0,Wright,1626153.0,,,,,
125,PT02M47.00S,2025-04-02T00:07:32.5Z,1,REGULAR,freethrow,1 of 2,[],1626153,,,1610612752,23,18,2025-04-02T00:07:32Z,1220000,False,,,0,,D. Wright Free Throw 1 of 2 (4 PTS),[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
126,PT02M47.00S,2025-04-02T00:07:49.0Z,1,REGULAR,freethrow,2 of 2,[],1626153,,,1610612752,24,18,2025-04-02T00:07:49Z,1230000,False,,,0,,D. Wright Free Throw 2 of 2 (5 PTS),[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
127,PT02M28.00S,2025-04-02T00:08:11.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612755,24,18,2025-04-02T00:08:18Z,1240000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Reese 2 FT),"[1628384, 1642024]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,1.0,0.0,Reese,1642024.0,,,,,
129,PT02M28.00S,2025-04-02T00:08:28.9Z,1,REGULAR,freethrow,1 of 2,[],1642024,,,1610612755,24,19,2025-04-02T00:08:28Z,1260000,False,,,0,,A. Reese Free Throw 1 of 2 (1 PTS),[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
130,PT02M28.00S,2025-04-02T00:08:40.5Z,1,REGULAR,freethrow,2 of 2,[],1642024,,,1610612755,24,20,2025-04-02T00:08:40Z,1270000,False,,,0,,A. Reese Free Throw 2 of 2 (2 PTS),[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
131,PT02M08.00S,2025-04-02T00:09:00.3Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612752,24,20,2025-04-02T00:09:06Z,1280000,False,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 200768]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,2.0,Lowry,200768.0,,,,,,,,,,,,,,,,
132,PT02M08.00S,2025-04-02T00:09:00.3Z,1,REGULAR,steal,,[],200768,,,1610612755,24,20,2025-04-02T00:09:01Z,1290000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M02.00S,2025-04-02T00:09:06.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630215,4.944152431011826,4.901960784313726,1610612755,24,20,2025-04-02T00:09:10Z,1300000,False,225.0,-6.0,1,left,MISS J. Butler running 3PT,[1630215],1610612755.0,PHI,running,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,22.56,Missed,,,,,,,,,,,,,,
134,PT01M59.00S,2025-04-02T00:09:09.0Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612755,24,20,2025-04-02T00:09:19Z,1310000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,,,,133.0,3.0,1.0,2.0,,,,,,,,,,
135,PT01M56.00S,2025-04-02T00:09:11.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642348,3.4986859395532193,97.05882352941177,1610612755,24,20,2025-04-02T00:09:15Z,1320000,False,-235.0,-20.0,1,left,MISS J. Edwards 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,,,23.61,Missed,,,,,,,,,,,,,,
136,PT01M54.00S,2025-04-02T00:09:13.8Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612752,24,20,2025-04-02T00:09:15Z,1330000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,Left Corner 3,24+ Left,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT01M44.00S,2025-04-02T00:09:24.9Z,1,REGULAR,turnover,bad pass,[],1630173,,,1610612752,24,20,2025-04-02T00:09:29Z,1340000,False,,,0,,P. Achiuwa bad pass TURNOVER (1 TO),"[1630173, 1629656]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left,,1.0,Grimes,1629656.0,,,,,,,,,,,,,,,,
138,PT01M44.00S,2025-04-02T00:09:24.9Z,1,REGULAR,steal,,[],1629656,,,1610612755,24,20,2025-04-02T00:09:26Z,1350000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
139,PT01M42.00S,2025-04-02T00:09:26.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,5.075558475689881,50.49019607843137,1610612755,24,22,2025-04-02T00:09:33Z,1360000,False,-2.0,-5.0,1,left,Q. Grimes running DUNK (4 PTS),[1629656],1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,0.54,Made,,,,,4.0,,,,,,,,,
140,PT01M21.00S,2025-04-02T00:09:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,93.64323258869908,94.85294117647058,1610612752,27,22,2025-04-02T00:09:50Z,1370000,False,224.0,7.0,1,right,O. Anunoby 3PT  (13 PTS) (J. Hart 2 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,22.44,Made,,,,,13.0,,,,,J. Hart,1628404.0,2.0,,
142,PT01M01.00S,2025-04-02T00:10:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,6.521024967148489,47.05882352941176,1610612755,27,24,2025-04-02T00:10:37Z,1390000,False,15.0,9.0,1,left,Q. Grimes cutting Layup (6 PTS) (J. Butler 1 AST),"[1629656, 1630215]",1610612755.0,PHI,cutting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,1.71,Made,,,,,6.0,,,,,J. Butler,1630215.0,1.0,,
144,PT00M54.40S,2025-04-02T00:10:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,94.03745072273325,51.225490196078425,1610612752,29,24,2025-04-02T00:10:21Z,1410000,False,6.0,4.0,1,right,D. Wright driving finger roll Layup (7 PTS),[1626153],1610612752.0,NYK,driving finger roll,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,0.7,Made,,,,,7.0,,,,,,,,,
145,PT00M47.60S,2025-04-02T00:10:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,6.1268068331143235,49.26470588235294,1610612755,29,26,2025-04-02T00:10:28Z,1420000,False,4.0,5.0,1,left,Q. Grimes driving Layup (8 PTS),[1629656],1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,0.63,Made,,,,,8.0,,,,,,,,,
146,PT00M29.80S,2025-04-02T00:10:47.8Z,1,REGULAR,3pt,Jump Shot,[],1629013,84.83902759526939,94.6078431372549,1610612752,32,26,2025-04-02T00:10:51Z,1430000,False,223.0,90.0,1,right,L. Shamet 24' 3PT  (3 PTS) (J. Hart 3 AST),"[1629013, 1628404]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right,,,,,24.05,Made,,,,,3.0,,,,,J. Hart,1628404.0,3.0,,
149,PT00M05.80S,2025-04-02T00:11:36.4Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612755,32,26,2025-04-02T00:11:40Z,1460000,False,,,0,,Q. Grimes lost ball TURNOVER (2 TO),"[1629656, 1628404]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Hart,1628404.0,,,,,,,,,,,,,,,,
150,PT00M05.80S,2025-04-02T00:11:36.4Z,1,REGULAR,steal,,[],1628404,,,1610612752,32,26,2025-04-02T00:11:55Z,1470000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT00M01.50S,2025-04-02T00:11:42.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,89.17542706964521,51.225490196078425,1610612752,34,26,2025-04-02T00:12:34Z,1480000,False,6.0,49.0,1,right,J. Hart driving floating Jump Shot (2 PTS),[1628404],1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.97,Made,,,,,2.0,,,,,,,,,
152,PT00M01.50S,2025-04-02T00:11:46.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642024,,,1610612752,34,26,2025-04-02T00:11:52Z,1490000,False,,,0,,A. Reese shooting personal FOUL (2 PF) (Hart 1 FT),"[1642024, 1628404]",1610612755.0,PHI,shooting,,,Reese,A. Reese,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,,,2.0,0.0,Hart,1628404.0,,,,,
154,PT00M01.50S,2025-04-02T00:12:11.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628404,,,1610612752,35,26,2025-04-02T00:12:11Z,1510000,False,,,0,,J. Hart Free Throw 1 of 1 (3 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,
155,PT00M00.10S,2025-04-02T00:12:18.2Z,1,REGULAR,3pt,Jump Shot,[],1642024,54.48423127463863,25.0,1610612755,35,26,2025-04-02T00:15:22Z,1520000,False,125.0,460.0,1,left,MISS A. Reese 47' driving floating 3PT,[1642024],1610612755.0,PHI,driving floating,,,Reese,A. Reese,,,,,Above the Break 3,24+ Left Center,,,,,47.64,Missed,,,,,,,,,,,,,,
156,PT00M00.10S,2025-04-02T00:12:18.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,35,26,2025-04-02T00:12:39Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,155.0,,,,,,,,,,,,,
157,PT00M00.00S,2025-04-02T00:12:20.7Z,1,REGULAR,period,end,[],0,,,1610612755,35,26,2025-04-02T00:12:20Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612755,35,26,2025-04-02T00:15:00Z,1550000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,out,['startperiod'],1626153,,,1610612755,35,26,2025-04-02T00:15:00Z,1560000,False,,,0,,SUB out: D. Wright,[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,out,['startperiod'],1642348,,,1610612755,35,26,2025-04-02T00:15:00Z,1570000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612755,35,26,2025-04-02T00:15:00Z,1580000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,out,['startperiod'],1642024,,,1610612755,35,26,2025-04-02T00:15:00Z,1590000,False,,,0,,SUB out: A. Reese,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612755,35,26,2025-04-02T00:15:00Z,1600000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612755,35,26,2025-04-02T00:15:00Z,1610000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,in,['startperiod'],1630542,,,1610612755,35,26,2025-04-02T00:15:00Z,1620000,False,,,0,,SUB in: M. Bagley,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,in,['startperiod'],1629022,,,1610612755,35,26,2025-04-02T00:15:00Z,1630000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-04-02T00:14:39.5Z,2,REGULAR,substitution,in,['startperiod'],1641737,,,1610612755,35,26,2025-04-02T00:15:00Z,1640000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-04-02T00:15:10.9Z,2,REGULAR,period,start,[],0,,,1610612755,35,26,2025-04-02T00:15:10Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M46.00S,2025-04-02T00:15:24.3Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612755,35,26,2025-04-02T00:15:27Z,1660000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1630173]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,1.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
170,PT11M46.00S,2025-04-02T00:15:24.3Z,2,REGULAR,steal,,[],1630173,,,1610612752,35,26,2025-04-02T00:15:25Z,1670000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
171,PT11M42.00S,2025-04-02T00:15:27.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,77.08607095926413,89.2156862745098,1610612752,38,26,2025-04-02T00:15:31Z,1680000,False,196.0,163.0,1,right,L. Shamet 25' 3PT running pullup (6 PTS) (T. Kolek 1 AST),"[1629013, 1642278]",1610612752.0,NYK,running pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,,25.49,Made,,,,,6.0,,,,,T. Kolek,1642278.0,1.0,,
173,PT11M31.00S,2025-04-02T00:15:38.4Z,2,REGULAR,3pt,Jump Shot,[],1630542,29.911300919842315,71.56862745098039,1610612755,38,26,2025-04-02T00:15:42Z,1700000,False,-108.0,229.0,1,left,MISS M. Bagley 25' 3PT,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Above the Break 3,24+ Left Center,,,,,25.28,Missed,,,,,,,,,,,,,,
174,PT11M28.00S,2025-04-02T00:15:41.4Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,38,26,2025-04-02T00:15:42Z,1710000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,
175,PT11M16.00S,2025-04-02T00:15:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,82.34231274638634,43.13725490196079,1610612752,38,26,2025-04-02T00:15:57Z,1720000,False,-34.0,113.0,1,right,MISS J. Hart 11' pullup Shot,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.86,Missed,,,,,,,,,,,,,,
176,PT11M14.00S,2025-04-02T00:15:55.8Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,38,26,2025-04-02T00:15:57Z,1730000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,
