actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-09T00:41:38.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-09T00:41:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-09T00:41:40.1Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-11-09T00:41:40Z,40000,False,,,0,,Jump Ball B. Lopez vs. K. Towns: Tip to G. Antetokounmpo,"[203507, 201572, 1626157]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-11-09T00:41:54.9Z,1,REGULAR,turnover,lost ball,[],201572,,,1610612749,0,0,2024-11-09T00:41:58Z,70000,False,,,0,,B. Lopez lost ball TURNOVER (1 TO),"[201572, 1628973]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,1.0,Brunson,1628973.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-11-09T00:41:54.9Z,1,REGULAR,steal,,[],1628973,,,1610612752,0,0,2024-11-09T00:41:56Z,80000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-11-09T00:42:26.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,78.53153745072274,65.93137254901961,1610612752,0,0,2024-11-09T00:42:34Z,100000,False,80.0,149.0,1,right,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,16.92,Missed,,,,,,,,,,,,,,,
11,PT11M24.00S,2024-11-09T00:42:28.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2024-11-09T00:42:34Z,110000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M10.00S,2024-11-09T00:42:43.0Z,1,REGULAR,3pt,Jump Shot,[],1641748,7.046649145860711,4.166666666666666,1610612749,0,0,2024-11-09T00:42:47Z,120000,False,229.0,14.0,1,left,MISS A. Jackson Jr. 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,22.96,Missed,,,,,,,,,,,,,,,
13,PT11M08.00S,2024-11-09T00:42:45.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,0,2024-11-09T00:42:47Z,130000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M49.00S,2024-11-09T00:43:04.1Z,1,REGULAR,3pt,Jump Shot,[],1626157,71.30420499342969,19.852941176470587,1610612752,3,0,2024-11-09T00:43:08Z,140000,False,-151.0,217.0,1,right,K. Towns 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,26.44,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,
16,PT10M35.00S,2024-11-09T00:43:17.9Z,1,REGULAR,2pt,Jump Shot,[],203081,21.895532194480946,55.14705882352941,1610612749,3,2,2024-11-09T00:44:48Z,160000,False,-26.0,153.0,1,left,D. Lillard 15' step back Jump Shot (2 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,,,15.54,Made,,,,,2.0,,,,,,,,,,
17,PT10M17.00S,2024-11-09T00:43:35.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.41327201051249,66.17647058823529,1610612752,6,2,2024-11-09T00:43:39Z,170000,False,81.0,244.0,1,right,K. Towns 25' 3PT  (6 PTS) (J. Brunson 1 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,25.74,Made,,,,,6.0,J. Brunson,1628973.0,1.0,,,,,,,
19,PT10M04.00S,2024-11-09T00:43:48.5Z,1,REGULAR,3pt,Jump Shot,[],1641748,22.683968462549277,87.25490196078431,1610612749,6,5,2024-11-09T00:43:52Z,190000,False,-186.0,161.0,1,left,A. Jackson Jr. 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1641748, 203507]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,24.6,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,
21,PT09M39.00S,2024-11-09T00:44:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612752,6,5,2024-11-09T00:44:44Z,210000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Hart 2 FT),"[1627752, 1628404]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Hart,1628404.0,,
23,PT09M39.00S,2024-11-09T00:44:45.0Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,7,5,2024-11-09T00:44:45Z,230000,False,,,0,,J. Hart Free Throw 1 of 2 (1 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
24,PT09M39.00S,2024-11-09T00:44:54.8Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,8,5,2024-11-09T00:44:54Z,240000,False,,,0,,J. Hart Free Throw 2 of 2 (2 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
25,PT09M20.00S,2024-11-09T00:45:15.9Z,1,REGULAR,turnover,bad pass,[],1627752,,,1610612749,8,5,2024-11-09T00:45:22Z,250000,False,,,0,,T. Prince bad pass TURNOVER (1 TO),"[1627752, 1628384]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,1.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
