actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT09M26.00S,2024-12-06T01:19:35.6Z,2,REGULAR,2pt,Hook,[],1626157,86.67871222076215,30.88235294117647,1610612752,37,42,2024-12-06T01:19:40Z,1690000,False,-96.0,73.0,1,right,K. Towns 12' turnaround Hook (5 PTS) (M. McBride 3 AST),"[1626157, 1630540]",1610612752.0,NYK,turnaround,,,,,,Mid-Range,8-16 Left,,,Towns,K. Towns,12.01,Made,,,,,,,5.0,M. McBride,1630540.0,3.0,,,,,,
175,PT09M06.00S,2024-12-06T01:19:55.5Z,2,REGULAR,3pt,Jump Shot,[],203552,29.38567674113009,26.225490196078432,1610612766,37,45,2024-12-06T01:20:03Z,1710000,False,119.0,224.0,1,left,S. Curry 25' 3PT pullup (3 PTS) (D. Jeffries 1 AST),"[203552, 1629610]",1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,,,Curry,S. Curry,25.33,Made,,,,,,,3.0,D. Jeffries,1629610.0,1.0,,,,,,
177,PT08M52.00S,2024-12-06T01:20:10.7Z,2,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612752,37,45,2024-12-06T01:20:18Z,1730000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Hart 2 FT),"[1630208, 1628404]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1162.0,,Richards,N. Richards,,,,,,,,,,,,,,,1.0,0.0,Hart,1628404.0
179,PT08M52.00S,2024-12-06T01:20:39.7Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,38,45,2024-12-06T01:20:39Z,1750000,False,,,0,,J. Hart Free Throw 1 of 2 (8 PTS),[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,Made,,,,,,,8.0,,,,,,,,,
180,PT08M52.00S,2024-12-06T01:21:00.3Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,39,45,2024-12-06T01:21:00Z,1760000,False,,,0,,J. Hart Free Throw 2 of 2 (9 PTS),[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,Made,,,,,,,9.0,,,,,,,,,
181,PT08M34.00S,2024-12-06T01:21:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,7.178055190538765,45.34313725490196,1610612766,39,47,2024-12-06T01:21:22Z,1770000,False,23.0,15.0,1,left,D. Jeffries driving Layup (5 PTS) (N. Richards 2 AST),"[1629610, 1630208]",1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,,,Jeffries,D. Jeffries,2.77,Made,,,,,,,5.0,N. Richards,1630208.0,2.0,,,,,,
183,PT08M18.00S,2024-12-06T01:21:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628404,80.1084099868594,7.8431372549019605,1610612752,42,47,2024-12-06T01:21:38Z,1790000,False,-211.0,134.0,1,right,J. Hart 25' 3PT  (12 PTS) (M. Bridges 4 AST),"[1628404, 1628969]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Hart,J. Hart,25.01,Made,,,,,,,12.0,M. Bridges,1628969.0,4.0,,,,,,
185,PT07M54.00S,2024-12-06T01:22:00.9Z,2,REGULAR,2pt,Jump Shot,[],203552,25.04927726675427,64.2156862745098,1610612766,42,47,2024-12-06T01:22:05Z,1810000,False,-71.0,183.0,1,left,MISS S. Curry 19' pullup Shot,[203552],1610612766.0,CHA,pullup,,,,,,Mid-Range,16-24 Left Center,,,Curry,S. Curry,19.63,Missed,,,,,,,,,,,,,,,,
186,PT07M49.00S,2024-12-06T01:22:05.9Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,42,47,2024-12-06T01:22:05Z,1820000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,,,Bridges,M. Bridges,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,
187,PT07M48.00S,2024-12-06T01:22:08.0Z,2,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,42,47,2024-12-06T01:22:30Z,1830000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (2 TO),[1628969],1610612752.0,NYK,lost ball,,,,,,Mid-Range,8-16 Center,1162.0,2.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
188,PT07M48.00S,2024-12-06T01:22:08.1Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,42,47,2024-12-06T01:22:19Z,1840000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
189,PT07M48.00S,2024-12-06T01:22:08.1Z,2,REGULAR,substitution,in,[],1631109,,,1610612766,42,47,2024-12-06T01:22:19Z,1850000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,
190,PT07M47.00S,2024-12-06T01:22:38.7Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612766,42,47,2024-12-06T01:23:00Z,1860000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Jeffries 2 FT),"[1630173, 1629610]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,201246.0,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,1.0,0.0,Jeffries,1629610.0
194,PT07M47.00S,2024-12-06T01:22:57.1Z,2,REGULAR,substitution,out,[],1641733,,,1610612766,42,47,2024-12-06T01:23:22Z,1875000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
195,PT07M47.00S,2024-12-06T01:22:57.1Z,2,REGULAR,substitution,in,[],1630182,,,1610612766,42,47,2024-12-06T01:23:22Z,1877500,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
192,PT07M47.00S,2024-12-06T01:23:15.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629610,,,1610612766,42,47,2024-12-06T01:23:15Z,1880000,False,,,0,,MISS D. Jeffries Free Throw 1 of 2,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,Missed,,,,,,,,,,,,,,,,
193,PT07M47.00S,2024-12-06T01:23:15.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,42,47,2024-12-06T01:23:15Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,
196,PT07M47.00S,2024-12-06T01:23:31.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629610,,,1610612766,42,48,2024-12-06T01:23:31Z,1900000,False,,,0,,D. Jeffries Free Throw 2 of 2 (6 PTS),[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,Made,,,,,,,6.0,,,,,,,,,
197,PT07M33.00S,2024-12-06T01:23:46.7Z,2,REGULAR,2pt,Jump Shot,[],1626157,91.40932982917214,70.34313725490196,1610612752,44,48,2024-12-06T01:23:52Z,1910000,False,102.0,28.0,1,right,K. Towns 10' turnaround fadeaway Jump Shot (7 PTS),[1626157],1610612752.0,NYK,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,Towns,K. Towns,10.56,Made,,,,,,,7.0,,,,,,,,,
199,PT07M17.00S,2024-12-06T01:24:04.3Z,2,REGULAR,2pt,Jump Shot,[],203995,20.45006570302234,51.9607843137255,1610612766,44,48,2024-12-06T01:24:32Z,1930000,False,-10.0,140.0,1,left,MISS V. Micić 14' pullup Shot,[203995],1610612766.0,CHA,pullup,,,,,,Mid-Range,8-16 Center,,,Micić,V. Micić,14.0,Missed,,,,,,,,,,,,,,,,
200,PT07M15.00S,2024-12-06T01:24:06.3Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,44,48,2024-12-06T01:24:32Z,1940000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Center,,,Achiuwa,P. Achiuwa,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT06M56.00S,2024-12-06T01:24:28.1Z,2,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612752,44,48,2024-12-06T01:24:33Z,1950000,False,,,0,,K. Towns bad pass out-of-bounds TURNOVER (1 TO),[1626157],1610612752.0,NYK,bad pass,,,,,,Mid-Range,16-24 Right,1162.0,1.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
202,PT06M43.00S,2024-12-06T01:24:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629610,7.30946123521682,54.90196078431373,1610612766,44,48,2024-12-06T01:25:45Z,1960000,False,-25.0,16.0,1,left,MISS D. Jeffries cutting finger roll Layup,[1629610],1610612766.0,CHA,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,Jeffries,D. Jeffries,2.94,Missed,,,,,,,,,,,,,,,,
203,PT06M41.00S,2024-12-06T01:24:49.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,44,48,2024-12-06T01:25:45Z,1970000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,202.0,4.0,4.0,0.0,,,,,,,,,,
204,PT06M33.00S,2024-12-06T01:24:55.8Z,2,REGULAR,3pt,Jump Shot,[],1626157,70.25295663600527,17.647058823529413,1610612752,44,48,2024-12-06T01:24:59Z,1980000,False,-162.0,227.0,1,right,MISS K. Towns 27' 3PT,[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Towns,K. Towns,27.88,Missed,,,,,,,,,,,,,,,,
205,PT06M30.00S,2024-12-06T01:24:58.8Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,44,48,2024-12-06T01:24:59Z,1990000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Williams,M. Williams,,,,,204.0,3.0,2.0,1.0,,,,,,,,,,
206,PT06M20.00S,2024-12-06T01:25:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630182,29.25427069645204,72.79411764705883,1610612766,44,51,2024-12-06T01:25:13Z,2000000,False,-114.0,222.0,1,left,J. Green 25' 3PT  (5 PTS) (V. Micić 5 AST),"[1630182, 203995]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Green,J. Green,25.0,Made,,,,,,,5.0,V. Micić,203995.0,5.0,,,,,,
208,PT06M02.00S,2024-12-06T01:25:27.0Z,2,REGULAR,3pt,Jump Shot,[],1628404,95.3515111695138,97.54901960784314,1610612752,47,51,2024-12-06T01:25:31Z,2020000,False,238.0,-9.0,1,right,J. Hart 3PT  (15 PTS) (M. Bridges 5 AST),"[1628404, 1628969]",1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Hart,J. Hart,23.79,Made,,,,,,,15.0,M. Bridges,1628969.0,5.0,,,,,,
210,PT05M44.00S,2024-12-06T01:25:46.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,12.171484888304862,47.30392156862745,1610612766,47,51,2024-12-06T01:26:31Z,2040000,False,13.0,62.0,1,left,MISS M. Williams 6' driving Hook,[1631109],1610612766.0,CHA,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,M. Williams,6.34,Missed,,,,,,,,,,,,,,,,
211,PT05M42.00S,2024-12-06T01:25:48.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,47,51,2024-12-06T01:26:31Z,2050000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Towns,K. Towns,,,,,210.0,5.0,5.0,0.0,,,,,,,,,,
212,PT05M37.00S,2024-12-06T01:25:53.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628969,93.64323258869908,49.26470588235294,1610612752,49,51,2024-12-06T01:26:31Z,2060000,False,-4.0,7.0,1,right,M. Bridges running DUNK (4 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,0.82,Made,,,,,,,4.0,J. Hart,1628404.0,2.0,,,,,,
214,PT05M37.00S,2024-12-06T01:25:58.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,49,51,2024-12-06T01:25:58Z,2080000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,out,[],1630540,,,1610612766,49,51,2024-12-06T01:28:55Z,2090000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
216,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612766,49,51,2024-12-06T01:28:55Z,2100000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
217,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,out,[],203552,,,1610612766,49,51,2024-12-06T01:28:55Z,2110000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
218,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,out,[],1629610,,,1610612766,49,51,2024-12-06T01:28:55Z,2120000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
219,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,in,[],1628384,,,1610612766,49,51,2024-12-06T01:28:55Z,2130000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
220,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,in,[],1628973,,,1610612766,49,51,2024-12-06T01:28:55Z,2140000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
221,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,49,51,2024-12-06T01:28:55Z,2150000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
222,PT05M37.00S,2024-12-06T01:25:58.7Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,49,51,2024-12-06T01:28:55Z,2160000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
223,PT05M28.00S,2024-12-06T01:29:14.3Z,2,REGULAR,foul,offensive,[],1630182,,,1610612766,49,51,2024-12-06T01:29:19Z,2170000,False,,,0,,J. Green offensive FOUL (3 PF),"[1630182, 1628973]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,201246.0,,Green,J. Green,,,,,,,,,,,,,,,3.0,0.0,Brunson,1628973.0
225,PT05M28.00S,2024-12-06T01:29:14.3Z,2,REGULAR,turnover,offensive foul,[],1630182,,,1610612766,49,51,2024-12-06T01:29:14Z,2190000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[1630182],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,201246.0,1.0,Green,J. Green,,,,,,,,,,,,,,,,,,
226,PT05M09.00S,2024-12-06T01:29:45.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,84.97043363994744,29.166666666666668,1610612752,51,51,2024-12-06T01:29:49Z,2200000,False,-104.0,89.0,1,right,M. Bridges 13' fadeaway Jump Shot (6 PTS) (J. Brunson 2 AST),"[1628969, 1628973]",1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Left,,,Bridges,M. Bridges,13.69,Made,,,,,,,6.0,J. Brunson,1628973.0,2.0,,,,,,
228,PT04M47.00S,2024-12-06T01:30:08.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,5.863994743758213,48.28431372549019,1610612766,51,53,2024-12-06T01:30:34Z,2220000,False,9.0,3.0,1,left,M. Williams DUNK (4 PTS) (V. Micić 6 AST),"[1631109, 203995]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Williams,M. Williams,0.9,Made,,,,,,,4.0,V. Micić,203995.0,6.0,,,,,,
230,PT04M29.00S,2024-12-06T01:30:24.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.24901445466492,48.77450980392157,1610612752,53,53,2024-12-06T01:30:55Z,2240000,False,-6.0,11.0,1,right,O. Anunoby cutting DUNK (4 PTS) (J. Brunson 3 AST),"[1628384, 1628973]",1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,,,Anunoby,O. Anunoby,1.26,Made,,,,,,,4.0,J. Brunson,1628973.0,3.0,,,,,,
232,PT04M13.00S,2024-12-06T01:30:43.0Z,2,REGULAR,turnover,lost ball,[],1641706,,,1610612766,53,53,2024-12-06T01:31:18Z,2260000,False,,,0,,B. Miller lost ball TURNOVER (1 TO),"[1641706, 1628384]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,1.0,Miller,B. Miller,,,,,,,,,,,,,Anunoby,1628384.0,,,,
233,PT04M13.00S,2024-12-06T01:30:43.0Z,2,REGULAR,steal,,[],1628384,,,1610612752,53,53,2024-12-06T01:30:44Z,2270000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
234,PT04M07.00S,2024-12-06T01:30:46.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628969,92.9862023653088,48.529411764705884,1610612752,55,53,2024-12-06T01:31:31Z,2280000,False,-7.0,13.0,1,right,M. Bridges running finger roll Layup (8 PTS) (O. Anunoby 1 AST),"[1628969, 1628384]",1610612752.0,NYK,running finger roll,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,1.53,Made,,,,,,,8.0,O. Anunoby,1628384.0,1.0,,,,,,
236,PT03M54.00S,2024-12-06T01:31:00.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,10.200394218134035,50.49019607843137,1610612766,55,55,2024-12-06T01:31:09Z,2300000,False,-2.0,43.0,1,left,M. Williams turnaround Hook (6 PTS) (J. Green 2 AST),"[1631109, 1630182]",1610612766.0,CHA,turnaround,,,,,,Restricted Area,0-8 Center,,,Williams,M. Williams,4.35,Made,,,,,,,6.0,J. Green,1630182.0,2.0,,,,,,
239,PT03M38.00S,2024-12-06T01:31:15.9Z,2,REGULAR,3pt,Jump Shot,[],1628969,87.33574244415243,94.85294117647058,1610612752,55,55,2024-12-06T01:31:20Z,2330000,False,224.0,67.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Bridges,M. Bridges,23.4,Missed,,,,,,,,,,,,,,,,
240,PT03M37.00S,2024-12-06T01:31:16.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,55,55,2024-12-06T01:31:20Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,,,,,,239.0,,,,,,,,,,,,,
242,PT03M37.00S,2024-12-06T01:31:20.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612752,55,55,2024-12-06T01:31:25Z,2360000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
243,PT03M37.00S,2024-12-06T01:31:20.7Z,2,REGULAR,substitution,in,[],1642354,,,1610612752,55,55,2024-12-06T01:31:25Z,2370000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,
244,PT03M26.00S,2024-12-06T01:31:50.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628384,75.77201051248358,56.86274509803921,1610612752,55,55,2024-12-06T01:31:53Z,2380000,False,34.0,175.0,1,right,MISS O. Anunoby 17' pullup Shot,[1628384],1610612752.0,NYK,pullup,,,,,,Mid-Range,16-24 Center,,,Anunoby,O. Anunoby,17.85,Missed,,,,,,,,,,,,,,,,
245,PT03M24.00S,2024-12-06T01:31:52.4Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,55,55,2024-12-06T01:32:36Z,2390000,False,,,0,,M. Williams REBOUND (Off:1 Def:3),[1631109],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Center,,,Williams,M. Williams,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,
246,PT03M11.00S,2024-12-06T01:32:04.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,16.507884362680684,48.77450980392157,1610612766,55,55,2024-12-06T01:32:09Z,2400000,False,6.0,103.0,1,left,MISS M. Williams 10' floating Shot,[1631109],1610612766.0,CHA,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Williams,M. Williams,10.29,Missed,,,,,,,,,,,,,,,,
247,PT03M09.00S,2024-12-06T01:32:06.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,55,55,2024-12-06T01:32:09Z,2410000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Towns,K. Towns,,,,,246.0,6.0,6.0,0.0,,,,,,,,,,
248,PT03M04.00S,2024-12-06T01:32:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,94.1688567674113,45.588235294117645,1610612752,57,55,2024-12-06T01:33:06Z,2420000,False,-22.0,2.0,1,right,M. Bridges finger roll Layup (10 PTS) (J. Brunson 4 AST),"[1628969, 1628973]",1610612752.0,NYK,finger roll,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,2.22,Made,,,,,,,10.0,J. Brunson,1628973.0,4.0,,,,,,
250,PT03M04.00S,2024-12-06T01:32:16.1Z,2,REGULAR,foul,personal,['1freethrow'],1642354,,,1610612752,57,55,2024-12-06T01:32:25Z,2440000,False,,,0,,K. Simpson shooting personal FOUL (1 PF) (Bridges 1 FT),"[1642354, 1628969]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,201246.0,,Simpson,K. Simpson,,,,,,,,,,,,,,,1.0,0.0,Bridges,1628969.0
252,PT03M04.00S,2024-12-06T01:32:44.6Z,2,REGULAR,freethrow,1 of 1,[],1628969,,,1610612752,57,55,2024-12-06T01:32:47Z,2460000,False,,,0,,MISS M. Bridges Free Throw 1 of 1,[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,Missed,,,,,,,,,,,,,,,,
253,PT03M04.00S,2024-12-06T01:32:44.6Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,57,55,2024-12-06T01:33:29Z,2470000,False,,,0,,M. Williams REBOUND (Off:1 Def:4),[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,252.0,5.0,4.0,1.0,,,,,,,,,,
254,PT02M51.00S,2024-12-06T01:32:57.2Z,2,REGULAR,3pt,Jump Shot,[],203995,32.14520367936925,54.166666666666664,1610612766,57,58,2024-12-06T01:33:00Z,2480000,False,-21.0,250.0,1,left,V. Micić 25' 3PT pullup (7 PTS),[203995],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Center,,,Micić,V. Micić,25.06,Made,,,,,,,7.0,,,,,,,,,
255,PT02M27.00S,2024-12-06T01:33:23.6Z,2,REGULAR,foul,personal,['2freethrow'],1642354,,,1610612752,57,58,2024-12-06T01:33:33Z,2490000,False,,,0,,K. Simpson shooting personal FOUL (2 PF) (Bridges 2 FT),"[1642354, 1628969]",1610612766.0,CHA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1199.0,,Simpson,K. Simpson,,,,,,,,,,,,,,,2.0,0.0,Bridges,1628969.0
257,PT02M27.00S,2024-12-06T01:33:23.6Z,2,REGULAR,substitution,out,[],1631109,,,1610612752,57,58,2024-12-06T01:33:57Z,2510000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,
258,PT02M27.00S,2024-12-06T01:33:23.6Z,2,REGULAR,substitution,in,[],1630208,,,1610612752,57,58,2024-12-06T01:33:57Z,2520000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
259,PT02M27.00S,2024-12-06T01:33:57.9Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,57,58,2024-12-06T01:33:57Z,2530000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,Missed,,,,,,,,,,,,,,,,
260,PT02M27.00S,2024-12-06T01:33:57.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,57,58,2024-12-06T01:33:57Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,259.0,,,,,,,,,,,,,
261,PT02M27.00S,2024-12-06T01:34:17.9Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,58,58,2024-12-06T01:34:17Z,2550000,False,,,0,,M. Bridges Free Throw 2 of 2 (11 PTS),[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,11.0,,,,,,,,,
262,PT02M16.00S,2024-12-06T01:34:29.5Z,2,REGULAR,2pt,Jump Shot,[],203995,16.245072273324574,30.88235294117647,1610612766,58,60,2024-12-06T01:34:35Z,2560000,False,96.0,100.0,1,left,V. Micić 13' pullup bank Jump Shot (9 PTS),[203995],1610612766.0,CHA,pullup bank,,,,,,Mid-Range,8-16 Right,,,Micić,V. Micić,13.85,Made,,,,,,,9.0,,,,,,,,,
263,PT02M01.00S,2024-12-06T01:34:44.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,73.66951379763469,82.1078431372549,1610612752,58,60,2024-12-06T01:35:07Z,2570000,False,161.0,195.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Anunoby,O. Anunoby,25.26,Missed,,,,,,,,,,,,,,,,
