actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-23T00:14:38.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-23T00:14:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-23T00:14:42.1Z,1,REGULAR,jumpball,recovered,[],1642267,,,1610612764,0,0,2025-03-23T00:14:42Z,40000,False,,,0,,Jump Ball A. Sarr vs. K. Towns: Tip to B. Carrington,"[1642267, 1642259, 1626157]",1610612764.0,WAS,startperiod,B. Carrington,1642267.0,Carrington,B. Carrington,Sarr,1642259.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-03-23T00:14:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,5.863994743758213,47.549019607843135,1610612764,0,2,2025-03-23T00:14:57Z,70000,False,12.0,3.0,1,left,K. George driving Layup (2 PTS),[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,1.26,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M26.00S,2025-03-23T00:15:11.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,91.40932982917214,95.58823529411765,1610612752,3,2,2025-03-23T00:15:15Z,80000,False,228.0,28.0,1,right,O. Anunoby 3PT  (3 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,22.97,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
10,PT11M13.00S,2025-03-23T00:15:24.3Z,1,REGULAR,3pt,Jump Shot,[],1642267,6.258212877792378,5.147058823529411,1610612764,3,2,2025-03-23T00:15:31Z,100000,False,224.0,6.0,1,left,MISS B. Carrington 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,22.44,Missed,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2025-03-23T00:15:28.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,3,2,2025-03-23T00:15:31Z,110000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M04.00S,2025-03-23T00:15:33.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,83.65637319316689,95.09803921568627,1610612752,3,2,2025-03-23T00:16:17Z,120000,False,225.0,101.0,1,right,MISS M. Bridges 24' running 3PT,[1628969],1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2025-03-23T00:15:35.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,3,2,2025-03-23T00:15:38Z,130000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M53.00S,2025-03-23T00:15:45.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,36.21879106438896,48.28431372549019,1610612764,3,2,2025-03-23T00:15:48Z,140000,False,9.0,288.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,28.81,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2025-03-23T00:15:47.0Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612752,3,2,2025-03-23T00:15:48Z,150000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
49,PT10M43.00S,2025-03-23T00:15:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,89.53679369250986,54.16666666666667,1610612752,3,2,2025-03-23T00:20:46Z,155000,False,21.0,46.0,1,right,MISS C. Payne driving Layup - blocked,"[1626166, 1642267]",1610612752.0,NYK,driving,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,Carrington,1642267.0,,,,,,,,
50,PT10M43.00S,2025-03-23T00:15:50.8Z,1,REGULAR,block,,[],1642267,,,1610612752,3,2,2025-03-23T00:20:46Z,157500,False,,,0,,B. Carrington BLOCK (1 BLK),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT10M43.00S,2025-03-23T00:15:50.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,3,2,2025-03-23T00:20:46Z,158750,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,49.0,,,,,,,,,,,,,
17,PT10M33.00S,2025-03-23T00:16:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,5.863994743758213,52.20588235294118,1610612764,3,2,2025-03-23T00:20:49Z,170000,False,-11.0,3.0,1,left,MISS K. George driving Layup - blocked,"[1642273, 1628969]",1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,Bridges,1628969.0,,,,,,,,
18,PT10M33.00S,2025-03-23T00:16:17.4Z,1,REGULAR,block,,[],1628969,,,1610612764,3,2,2025-03-23T00:16:19Z,180000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2025-03-23T00:16:20.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,3,2,2025-03-23T00:16:22Z,190000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M24.00S,2025-03-23T00:16:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612752,3,2,2025-03-23T00:16:50Z,200000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1629673, 1628384]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1155.0,1.0,0.0,Anunoby,1628384.0,,,
22,PT10M24.00S,2025-03-23T00:16:52.9Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,3,2,2025-03-23T00:16:52Z,220000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M24.00S,2025-03-23T00:16:52.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,3,2,2025-03-23T00:16:52Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
24,PT10M24.00S,2025-03-23T00:17:07.8Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,4,2,2025-03-23T00:17:07Z,240000,False,,,0,,O. Anunoby Free Throw 2 of 2 (4 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
25,PT10M08.00S,2025-03-23T00:17:24.7Z,1,REGULAR,2pt,Jump Shot,[],1642267,25.312089356110377,33.57843137254902,1610612764,4,2,2025-03-23T00:17:28Z,250000,False,82.0,185.0,1,left,MISS B. Carrington 20' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,20.28,Missed,,,,,,,,,,,,,,,,,,
26,PT10M06.00S,2025-03-23T00:17:26.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,4,2,2025-03-23T00:17:28Z,260000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,
