actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-07T00:41:53.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-07T00:41:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-07T00:41:56.9Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-01-07T00:41:56Z,40000,False,,,0,,Jump Ball J. Sims vs. G. Bitadze: Tip to J. Hart,"[1628404, 1630579, 1629048]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Sims,1630579.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-01-07T00:42:13.7Z,1,REGULAR,foul,personal,[],1629048,,,1610612752,0,0,2025-01-07T00:42:31Z,70000,False,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 1628973]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Right,1627961.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
9,PT11M34.00S,2025-01-07T00:42:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,90.75229960578186,49.50980392156863,1610612752,2,0,2025-01-07T00:42:46Z,90000,False,-2.0,34.0,1,right,M. Bridges driving floating Jump Shot (2 PTS) (J. Sims 1 AST),"[1628969, 1630579]",1610612752.0,NYK,driving floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,3.45,Made,2.0,J. Sims,1630579.0,1.0,,,,,,,,,
11,PT11M17.00S,2025-01-07T00:42:58.6Z,1,REGULAR,2pt,Jump Shot,[],203484,23.866622864651774,31.127450980392158,1610612753,2,2,2025-01-07T00:43:04Z,110000,False,94.0,172.0,1,left,K. Caldwell-Pope 19' pullup Jump Shot (2 PTS) (G. Bitadze 1 AST),"[203484, 1629048]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,19.6,Made,2.0,G. Bitadze,1629048.0,1.0,,,,,,,,,
13,PT11M03.00S,2025-01-07T00:43:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,92.72339027595268,48.28431372549019,1610612752,4,2,2025-01-07T00:43:21Z,130000,False,-9.0,16.0,1,right,M. Bridges cutting Layup (4 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,1.81,Made,4.0,J. Hart,1628404.0,1.0,,,,,,,,,
15,PT10M34.00S,2025-01-07T00:43:41.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,8.09789750328515,22.30392156862745,1610612753,4,2,2025-01-07T00:43:45Z,150000,False,138.0,24.0,1,left,MISS C. Anthony 14' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,,,,14.05,Missed,,,,,,,,,,,,,
16,PT10M32.00S,2025-01-07T00:43:43.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,4,2,2025-01-07T00:43:43Z,160000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M25.00S,2025-01-07T00:43:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.77463863337714,48.77450980392157,1610612752,6,2,2025-01-07T00:43:59Z,170000,False,-6.0,6.0,1,right,J. Hart Layup (2 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,0.86,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,
19,PT10M12.00S,2025-01-07T00:44:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,6.521024967148489,48.77450980392157,1610612753,6,4,2025-01-07T00:44:11Z,190000,False,6.0,9.0,1,left,T. da Silva cutting Layup (2 PTS) (G. Bitadze 2 AST),"[1641783, 1629048]",1610612753.0,ORL,cutting,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,1.07,Made,2.0,G. Bitadze,1629048.0,2.0,,,,,,,,,
21,PT10M05.00S,2025-01-07T00:44:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,92.06636005256242,65.44117647058823,1610612752,6,4,2025-01-07T00:44:58Z,210000,False,77.0,22.0,1,right,MISS M. Bridges 8' turnaround fadeaway Shot,[1628969],1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,8.03,Missed,,,,,,,,,,,,,
22,PT10M03.00S,2025-01-07T00:44:12.6Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,6,4,2025-01-07T00:44:40Z,220000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,21.0,1.0,0.0,1.0,,,,,
23,PT09M57.00S,2025-01-07T00:44:20.6Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612752,6,4,2025-01-07T00:45:24Z,230000,False,,,0,,O. Anunoby bad pass out-of-bounds TURNOVER (1 TO),[1628384],1610612752.0,NYK,bad pass,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,,,,,,,,1.0,,,,
24,PT09M47.00S,2025-01-07T00:44:39.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203484,24.392247043363994,84.55882352941177,1610612753,6,4,2025-01-07T00:44:47Z,240000,False,-173.0,177.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,24.72,Missed,,,,,,,,,,,,,
25,PT09M44.00S,2025-01-07T00:44:42.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,6,4,2025-01-07T00:44:47Z,250000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT09M32.00S,2025-01-07T00:44:55.2Z,1,REGULAR,2pt,Jump Shot,[],1628973,90.09526938239159,71.56862745098039,1610612752,6,4,2025-01-07T00:45:07Z,260000,False,108.0,41.0,1,right,MISS J. Brunson 11' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,11.52,Missed,,,,,,,,,,,,,
27,PT09M27.00S,2025-01-07T00:45:00.2Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,6,4,2025-01-07T00:45:07Z,270000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,26.0,1.0,0.0,1.0,,,,,
