actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-11T23:42:08.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-11T23:42:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-04-11T23:42:10.1Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-04-11T23:42:10Z,40000,False,,,0,,Jump Ball M. Robinson vs. J. Allen: Tip to J. Hart,"[1628404, 1629011, 1628386]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Robinson,1629011.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-04-11T23:42:31.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,8.623521681997373,26.715686274509803,1610612752,0,0,2025-04-11T23:42:37Z,70000,False,116.0,29.0,1,left,MISS J. Brunson 11' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,11.99,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2025-04-11T23:42:33.0Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,0,2025-04-11T23:42:37Z,80000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-04-11T23:42:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,81.2910643889619,94.6078431372549,1610612739,0,3,2025-04-11T23:42:44Z,90000,False,223.0,123.0,1,right,M. Strus 25' 3PT  (3 PTS) (E. Mobley 1 AST),"[1629622, 1630596]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.49,Made,,,,,3.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
11,PT11M10.00S,2025-04-11T23:42:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,6.1268068331143235,51.470588235294116,1610612752,2,3,2025-04-11T23:43:28Z,110000,False,-7.0,5.0,1,left,O. Anunoby cutting DUNK (2 PTS) (M. Bridges 1 AST),"[1628384, 1628969]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,2.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
13,PT10M49.00S,2025-04-11T23:43:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630596,74.72076215505913,13.970588235294118,1610612739,2,3,2025-04-11T23:43:23Z,130000,False,-180.0,185.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2025-04-11T23:43:20.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,2,3,2025-04-11T23:43:23Z,140000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M38.00S,2025-04-11T23:43:29.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,15.325229960578188,3.431372549019608,1610612752,2,3,2025-04-11T23:43:34Z,150000,False,233.0,92.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right,25.02,Missed,,,,,,,,,,,,,,,,,,
16,PT10M35.00S,2025-04-11T23:43:32.4Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,2,3,2025-04-11T23:43:32Z,160000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
