actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
164,PT10M04.00S,2025-03-30T22:41:34.8Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,30,29,2025-03-30T22:42:36Z,1620000,False,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,Above the Break 3,24+ Right Center,,,163.0,3.0,1.0,2.0,,,,,,,,,,,,,,
165,PT10M04.00S,2025-03-30T22:41:39.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.469776609724048,51.225490196078425,1610612752,30,29,2025-03-30T22:42:18Z,1630000,False,-6.0,-1.0,1,left,MISS K. Towns putback Layup - blocked,"[1626157, 1629680]",1610612752.0,NYK,putback,,,,,,,Towns,K. Towns,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,,,,Thybulle,1629680.0,
166,PT10M04.00S,2025-03-30T22:41:39.7Z,2,REGULAR,block,,[],1629680,,,1610612752,30,29,2025-03-30T22:41:41Z,1640000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612757.0,POR,,,,,,,,Thybulle,M. Thybulle,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT10M03.00S,2025-03-30T22:41:40.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,30,29,2025-03-30T22:42:18Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,165.0,,,,,,,,,,,,,,,,,
167,PT10M03.00S,2025-03-30T22:42:03.9Z,2,REGULAR,jumpball,recovered,[],1642278,,,1610612752,30,29,2025-03-30T22:42:09Z,1660000,False,,,0,,Jump Ball K. Towns vs. M. Thybulle: Tip to T. Kolek,"[1642278, 1626157, 1629680]",1610612752.0,NYK,heldball,T. Kolek,Towns,1626157.0,Thybulle,1629680.0,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,1642278.0
171,PT09M47.00S,2025-03-30T22:42:17.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630173,12.697109067017081,35.78431372549019,1610612752,32,29,2025-03-30T22:43:14Z,1690000,False,71.0,67.0,1,left,P. Achiuwa 9' driving floating bank Jump Shot (2 PTS) (K. Towns 1 AST),"[1630173, 1626157]",1610612752.0,NYK,driving floating bank,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),8-16 Right,9.76,Made,,,,,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,
173,PT09M32.00S,2025-03-30T22:42:32.6Z,2,REGULAR,turnover,lost ball,[],1629680,,,1610612757,32,29,2025-03-30T22:42:35Z,1710000,False,,,0,,M. Thybulle lost ball TURNOVER (1 TO),"[1629680, 1629013]",1610612757.0,POR,,,,,,,,Thybulle,M. Thybulle,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Shamet,1629013.0,,,
174,PT09M32.00S,2025-03-30T22:42:32.6Z,2,REGULAR,steal,,[],1629013,,,1610612752,32,29,2025-03-30T22:43:19Z,1720000,False,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612752.0,NYK,,,,,,,,Shamet,L. Shamet,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
175,PT09M22.00S,2025-03-30T22:42:41.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,5.863994743758213,50.98039215686274,1610612752,34,29,2025-03-30T22:42:44Z,1730000,False,-5.0,3.0,1,left,P. Achiuwa cutting DUNK (4 PTS) (O. Anunoby 1 AST),"[1630173, 1628384]",1610612752.0,NYK,cutting,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,0.55,Made,,,,,4.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,
177,PT09M04.00S,2025-03-30T22:42:59.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,94.03745072273325,51.470588235294116,1610612757,34,29,2025-03-30T22:43:03Z,1750000,False,7.0,4.0,1,right,MISS A. Simons driving Layup - blocked,"[1629014, 1626157]",1610612757.0,POR,driving,,,,,,,Simons,A. Simons,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,Towns,1626157.0,
178,PT09M04.00S,2025-03-30T22:42:59.7Z,2,REGULAR,block,,[],1626157,,,1610612757,34,29,2025-03-30T22:43:01Z,1760000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT09M02.00S,2025-03-30T22:43:01.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,34,29,2025-03-30T22:43:03Z,1770000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT08M59.00S,2025-03-30T22:43:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.338370565045992,49.50980392156863,1610612752,36,29,2025-03-30T22:45:25Z,1780000,False,2.0,-2.0,1,left,P. Achiuwa driving Layup (6 PTS),[1630173],1610612752.0,NYK,driving,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,0.34,Made,,,,,6.0,,,,,,,,,,,,,
181,PT08M59.00S,2025-03-30T22:43:08.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,36,29,2025-03-30T22:43:08Z,1790000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M59.00S,2025-03-30T22:43:08.8Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,36,29,2025-03-30T22:45:49Z,1800000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,
183,PT08M59.00S,2025-03-30T22:43:08.8Z,2,REGULAR,substitution,out,[],1641871,,,1610612757,36,29,2025-03-30T22:45:49Z,1810000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,
184,PT08M59.00S,2025-03-30T22:43:08.8Z,2,REGULAR,substitution,in,[],1642270,,,1610612757,36,29,2025-03-30T22:45:49Z,1820000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,
185,PT08M59.00S,2025-03-30T22:43:08.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,36,29,2025-03-30T22:45:49Z,1830000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,
186,PT08M49.00S,2025-03-30T22:46:18.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,86.41590013140605,45.588235294117645,1610612757,36,29,2025-03-30T22:46:22Z,1840000,False,-22.0,75.0,1,right,MISS D. Avdija 7' driving floating Shot,[1630166],1610612757.0,POR,driving floating,,,,,,,Avdija,D. Avdija,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
187,PT08M46.00S,2025-03-30T22:46:21.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,36,29,2025-03-30T22:46:22Z,1850000,False,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,In The Paint (Non-RA),0-8 Center,,,186.0,4.0,2.0,2.0,,,,,,,,,,,,,,
188,PT08M40.00S,2025-03-30T22:46:27.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.732588699080158,47.05882352941176,1610612752,38,29,2025-03-30T22:46:30Z,1860000,False,15.0,1.0,1,left,P. Achiuwa driving finger roll Layup (8 PTS),[1630173],1610612752.0,NYK,driving finger roll,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,1.48,Made,,,,,8.0,,,,,,,,,,,,,
189,PT08M25.00S,2025-03-30T22:46:42.2Z,2,REGULAR,2pt,Jump Shot,[],1631101,80.50262812089356,30.88235294117647,1610612757,38,31,2025-03-30T22:46:46Z,1870000,False,-96.0,131.0,1,right,S. Sharpe 16' step back Jump Shot (8 PTS),[1631101],1610612757.0,POR,step back,,,,,,,Sharpe,S. Sharpe,Mid-Range,16-24 Left Center,16.2,Made,,,,,8.0,,,,,,,,,,,,,
190,PT08M11.00S,2025-03-30T22:46:56.7Z,2,REGULAR,turnover,bad pass,[],1642278,,,1610612752,38,31,2025-03-30T22:47:01Z,1880000,False,,,0,,T. Kolek bad pass TURNOVER (1 TO),"[1642278, 1630166]",1610612752.0,NYK,,,,,,,,Kolek,T. Kolek,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,,
191,PT08M11.00S,2025-03-30T22:46:56.7Z,2,REGULAR,steal,,[],1630166,,,1610612757,38,31,2025-03-30T22:49:25Z,1890000,False,,,0,,D. Avdija STEAL (2 STL),[1630166],1610612757.0,POR,,,,,,,,Avdija,D. Avdija,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
192,PT08M08.00S,2025-03-30T22:47:02.1Z,2,REGULAR,foul,offensive,[],1630166,,,1610612757,38,31,2025-03-30T22:47:06Z,1900000,False,,,0,,D. Avdija charge offensive FOUL (2 PF),"[1630166, 1642278]",1610612757.0,POR,charge,,,,,,1630886.0,Avdija,D. Avdija,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Kolek,1642278.0,,,,,,
194,PT08M08.00S,2025-03-30T22:47:02.1Z,2,REGULAR,turnover,offensive foul,[],1630166,,,1610612757,38,31,2025-03-30T22:47:02Z,1920000,False,,,0,,D. Avdija offensive foul TURNOVER (1 TO),[1630166],1610612757.0,POR,,,,,,,1630886.0,Avdija,D. Avdija,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,,,,,
195,PT07M55.00S,2025-03-30T22:47:29.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,29.517082785808146,75.73529411764706,1610612752,38,31,2025-03-30T22:47:35Z,1930000,False,-129.0,225.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
196,PT07M54.00S,2025-03-30T22:47:30.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,38,31,2025-03-30T22:47:35Z,1940000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,195.0,,,,,,,,,,,,,,,,,
198,PT07M36.00S,2025-03-30T22:48:01.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629014,89.56964520367937,47.549019607843135,1610612757,38,33,2025-03-30T22:48:03Z,1960000,False,-12.0,46.0,1,right,A. Simons Hook (7 PTS),[1629014],1610612757.0,POR,,,,,,,,Simons,A. Simons,In The Paint (Non-RA),0-8 Center,4.71,Made,,,,,7.0,,,,,,,,,,,,,
199,PT07M18.00S,2025-03-30T22:48:21.5Z,2,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612752,38,33,2025-03-30T22:48:28Z,1970000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1642270, 1630173]",1610612757.0,POR,shooting,,,,,,1830.0,Clingan,D. Clingan,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0,,,,,,
201,PT07M18.00S,2025-03-30T22:48:55.1Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612752,38,33,2025-03-30T22:49:27Z,1990000,False,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612752.0,NYK,,,,,,,,Achiuwa,P. Achiuwa,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT07M18.00S,2025-03-30T22:48:55.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,38,33,2025-03-30T22:49:27Z,2000000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,
203,PT07M18.00S,2025-03-30T22:48:55.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612752,38,33,2025-03-30T22:49:07Z,2010000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,
204,PT07M18.00S,2025-03-30T22:48:55.2Z,2,REGULAR,substitution,in,[],1641739,,,1610612752,38,33,2025-03-30T22:49:07Z,2020000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,
205,PT07M18.00S,2025-03-30T22:48:55.1Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612752,38,33,2025-03-30T22:49:27Z,2030000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612752.0,NYK,,,,,,,,Achiuwa,P. Achiuwa,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT07M15.00S,2025-03-30T22:48:58.1Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,38,33,2025-03-30T22:49:27Z,2040000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:3),[1631101],1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,,,,,205.0,3.0,3.0,0.0,,,,,,,,,,,,,,
207,PT07M08.00S,2025-03-30T22:49:33.3Z,2,REGULAR,foul,personal,[],1629013,,,1610612757,38,33,2025-03-30T22:49:37Z,2050000,False,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1631101]",1610612752.0,NYK,,,,,,,202037.0,Shamet,L. Shamet,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Sharpe,1631101.0,,,,,,
209,PT07M08.00S,2025-03-30T22:49:33.4Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,38,33,2025-03-30T22:49:45Z,2070000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,
210,PT07M08.00S,2025-03-30T22:49:33.4Z,2,REGULAR,substitution,in,[],1630625,,,1610612757,38,33,2025-03-30T22:49:45Z,2080000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,
211,PT07M02.00S,2025-03-30T22:50:01.3Z,2,REGULAR,2pt,Jump Shot,[],1630166,71.82982917214193,67.15686274509804,1610612757,38,35,2025-03-30T22:50:05Z,2090000,False,86.0,212.0,1,right,D. Avdija 22' step back Jump Shot (10 PTS),[1630166],1610612757.0,POR,step back,,,,,,,Avdija,D. Avdija,Mid-Range,16-24 Right Center,22.9,Made,,,,,10.0,,,,,,,,,,,,,
212,PT06M46.00S,2025-03-30T22:50:17.0Z,2,REGULAR,3pt,Jump Shot,[],1626157,5.601182654402102,96.32352941176471,1610612752,41,35,2025-03-30T22:50:20Z,2100000,False,-232.0,0.0,1,left,K. Towns 3PT  (3 PTS) (T. Kolek 2 AST),"[1626157, 1642278]",1610612752.0,NYK,,,,,,,,Towns,K. Towns,Left Corner 3,24+ Left,23.16,Made,,,,,3.0,T. Kolek,1642278.0,2.0,,,,,,,,,,
214,PT06M22.00S,2025-03-30T22:50:40.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,94.03745072273325,94.36274509803921,1610612757,41,35,2025-03-30T22:50:47Z,2120000,False,222.0,4.0,1,right,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,,,,,Avdija,D. Avdija,Right Corner 3,24+ Right,22.18,Missed,,,,,,,,,,,,,,,,,,
215,PT06M20.00S,2025-03-30T22:50:42.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,41,35,2025-03-30T22:50:47Z,2130000,False,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,Right Corner 3,24+ Right,,,214.0,5.0,3.0,2.0,,,,,,,,,,,,,,
216,PT06M14.00S,2025-03-30T22:50:49.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,25.706307490144546,83.33333333333334,1610612752,41,35,2025-03-30T22:51:27Z,2140000,False,-167.0,189.0,1,left,MISS L. Shamet 25' running 3PT,[1629013],1610612752.0,NYK,running,,,,,,,Shamet,L. Shamet,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
217,PT06M11.00S,2025-03-30T22:50:52.5Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,41,35,2025-03-30T22:50:54Z,2150000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:4),[1631101],1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,Above the Break 3,24+ Left Center,,,216.0,4.0,4.0,0.0,,,,,,,,,,,,,,
218,PT06M05.00S,2025-03-30T22:50:59.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,91.5407358738502,38.72549019607843,1610612757,41,35,2025-03-30T22:51:03Z,2160000,False,-56.0,27.0,1,right,MISS D. Banton 6' driving floating Shot,[1630625],1610612757.0,POR,driving floating,,,,,,,Banton,D. Banton,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
219,PT06M02.00S,2025-03-30T22:51:02.1Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,41,35,2025-03-30T22:51:03Z,2170000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,,,,,Kolek,T. Kolek,In The Paint (Non-RA),0-8 Center,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,
220,PT05M58.00S,2025-03-30T22:51:05.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,6.1268068331143235,50.0,1610612752,43,35,2025-03-30T22:51:10Z,2180000,False,0.0,5.0,1,left,O. Anunoby running DUNK (15 PTS) (T. Kolek 3 AST),"[1628384, 1642278]",1610612752.0,NYK,running,,,,,,,Anunoby,O. Anunoby,Restricted Area,0-8 Center,0.51,Made,,,,,15.0,T. Kolek,1642278.0,3.0,,,,,,,,,,
222,PT05M58.00S,2025-03-30T22:51:10.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,43,35,2025-03-30T22:51:10Z,2200000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M58.00S,2025-03-30T22:51:10.1Z,2,REGULAR,substitution,out,[],1629013,,,1610612757,43,35,2025-03-30T22:53:43Z,2210000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,
224,PT05M58.00S,2025-03-30T22:51:10.1Z,2,REGULAR,substitution,out,[],1628384,,,1610612757,43,35,2025-03-30T22:53:43Z,2220000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,
225,PT05M58.00S,2025-03-30T22:51:10.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612757,43,35,2025-03-30T22:53:43Z,2230000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,
226,PT05M58.00S,2025-03-30T22:51:10.1Z,2,REGULAR,substitution,in,[],1628969,,,1610612757,43,35,2025-03-30T22:53:43Z,2240000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,
228,PT05M33.00S,2025-03-30T22:54:47.9Z,2,REGULAR,3pt,Jump Shot,[],1642270,72.88107752956637,20.34313725490196,1610612757,43,35,2025-03-30T22:54:52Z,2260000,False,-148.0,202.0,1,right,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,,,,,Clingan,D. Clingan,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
229,PT05M31.00S,2025-03-30T22:54:49.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,43,35,2025-03-30T22:54:52Z,2270000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,,,,,Hart,J. Hart,Above the Break 3,24+ Left Center,,,228.0,3.0,3.0,0.0,,,,,,,,,,,,,,
230,PT05M28.00S,2025-03-30T22:54:52.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626157,5.338370565045992,50.245098039215684,1610612752,45,35,2025-03-30T22:54:57Z,2280000,False,-1.0,-2.0,1,left,K. Towns running DUNK (5 PTS) (J. Hart 4 AST),"[1626157, 1628404]",1610612752.0,NYK,running,,,,,,,Towns,K. Towns,Restricted Area,0-8 Center,0.26,Made,,,,,5.0,J. Hart,1628404.0,4.0,,,,,,,,,,
232,PT05M11.00S,2025-03-30T22:55:09.6Z,2,REGULAR,3pt,Jump Shot,[],1630625,66.96780551905388,51.225490196078425,1610612757,45,35,2025-03-30T22:55:13Z,2300000,False,6.0,258.0,1,right,MISS D. Banton 25' pullup 3PT,[1630625],1610612757.0,POR,pullup,,,,,,,Banton,D. Banton,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
233,PT05M08.00S,2025-03-30T22:55:12.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,45,35,2025-03-30T22:55:13Z,2310000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,,,,,Bridges,M. Bridges,Above the Break 3,24+ Center,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,,
234,PT05M06.00S,2025-03-30T22:55:18.0Z,2,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612752,45,35,2025-03-30T22:55:22Z,2320000,False,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (1 TO),[1630173],1610612752.0,NYK,lost ball,,,,,,1630886.0,Achiuwa,P. Achiuwa,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,,
235,PT04M45.00S,2025-03-30T22:55:48.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,93.38042049934296,3.6764705882352944,1610612757,45,38,2025-03-30T22:55:52Z,2330000,False,-232.0,10.0,1,right,D. Avdija 3PT  (13 PTS) (D. Banton 3 AST),"[1630166, 1630625]",1610612757.0,POR,,,,,,,,Avdija,D. Avdija,Left Corner 3,24+ Left,23.18,Made,,,,,13.0,D. Banton,1630625.0,3.0,,,,,,,,,,
237,PT04M22.00S,2025-03-30T22:56:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,14.799605781865965,45.34313725490196,1610612752,47,38,2025-03-30T22:56:14Z,2350000,False,23.0,87.0,1,left,P. Achiuwa 8' floating Jump Shot (10 PTS) (M. Bridges 3 AST),"[1630173, 1628969]",1610612752.0,NYK,floating,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),8-16 Center,8.97,Made,,,,,10.0,M. Bridges,1628969.0,3.0,,,,,,,,,,
239,PT04M10.00S,2025-03-30T22:56:22.1Z,2,REGULAR,3pt,Jump Shot,[],1631101,85.49605781865965,3.1862745098039214,1610612757,47,41,2025-03-30T22:56:25Z,2370000,False,-234.0,84.0,1,right,S. Sharpe 24' 3PT  (11 PTS) (D. Avdija 1 AST),"[1631101, 1630166]",1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,Left Corner 3,24+ Left,24.86,Made,,,,,11.0,D. Avdija,1630166.0,1.0,,,,,,,,,,
241,PT03M45.00S,2025-03-30T22:56:48.2Z,2,REGULAR,3pt,Jump Shot,[],1642278,4.418528252299605,95.09803921568627,1610612752,47,41,2025-03-30T22:56:52Z,2390000,False,-225.0,-11.0,1,left,MISS T. Kolek 3PT,[1642278],1610612752.0,NYK,,,,,,,,Kolek,T. Kolek,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
242,PT03M42.00S,2025-03-30T22:56:51.2Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,47,41,2025-03-30T22:56:52Z,2400000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,,,,,Clingan,D. Clingan,Left Corner 3,24+ Left,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,,
243,PT03M31.00S,2025-03-30T22:57:02.3Z,2,REGULAR,3pt,Jump Shot,[],1630166,66.3107752956636,49.50980392156863,1610612757,47,44,2025-03-30T22:57:05Z,2410000,False,-2.0,264.0,1,right,D. Avdija 26' 3PT pullup (16 PTS) (S. Sharpe 1 AST),"[1630166, 1631101]",1610612757.0,POR,pullup,,,,,,,Avdija,D. Avdija,Above the Break 3,24+ Center,26.42,Made,,,,,16.0,S. Sharpe,1631101.0,1.0,,,,,,,,,,
245,PT03M30.00S,2025-03-30T22:57:09.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,47,44,2025-03-30T22:57:09Z,2430000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M30.00S,2025-03-30T22:57:10.0Z,2,REGULAR,substitution,out,[],1630173,,,1610612752,47,44,2025-03-30T22:58:37Z,2440000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,
247,PT03M30.00S,2025-03-30T22:57:10.0Z,2,REGULAR,substitution,out,[],1642278,,,1610612752,47,44,2025-03-30T22:58:37Z,2450000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,
248,PT03M30.00S,2025-03-30T22:57:10.0Z,2,REGULAR,substitution,out,[],1630625,,,1610612752,47,44,2025-03-30T22:58:37Z,2460000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,
249,PT03M30.00S,2025-03-30T22:57:10.0Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,47,44,2025-03-30T22:58:37Z,2470000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,
