actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
72,PT05M24.00S,2025-03-30T22:20:48.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,74.06373193166885,13.480392156862745,1610612757,8,15,2025-03-30T22:20:58Z,720000,False,-183.0,191.0,1,right,T. Camara 26' 3PT running pullup (5 PTS) (A. Simons 2 AST),"[1641739, 1629014]",1610612757.0,POR,running pullup,,,,,,,Camara,T. Camara,Above the Break 3,24+ Left Center,26.45,Made,,,,,5.0,A. Simons,1629014.0,2.0,,,,,,,,,,
74,PT04M59.00S,2025-03-30T22:21:14.9Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612752,8,15,2025-03-30T22:21:43Z,740000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Hart 2 FT),"[1641739, 1628404]",1610612757.0,POR,shooting,,,,,,202037.0,Camara,T. Camara,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Hart,1628404.0,,,,,,
76,PT04M59.00S,2025-03-30T22:21:46.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,8,15,2025-03-30T22:21:46Z,760000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M59.00S,2025-03-30T22:21:47.0Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,8,15,2025-03-30T22:24:06Z,770000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,
78,PT04M59.00S,2025-03-30T22:21:47.0Z,1,REGULAR,substitution,out,[],1629014,,,1610612752,8,15,2025-03-30T22:24:06Z,780000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,
79,PT04M59.00S,2025-03-30T22:21:47.0Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,8,15,2025-03-30T22:24:06Z,790000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,
80,PT04M59.00S,2025-03-30T22:21:47.0Z,1,REGULAR,substitution,in,[],1630625,,,1610612752,8,15,2025-03-30T22:24:06Z,800000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,
81,PT04M59.00S,2025-03-30T22:24:31.1Z,1,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,9,15,2025-03-30T22:24:31Z,810000,False,,,0,,J. Hart Free Throw 1 of 2 (1 PTS),[1628404],1610612752.0,NYK,,,,,,,,Hart,J. Hart,,,,Made,,,,,1.0,,,,,,,,,,,,,
84,PT04M59.00S,2025-03-30T22:24:49.4Z,1,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,10,15,2025-03-30T22:24:49Z,820000,False,,,0,,J. Hart Free Throw 2 of 2 (2 PTS),[1628404],1610612752.0,NYK,,,,,,,,Hart,J. Hart,,,,Made,,,,,2.0,,,,,,,,,,,,,
85,PT04M49.00S,2025-03-30T22:25:02.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,72.7496714848883,16.911764705882355,1610612757,10,15,2025-03-30T22:25:06Z,830000,False,-165.0,204.0,1,right,MISS S. Sharpe 26' 3PT,[1631101],1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
86,PT04M46.00S,2025-03-30T22:25:05.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,10,15,2025-03-30T22:25:06Z,840000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,Above the Break 3,24+ Left Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M31.00S,2025-03-30T22:25:23.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630625,,,1610612752,10,15,2025-03-30T22:25:30Z,850000,False,,,0,,D. Banton shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1630625, 1628384]",1610612757.0,POR,shooting,,,,,,1630886.0,Banton,D. Banton,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Anunoby,1628384.0,,,,,,
89,PT04M31.00S,2025-03-30T22:25:46.5Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,11,15,2025-03-30T22:25:46Z,870000,False,,,0,,O. Anunoby Free Throw 1 of 2 (7 PTS),[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,,,,Made,,,,,7.0,,,,,,,,,,,,,
90,PT04M31.00S,2025-03-30T22:26:01.5Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,12,15,2025-03-30T22:26:01Z,880000,False,,,0,,O. Anunoby Free Throw 2 of 2 (8 PTS),[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,,,,Made,,,,,8.0,,,,,,,,,,,,,
91,PT04M10.00S,2025-03-30T22:26:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.11760840998686,52.450980392156865,1610612757,12,17,2025-03-30T22:26:26Z,890000,False,12.0,12.0,1,right,D. Avdija driving Layup (6 PTS),[1630166],1610612757.0,POR,driving,,,,,,,Avdija,D. Avdija,Restricted Area,0-8 Center,1.73,Made,,,,,6.0,,,,,,,,,,,,,
93,PT03M47.00S,2025-03-30T22:26:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,17.16491458607096,48.77450980392157,1610612752,14,17,2025-03-30T22:26:49Z,910000,False,6.0,109.0,1,left,O. Anunoby 10' pullup Jump Shot (10 PTS),[1628384],1610612752.0,NYK,pullup,,,,,,,Anunoby,O. Anunoby,In The Paint (Non-RA),8-16 Center,10.91,Made,,,,,10.0,,,,,,,,,,,,,
95,PT03M32.00S,2025-03-30T22:27:04.2Z,1,REGULAR,foul,personal,[],1628384,,,1610612757,14,17,2025-03-30T22:27:10Z,930000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1630625]",1610612752.0,NYK,,,,,,,202037.0,Anunoby,O. Anunoby,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,0.0,Banton,1630625.0,,,,,,
97,PT03M32.00S,2025-03-30T22:27:04.3Z,1,REGULAR,substitution,out,[],1628384,,,1610612757,14,17,2025-03-30T22:27:15Z,950000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,
98,PT03M32.00S,2025-03-30T22:27:04.3Z,1,REGULAR,substitution,in,[],1629013,,,1610612757,14,17,2025-03-30T22:27:15Z,960000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,
99,PT03M24.00S,2025-03-30T22:27:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.51182654402102,52.20588235294118,1610612757,14,19,2025-03-30T22:28:17Z,970000,False,11.0,8.0,1,right,D. Avdija reverse Layup (8 PTS) (D. Banton 1 AST),"[1630166, 1630625]",1610612757.0,POR,reverse,,,,,,,Avdija,D. Avdija,Restricted Area,0-8 Center,1.39,Made,,,,,8.0,D. Banton,1630625.0,1.0,,,,,,,,,,
101,PT03M01.00S,2025-03-30T22:27:54.6Z,1,REGULAR,3pt,Jump Shot,[],1626153,27.283180026281208,19.362745098039216,1610612752,17,19,2025-03-30T22:27:57Z,990000,False,153.0,204.0,1,left,D. Wright 25' 3PT  (3 PTS) (M. Bridges 1 AST),"[1626153, 1628969]",1610612752.0,NYK,,,,,,,,Wright,D. Wright,Above the Break 3,24+ Right Center,25.51,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
103,PT02M46.00S,2025-03-30T22:28:09.6Z,1,REGULAR,3pt,Jump Shot,[],1641739,67.88764783180025,33.82352941176471,1610612757,17,22,2025-03-30T22:28:12Z,1010000,False,-81.0,249.0,1,right,T. Camara 26' 3PT  (8 PTS) (D. Banton 2 AST),"[1641739, 1630625]",1610612757.0,POR,,,,,,,,Camara,T. Camara,Above the Break 3,24+ Center,26.22,Made,,,,,8.0,D. Banton,1630625.0,2.0,,,,,,,,,,
105,PT02M19.00S,2025-03-30T22:28:35.7Z,1,REGULAR,2pt,Jump Shot,[],1629013,18.347568988173457,21.323529411764707,1610612752,17,22,2025-03-30T22:28:39Z,1030000,False,143.0,120.0,1,left,MISS L. Shamet 18' pullup Shot,[1629013],1610612752.0,NYK,pullup,,,,,,,Shamet,L. Shamet,Mid-Range,16-24 Right Center,18.7,Missed,,,,,,,,,,,,,,,,,,
106,PT02M17.00S,2025-03-30T22:28:37.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,17,22,2025-03-30T22:28:39Z,1040000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,,,,,Avdija,D. Avdija,Mid-Range,16-24 Right Center,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,,,
107,PT01M56.00S,2025-03-30T22:28:59.4Z,1,REGULAR,3pt,Jump Shot,[],1630166,66.70499342969777,26.96078431372549,1610612757,17,22,2025-03-30T22:29:04Z,1050000,False,-115.0,260.0,1,right,MISS D. Avdija 28' 3PT,[1630166],1610612757.0,POR,,,,,,,,Avdija,D. Avdija,Above the Break 3,24+ Left Center,28.48,Missed,,,,,,,,,,,,,,,,,,
108,PT01M52.00S,2025-03-30T22:29:03.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,17,22,2025-03-30T22:29:04Z,1060000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,Above the Break 3,24+ Left Center,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT01M32.00S,2025-03-30T22:29:29.0Z,1,REGULAR,turnover,3-second-violation,[],1629011,,,1610612752,17,22,2025-03-30T22:29:52Z,1070000,False,,,0,,M. Robinson 3-second-violation TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,,,,202037.0,Robinson,M. Robinson,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,,
110,PT01M32.00S,2025-03-30T22:29:39.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,17,22,2025-03-30T22:29:39Z,1080000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M32.00S,2025-03-30T22:29:39.1Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,17,22,2025-03-30T22:32:36Z,1090000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,
112,PT01M32.00S,2025-03-30T22:29:39.1Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,17,22,2025-03-30T22:32:36Z,1100000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,
113,PT01M32.00S,2025-03-30T22:29:39.1Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,17,22,2025-03-30T22:32:36Z,1110000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,
114,PT01M32.00S,2025-03-30T22:29:39.1Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,17,22,2025-03-30T22:32:36Z,1120000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,
115,PT01M32.00S,2025-03-30T22:29:39.1Z,1,REGULAR,substitution,in,[],1641871,,,1610612757,17,22,2025-03-30T22:32:36Z,1130000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,
116,PT01M32.00S,2025-03-30T22:29:39.1Z,1,REGULAR,substitution,in,[],1629680,,,1610612757,17,22,2025-03-30T22:32:36Z,1140000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,
117,PT01M04.00S,2025-03-30T22:32:52.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,95.87713534822602,95.58823529411765,1610612757,17,22,2025-03-30T22:33:24Z,1150000,False,228.0,-14.0,1,right,MISS A. Simons fadeaway 3PT,[1629014],1610612757.0,POR,fadeaway,,,,,,,Simons,A. Simons,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
118,PT01M02.00S,2025-03-30T22:32:54.9Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612752,17,22,2025-03-30T22:32:56Z,1160000,False,,,0,,D. Wright REBOUND (Off:2 Def:2),[1626153],1610612752.0,NYK,,,,,,,,Wright,D. Wright,Right Corner 3,24+ Right,,,117.0,4.0,2.0,2.0,,,,,,,,,,,,,,
119,PT01M00.00S,2025-03-30T22:32:56.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,28.465834428383708,23.774509803921568,1610612752,20,22,2025-03-30T22:33:01Z,1170000,False,131.0,215.0,1,left,L. Shamet 25' 3PT running pullup (3 PTS) (D. Wright 1 AST),"[1629013, 1626153]",1610612752.0,NYK,running pullup,,,,,,,Shamet,L. Shamet,Above the Break 3,24+ Right Center,25.19,Made,,,,,3.0,D. Wright,1626153.0,1.0,,,,,,,,,,
121,PT00M54.80S,2025-03-30T22:33:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629680,77.4802890932983,89.2156862745098,1610612757,20,22,2025-03-30T22:33:09Z,1190000,False,196.0,159.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612757.0,POR,,,,,,,,Thybulle,M. Thybulle,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
122,PT00M52.50S,2025-03-30T22:33:08.0Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612752,20,22,2025-03-30T22:33:09Z,1200000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612752.0,NYK,,,,,,,,Shamet,L. Shamet,Above the Break 3,24+ Right Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT00M39.40S,2025-03-30T22:33:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612752,20,22,2025-03-30T22:33:32Z,1210000,False,,,0,,T. Camara personal FOUL (2 PF) (Bridges 2 FT),"[1641739, 1628969]",1610612757.0,POR,,,,,,,1630886.0,Camara,T. Camara,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,Bridges,1628969.0,,,,,,
125,PT00M39.40S,2025-03-30T22:33:53.1Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,21,22,2025-03-30T22:33:53Z,1230000,False,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628969],1610612752.0,NYK,,,,,,,,Bridges,M. Bridges,,,,Made,,,,,3.0,,,,,,,,,,,,,
126,PT00M39.40S,2025-03-30T22:34:19.4Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,22,22,2025-03-30T22:34:19Z,1240000,False,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628969],1610612752.0,NYK,,,,,,,,Bridges,M. Bridges,,,,Made,,,,,4.0,,,,,,,,,,,,,
127,PT00M33.30S,2025-03-30T22:34:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,93.11760840998686,52.20588235294118,1610612757,22,24,2025-03-30T22:34:34Z,1250000,False,11.0,12.0,1,right,A. Simons driving Layup (2 PTS),[1629014],1610612757.0,POR,driving,,,,,,,Simons,A. Simons,Restricted Area,0-8 Center,1.64,Made,,,,,2.0,,,,,,,,,,,,,
128,PT00M33.30S,2025-03-30T22:34:31.7Z,1,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612757,22,24,2025-03-30T22:34:40Z,1260000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Simons 1 FT),"[1628969, 1629014]",1610612752.0,NYK,shooting,,,,,,1630886.0,Bridges,M. Bridges,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Simons,1629014.0,,,,,,
130,PT00M33.30S,2025-03-30T22:34:31.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,22,24,2025-03-30T22:34:59Z,1280000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,
131,PT00M33.30S,2025-03-30T22:34:31.7Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,22,24,2025-03-30T22:34:59Z,1290000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,
132,PT00M33.30S,2025-03-30T22:35:06.3Z,1,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,22,25,2025-03-30T22:35:06Z,1300000,False,,,0,,A. Simons Free Throw 1 of 1 (3 PTS),[1629014],1610612757.0,POR,,,,,,,,Simons,A. Simons,,,,Made,,,,,3.0,,,,,,,,,,,,,
133,PT00M11.70S,2025-03-30T22:35:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,9.017739816031538,56.127450980392155,1610612752,24,25,2025-03-30T22:35:38Z,1310000,False,-31.0,32.0,1,left,L. Shamet driving floating Jump Shot (5 PTS) (M. Bridges 2 AST),"[1629013, 1628969]",1610612752.0,NYK,driving floating,,,,,,,Shamet,L. Shamet,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,5.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
135,PT00M02.40S,2025-03-30T22:35:48.9Z,1,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,24,25,2025-03-30T22:35:54Z,1330000,False,,,0,,A. Simons step out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,step,,,,,,1630886.0,Simons,A. Simons,Above the Break 3,24+ Left,,,,,,,,,,,,,,,1.0,,,,,
136,PT00M02.40S,2025-03-30T22:35:49.0Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,24,25,2025-03-30T22:36:07Z,1340000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,
137,PT00M02.40S,2025-03-30T22:35:49.0Z,1,REGULAR,substitution,in,[],1626157,,,1610612752,24,25,2025-03-30T22:36:07Z,1350000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,
138,PT00M00.00S,2025-03-30T22:36:18.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,44.36596583442839,64.70588235294117,1610612752,27,25,2025-03-30T22:36:26Z,1360000,False,-74.0,365.0,1,left,M. Bridges 37' 3PT pullup (7 PTS) (J. Hart 3 AST),"[1628969, 1628404]",1610612752.0,NYK,pullup,,,,,,,Bridges,M. Bridges,Above the Break 3,24+ Center,37.18,Made,,,,,7.0,J. Hart,1628404.0,3.0,,,,,,,,,,
141,PT00M00.00S,2025-03-30T22:36:56.4Z,1,REGULAR,period,end,[],0,,,1610612757,27,25,2025-03-30T22:36:56Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612757,27,25,2025-03-30T22:39:06Z,1400000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,out,['startperiod'],1628404,,,1610612757,27,25,2025-03-30T22:39:06Z,1410000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,out,['startperiod'],1626153,,,1610612757,27,25,2025-03-30T22:39:06Z,1420000,False,,,0,,SUB out: D. Wright,[1626153],1610612752.0,NYK,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,out,['startperiod'],1630625,,,1610612757,27,25,2025-03-30T22:39:06Z,1430000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612757,27,25,2025-03-30T22:39:06Z,1440000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,in,['startperiod'],1630173,,,1610612757,27,25,2025-03-30T22:39:06Z,1450000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612757,27,25,2025-03-30T22:39:06Z,1460000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-03-30T22:38:43.0Z,2,REGULAR,substitution,in,['startperiod'],1631101,,,1610612757,27,25,2025-03-30T22:39:06Z,1470000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-03-30T22:39:03.7Z,2,REGULAR,period,start,[],0,,,1610612752,27,25,2025-03-30T22:39:07Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M33.00S,2025-03-30T22:39:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.783837056504599,55.392156862745104,1610612752,27,25,2025-03-30T22:39:34Z,1490000,False,-27.0,11.0,1,left,MISS K. Towns cutting finger roll Layup,[1626157],1610612752.0,NYK,cutting finger roll,,,,,,,Towns,K. Towns,Restricted Area,0-8 Center,2.93,Missed,,,,,,,,,,,,,,,,,,
152,PT11M30.00S,2025-03-30T22:39:31.9Z,2,REGULAR,rebound,defensive,[],1631200,,,1610612757,27,25,2025-03-30T22:39:31Z,1500000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,,,,,Murray,K. Murray,Restricted Area,0-8 Center,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT11M23.00S,2025-03-30T22:39:39.4Z,2,REGULAR,2pt,Jump Shot,[],1631101,73.27529566360053,48.77450980392157,1610612757,27,27,2025-03-30T22:39:43Z,1510000,False,-6.0,199.0,1,right,S. Sharpe 19' fadeaway Jump Shot (6 PTS),[1631101],1610612757.0,POR,fadeaway,,,,,,,Sharpe,S. Sharpe,Mid-Range,16-24 Center,19.88,Made,,,,,6.0,,,,,,,,,,,,,
154,PT11M04.00S,2025-03-30T22:39:58.2Z,2,REGULAR,2pt,Jump Shot,[],1626157,18.2161629434954,20.34313725490196,1610612752,27,27,2025-03-30T22:40:02Z,1520000,False,148.0,119.0,1,left,MISS K. Towns 19' Jump Shot,[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,Mid-Range,16-24 Right Center,19.0,Missed,,,,,,,,,,,,,,,,,,
155,PT11M02.00S,2025-03-30T22:40:00.2Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,27,27,2025-03-30T22:40:02Z,1530000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,,,,,Sharpe,S. Sharpe,Mid-Range,16-24 Right Center,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,
156,PT10M52.00S,2025-03-30T22:40:10.5Z,2,REGULAR,3pt,Jump Shot,[],1631101,67.62483574244416,24.754901960784316,1610612757,27,27,2025-03-30T22:40:14Z,1540000,False,-126.0,252.0,1,right,MISS S. Sharpe 28' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,,,,,Sharpe,S. Sharpe,Above the Break 3,24+ Left Center,28.17,Missed,,,,,,,,,,,,,,,,,,
157,PT10M49.00S,2025-03-30T22:40:13.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,27,27,2025-03-30T22:40:14Z,1550000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612752.0,NYK,,,,,,,,Towns,K. Towns,Above the Break 3,24+ Left Center,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT10M39.00S,2025-03-30T22:40:40.8Z,2,REGULAR,3pt,Jump Shot,[],1628384,6.1268068331143235,5.147058823529411,1610612752,30,27,2025-03-30T22:40:44Z,1570000,False,224.0,5.0,1,left,O. Anunoby 3PT  (13 PTS) (T. Kolek 1 AST),"[1628384, 1642278]",1610612752.0,NYK,,,,,,,,Anunoby,O. Anunoby,Right Corner 3,24+ Right,22.44,Made,,,,,13.0,T. Kolek,1642278.0,1.0,,,,,,,,,,
162,PT10M16.00S,2025-03-30T22:41:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,93.9060446780552,49.01960784313725,1610612757,30,29,2025-03-30T22:41:26Z,1600000,False,-5.0,5.0,1,right,A. Simons driving Layup (5 PTS),[1629014],1610612757.0,POR,driving,,,,,,,Simons,A. Simons,Restricted Area,0-8 Center,0.69,Made,,,,,5.0,,,,,,,,,,,,,
163,PT10M05.00S,2025-03-30T22:41:33.8Z,2,REGULAR,3pt,Jump Shot,[],1629013,27.94021024967148,20.098039215686274,1610612752,30,29,2025-03-30T22:41:37Z,1610000,False,150.0,210.0,1,left,MISS L. Shamet 25' 3PT,[1629013],1610612752.0,NYK,,,,,,,,Shamet,L. Shamet,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
