actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-02T00:41:53.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-02T00:41:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-02T00:41:55.5Z,1,REGULAR,jumpball,recovered,[],1626166,,,1610612752,0,0,2025-01-02T00:41:55Z,40000,False,,,0,,Jump Ball K. Towns vs. W. Kessler: Tip to C. Payne,"[1626166, 1626157, 1631117]",1610612752.0,NYK,startperiod,C. Payne,1626166.0,Payne,C. Payne,Towns,1626157.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-01-02T00:42:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,14.011169513797633,47.05882352941176,1610612752,0,0,2025-01-02T00:42:19Z,70000,False,15.0,79.0,1,left,MISS K. Towns 8' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,8.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-01-02T00:42:17.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2025-01-02T00:42:19Z,80000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-01-02T00:42:23.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,64.60249671484888,58.333333333333336,1610612762,0,0,2025-01-02T00:43:49Z,90000,False,42.0,280.0,1,right,MISS L. Markkanen 28' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,28.33,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2025-01-02T00:42:25.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,0,0,2025-01-02T00:42:31Z,100000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M23.00S,2025-01-02T00:42:29.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,28.07161629434954,24.019607843137255,1610612752,3,0,2025-01-02T00:42:44Z,110000,False,130.0,211.0,1,left,M. Bridges 24' 3PT running pullup (3 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,running pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.81,Made,,,,,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,
13,PT11M07.00S,2025-01-02T00:42:46.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,94.1688567674113,48.529411764705884,1610612762,3,2,2025-01-02T00:42:49Z,130000,False,-7.0,2.0,1,right,W. Kessler alley-oop DUNK (2 PTS) (C. Sexton 1 AST),"[1631117, 1629012]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,
15,PT10M42.00S,2025-01-02T00:43:10.8Z,1,REGULAR,3pt,Jump Shot,[],1626166,19.398817345597898,92.15686274509804,1610612752,3,2,2025-01-02T00:46:05Z,150000,False,-211.0,130.0,1,left,MISS C. Payne 24' 3PT,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2025-01-02T00:43:12.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,2,2025-01-02T00:46:41Z,160000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M23.00S,2025-01-02T00:43:30.0Z,1,REGULAR,3pt,Jump Shot,[],1629012,70.12155059132719,29.901960784313726,1610612762,3,5,2025-01-02T00:43:58Z,170000,False,-100.0,228.0,1,right,C. Sexton 24' 3PT pullup (3 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,24.95,Made,,,,,3.0,,,,,,,,,,,,,
27,PT10M03.00S,2025-01-02T00:43:50.5Z,1,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612752,3,5,2025-01-02T00:48:18Z,185000,False,,,0,,C. Payne step out-of-bounds TURNOVER (1 TO),[1626166],1610612752.0,NYK,step,,,Payne,C. Payne,,,,,Right Corner 3,24+ Right,,,,,,,,,,,2882.0,1.0,,,,,,,,
20,PT09M42.00S,2025-01-02T00:44:11.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,96.66557161629436,95.83333333333334,1610612762,3,5,2025-01-02T00:47:46Z,200000,False,229.0,-21.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,23.02,Missed,,,,,,,,,,,,,,,,,,
21,PT09M40.00S,2025-01-02T00:44:13.0Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612752,3,5,2025-01-02T00:44:17Z,210000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Right Corner 3,24+ Right,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M35.00S,2025-01-02T00:44:18.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628969,5.075558475689881,46.32352941176471,1610612752,5,5,2025-01-02T00:44:34Z,220000,False,18.0,-5.0,1,left,M. Bridges running Layup (5 PTS) (C. Payne 1 AST),"[1628969, 1626166]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,5.0,C. Payne,1626166.0,1.0,,,,,,,,,,
24,PT09M35.00S,2025-01-02T00:44:24.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612762,5,5,2025-01-02T00:44:24Z,240000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M23.00S,2025-01-02T00:47:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,94.1688567674113,54.166666666666664,1610612762,5,7,2025-01-02T00:47:52Z,260000,False,21.0,2.0,1,right,K. George driving finger roll Layup (2 PTS),[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M04.00S,2025-01-02T00:47:55.9Z,1,REGULAR,2pt,Hook,[],1626157,7.440867279894875,32.35294117647059,1610612752,5,7,2025-01-02T00:50:38Z,270000,False,88.0,17.0,1,left,MISS K. Towns 8' turnaround Hook,[1626157],1610612752.0,NYK,turnaround,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,8.99,Missed,,,,,,,,,,,,,,,,,,
29,PT09M01.00S,2025-01-02T00:47:58.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,5,7,2025-01-02T00:48:01Z,280000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT08M51.00S,2025-01-02T00:48:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,94.03745072273325,47.05882352941176,1610612762,5,7,2025-01-02T00:51:20Z,290000,False,-15.0,4.0,1,right,MISS L. Markkanen driving reverse Layup,[1628374],1610612762.0,UTA,driving reverse,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,,
