actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
22,PT10M47.00S,2023-12-23T00:14:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.058475689881732,41.17647058823529,1610612755,2,4,2023-12-23T00:14:08Z,220000,False,44.0,70.0,1,left,T. Harris 8' turnaround Jump Shot (2 PTS) (M. Morris Sr. 1 AST),"[202699, 202694]",1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,,,,,,,,,,2.0,M. Morris Sr.,202694.0,1.0,,,,,
23,PT10M33.00S,2023-12-23T00:14:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,95.18725361366623,37.5,1610612761,2,6,2023-12-23T00:14:22Z,230000,False,-62.0,-7.0,1,right,J. Poeltl 6' floating Jump Shot (4 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,,,,,,,,,,4.0,S. Barnes,1630567.0,2.0,,,,,
26,PT10M22.00S,2023-12-23T00:14:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.699737187910642,50.98039215686275,1610612755,4,6,2023-12-23T00:14:32Z,250000,False,-5.0,1.0,1,left,T. Maxey driving Layup (2 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,,,,,,2.0,J. Embiid,203954.0,1.0,,,,,
28,PT09M58.00S,2023-12-23T00:14:51.9Z,1,REGULAR,3pt,Jump Shot,[],203471,68.64323258869908,74.01960784313725,1610612761,4,6,2023-12-23T00:14:56Z,270000,False,120.0,242.0,1,right,MISS D. Schroder 27' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
29,PT09M54.00S,2023-12-23T00:14:55.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,6,2023-12-23T00:14:56Z,280000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M47.00S,2023-12-23T00:15:04.6Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,4,6,2023-12-23T00:15:10Z,290000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626300.0,,,,,,,,,1.0,,,,
31,PT09M38.00S,2023-12-23T00:15:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,92.29632063074901,43.627450980392155,1610612761,4,6,2023-12-23T00:15:30Z,300000,False,-32.0,20.0,1,right,MISS J. Poeltl driving Layup - blocked,"[1627751, 203954]",1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,Embiid,203954.0,,
32,PT09M38.00S,2023-12-23T00:15:23.9Z,1,REGULAR,block,,[],203954,,,1610612761,4,6,2023-12-23T00:15:26Z,310000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M35.00S,2023-12-23T00:15:26.9Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,4,6,2023-12-23T00:15:30Z,320000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT09M35.00S,2023-12-23T00:15:29.1Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612761,4,6,2023-12-23T00:15:34Z,330000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Siakam 2 FT),"[202694, 1627783]",1610612755.0,PHI,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,202053.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,
36,PT09M35.00S,2023-12-23T00:15:55.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627783,,,1610612761,4,7,2023-12-23T00:15:55Z,350000,False,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
37,PT09M35.00S,2023-12-23T00:16:12.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627783,,,1610612761,4,8,2023-12-23T00:16:12Z,360000,False,,,0,,P. Siakam Free Throw 2 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
38,PT09M24.00S,2023-12-23T00:16:24.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,29.878449408672807,23.284313725490193,1610612755,4,8,2023-12-23T00:16:30Z,370000,False,134.0,228.0,1,left,MISS K. Oubre Jr. 26' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
39,PT09M21.00S,2023-12-23T00:16:27.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,4,8,2023-12-23T00:16:30Z,380000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT09M14.00S,2023-12-23T00:16:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630567,66.01511169513799,59.55882352941176,1610612761,4,8,2023-12-23T00:16:41Z,390000,False,48.0,267.0,1,right,MISS S. Barnes 27' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
41,PT09M12.00S,2023-12-23T00:16:35.9Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,4,8,2023-12-23T00:16:38Z,400000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT09M00.00S,2023-12-23T00:16:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.48423127463863,79.90196078431373,1610612755,7,8,2023-12-23T00:16:53Z,410000,False,-150.0,225.0,1,left,T. Maxey 26' 3PT step back (5 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.99,Made,,,,,,,,,,5.0,,,,,,,,
43,PT08M49.00S,2023-12-23T00:17:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,86.38304862023654,56.86274509803921,1610612761,7,10,2023-12-23T00:17:07Z,420000,False,34.0,75.0,1,right,J. Poeltl 8' floating Jump Shot (6 PTS) (P. Siakam 1 AST),"[1627751, 1627783]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,,,,,,,,,,6.0,P. Siakam,1627783.0,1.0,,,,,
45,PT08M35.00S,2023-12-23T00:17:14.1Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,7,10,2023-12-23T00:17:19Z,440000,False,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 203471]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,,,Schroder,203471.0
46,PT08M35.00S,2023-12-23T00:17:14.1Z,1,REGULAR,steal,,[],203471,,,1610612761,7,10,2023-12-23T00:17:16Z,450000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M31.00S,2023-12-23T00:17:18.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627751,94.26741130091985,51.22549019607843,1610612761,7,12,2023-12-23T00:17:23Z,460000,False,6.0,1.0,1,right,J. Poeltl running DUNK (8 PTS) (D. Schroder 1 AST),"[1627751, 203471]",1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,,8.0,D. Schroder,203471.0,1.0,,,,,
49,PT08M21.00S,2023-12-23T00:17:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.475032851511173,60.049019607843135,1610612755,7,12,2023-12-23T00:17:32Z,480000,False,-50.0,102.0,1,left,MISS J. Embiid 11' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.4,Missed,,,,,,,,,,,,,,,,,,
50,PT08M18.00S,2023-12-23T00:17:30.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,12,2023-12-23T00:17:32Z,490000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT08M16.00S,2023-12-23T00:17:33.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,96.10709592641261,56.127450980392155,1610612761,7,14,2023-12-23T00:17:49Z,500000,False,31.0,-16.0,1,right,P. Siakam running finger roll Layup (6 PTS) (J. Poeltl 1 AST),"[1627783, 1627751]",1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,3.45,Made,,,,,,,,,,6.0,J. Poeltl,1627751.0,1.0,,,,,
53,PT08M16.00S,2023-12-23T00:17:41.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,7,14,2023-12-23T00:17:41Z,520000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M58.00S,2023-12-23T00:20:48.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.03219448094612,35.049019607843135,1610612755,7,14,2023-12-23T00:20:53Z,530000,False,75.0,258.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.86,Missed,,,,,,,,,,,,,,,,,,
55,PT07M55.00S,2023-12-23T00:20:51.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,14,2023-12-23T00:20:53Z,540000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT07M48.00S,2023-12-23T00:20:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.92444152431011,50.49019607843137,1610612761,7,16,2023-12-23T00:21:01Z,550000,False,2.0,-5.0,1,right,P. Siakam cutting finger roll Layup (8 PTS) (S. Barnes 3 AST),"[1627783, 1630567]",1610612761.0,TOR,cutting finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,8.0,S. Barnes,1630567.0,3.0,,,,,
58,PT07M29.00S,2023-12-23T00:21:16.3Z,1,REGULAR,3pt,Jump Shot,[],202694,8.853482260183966,2.4509803921568647,1610612755,7,16,2023-12-23T00:21:20Z,570000,False,238.0,31.0,1,left,MISS M. Morris Sr. 3PT,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
59,PT07M26.00S,2023-12-23T00:21:19.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,7,16,2023-12-23T00:21:20Z,580000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT07M17.00S,2023-12-23T00:21:28.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.53022339027595,51.22549019607843,1610612761,7,16,2023-12-23T00:21:35Z,590000,False,6.0,-1.0,1,right,MISS S. Barnes driving DUNK,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,,,,,,
61,PT07M15.00S,2023-12-23T00:21:30.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,7,16,2023-12-23T00:21:35Z,600000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT07M10.00S,2023-12-23T00:21:35.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,6.356767411300922,50.49019607843137,1610612755,9,16,2023-12-23T00:21:48Z,610000,False,-2.0,7.0,1,left,T. Maxey running finger roll Layup (7 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,,7.0,J. Embiid,203954.0,2.0,,,,,
64,PT06M52.00S,2023-12-23T00:21:54.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,68.9060446780552,34.06862745098039,1610612761,9,19,2023-12-23T00:21:59Z,630000,False,-80.0,240.0,1,right,S. Barnes 25' 3PT  (3 PTS) (J. Poeltl 2 AST),"[1630567, 1627751]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.27,Made,,,,,,,,,,3.0,J. Poeltl,1627751.0,2.0,,,,,
66,PT06M32.00S,2023-12-23T00:22:13.0Z,1,REGULAR,3pt,Jump Shot,[],202699,29.747043363994734,19.85294117647058,1610612755,12,19,2023-12-23T00:22:16Z,650000,False,151.0,227.0,1,left,T. Harris 27' 3PT  (5 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,27.26,Made,,,,,,,,,,5.0,T. Maxey,1630178.0,1.0,,,,,
68,PT06M12.00S,2023-12-23T00:22:36.8Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612761,12,19,2023-12-23T00:22:44Z,670000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Siakam 2 FT),"[202699, 1627783]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626300.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,
70,PT06M12.00S,2023-12-23T00:23:06.2Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,12,20,2023-12-23T00:23:06Z,690000,False,,,0,,P. Siakam Free Throw 1 of 2 (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
71,PT06M12.00S,2023-12-23T00:23:23.6Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,12,21,2023-12-23T00:23:23Z,700000,False,,,0,,P. Siakam Free Throw 2 of 2 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
72,PT05M59.00S,2023-12-23T00:23:37.5Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,12,21,2023-12-23T00:23:41Z,710000,False,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 1627751]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,,,Poeltl,1627751.0
73,PT05M59.00S,2023-12-23T00:23:37.5Z,1,REGULAR,steal,,[],1627751,,,1610612761,12,21,2023-12-23T00:23:39Z,720000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT05M55.00S,2023-12-23T00:23:41.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,93.47897503285151,50.0,1610612761,12,23,2023-12-23T00:23:51Z,730000,False,0.0,9.0,1,right,O. Anunoby running DUNK (2 PTS) (P. Siakam 2 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,2.0,P. Siakam,1627783.0,2.0,,,,,
76,PT05M41.00S,2023-12-23T00:23:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,7.539421813403408,48.28431372549019,1610612755,12,23,2023-12-23T00:23:59Z,750000,False,9.0,18.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
77,PT05M39.00S,2023-12-23T00:23:57.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612761,12,23,2023-12-23T00:23:57Z,760000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M28.00S,2023-12-23T00:24:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.2161629434954,53.18627450980392,1610612761,12,25,2023-12-23T00:24:14Z,770000,False,16.0,11.0,1,right,J. Poeltl driving reverse Layup (10 PTS) (O. Anunoby 1 AST),"[1627751, 1628384]",1610612761.0,TOR,driving reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.95,Made,,,,,,,,,,10.0,O. Anunoby,1628384.0,1.0,,,,,
80,PT05M25.00S,2023-12-23T00:25:06.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,25,2023-12-23T00:25:06Z,790000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M25.00S,2023-12-23T00:26:28.3Z,1,REGULAR,substitution,out,[],202694,,,1610612755,12,25,2023-12-23T00:27:06Z,800000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M25.00S,2023-12-23T00:26:28.3Z,1,REGULAR,substitution,out,[],202699,,,1610612755,12,25,2023-12-23T00:27:06Z,810000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M25.00S,2023-12-23T00:26:28.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612755,12,25,2023-12-23T00:27:06Z,820000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M25.00S,2023-12-23T00:26:28.3Z,1,REGULAR,substitution,in,[],203496,,,1610612755,12,25,2023-12-23T00:27:06Z,830000,False,,,0,,SUB in: R. Covington,[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M25.00S,2023-12-23T00:26:28.3Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,12,25,2023-12-23T00:27:06Z,840000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M25.00S,2023-12-23T00:26:28.3Z,1,REGULAR,substitution,in,[],1629018,,,1610612755,12,25,2023-12-23T00:27:06Z,850000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M10.00S,2023-12-23T00:27:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,21.59986859395532,91.42156862745098,1610612755,12,25,2023-12-23T00:27:37Z,860000,False,-207.0,151.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2023-12-23T00:27:36.6Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,12,25,2023-12-23T00:27:37Z,870000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT05M05.00S,2023-12-23T00:27:37.9Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,12,25,2023-12-23T00:28:15Z,880000,False,,,0,,O. Anunoby bad pass out-of-bounds TURNOVER (1 TO),[1628384],1610612761.0,TOR,bad pass,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,1626300.0,,,,,,,,,1.0,,,,
