actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-03T00:10:35.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-03T00:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-03T00:10:38.5Z,1,REGULAR,jumpball,recovered,[],201942,,,1610612741,0,0,2024-01-03T00:10:38Z,40000,False,,,0,,Jump Ball A. Drummond vs. J. Embiid: Tip to D. DeRozan,"[201942, 203083, 203954]",1610612741.0,CHI,startperiod,D. DeRozan,201942.0,DeRozan,D. DeRozan,Drummond,203083.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-01-03T00:10:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,87.17148488830486,45.09803921568627,1610612741,0,0,2024-01-03T00:10:53Z,70000,False,-25.0,68.0,1,right,MISS A. Drummond 7' Layup - blocked,"[203083, 203954]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,Embiid,203954.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-01-03T00:10:49.5Z,1,REGULAR,block,,[],203954,,,1610612741,0,0,2024-01-03T00:10:52Z,80000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2024-01-03T00:10:52.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2024-01-03T00:10:53Z,90000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M33.00S,2024-01-03T00:11:02.5Z,1,REGULAR,2pt,Jump Shot,[],1626162,22.519710906701704,64.4607843137255,1610612755,2,0,2024-01-03T00:11:06Z,100000,False,-72.0,159.0,1,left,K. Oubre Jr. 17' pullup Jump Shot (2 PTS) (J. Embiid 1 AST),"[1626162, 203954]",1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,17.48,Made,,,,,,,2.0,J. Embiid,203954.0,1.0,,,,,,,,
12,PT11M22.00S,2024-01-03T00:11:15.2Z,1,REGULAR,foul,personal,[],1630178,,,1610612741,2,0,2024-01-03T00:11:20Z,120000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1627936]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,101283.0,1.0,0.0,Caruso,1627936.0,,,
14,PT11M09.00S,2024-01-03T00:11:44.7Z,1,REGULAR,3pt,Jump Shot,[],1627936,87.30289093298292,96.81372549019608,1610612741,2,0,2024-01-03T00:11:56Z,140000,False,234.0,67.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,24.35,Missed,,,,,,,,,,,,,,,,,,
15,PT11M07.00S,2024-01-03T00:11:46.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,0,2024-01-03T00:11:56Z,150000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M52.00S,2024-01-03T00:12:00.0Z,1,REGULAR,2pt,Jump Shot,[],203954,24.359395532194483,62.745098039215684,1610612755,2,0,2024-01-03T00:12:07Z,160000,False,-64.0,176.0,1,left,MISS J. Embiid 18' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,18.76,Missed,,,,,,,,,,,,,,,,,,
