actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
47,PT10M41.00S,2024-02-25T18:12:57.3Z,1,REGULAR,steal,,[],1630178,,,1610612755,2,4,2024-02-25T18:16:55Z,177500,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2024-02-25T18:13:00.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,30.305519053876477,81.86274509803921,1610612755,5,4,2024-02-25T18:16:49Z,180000,False,-159.0,232.0,1,left,B. Hield 28' 3PT running (3 PTS) (T. Maxey 2 AST),"[1627741, 1630178]",1610612755.0,PHI,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,28.18,Made,,,,,3.0,,,,T. Maxey,1630178.0,2.0,,,,,,,
20,PT10M17.00S,2024-02-25T18:13:18.5Z,1,REGULAR,3pt,Jump Shot,[],203081,68.9388961892247,75.73529411764706,1610612749,5,7,2024-02-25T18:13:23Z,200000,False,129.0,239.0,1,right,D. Lillard 27' 3PT pullup (7 PTS) (G. Antetokounmpo 1 AST),"[203081, 203507]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.19,Made,,,,,7.0,,,,G. Antetokounmpo,203507.0,1.0,,,,,,,
22,PT10M01.00S,2024-02-25T18:13:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,6.1268068331143235,50.245098039215684,1610612755,7,7,2024-02-25T18:13:41Z,220000,False,-1.0,5.0,1,left,P. Reed reverse Layup (2 PTS) (T. Maxey 3 AST),"[1630194, 1630178]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,2.0,,,,T. Maxey,1630178.0,3.0,,,,,,,
24,PT09M45.00S,2024-02-25T18:13:49.8Z,1,REGULAR,3pt,Jump Shot,[],203081,70.38436268068331,77.94117647058823,1610612749,7,7,2024-02-25T18:13:54Z,240000,False,140.0,226.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2024-02-25T18:13:52.4Z,1,REGULAR,rebound,offensive,[],203109,,,1610612749,7,7,2024-02-25T18:13:52Z,250000,False,,,0,,J. Crowder REBOUND (Off:1 Def:0),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
26,PT09M38.00S,2024-02-25T18:13:57.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,80.50262812089356,7.107843137254902,1610612749,7,10,2024-02-25T18:14:02Z,260000,False,-214.0,131.0,1,right,M. Beasley 25' 3PT step back (3 PTS) (B. Lopez 1 AST),"[1627736, 201572]",1610612749.0,MIL,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.12,Made,,,,,3.0,,,,B. Lopez,201572.0,1.0,,,,,,,
28,PT09M24.00S,2024-02-25T18:14:11.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,27.151773981603156,15.931372549019606,1610612755,7,10,2024-02-25T18:14:14Z,280000,False,170.0,203.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2024-02-25T18:14:13.0Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,7,10,2024-02-25T18:14:14Z,290000,False,,,0,,J. Crowder REBOUND (Off:1 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M10.00S,2024-02-25T18:14:25.4Z,1,REGULAR,3pt,Jump Shot,[],203109,66.70499342969777,62.5,1610612749,7,10,2024-02-25T18:14:29Z,300000,False,62.0,260.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
31,PT09M08.00S,2024-02-25T18:14:27.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,7,10,2024-02-25T18:14:29Z,310000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M02.00S,2024-02-25T18:14:34.6Z,1,REGULAR,2pt,Jump Shot,[],202699,5.338370565045992,21.07843137254902,1610612755,7,10,2024-02-25T18:21:38Z,320000,False,145.0,-2.0,1,left,MISS T. Harris 14' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,14.46,Missed,,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2024-02-25T18:14:38.6Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,7,10,2024-02-25T18:14:50Z,330000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Right,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT08M51.00S,2024-02-25T18:15:13.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630194,8.492115637319317,98.0392156862745,1610612755,7,10,2024-02-25T18:15:17Z,350000,False,-240.0,27.0,1,left,MISS P. Reed 24' 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,24.17,Missed,,,,,,,,,,,,,,,,,,
36,PT08M47.00S,2024-02-25T18:15:17.7Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,7,10,2024-02-25T18:15:17Z,360000,False,,,0,,J. Crowder REBOUND (Off:1 Def:2),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,,,35.0,3.0,2.0,1.0,,,,,,,,,,,,,,
37,PT08M39.00S,2024-02-25T18:15:25.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,86.67871222076215,98.2843137254902,1610612749,7,13,2024-02-25T18:15:30Z,370000,False,241.0,73.0,1,right,M. Beasley 25' 3PT  (6 PTS) (D. Lillard 1 AST),"[1627736, 203081]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,25.21,Made,,,,,6.0,,,,D. Lillard,203081.0,1.0,,,,,,,
39,PT08M21.00S,2024-02-25T18:15:42.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.35676741130092,21.568627450980394,1610612755,7,13,2024-02-25T18:15:46Z,390000,False,142.0,242.0,1,left,MISS T. Maxey 28' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,28.09,Missed,,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2024-02-25T18:15:44.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,7,13,2024-02-25T18:15:46Z,400000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M11.00S,2024-02-25T18:15:52.8Z,1,REGULAR,3pt,Jump Shot,[],201572,69.20170827858082,76.22549019607843,1610612749,7,13,2024-02-25T18:15:56Z,410000,False,131.0,237.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.08,Missed,,,,,,,,,,,,,,,,,,
42,PT08M08.00S,2024-02-25T18:15:55.8Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,7,13,2024-02-25T18:15:56Z,420000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M59.00S,2024-02-25T18:16:33.7Z,1,REGULAR,foul,personal,[],201572,,,1610612755,7,13,2024-02-25T18:16:39Z,440000,False,,,0,,B. Lopez personal FOUL (1 PF),"[201572, 202699]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1628951.0,1.0,0.0,Harris,202699.0,,
48,PT07M50.00S,2024-02-25T18:17:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,6.521024967148489,52.69607843137255,1610612755,9,13,2024-02-25T18:17:05Z,460000,False,-13.0,9.0,1,left,P. Reed Layup (4 PTS) (T. Maxey 4 AST),"[1630194, 1630178]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,4.0,,,,T. Maxey,1630178.0,4.0,,,,,,,
50,PT07M40.00S,2024-02-25T18:17:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,92.19776609724047,44.6078431372549,1610612749,9,13,2024-02-25T18:17:16Z,480000,False,-27.0,21.0,1,right,MISS G. Antetokounmpo driving floating bank Shot,[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
51,PT07M39.00S,2024-02-25T18:17:11.5Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,9,13,2024-02-25T18:17:11Z,490000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,50.0,1.0,0.0,1.0,,,,,,,,,,,,,,
52,PT07M36.00S,2024-02-25T18:17:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,91.40932982917214,42.8921568627451,1610612749,9,13,2024-02-25T18:32:27Z,500000,False,-36.0,28.0,1,right,MISS B. Lopez putback Layup - blocked,"[201572, 202699]",1610612749.0,MIL,putback,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,Harris,202699.0
53,PT07M36.00S,2024-02-25T18:17:14.0Z,1,REGULAR,block,,[],202699,,,1610612749,9,13,2024-02-25T18:17:16Z,510000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M36.00S,2024-02-25T18:17:14.0Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,9,13,2024-02-25T18:17:18Z,520000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT07M27.00S,2024-02-25T18:17:26.6Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612755,9,13,2024-02-25T18:17:35Z,530000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (Maxey 2 FT),"[203081, 1630178]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Maxey,1630178.0,,
57,PT07M27.00S,2024-02-25T18:18:00.3Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,10,13,2024-02-25T18:18:00Z,550000,False,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
58,PT07M27.00S,2024-02-25T18:18:03.8Z,1,REGULAR,substitution,out,[],201587,,,1610612755,10,13,2024-02-25T18:18:10Z,560000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M27.00S,2024-02-25T18:18:03.8Z,1,REGULAR,substitution,out,[],1627741,,,1610612755,10,13,2024-02-25T18:18:10Z,570000,False,,,0,,SUB out: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M27.00S,2024-02-25T18:18:03.8Z,1,REGULAR,substitution,in,[],200768,,,1610612755,10,13,2024-02-25T18:18:10Z,580000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M27.00S,2024-02-25T18:18:03.8Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,10,13,2024-02-25T18:18:10Z,590000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M27.00S,2024-02-25T18:18:27.3Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,11,13,2024-02-25T18:18:27Z,600000,False,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
121,PT07M12.00S,2024-02-25T18:18:50.6Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,11,13,2024-02-25T18:28:37Z,625000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1626162]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,
122,PT07M12.00S,2024-02-25T18:18:50.6Z,1,REGULAR,steal,,[],1626162,,,1610612755,11,13,2024-02-25T18:28:57Z,627500,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2024-02-25T18:18:58.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,31.09395532194481,69.6078431372549,1610612755,14,13,2024-02-25T18:28:37Z,630000,False,-98.0,240.0,1,left,T. Maxey 25' 3PT pullup (5 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,5.0,,,,,,,,,,,,,
66,PT06M44.00S,2024-02-25T18:19:11.1Z,1,REGULAR,3pt,Jump Shot,[],203507,73.53810775295663,13.970588235294118,1610612749,14,16,2024-02-25T18:19:15Z,640000,False,-180.0,196.0,1,right,G. Antetokounmpo 26' 3PT  (3 PTS) (D. Lillard 2 AST),"[203507, 203081]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,26.63,Made,,,,,3.0,,,,D. Lillard,203081.0,2.0,,,,,,,
68,PT06M26.00S,2024-02-25T18:19:28.6Z,1,REGULAR,3pt,Jump Shot,[],1630194,33.196452036793694,51.470588235294116,1610612755,17,16,2024-02-25T18:19:32Z,660000,False,-7.0,260.0,1,left,P. Reed 25' 3PT  (7 PTS) (T. Maxey 5 AST),"[1630194, 1630178]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,25.96,Made,,,,,7.0,,,,T. Maxey,1630178.0,5.0,,,,,,,
70,PT06M16.00S,2024-02-25T18:19:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.5407358738502,43.38235294117647,1610612749,17,16,2024-02-25T18:19:43Z,680000,False,-33.0,27.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1630194]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,Reed,1630194.0
71,PT06M16.00S,2024-02-25T18:19:39.2Z,1,REGULAR,block,,[],1630194,,,1610612749,17,16,2024-02-25T18:19:41Z,690000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2024-02-25T18:19:42.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,17,16,2024-02-25T18:19:43Z,700000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M10.00S,2024-02-25T18:19:46.2Z,1,REGULAR,turnover,lost ball,[],1630194,,,1610612755,17,16,2024-02-25T18:19:49Z,710000,False,,,0,,P. Reed lost ball TURNOVER (2 TO),"[1630194, 203109]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Crowder,203109.0,,,,,,,,,,
74,PT06M10.00S,2024-02-25T18:19:46.2Z,1,REGULAR,steal,,[],203109,,,1610612749,17,16,2024-02-25T18:19:48Z,720000,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M06.00S,2024-02-25T18:19:49.3Z,1,REGULAR,turnover,bad pass,[],203109,,,1610612749,17,16,2024-02-25T18:19:53Z,730000,False,,,0,,J. Crowder bad pass TURNOVER (1 TO),"[203109, 200768]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Lowry,200768.0,,,,,,,,,,
76,PT06M06.00S,2024-02-25T18:19:49.3Z,1,REGULAR,steal,,[],200768,,,1610612755,17,16,2024-02-25T18:19:51Z,740000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2024-02-25T18:19:52.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,32.276609724047304,35.53921568627451,1610612755,17,16,2024-02-25T18:20:00Z,750000,False,72.0,251.0,1,left,MISS K. Oubre Jr. 26' running 3PT,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
78,PT05M58.00S,2024-02-25T18:19:57.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,17,16,2024-02-25T18:19:57Z,760000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M55.00S,2024-02-25T18:20:00.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,93.51182654402102,51.225490196078425,1610612749,17,18,2024-02-25T18:20:04Z,770000,False,6.0,8.0,1,right,G. Antetokounmpo running Layup (5 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,5.0,,,,,,,,,,,,,
80,PT05M45.00S,2024-02-25T18:20:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.959921156373195,48.28431372549019,1610612755,17,18,2024-02-25T18:20:16Z,780000,False,9.0,69.0,1,left,MISS T. Maxey 6' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2024-02-25T18:20:12.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,17,18,2024-02-25T18:20:16Z,790000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,,,
82,PT05M40.00S,2024-02-25T18:20:17.2Z,1,REGULAR,foul,personal,['2freethrow'],200768,,,1610612749,17,18,2024-02-25T18:20:22Z,800000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[200768, 203507]",1610612755.0,PHI,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Antetokounmpo,203507.0,,
84,PT05M40.00S,2024-02-25T18:20:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,17,18,2024-02-25T18:20:30Z,820000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2024-02-25T18:24:15.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,17,19,2024-02-25T18:24:15Z,830000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
86,PT05M40.00S,2024-02-25T18:24:15.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,17,19,2024-02-25T18:24:46Z,840000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
87,PT05M34.00S,2024-02-25T18:24:21.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,17,19,2024-02-25T18:24:46Z,850000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
