actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-12T00:11:04.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-12T00:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-12-12T00:11:09.0Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2023-12-12T00:11:09Z,40000,False,,,0,,Jump Ball J. Embiid vs. M. Muscala: Tip to T. Maxey,"[1630178, 203954, 203488]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Muscala,203488.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-12-12T00:11:27.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.295006570302235,73.52941176470588,1610612755,3,0,2023-12-12T00:11:31Z,70000,False,-118.0,260.0,1,left,T. Maxey 28' 3PT  (3 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,28.58,Made,3.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2023-12-12T00:11:47.7Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,3,0,2023-12-12T00:11:53Z,90000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1629001]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Melton,1629001.0,,,,,,,,,,,
10,PT11M16.00S,2023-12-12T00:11:47.7Z,1,REGULAR,steal,,[],1629001,,,1610612755,3,0,2023-12-12T00:11:50Z,100000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2023-12-12T00:11:52.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,24.885019710906704,89.95098039215686,1610612755,6,0,2023-12-12T00:11:56Z,110000,False,-200.0,181.0,1,left,T. Maxey 26' 3PT running (6 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.99,Made,6.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
13,PT10M57.00S,2023-12-12T00:12:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,91.11366622864652,34.31372549019608,1610612764,6,0,2023-12-12T00:12:10Z,130000,False,-78.0,31.0,1,right,MISS J. Poole 8' driving floating bank Shot,[1629673],1610612764.0,WAS,driving floating bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,8.43,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2023-12-12T00:12:08.6Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,6,0,2023-12-12T00:12:10Z,140000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M46.00S,2023-12-12T00:12:17.4Z,1,REGULAR,3pt,Jump Shot,[],202699,23.702365308804204,89.95098039215686,1610612755,9,0,2023-12-12T00:12:21Z,150000,False,-200.0,170.0,1,left,T. Harris 26' 3PT  (3 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.25,Made,3.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,
17,PT10M35.00S,2023-12-12T00:12:28.2Z,1,REGULAR,3pt,Jump Shot,[],203488,66.67214191852825,65.93137254901961,1610612764,9,0,2023-12-12T00:13:18Z,170000,False,80.0,261.0,1,right,MISS M. Muscala 27' 3PT - blocked,"[203488, 201587]",1610612764.0,WAS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,Batum,201587.0,,,,,
