actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-09T00:10:50.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-09T00:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-09T00:10:53.9Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2023-12-09T00:10:54Z,40000,False,,,0,,Jump Ball J. Embiid vs. C. Capela: Tip to T. Maxey,"[1630178, 203954, 203991]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-12-09T00:11:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,11.514454664914586,53.431372549019606,1610612755,2,0,2023-12-09T00:11:13Z,70000,False,-17.0,56.0,1,left,J. Embiid turnaround Jump Shot (2 PTS) (N. Batum 1 AST),"[203954, 201587]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,2.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2023-12-09T00:11:24.5Z,1,REGULAR,2pt,Jump Shot,[],1627749,85.10183968462549,32.35294117647059,1610612737,2,0,2023-12-09T00:11:29Z,90000,False,-88.0,88.0,1,right,MISS D. Murray 12' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,12.42,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-12-09T00:11:28.5Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,2,0,2023-12-09T00:11:29Z,100000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2023-12-09T00:11:37.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,10.5946123521682,56.372549019607845,1610612755,4,0,2023-12-09T00:11:40Z,110000,False,-32.0,47.0,1,left,J. Embiid turnaround Hook (4 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,4.0,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2023-12-09T00:11:54.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,94.1688567674113,56.86274509803921,1610612737,4,2,2023-12-09T00:11:58Z,130000,False,34.0,2.0,1,right,B. Bogdanovic driving floating Jump Shot (2 PTS) (C. Capela 1 AST),"[203992, 203991]",1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.44,Made,2.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
15,PT10M46.00S,2023-12-09T00:12:03.2Z,1,REGULAR,3pt,Jump Shot,[],203954,32.53942181340342,59.068627450980394,1610612755,4,2,2023-12-09T00:12:08Z,150000,False,-45.0,253.0,1,left,MISS J. Embiid 25' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2023-12-09T00:12:07.4Z,1,REGULAR,rebound,offensive,[],201587,,,1610612755,4,2,2023-12-09T00:12:07Z,160000,False,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M31.00S,2023-12-09T00:12:33.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,23.340998685939553,9.558823529411764,1610612755,4,2,2023-12-09T00:12:37Z,180000,False,202.0,167.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
