actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-19T00:11:27.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-19T00:11:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-19T00:11:29.5Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2023-12-19T00:11:29Z,40000,False,,,0,,Jump Ball J. Embiid vs. N. Vucevic: Tip to T. Maxey,"[1630178, 203954, 202696]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-12-19T00:11:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.8823915900131425,48.529411764705884,1610612755,0,0,2023-12-19T00:11:44Z,70000,False,7.0,12.0,1,left,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-12-19T00:11:43.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2023-12-19T00:12:07Z,80000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-12-19T00:11:52.4Z,1,REGULAR,2pt,Jump Shot,[],1630172,76.13337713534823,55.3921568627451,1610612741,0,0,2023-12-19T00:11:56Z,90000,False,27.0,172.0,1,right,MISS P. Williams 17' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,17.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2023-12-19T00:11:54.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2023-12-19T00:11:56Z,100000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2023-12-19T00:12:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,11.087385019710908,65.44117647058823,1610612755,0,0,2023-12-19T00:12:10Z,110000,False,-77.0,52.0,1,left,MISS T. Harris 9' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,9.29,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2023-12-19T00:12:06.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2023-12-19T00:12:10Z,120000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Left,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2023-12-19T00:12:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,89.01116951379764,44.607843137254896,1610612741,0,0,2023-12-19T00:12:23Z,130000,False,-27.0,51.0,1,right,MISS N. Vucevic driving Layup - blocked,"[202696, 203954]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,Embiid,203954.0,,,,,,,,,,,,
15,PT11M10.00S,2023-12-19T00:12:15.9Z,1,REGULAR,block,,[],203954,,,1610612741,0,0,2023-12-19T00:12:23Z,135000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2023-12-19T00:12:17.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,0,0,2023-12-19T00:12:23Z,140000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M04.00S,2023-12-19T00:12:22.1Z,1,REGULAR,turnover,bad pass,[],201587,,,1610612755,0,0,2023-12-19T00:12:28Z,150000,False,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 201942]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,
17,PT11M04.00S,2023-12-19T00:12:22.1Z,1,REGULAR,steal,,[],201942,,,1610612741,0,0,2023-12-19T00:12:25Z,160000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
18,PT10M57.00S,2023-12-19T00:12:29.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,86.64586070959264,51.470588235294116,1610612741,0,0,2023-12-19T00:13:34Z,170000,False,7.0,73.0,1,right,MISS C. White 7' running pullup Shot,[1629632],1610612741.0,CHI,running pullup,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,,,,,,,,,,,,,,,,,
