actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
92,PT05M42.00S,2023-11-15T00:22:49.8Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612755,18,21,2023-11-15T00:22:57Z,920000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630188, 203954]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1626301.0,2.0,0.0,Embiid,203954.0,,,,,,,,
94,PT05M42.00S,2023-11-15T00:23:25.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,19,21,2023-11-15T00:23:25Z,940000,False,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
95,PT05M42.00S,2023-11-15T00:23:29.2Z,1,REGULAR,substitution,out,[],1630167,,,1610612755,19,21,2023-11-15T00:23:36Z,950000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M42.00S,2023-11-15T00:23:29.2Z,1,REGULAR,substitution,out,[],1630188,,,1610612755,19,21,2023-11-15T00:23:36Z,960000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M42.00S,2023-11-15T00:23:29.2Z,1,REGULAR,substitution,in,[],1630169,,,1610612755,19,21,2023-11-15T00:23:36Z,970000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M42.00S,2023-11-15T00:23:29.2Z,1,REGULAR,substitution,in,[],1630543,,,1610612755,19,21,2023-11-15T00:23:36Z,980000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M42.00S,2023-11-15T00:23:57.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,20,21,2023-11-15T00:23:57Z,990000,False,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
100,PT05M31.00S,2023-11-15T00:24:09.9Z,1,REGULAR,3pt,Jump Shot,[],1630174,87.56570302233902,96.81372549019608,1610612754,20,21,2023-11-15T00:24:14Z,1000000,False,234.0,64.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,24.28,Missed,,,,,,,,,,,,,,,,,,
101,PT05M28.00S,2023-11-15T00:24:12.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,20,21,2023-11-15T00:24:14Z,1010000,False,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,100.0,4.0,3.0,1.0,,,,,,,,,,,,,,
102,PT05M22.00S,2023-11-15T00:24:20.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,13.452693823915894,44.36274509803921,1610612755,22,21,2023-11-15T00:24:24Z,1020000,False,28.0,74.0,1,left,J. Embiid 7' turnaround Hook (8 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,8.0,,,,,,,,,,,,,
103,PT05M22.00S,2023-11-15T00:24:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,22,21,2023-11-15T00:24:28Z,1030000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M22.00S,2023-11-15T00:26:56.5Z,1,REGULAR,substitution,out,[],1630178,,,1610612754,22,21,2023-11-15T00:27:08Z,1040000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M22.00S,2023-11-15T00:26:56.5Z,1,REGULAR,substitution,out,[],202699,,,1610612754,22,21,2023-11-15T00:27:08Z,1050000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M22.00S,2023-11-15T00:26:56.5Z,1,REGULAR,substitution,in,[],202694,,,1610612754,22,21,2023-11-15T00:27:08Z,1060000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M22.00S,2023-11-15T00:26:56.5Z,1,REGULAR,substitution,in,[],201976,,,1610612754,22,21,2023-11-15T00:27:08Z,1070000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M10.00S,2023-11-15T00:27:31.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,65.48948751642575,48.529411764705884,1610612754,22,24,2023-11-15T00:27:36Z,1080000,False,-7.0,272.0,1,right,T. Haliburton 27' 3PT pullup (6 PTS) (T. McConnell 2 AST),"[1630169, 204456]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.2,Made,,,,,6.0,,,,,,,,T. McConnell,204456.0,2.0,,,
109,PT04M48.00S,2023-11-15T00:27:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,5.962549277266746,45.58823529411765,1610612755,22,24,2023-11-15T00:27:57Z,1090000,False,22.0,4.0,1,left,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
110,PT04M46.00S,2023-11-15T00:27:54.9Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,22,24,2023-11-15T00:27:57Z,1100000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT04M44.00S,2023-11-15T00:28:00.1Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612754,22,24,2023-11-15T00:28:07Z,1110000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Jackson 2 FT),"[202694, 1630543]",1610612755.0,PHI,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,1.0,0.0,Jackson,1630543.0,,,,,,,,
113,PT04M44.00S,2023-11-15T00:28:39.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630543,,,1610612754,22,25,2023-11-15T00:28:39Z,1130000,False,,,0,,I. Jackson Free Throw 1 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
114,PT04M44.00S,2023-11-15T00:29:00.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630543,,,1610612754,22,26,2023-11-15T00:29:00Z,1140000,False,,,0,,I. Jackson Free Throw 2 of 2 (2 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
116,PT04M22.00S,2023-11-15T00:29:25.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,12.13863337713535,48.529411764705884,1610612755,24,26,2023-11-15T00:29:32Z,1150000,False,7.0,62.0,1,left,J. Embiid 6' turnaround Hook (10 PTS) (M. Morris Sr. 1 AST),"[203954, 202694]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,,,10.0,,,,,,,,M. Morris Sr.,202694.0,1.0,,,
118,PT04M15.00S,2023-11-15T00:29:32.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,68.51182654402103,71.32352941176471,1610612754,24,29,2023-11-15T00:29:38Z,1170000,False,107.0,243.0,1,right,T. Haliburton 26' 3PT pullup (9 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.58,Made,,,,,9.0,,,,,,,,,,,,,
119,PT04M01.00S,2023-11-15T00:29:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,24.885019710906704,87.5,1610612755,24,29,2023-11-15T00:29:54Z,1180000,False,-188.0,181.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
120,PT03M57.00S,2023-11-15T00:29:51.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,24,29,2023-11-15T00:29:58Z,1190000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT03M37.00S,2023-11-15T00:30:10.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627741,93.47897503285151,47.79411764705882,1610612754,24,31,2023-11-15T00:30:14Z,1200000,False,-11.0,9.0,1,right,B. Hield driving Hook (2 PTS) (A. Nesmith 1 AST),"[1627741, 1630174]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,2.0,,,,,,,,A. Nesmith,1630174.0,1.0,,,
123,PT03M24.00S,2023-11-15T00:30:23.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,11.48160315374507,42.892156862745104,1610612755,24,31,2023-11-15T00:30:28Z,1220000,False,36.0,55.0,1,left,MISS J. Embiid 6' turnaround Hook - blocked,"[203954, 1630174]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,Nesmith,1630174.0,,,,,,
124,PT03M24.00S,2023-11-15T00:30:23.5Z,1,REGULAR,block,,[],1630174,,,1610612755,24,31,2023-11-15T00:30:26Z,1230000,False,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT03M21.00S,2023-11-15T00:30:26.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,24,31,2023-11-15T00:30:28Z,1240000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
126,PT03M19.00S,2023-11-15T00:30:28.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,85.20039421813404,4.166666666666657,1610612754,24,31,2023-11-15T00:30:36Z,1250000,False,-229.0,87.0,1,right,MISS B. Hield 24' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,24.5,Missed,,,,,,,,,,,,,,,,,,
127,PT03M16.00S,2023-11-15T00:30:31.4Z,1,REGULAR,rebound,defensive,[],201976,,,1610612755,24,31,2023-11-15T00:30:36Z,1260000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT03M06.00S,2023-11-15T00:30:42.3Z,1,REGULAR,3pt,Jump Shot,[],203496,10.561760840998687,1.7156862745098067,1610612755,24,31,2023-11-15T00:30:46Z,1270000,False,241.0,47.0,1,left,MISS R. Covington 24' 3PT,[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,24.59,Missed,,,,,,,,,,,,,,,,,,
129,PT03M02.00S,2023-11-15T00:30:46.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,24,31,2023-11-15T00:30:46Z,1280000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Right Corner 3,24+ Right,,,128.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT02M52.00S,2023-11-15T00:30:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,83.36070959264126,57.84313725490196,1610612754,24,31,2023-11-15T00:31:01Z,1290000,False,39.0,104.0,1,right,MISS A. Nesmith 11' fadeaway Shot,[1630174],1610612754.0,IND,fadeaway,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,11.1,Missed,,,,,,,,,,,,,,,,,,
131,PT02M48.00S,2023-11-15T00:30:59.7Z,1,REGULAR,rebound,defensive,[],202694,,,1610612755,24,31,2023-11-15T00:31:01Z,1300000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M37.00S,2023-11-15T00:31:13.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612755,24,31,2023-11-15T00:31:22Z,1310000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Melton 2 FT),"[204456, 1629001]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,1.0,0.0,Melton,1629001.0,,,,,,,,
134,PT02M37.00S,2023-11-15T00:31:37.1Z,1,REGULAR,freethrow,1 of 2,[],1629001,,,1610612755,25,31,2023-11-15T00:31:37Z,1330000,False,,,0,,D. Melton Free Throw 1 of 2 (7 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
135,PT02M37.00S,2023-11-15T00:31:50.5Z,1,REGULAR,substitution,out,[],203496,,,1610612755,25,31,2023-11-15T00:31:56Z,1340000,False,,,0,,SUB out: R. Covington,[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M37.00S,2023-11-15T00:31:50.5Z,1,REGULAR,substitution,out,[],1630174,,,1610612755,25,31,2023-11-15T00:31:56Z,1350000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M37.00S,2023-11-15T00:31:50.5Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,25,31,2023-11-15T00:31:56Z,1360000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M37.00S,2023-11-15T00:31:50.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612755,25,31,2023-11-15T00:31:56Z,1370000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M37.00S,2023-11-15T00:32:02.2Z,1,REGULAR,freethrow,2 of 2,[],1629001,,,1610612755,26,31,2023-11-15T00:32:02Z,1380000,False,,,0,,D. Melton Free Throw 2 of 2 (8 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
140,PT02M27.00S,2023-11-15T00:32:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,71.13994743758212,20.833333333333343,1610612754,26,34,2023-11-15T00:32:55Z,1390000,False,-146.0,219.0,1,right,T. Haliburton 26' 3PT step back (12 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.29,Made,,,,,12.0,,,,,,,,,,,,,
510,PT02M06.00S,2023-11-15T00:32:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,14.635348226018394,61.029411764705884,1610612755,26,34,2023-11-15T01:53:19Z,1400000,False,-55.0,85.0,1,left,MISS D. Melton 10' driving Layup - blocked,"[1629001, 1630169]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Left,10.14,Missed,,,,,,,,,,,Haliburton,1630169.0,,,,,,
511,PT02M06.00S,2023-11-15T00:32:27.9Z,1,REGULAR,block,,[],1630169,,,1610612755,26,34,2023-11-15T01:52:03Z,1405000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
512,PT02M05.00S,2023-11-15T00:32:28.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,26,34,2023-11-15T01:53:19Z,1407500,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,510.0,,,,,,,,,,,,,,,,,
142,PT02M04.00S,2023-11-15T00:32:43.3Z,1,REGULAR,substitution,out,[],1629001,,,1610612754,26,34,2023-11-15T01:52:03Z,1410000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M04.00S,2023-11-15T00:32:43.3Z,1,REGULAR,substitution,in,[],1627788,,,1610612754,26,34,2023-11-15T01:52:03Z,1420000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M51.00S,2023-11-15T00:33:07.8Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,26,34,2023-11-15T00:33:12Z,1430000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 203954]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Embiid,203954.0
145,PT01M51.00S,2023-11-15T00:33:07.8Z,1,REGULAR,steal,,[],203954,,,1610612755,26,34,2023-11-15T00:33:10Z,1440000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT01M45.00S,2023-11-15T00:33:13.3Z,1,REGULAR,turnover,bad pass,[],1627863,,,1610612755,26,34,2023-11-15T00:35:27Z,1450000,False,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1630169]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0
147,PT01M45.00S,2023-11-15T00:33:13.3Z,1,REGULAR,steal,,[],1630169,,,1610612754,26,34,2023-11-15T00:33:15Z,1460000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
148,PT01M39.00S,2023-11-15T00:33:19.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",204456,75.21353482260184,10.539215686274503,1610612754,26,34,2023-11-15T00:33:27Z,1470000,False,-197.0,180.0,1,right,MISS T. McConnell 26' running 3PT,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
149,PT01M36.00S,2023-11-15T00:33:22.7Z,1,REGULAR,rebound,defensive,[],201976,,,1610612755,26,34,2023-11-15T00:33:27Z,1480000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,
150,PT01M26.00S,2023-11-15T00:33:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612755,26,34,2023-11-15T00:33:40Z,1490000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630543, 203954]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,1.0,0.0,Embiid,203954.0,,,,,,,,
152,PT01M26.00S,2023-11-15T00:34:06.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,27,34,2023-11-15T00:34:06Z,1510000,False,,,0,,J. Embiid Free Throw 1 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
153,PT01M26.00S,2023-11-15T00:34:32.7Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,28,34,2023-11-15T00:34:32Z,1520000,False,,,0,,J. Embiid Free Throw 2 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
154,PT01M10.00S,2023-11-15T00:34:48.2Z,1,REGULAR,2pt,Jump Shot,[],204456,93.74178712220763,78.43137254901961,1610612754,28,36,2023-11-15T00:34:52Z,1530000,False,142.0,6.0,1,right,T. McConnell 14' pullup Jump Shot (2 PTS) (I. Jackson 1 AST),"[204456, 1630543]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,14.23,Made,,,,,2.0,,,,,,,,I. Jackson,1630543.0,1.0,,,
156,PT00M57.40S,2023-11-15T00:35:04.5Z,1,REGULAR,turnover,traveling,[],1627788,,,1610612755,28,36,2023-11-15T00:35:09Z,1550000,False,,,0,,F. Korkmaz traveling TURNOVER (1 TO),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Mid-Range,16-24 Right Center,,,,,,,,1626301.0,,,,,,,,,,1.0,,
157,PT00M34.30S,2023-11-15T00:35:28.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204456,89.53679369250986,1.9607843137254974,1610612754,28,36,2023-11-15T00:48:54Z,1560000,False,-240.0,46.0,1,right,MISS T. McConnell 24' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Left Corner 3,24+ Left,24.45,Missed,,,,,,,,,,,,,,,,,,
158,PT00M32.70S,2023-11-15T00:35:30.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,28,36,2023-11-15T00:48:54Z,1570000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,157.0,,,,,,,,,,,,,,,,,
160,PT00M12.90S,2023-11-15T00:36:04.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612755,28,36,2023-11-15T00:49:20Z,1590000,False,,,0,,I. Jackson shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630543, 203954]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,2004.0,2.0,0.0,Embiid,203954.0,,,,,,,,
162,PT00M12.90S,2023-11-15T00:36:26.5Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,29,36,2023-11-15T00:51:22Z,1610000,False,,,0,,J. Embiid Free Throw 1 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
163,PT00M12.90S,2023-11-15T00:36:26.5Z,1,REGULAR,substitution,out,[],1627788,,,1610612755,29,36,2023-11-15T00:37:01Z,1620000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M12.90S,2023-11-15T00:36:26.5Z,1,REGULAR,substitution,out,[],204456,,,1610612755,29,36,2023-11-15T00:37:01Z,1630000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M12.90S,2023-11-15T00:36:26.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,29,36,2023-11-15T00:37:01Z,1640000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M12.90S,2023-11-15T00:36:26.5Z,1,REGULAR,substitution,in,[],1630174,,,1610612755,29,36,2023-11-15T00:37:01Z,1650000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M12.90S,2023-11-15T00:36:26.5Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,30,36,2023-11-15T00:51:22Z,1660000,False,,,0,,J. Embiid Free Throw 2 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
168,PT00M01.50S,2023-11-15T00:37:37.2Z,1,REGULAR,turnover,lost ball,[],1627741,,,1610612754,30,36,2023-11-15T00:42:43Z,1662500,False,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 203954]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Embiid,203954.0
169,PT00M01.50S,2023-11-15T00:37:37.2Z,1,REGULAR,steal,,[],203954,,,1610612755,30,36,2023-11-15T00:39:31Z,1663750,False,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
170,PT00M00.20S,2023-11-15T00:37:38.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203954,57.07950065703022,43.627450980392155,1610612755,30,36,2023-11-15T00:38:47Z,1665000,False,32.0,484.0,1,left,MISS J. Embiid 48' running 3PT,[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,48.51,Missed,,,,,,,,,,,,,,,,,,
171,PT00M00.10S,2023-11-15T00:37:38.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,30,36,2023-11-15T00:38:47Z,1667500,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2023-11-15T00:37:44.0Z,1,REGULAR,period,end,[],0,,,1610612755,30,36,2023-11-15T00:37:44Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
