actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-16T00:43:50.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-16T00:43:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-11-16T00:43:54.6Z,1,REGULAR,jumpball,recovered,[],203496,,,1610612755,0,0,2023-11-16T00:43:54Z,40000,False,,,0,,Jump Ball J. Embiid vs. A. Horford: Tip to R. Covington,"[203496, 203954, 201143]",1610612755.0,PHI,startperiod,R. Covington,203496.0,Covington,R. Covington,Embiid,203954.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-11-16T00:44:08.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,11.383048620236531,97.30392156862744,1610612755,3,0,2023-11-16T00:44:12Z,70000,False,-237.0,55.0,1,left,D. Melton 24' 3PT  (3 PTS) (T. Maxey 1 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,24.27,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2023-11-16T00:44:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630573,65.52233902759527,45.83333333333333,1610612738,3,0,2023-11-16T00:44:31Z,90000,False,-21.0,272.0,1,right,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,27.24,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-11-16T00:44:30.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,3,0,2023-11-16T00:44:31Z,100000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2023-11-16T00:44:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,9.017739816031538,62.745098039215684,1610612755,3,0,2023-11-16T00:44:44Z,110000,False,-64.0,32.0,1,left,MISS T. Maxey 7' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2023-11-16T00:44:43.3Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,3,0,2023-11-16T00:44:44Z,120000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M53.00S,2023-11-16T00:44:56.8Z,1,REGULAR,3pt,Jump Shot,[],201950,67.88764783180025,24.019607843137255,1610612738,3,0,2023-11-16T00:45:02Z,130000,False,-130.0,249.0,1,right,MISS J. Holiday 28' pullup 3PT,[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2023-11-16T00:45:01.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,3,0,2023-11-16T00:45:02Z,140000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M41.00S,2023-11-16T00:45:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,8.229303547963205,46.81372549019608,1610612755,3,0,2023-11-16T00:45:13Z,150000,False,16.0,25.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
16,PT10M39.00S,2023-11-16T00:45:11.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,0,2023-11-16T00:45:13Z,160000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M35.00S,2023-11-16T00:45:16.8Z,1,REGULAR,foul,personal,['2freethrow'],203496,,,1610612738,3,0,2023-11-16T00:45:24Z,170000,False,,,0,,R. Covington shooting personal FOUL (1 PF) (Tatum 2 FT),"[203496, 1628369]",1610612755.0,PHI,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202056.0,1.0,0.0,Tatum,1628369.0,,,,,
19,PT10M35.00S,2023-11-16T00:45:42.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,3,1,2023-11-16T00:45:42Z,190000,False,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2023-11-16T00:45:57.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,3,2,2023-11-16T00:45:57Z,200000,False,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2023-11-16T00:46:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.821944809461236,63.48039215686274,1610612755,3,2,2023-11-16T00:46:44Z,220000,False,-67.0,115.0,1,left,MISS J. Embiid 13' turnaround Shot - blocked,"[203954, 201143]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,13.33,Missed,,,,,,,,,,,,,,Horford,201143.0,,,
23,PT10M13.00S,2023-11-16T00:46:40.4Z,1,REGULAR,block,,[],201143,,,1610612755,3,2,2023-11-16T00:46:43Z,230000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2023-11-16T00:46:43.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,2,2023-11-16T00:46:44Z,240000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M53.00S,2023-11-16T00:46:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,91.5407358738502,51.225490196078425,1610612738,3,4,2023-11-16T00:55:18Z,250000,False,6.0,27.0,1,right,J. Holiday driving Layup (2 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2023-11-16T00:47:10.7Z,1,REGULAR,3pt,Jump Shot,[],202699,8.754927726675426,3.9215686274509802,1610612755,6,4,2023-11-16T00:47:14Z,260000,False,230.0,30.0,1,left,T. Harris 3PT  (3 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.23,Made,3.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
28,PT09M30.00S,2023-11-16T00:47:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628369,93.77463863337714,53.431372549019606,1610612738,6,6,2023-11-16T00:47:34Z,280000,False,17.0,6.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.82,Made,4.0,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2023-11-16T00:47:29.9Z,1,REGULAR,violation,defensive goaltending,[],203954,,,1610612738,6,6,2023-11-16T00:47:34Z,290000,False,,,0,,J. Embiid defensive goaltending VIOLATION,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,202056.0,,,,,,,,,
30,PT09M17.00S,2023-11-16T00:47:44.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,5.995400788436268,49.754901960784316,1610612755,8,6,2023-11-16T00:47:48Z,300000,False,1.0,4.0,1,left,T. Harris cutting DUNK (5 PTS) (J. Embiid 1 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.41,Made,5.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
