actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT05M22.00S,2024-04-12T23:26:20.5Z,1,REGULAR,substitution,in,[],201587,,,1610612753,21,13,2024-04-12T23:26:28Z,880000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2024-04-12T23:26:20.5Z,1,REGULAR,substitution,in,[],1627741,,,1610612753,21,13,2024-04-12T23:26:28Z,890000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M22.00S,2024-04-12T23:26:46.8Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,21,14,2024-04-12T23:26:46Z,900000,False,,,0,,F. Wagner Free Throw 2 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
91,PT05M03.00S,2024-04-12T23:27:06.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,11.12023653088042,3.6764705882352944,1610612755,21,14,2024-04-12T23:27:10Z,910000,False,232.0,52.0,1,left,MISS K. Oubre Jr. step back 3PT,[1626162],1610612755.0,PHI,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.74,,,,,,,,,,,
92,PT05M00.00S,2024-04-12T23:27:09.9Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,21,14,2024-04-12T23:27:10Z,920000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Right Corner 3,24+ Right,,,,,,,91.0,,,,,,1.0,1.0,0.0,,,,,
93,PT04M58.00S,2024-04-12T23:27:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,93.64323258869908,49.01960784313725,1610612753,21,16,2024-04-12T23:27:18Z,930000,False,-5.0,7.0,1,right,F. Wagner running finger roll Layup (6 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,running finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,0.88,J. Suggs,1630591.0,1.0,,,,,,,,
95,PT04M44.00S,2024-04-12T23:27:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,9.543363994743759,43.872549019607845,1610612755,23,16,2024-04-12T23:27:29Z,950000,False,31.0,37.0,1,left,J. Embiid turnaround Hook (8 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,8.0,4.82,,,,,,,,,,,
96,PT04M35.00S,2024-04-12T23:27:37.5Z,1,REGULAR,foul,personal,[],1627741,,,1610612753,23,16,2024-04-12T23:27:43Z,960000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1630591]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,1628172.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,,,,,,
101,PT04M35.00S,2024-04-12T23:29:37.1Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612753,23,16,2024-04-12T23:29:46Z,1010000,False,,,0,,K. Oubre Jr. away-from-play personal FOUL (2 PF) (Wagner 1 FT),"[1626162, 1630532]",1610612755.0,PHI,away-from-play,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,2530.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
103,PT04M35.00S,2024-04-12T23:29:50.2Z,1,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,23,17,2024-04-12T23:29:50Z,1030000,False,,,0,,F. Wagner away-from-play Free Throw 1 of 1 (7 PTS),[1630532],1610612753.0,ORL,away-from-play,,,Wagner,F. Wagner,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
104,PT04M35.00S,2024-04-12T23:29:52.4Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,23,17,2024-04-12T23:29:57Z,1040000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M35.00S,2024-04-12T23:29:52.4Z,1,REGULAR,substitution,in,[],202699,,,1610612755,23,17,2024-04-12T23:29:57Z,1050000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M27.00S,2024-04-12T23:30:10.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,67.49342969776609,69.36274509803921,1610612753,23,17,2024-04-12T23:30:22Z,1060000,False,97.0,253.0,1,right,MISS J. Suggs 27' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.1,,,,,,,,,,,
107,PT04M22.00S,2024-04-12T23:30:15.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,23,17,2024-04-12T23:30:22Z,1070000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,106.0,,,,,,5.0,5.0,0.0,,,,,
108,PT04M13.00S,2024-04-12T23:30:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.783837056504599,52.20588235294118,1610612755,23,17,2024-04-12T23:30:30Z,1080000,False,-11.0,11.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.58,,,,,,,,,,,
109,PT04M10.00S,2024-04-12T23:30:27.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,23,17,2024-04-12T23:30:27Z,1090000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,108.0,,,,,,4.0,4.0,0.0,,,,,
110,PT04M06.00S,2024-04-12T23:30:30.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203914,95.74572930354796,3.6764705882352944,1610612753,23,17,2024-04-12T23:30:42Z,1100000,False,-232.0,-13.0,1,right,MISS G. Harris running 3PT,[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.19,,,,,,,,,,,
111,PT04M02.00S,2024-04-12T23:30:34.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,23,17,2024-04-12T23:30:39Z,1110000,False,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,110.0,,,,,,6.0,6.0,0.0,,,,,
112,PT03M56.00S,2024-04-12T23:30:51.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612755,23,17,2024-04-12T23:30:59Z,1120000,False,,,0,,G. Bitadze personal FOUL (2 PF) (Embiid 2 FT),"[1629048, 203954]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,1199.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
114,PT03M56.00S,2024-04-12T23:31:19.8Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,24,17,2024-04-12T23:31:19Z,1140000,False,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
115,PT03M56.00S,2024-04-12T23:31:21.4Z,1,REGULAR,substitution,out,[],203914,,,1610612755,24,17,2024-04-12T23:31:25Z,1150000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M56.00S,2024-04-12T23:31:21.4Z,1,REGULAR,substitution,in,[],1630175,,,1610612755,24,17,2024-04-12T23:31:25Z,1160000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M56.00S,2024-04-12T23:31:45.5Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,25,17,2024-04-12T23:31:45Z,1170000,False,,,0,,J. Embiid Free Throw 2 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
118,PT03M44.00S,2024-04-12T23:32:04.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201587,,,1610612753,25,17,2024-04-12T23:32:12Z,1180000,False,,,0,,N. Batum shooting personal FOUL (1 PF) (Banchero 2 FT),"[201587, 1631094]",1610612755.0,PHI,shooting,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,1628172.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
120,PT03M44.00S,2024-04-12T23:32:36.2Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,25,18,2024-04-12T23:33:07Z,1200000,False,,,0,,P. Banchero Free Throw 1 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
121,PT03M44.00S,2024-04-12T23:32:42.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,25,18,2024-04-12T23:32:48Z,1210000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M44.00S,2024-04-12T23:32:42.1Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,25,18,2024-04-12T23:32:48Z,1220000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M44.00S,2024-04-12T23:32:36.2Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,25,18,2024-04-12T23:33:07Z,1230000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
124,PT03M41.00S,2024-04-12T23:32:39.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,25,18,2024-04-12T23:33:07Z,1240000,False,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,123.0,,,,,,7.0,7.0,0.0,,,,,
125,PT03M32.00S,2024-04-12T23:33:16.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,36.61300919842313,40.19607843137255,1610612755,28,18,2024-04-12T23:33:20Z,1250000,False,49.0,292.0,1,left,T. Maxey 29' 3PT pullup (8 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,Made,,8.0,29.58,,,,,,,,,,,
126,PT03M09.00S,2024-04-12T23:33:37.7Z,1,REGULAR,2pt,Jump Shot,[],1630175,94.03745072273325,65.93137254901961,1610612753,28,18,2024-04-12T23:33:42Z,1260000,False,80.0,4.0,1,right,MISS C. Anthony 7' turnaround fadeaway Shot,[1630175],1610612753.0,ORL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,Mid-Range,0-8 Center,,,,,,Missed,,,7.98,,,,,,,,,,,
127,PT03M07.00S,2024-04-12T23:33:39.7Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,28,18,2024-04-12T23:33:42Z,1270000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,0-8 Center,,,,,,,126.0,,,,,,1.0,1.0,0.0,,,,,
130,PT03M07.00S,2024-04-12T23:33:49.9Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612755,28,18,2024-04-12T23:34:33Z,1277500,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1629048]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Bitadze,1629048.0
131,PT03M07.00S,2024-04-12T23:33:49.9Z,1,REGULAR,steal,,[],1629048,,,1610612753,28,18,2024-04-12T23:33:53Z,1281250,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
132,PT03M01.00S,2024-04-12T23:33:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629048,91.5407358738502,50.98039215686274,1610612753,28,20,2024-04-12T23:34:45Z,1285000,False,5.0,27.0,1,right,G. Bitadze driving Layup (2 PTS),[1629048],1610612753.0,ORL,driving,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.74,,,,,,,,,,,
133,PT02M44.00S,2024-04-12T23:34:03.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,26.10052562417871,16.911764705882355,1610612755,31,20,2024-04-12T23:34:08Z,1330000,False,165.0,193.0,1,left,T. Maxey 25' 3PT step back (11 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,11.0,25.4,,,,,,,,,,,
134,PT02M35.00S,2024-04-12T23:34:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,92.46057818659659,35.049019607843135,1610612753,31,22,2024-04-12T23:34:17Z,1340000,False,-75.0,18.0,1,right,J. Suggs 7' driving floating bank Jump Shot (7 PTS),[1630591],1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,7.0,7.7,,,,,,,,,,,
135,PT02M13.00S,2024-04-12T23:34:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,38.05847568988173,40.68627450980392,1610612755,31,22,2024-04-12T23:34:38Z,1350000,False,47.0,305.0,1,left,MISS T. Maxey 30' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,30.87,,,,,,,,,,,
136,PT02M10.00S,2024-04-12T23:34:37.6Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,31,22,2024-04-12T23:34:38Z,1360000,False,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,135.0,,,,,,5.0,5.0,0.0,,,,,
137,PT02M01.00S,2024-04-12T23:34:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,94.03745072273325,49.01960784313725,1610612753,31,24,2024-04-12T23:34:52Z,1370000,False,-5.0,4.0,1,right,G. Bitadze cutting Layup (4 PTS) (P. Banchero 4 AST),"[1629048, 1631094]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.6,P. Banchero,1631094.0,4.0,,,,,,,,
139,PT02M01.00S,2024-04-12T23:34:51.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203954,,,1610612753,31,24,2024-04-12T23:35:02Z,1390000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Bitadze 1 FT),"[203954, 1629048]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2530.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,,,,,,
141,PT02M01.00S,2024-04-12T23:35:05.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,31,24,2024-04-12T23:35:05Z,1410000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M01.00S,2024-04-12T23:37:35.9Z,1,REGULAR,substitution,out,[],1630178,,,1610612753,31,24,2024-04-12T23:37:46Z,1420000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M01.00S,2024-04-12T23:37:35.9Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,31,24,2024-04-12T23:37:46Z,1430000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M01.00S,2024-04-12T23:37:35.9Z,1,REGULAR,substitution,in,[],1626166,,,1610612753,31,24,2024-04-12T23:37:46Z,1440000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M01.00S,2024-04-12T23:37:35.9Z,1,REGULAR,substitution,in,[],204060,,,1610612753,31,24,2024-04-12T23:37:46Z,1450000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M01.00S,2024-04-12T23:38:13.3Z,1,REGULAR,freethrow,1 of 1,[],1629048,,,1610612753,31,25,2024-04-12T23:38:13Z,1460000,False,,,0,,G. Bitadze Free Throw 1 of 1 (5 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
147,PT01M48.00S,2024-04-12T23:38:29.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,6.521024967148489,98.2843137254902,1610612755,34,25,2024-04-12T23:38:34Z,1470000,False,-241.0,9.0,1,left,B. Hield 24' 3PT  (3 PTS),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,24.16,,,,,,,,,,,
148,PT01M31.00S,2024-04-12T23:38:45.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629048,93.24901445466492,44.36274509803921,1610612753,34,25,2024-04-12T23:38:49Z,1480000,False,-28.0,11.0,1,right,MISS G. Bitadze turnaround Hook,[1629048],1610612753.0,ORL,turnaround,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.03,,,,,,,,,,,
149,PT01M28.00S,2024-04-12T23:38:48.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,34,25,2024-04-12T23:38:48Z,1490000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,148.0,,,,,,1.0,1.0,0.0,,,,,
150,PT01M20.00S,2024-04-12T23:38:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,19.530223390275953,40.931372549019606,1610612755,34,25,2024-04-12T23:39:00Z,1500000,False,45.0,131.0,1,left,MISS B. Hield 13' pullup Shot,[1627741],1610612755.0,PHI,pullup,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.87,,,,,,,,,,,
151,PT01M17.00S,2024-04-12T23:39:00.4Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,34,25,2024-04-12T23:39:00Z,1510000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,150.0,,,,,,1.0,1.0,0.0,,,,,
152,PT01M08.00S,2024-04-12T23:39:09.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,97.58541392904073,69.11764705882352,1610612753,34,25,2024-04-12T23:39:14Z,1520000,False,96.0,-30.0,1,right,MISS P. Banchero 10' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,10.01,,,,,,,,,,,
153,PT01M05.00S,2024-04-12T23:39:12.1Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,34,25,2024-04-12T23:39:14Z,1530000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,152.0,,,,,,1.0,1.0,0.0,,,,,
154,PT00M58.60S,2024-04-12T23:39:20.0Z,1,REGULAR,3pt,Jump Shot,[],203954,34.773324572930356,37.745098039215684,1610612755,37,25,2024-04-12T23:39:24Z,1540000,False,61.0,274.0,1,left,J. Embiid 28' 3PT  (13 PTS) (C. Payne 1 AST),"[203954, 1626166]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,Made,,13.0,28.12,C. Payne,1626166.0,1.0,,,,,,,,
156,PT00M41.40S,2024-04-12T23:39:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,86.41590013140605,41.911764705882355,1610612753,37,25,2024-04-12T23:39:43Z,1560000,False,-40.0,75.0,1,right,MISS P. Banchero 8' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,8.54,,,,,,,,,,,
157,PT00M38.20S,2024-04-12T23:39:42.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,37,25,2024-04-12T23:39:43Z,1570000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,156.0,,,,,,2.0,2.0,0.0,,,,,
158,PT00M26.90S,2024-04-12T23:39:53.3Z,1,REGULAR,3pt,Jump Shot,[],202699,33.327858081471746,52.69607843137255,1610612755,40,25,2024-04-12T23:39:57Z,1580000,False,-13.0,261.0,1,left,T. Harris 26' 3PT  (5 PTS) (J. Embiid 5 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,Made,,5.0,26.11,J. Embiid,203954.0,5.0,,,,,,,,
160,PT00M07.20S,2024-04-12T23:40:16.3Z,1,REGULAR,2pt,Jump Shot,[],1630175,94.95729303547962,33.82352941176471,1610612753,40,27,2024-04-12T23:40:20Z,1600000,False,-81.0,-5.0,1,right,C. Anthony 8' pullup Jump Shot (2 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,0-8 Center,,,,,,Made,,2.0,8.11,,,,,,,,,,,
161,PT00M00.20S,2024-04-12T23:40:26.3Z,1,REGULAR,3pt,Jump Shot,[],203954,33.98488830486202,49.754901960784316,1610612755,40,27,2024-04-12T23:40:34Z,1610000,False,1.0,267.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.7,,,,,,,,,,,
162,PT00M00.10S,2024-04-12T23:40:26.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,40,27,2024-04-12T23:40:34Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,161.0,,,,,,,,,,,,,
163,PT00M00.00S,2024-04-12T23:40:31.8Z,1,REGULAR,period,end,[],0,,,1610612755,40,27,2024-04-12T23:40:31Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612755,40,27,2024-04-12T23:42:52Z,1640000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612755,40,27,2024-04-12T23:42:52Z,1650000,False,,,0,,SUB out: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,40,27,2024-04-12T23:42:52Z,1660000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612755,40,27,2024-04-12T23:42:52Z,1670000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,out,['startperiod'],1631094,,,1610612755,40,27,2024-04-12T23:42:52Z,1680000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,out,['startperiod'],1629048,,,1610612755,40,27,2024-04-12T23:42:52Z,1690000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,40,27,2024-04-12T23:42:52Z,1700000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,in,['startperiod'],1626162,,,1610612755,40,27,2024-04-12T23:42:52Z,1710000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,40,27,2024-04-12T23:42:52Z,1720000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-04-12T23:41:47.0Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612755,40,27,2024-04-12T23:42:52Z,1730000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
