actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-17T00:35:59.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-17T00:35:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-17T00:36:01.9Z,1,REGULAR,jumpball,recovered,[],1626162,,,1610612755,0,0,2024-01-17T00:36:01Z,40000,False,,,0,,Jump Ball J. Embiid vs. N. Jokic: Tip to K. Oubre Jr.,"[1626162, 203954, 203999]",1610612755.0,PHI,startperiod,K. Oubre Jr.,1626162.0,Oubre Jr.,K. Oubre Jr.,Embiid,203954.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-01-17T00:36:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,3.892904073587385,48.529411764705884,1610612755,2,0,2024-01-17T00:36:18Z,70000,False,7.0,-16.0,1,left,T. Maxey driving finger roll Layup (2 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,1.75,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M26.00S,2024-01-17T00:36:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,81.42247043363994,49.01960784313725,1610612743,2,2,2024-01-17T00:36:36Z,80000,False,-5.0,122.0,1,right,K. Caldwell-Pope 12' pullup Jump Shot (2 PTS) (J. Murray 1 AST),"[203484, 1627750]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,12.22,Made,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
10,PT11M11.00S,2024-01-17T00:36:46.4Z,1,REGULAR,2pt,Jump Shot,[],203954,12.302890932982917,70.83333333333334,1610612755,2,2,2024-01-17T00:36:50Z,100000,False,-104.0,63.0,1,left,MISS J. Embiid 12' pullup Shot - blocked,"[203954, 203999]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,12.18,Missed,,,,,Jokic,203999.0,,,,,,,,,,,,
11,PT11M11.00S,2024-01-17T00:36:46.4Z,1,REGULAR,block,,[],203999,,,1610612755,2,2,2024-01-17T00:36:49Z,110000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2024-01-17T00:36:49.4Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,2,2,2024-01-17T00:36:50Z,120000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,
13,PT11M03.00S,2024-01-17T00:36:54.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203954,19.66162943495401,27.696078431372552,1610612755,2,2,2024-01-17T00:36:59Z,130000,False,112.0,132.0,1,left,MISS J. Embiid 17' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,17.3,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2024-01-17T00:36:57.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,2,2,2024-01-17T00:36:59Z,140000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M39.00S,2024-01-17T00:37:19.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.72339027595268,58.57843137254902,1610612743,2,4,2024-01-17T00:37:24Z,150000,False,43.0,16.0,1,right,N. Jokic turnaround bank Hook (2 PTS),[203999],1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,2.0,,,,,,,,,,,,,,,,,
