actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
22,PT10M18.00S,2024-01-06T00:46:37.3Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612755,2,7,2024-01-06T00:46:43Z,220000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628392, 203954]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Center,1204.0,,,,,,,,,,,,,,1.0,0.0,Embiid,203954.0,,
24,PT10M18.00S,2024-01-06T00:47:01.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,3,7,2024-01-06T00:47:01Z,240000,False,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
26,PT10M18.00S,2024-01-06T00:48:27.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,4,7,2024-01-06T00:48:27Z,260000,False,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
27,PT09M59.00S,2024-01-06T00:48:48.9Z,1,REGULAR,2pt,Jump Shot,[],203944,82.60512483574244,26.225490196078432,1610612752,4,7,2024-01-06T00:48:52Z,270000,False,-119.0,111.0,1,right,MISS J. Randle 16' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,16.27,Missed,,,,,,,,,,,,,,,,
28,PT09M55.00S,2024-01-06T00:48:52.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,7,2024-01-06T00:48:52Z,280000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT09M49.00S,2024-01-06T00:48:58.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,7.703679369250986,51.225490196078425,1610612755,4,7,2024-01-06T01:56:48Z,290000,False,-6.0,20.0,1,left,MISS T. Harris running finger roll Layup,[202699],1610612755.0,PHI,running finger roll,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
30,PT09M47.00S,2024-01-06T00:49:00.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,7,2024-01-06T00:49:05Z,300000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
31,PT09M39.00S,2024-01-06T00:49:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,83.13074901445466,41.17647058823529,1610612752,4,7,2024-01-06T00:49:12Z,310000,False,-44.0,106.0,1,right,MISS J. Randle 11' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,11.49,Missed,,,,,,,,,,,,,,,,
32,PT09M36.00S,2024-01-06T00:49:11.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,7,2024-01-06T00:49:12Z,320000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,
33,PT09M30.00S,2024-01-06T00:49:20.1Z,1,REGULAR,foul,personal,[],1628978,,,1610612755,4,7,2024-01-06T00:49:26Z,330000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 202699]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,2003.0,,,,,,,,,,,,,,1.0,0.0,Harris,202699.0,,
35,PT09M22.00S,2024-01-06T00:49:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.601182654402102,48.03921568627451,1610612755,4,7,2024-01-06T00:49:49Z,350000,False,10.0,0.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,0.98,Missed,,,,,,,,,,,,,,,,
36,PT09M20.00S,2024-01-06T00:49:45.9Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,4,7,2024-01-06T00:49:45Z,360000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,
37,PT09M18.00S,2024-01-06T00:49:47.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,8.754927726675426,48.77450980392157,1610612755,6,7,2024-01-06T00:50:33Z,370000,False,6.0,30.0,1,left,J. Embiid putback Layup (6 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,3.04,Made,6.0,,,,,,,,,,,,,,,
38,PT08M55.00S,2024-01-06T00:50:11.2Z,1,REGULAR,2pt,Jump Shot,[],1628384,87.99277266754271,19.852941176470587,1610612752,6,7,2024-01-06T00:50:35Z,380000,False,-151.0,60.0,1,right,MISS O. Anunoby 16' pullup Shot - blocked,"[1628384, 1626162]",1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left,,,16.24,Missed,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
39,PT08M55.00S,2024-01-06T00:50:11.2Z,1,REGULAR,block,,[],1626162,,,1610612752,6,7,2024-01-06T00:50:14Z,390000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
40,PT08M51.00S,2024-01-06T00:50:15.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,6,7,2024-01-06T00:50:15Z,400000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
41,PT08M49.00S,2024-01-06T00:50:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,4.944152431011826,47.794117647058826,1610612755,8,7,2024-01-06T00:50:25Z,410000,False,11.0,-6.0,1,left,T. Maxey running finger roll Layup (2 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,1.25,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,,
43,PT08M26.00S,2024-01-06T00:50:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,90.22667542706965,48.03921568627451,1610612752,8,7,2024-01-06T00:50:47Z,430000,False,-10.0,39.0,1,right,MISS J. Randle driving floating Shot,[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,4.06,Missed,,,,,,,,,,,,,,,,
44,PT08M22.00S,2024-01-06T00:50:44.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,8,7,2024-01-06T00:54:02Z,440000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,43.0,3.0,3.0,0.0,,,,,,,,
47,PT08M20.00S,2024-01-06T00:50:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,30.831143232588698,75.49019607843137,1610612755,8,7,2024-01-06T00:50:52Z,470000,False,-127.0,237.0,1,left,MISS T. Maxey 26' running 3PT,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,26.94,Missed,,,,,,,,,,,,,,,,
48,PT08M16.00S,2024-01-06T00:50:49.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,8,7,2024-01-06T00:50:49Z,480000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT08M07.00S,2024-01-06T00:50:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,91.5407358738502,55.88235294117647,1610612752,8,7,2024-01-06T00:51:03Z,490000,False,29.0,27.0,1,right,MISS J. Brunson pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,3.99,Missed,,,,,,,,,,,,,,,,
50,PT08M05.00S,2024-01-06T00:51:00.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,7,2024-01-06T00:51:00Z,500000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,
51,PT08M04.00S,2024-01-06T00:51:01.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,6.1268068331143235,48.28431372549019,1610612755,10,7,2024-01-06T00:51:09Z,510000,False,9.0,5.0,1,left,T. Harris running DUNK (2 PTS) (K. Oubre Jr. 1 AST),"[202699, 1626162]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,1.0,Made,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,
53,PT07M54.00S,2024-01-06T00:51:21.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,10,7,2024-01-06T00:51:21Z,530000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M51.00S,2024-01-06T00:54:40.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,74.19513797634691,87.99019607843137,1610612752,10,10,2024-01-06T00:54:44Z,540000,False,190.0,190.0,1,right,D. DiVincenzo 26' 3PT  (8 PTS) (I. Hartenstein 1 AST),"[1628978, 1628392]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,26.88,Made,8.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,
57,PT07M34.00S,2024-01-06T00:54:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.821944809461236,55.88235294117647,1610612755,12,10,2024-01-06T00:55:03Z,560000,False,-29.0,115.0,1,left,J. Embiid 11' pullup Jump Shot (8 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,11.87,Made,8.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,
58,PT07M28.00S,2024-01-06T00:55:10.2Z,1,REGULAR,violation,kicked ball,[],201587,,,1610612752,12,10,2024-01-06T00:55:17Z,570000,False,,,0,,N. Batum kicked ball VIOLATION,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
59,PT07M13.00S,2024-01-06T00:55:38.3Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,12,10,2024-01-06T00:55:44Z,580000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1630178]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Maxey,1630178.0,,,,,,
60,PT07M13.00S,2024-01-06T00:55:38.3Z,1,REGULAR,steal,,[],1630178,,,1610612755,12,10,2024-01-06T00:55:42Z,590000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2024-01-06T00:55:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,8.886333771353483,48.03921568627451,1610612755,14,10,2024-01-06T00:55:48Z,600000,False,10.0,31.0,1,left,T. Maxey running Layup (4 PTS) (N. Batum 1 AST),"[1630178, 201587]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,3.25,Made,4.0,N. Batum,201587.0,1.0,,,,,,,,,,,,
63,PT06M53.00S,2024-01-06T00:56:05.7Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612752,14,10,2024-01-06T00:56:16Z,620000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[203954, 1628392]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,,,,1.0,0.0,Hartenstein,1628392.0,,
66,PT06M53.00S,2024-01-06T00:56:32.2Z,1,REGULAR,freethrow,1 of 2,[],1628392,,,1610612752,14,10,2024-01-06T00:56:32Z,640000,False,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
67,PT06M53.00S,2024-01-06T00:56:32.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,14,10,2024-01-06T00:56:32Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,
68,PT06M53.00S,2024-01-06T00:56:47.2Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612752,14,11,2024-01-06T00:56:47Z,660000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (1 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
69,PT06M40.00S,2024-01-06T00:57:01.2Z,1,REGULAR,3pt,Jump Shot,[],202699,23.340998685939553,10.784313725490197,1610612755,17,11,2024-01-06T00:57:04Z,670000,False,196.0,167.0,1,left,T. Harris 25' 3PT  (5 PTS) (T. Maxey 3 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,25.75,Made,5.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,
71,PT06M12.00S,2024-01-06T00:57:29.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,91.5407358738502,4.166666666666666,1610612752,17,14,2024-01-06T00:57:32Z,690000,False,-229.0,27.0,1,right,J. Brunson 3PT  (5 PTS) (D. DiVincenzo 1 AST),"[1628973, 1628978]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,23.08,Made,5.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,
73,PT05M56.00S,2024-01-06T00:57:45.3Z,1,REGULAR,2pt,Jump Shot,[],203954,21.107095926412615,47.30392156862745,1610612755,17,14,2024-01-06T00:57:49Z,710000,False,13.0,146.0,1,left,MISS J. Embiid 14' driving floating Shot - blocked,"[203954, 203944]",1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,14.65,Missed,,,,,,,,,,,,,,,Randle,203944.0
74,PT05M56.00S,2024-01-06T00:57:45.3Z,1,REGULAR,block,,[],203944,,,1610612755,17,14,2024-01-06T00:57:47Z,720000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M53.00S,2024-01-06T00:57:48.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,17,14,2024-01-06T00:57:49Z,730000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Center,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,
76,PT05M51.00S,2024-01-06T00:57:50.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,79.71419185282524,94.11764705882352,1610612752,17,14,2024-01-06T00:57:55Z,740000,False,221.0,138.0,1,right,MISS J. Randle 26' running 3PT,[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,26.03,Missed,,,,,,,,,,,,,,,,
77,PT05M48.00S,2024-01-06T00:57:53.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,17,14,2024-01-06T00:57:55Z,750000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,
78,PT05M44.00S,2024-01-06T00:57:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,5.075558475689881,47.549019607843135,1610612755,19,14,2024-01-06T00:58:02Z,760000,False,12.0,-5.0,1,left,T. Maxey running Layup (6 PTS) (T. Harris 2 AST),"[1630178, 202699]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,1.32,Made,6.0,T. Harris,202699.0,2.0,,,,,,,,,,,,
80,PT05M20.00S,2024-01-06T00:58:21.5Z,1,REGULAR,3pt,Jump Shot,[],1628384,96.40275952693824,3.431372549019608,1610612752,19,14,2024-01-06T00:58:25Z,780000,False,-233.0,-19.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,23.35,Missed,,,,,,,,,,,,,,,,
81,PT05M17.00S,2024-01-06T00:58:24.5Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,19,14,2024-01-06T00:58:25Z,790000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
82,PT05M10.00S,2024-01-06T00:58:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612755,19,14,2024-01-06T00:58:43Z,800000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628973, 1630178]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,,,,1.0,0.0,Maxey,1630178.0,,
84,PT05M10.00S,2024-01-06T00:58:59.0Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,20,14,2024-01-06T00:58:59Z,820000,False,,,0,,T. Maxey Free Throw 1 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
85,PT05M10.00S,2024-01-06T00:59:01.8Z,1,REGULAR,substitution,out,[],201587,,,1610612755,20,14,2024-01-06T00:59:10Z,830000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2024-01-06T00:59:01.8Z,1,REGULAR,substitution,out,[],1628973,,,1610612755,20,14,2024-01-06T00:59:10Z,840000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M10.00S,2024-01-06T00:59:01.8Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,20,14,2024-01-06T00:59:10Z,850000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
