actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-07T00:40:40.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-07T00:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-01-07T00:40:43.6Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612762,0,0,2024-01-07T00:40:43Z,40000,False,,,0,,Jump Ball J. Collins vs. P. Reed: Tip to L. Markkanen,"[1628374, 1628381, 1630194]",1610612762.0,UTA,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Collins,1628381.0,Reed,1630194.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-01-07T00:41:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.16491458607096,49.50980392156863,1610612762,0,2,2024-01-07T00:41:05Z,70000,False,-2.0,21.0,1,right,L. Markkanen driving finger roll Layup (2 PTS),[1628374],1610612762.0,UTA,driving finger roll,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.12,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2024-01-07T00:41:20.2Z,1,REGULAR,2pt,Jump Shot,[],202694,8.065045992115643,80.3921568627451,1610612755,2,2,2024-01-07T00:41:24Z,80000,False,-152.0,23.0,1,left,M. Morris Sr. 15' Jump Shot (2 PTS) (N. Batum 1 AST),"[202694, 201587]",1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,15.38,Made,2.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,
10,PT10M59.00S,2024-01-07T00:41:39.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,92.95335085413929,50.73529411764706,1610612762,2,4,2024-01-07T00:41:44Z,100000,False,4.0,14.0,1,right,J. Collins alley-oop DUNK (2 PTS) (C. Sexton 1 AST),"[1628381, 1629012]",1610612762.0,UTA,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.42,Made,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
13,PT10M51.00S,2024-01-07T00:41:48.0Z,1,REGULAR,3pt,Jump Shot,[],201587,21.862680683311424,7.843137254901961,1610612755,2,4,2024-01-07T00:41:53Z,130000,False,211.0,153.0,1,left,MISS N. Batum 26' 3PT,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2024-01-07T00:41:52.6Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,2,4,2024-01-07T00:41:52Z,140000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M47.00S,2024-01-07T00:41:52.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,5.590000152587891,50.0,1610612755,2,4,2024-01-07T00:43:49Z,150000,False,0.0,0.0,1,left,MISS P. Reed putback Layup,[1630194],1610612755.0,PHI,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2024-01-07T00:41:53.6Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,2,4,2024-01-07T00:41:53Z,160000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M43.00S,2024-01-07T00:41:57.8Z,1,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612762,2,4,2024-01-07T00:42:09Z,170000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630194, 1629012]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,1.0,0.0,Sexton,1629012.0,,,,,
