actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-22T00:36:03.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-22T00:36:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-11-22T00:36:07.3Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-11-22T00:36:07Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Embiid: Tip to E. Mobley,"[1630596, 1628386, 203954]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-11-22T00:36:14.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.83639947437582,44.36274509803921,1610612739,0,0,2023-11-22T00:38:25Z,70000,False,-28.0,259.0,1,right,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-11-22T00:36:16.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2023-11-22T00:36:19Z,80000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2023-11-22T00:36:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.670827858081466,65.44117647058823,1610612755,0,0,2023-11-22T00:36:35Z,90000,False,-77.0,255.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2023-11-22T00:36:34.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,0,0,2023-11-22T00:36:35Z,100000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-11-22T00:36:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,92.72339027595268,56.372549019607845,1610612739,0,0,2023-11-22T00:36:51Z,110000,False,32.0,16.0,1,right,MISS M. Strus driving finger roll Layup,[1629622],1610612739.0,CLE,driving finger roll,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2023-11-22T00:36:46.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2023-11-22T00:36:51Z,120000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M07.00S,2023-11-22T00:36:55.6Z,1,REGULAR,2pt,Jump Shot,[],203954,17.16491458607096,80.88235294117648,1610612755,2,0,2023-11-22T00:37:00Z,130000,False,-154.0,109.0,1,left,J. Embiid 18' step back Jump Shot (2 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,18.89,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M51.00S,2023-11-22T00:37:11.1Z,1,REGULAR,2pt,Layup,[],1628386,89.30683311432325,33.57843137254902,1610612739,2,0,2023-11-22T00:37:17Z,140000,False,-82.0,48.0,1,right,MISS J. Allen 9' Layup,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,9.51,Missed,,,,,,,,,,,,,,,,,,
15,PT10M47.00S,2023-11-22T00:37:15.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,0,2023-11-22T00:37:17Z,150000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,14.0,3.0,3.0,0.0,,,,,,,,,,,,,,
16,PT10M44.00S,2023-11-22T00:37:21.1Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612755,2,0,2023-11-22T00:37:28Z,160000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630596, 203954]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,1.0,0.0,Embiid,203954.0,,,,,,,,
18,PT10M44.00S,2023-11-22T00:37:47.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203954,,,1610612755,2,0,2023-11-22T00:37:47Z,180000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2023-11-22T00:37:47.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,0,2023-11-22T00:37:47Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2023-11-22T00:38:05.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203954,,,1610612755,3,0,2023-11-22T00:38:05Z,200000,False,,,0,,J. Embiid Free Throw 2 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
21,PT10M31.00S,2023-11-22T00:38:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,84.31340341655716,36.76470588235294,1610612739,3,0,2023-11-22T00:38:38Z,210000,False,-66.0,95.0,1,right,MISS J. Allen 11' floating Shot,[1628386],1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Left,11.58,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2023-11-22T00:38:27.2Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612739,3,0,2023-11-22T00:38:38Z,220000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Left,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
23,PT10M25.00S,2023-11-22T00:38:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629622,94.40999984741211,50.0,1610612739,3,2,2023-11-22T00:38:26Z,230000,False,0.0,0.0,1,right,M. Strus tip Layup (2 PTS),[1629622],1610612739.0,CLE,tip,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
24,PT10M15.00S,2023-11-22T00:38:36.3Z,1,REGULAR,2pt,Jump Shot,[],203954,8.623521681997373,28.921568627450984,1610612755,3,2,2023-11-22T00:38:45Z,240000,False,105.0,29.0,1,left,MISS J. Embiid 10' turnaround fadeaway bank Shot,[203954],1610612755.0,PHI,turnaround fadeaway bank,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,10.92,Missed,,,,,,,,,,,,,,,,,,
25,PT10M15.00S,2023-11-22T00:38:36.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,3,2,2023-11-22T00:38:45Z,250000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M10.00S,2023-11-22T00:38:42.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628386,94.03745072273325,50.49019607843137,1610612739,3,4,2023-11-22T00:38:50Z,260000,False,2.0,4.0,1,right,J. Allen running DUNK (2 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,2.0,,,,,,E. Mobley,1630596.0,1.0,,,,,
28,PT10M02.00S,2023-11-22T00:38:50.2Z,1,REGULAR,3pt,Jump Shot,[],202699,25.706307490144546,8.57843137254902,1610612755,3,4,2023-11-22T00:38:53Z,280000,False,207.0,189.0,1,left,MISS T. Harris 28' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,28.04,Missed,,,,,,,,,,,,,,,,,,
29,PT09M59.00S,2023-11-22T00:38:53.2Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,3,4,2023-11-22T00:38:53Z,290000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,28.0,3.0,2.0,1.0,,,,,,,,,,,,,,
30,PT09M51.00S,2023-11-22T00:39:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,81.94809461235218,62.254901960784316,1610612739,3,4,2023-11-22T00:39:04Z,300000,False,61.0,117.0,1,right,MISS D. Garland 13' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,,,,,,,,,,,,,,,,,
31,PT09M49.00S,2023-11-22T00:39:02.3Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,3,4,2023-11-22T00:39:04Z,310000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M47.00S,2023-11-22T00:39:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612755,3,4,2023-11-22T00:39:22Z,320000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Harris 2 FT),"[1630596, 202699]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,2.0,0.0,Harris,202699.0,,,,,,,,
34,PT09M47.00S,2023-11-22T00:39:31.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202699,,,1610612755,4,4,2023-11-22T00:39:31Z,340000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
35,PT09M47.00S,2023-11-22T00:39:32.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612755,4,4,2023-11-22T00:39:37Z,350000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M47.00S,2023-11-22T00:39:32.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,4,4,2023-11-22T00:39:37Z,360000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M47.00S,2023-11-22T00:39:51.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202699,,,1610612755,5,4,2023-11-22T00:39:51Z,370000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
38,PT09M36.00S,2023-11-22T00:40:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,68.54467805519053,28.186274509803923,1610612739,5,4,2023-11-22T00:40:11Z,380000,False,-109.0,243.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
39,PT09M33.00S,2023-11-22T00:40:08.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,5,4,2023-11-22T00:40:11Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,38.0,,,,,,,,,,,,,,,,,
41,PT09M23.00S,2023-11-22T00:40:28.7Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,5,4,2023-11-22T00:40:33Z,410000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202901.0,,,,,,,,1.0,,,,
42,PT09M15.00S,2023-11-22T00:40:44.7Z,1,REGULAR,foul,personal,[],201587,,,1610612739,5,4,2023-11-22T00:40:50Z,420000,False,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1629622]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,202901.0,1.0,0.0,Strus,1629622.0,,,,,,,,
