actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
186,PT00M00.10S,2024-02-08T01:12:50.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,22,15,2024-02-08T01:13:00Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,185.0,,,,,,,
187,PT00M00.00S,2024-02-08T01:12:58.5Z,1,REGULAR,period,end,[],0,,,1610612755,22,15,2024-02-08T01:12:58Z,1810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-02-08T01:13:07.5Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,22,15,2024-02-08T01:16:19Z,1820000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-02-08T01:13:07.5Z,2,REGULAR,substitution,out,['startperiod'],1628964,,,1610612755,22,15,2024-02-08T01:16:19Z,1830000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2024-02-08T01:13:07.5Z,2,REGULAR,substitution,out,['startperiod'],203967,,,1610612755,22,15,2024-02-08T01:16:19Z,1840000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2024-02-08T01:13:07.5Z,2,REGULAR,substitution,in,['startperiod'],1626162,,,1610612755,22,15,2024-02-08T01:16:19Z,1850000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2024-02-08T01:13:07.5Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,22,15,2024-02-08T01:16:19Z,1860000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2024-02-08T01:13:07.5Z,2,REGULAR,substitution,in,['startperiod'],1626172,,,1610612755,22,15,2024-02-08T01:16:19Z,1870000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-02-08T01:16:30.2Z,2,REGULAR,period,start,[],0,,,1610612755,22,15,2024-02-08T01:16:30Z,1880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M40.00S,2024-02-08T01:16:49.0Z,2,REGULAR,3pt,Jump Shot,[],1630231,8.984888304862025,0.9803921568627345,1610612755,25,15,2024-02-08T01:16:53Z,1890000,False,245.0,32.0,1,left,K. Martin 24' 3PT  (7 PTS) (P. Reed 1 AST),"[1630231, 1630194]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Right Corner 3,24+ Right,,24.72,Made,7.0,P. Reed,1630194.0,1.0,,,,,,,,,,,,,
197,PT11M19.00S,2024-02-08T01:17:09.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.87319316688567,52.450980392156865,1610612744,25,17,2024-02-08T01:17:15Z,1910000,False,12.0,5.0,1,right,K. Looney reverse Layup (2 PTS) (B. Podziemski 1 AST),"[1626172, 1641764]",1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,1.33,Made,2.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,
199,PT11M06.00S,2024-02-08T01:17:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,20.154402102496718,49.26470588235294,1610612755,27,17,2024-02-08T01:17:27Z,1930000,False,4.0,137.0,1,left,P. Reed 13' Jump Shot (6 PTS) (T. Maxey 3 AST),"[1630194, 1630178]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,13.7,Made,6.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,,
201,PT10M43.00S,2024-02-08T01:17:46.0Z,2,REGULAR,3pt,Jump Shot,[],202691,80.86399474375821,96.56862745098039,1610612744,27,20,2024-02-08T01:17:50Z,1950000,False,233.0,127.0,1,right,K. Thompson 26' 3PT  (5 PTS) (J. Kuminga 1 AST),"[202691, 1630228]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,26.54,Made,5.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,
203,PT10M26.00S,2024-02-08T01:18:03.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,7.539421813403408,54.16666666666667,1610612755,27,20,2024-02-08T01:18:07Z,1970000,False,-21.0,18.0,1,left,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 1626172]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,2.78,Missed,,,,,,,,,,,,,,Looney,1626172.0,,
204,PT10M26.00S,2024-02-08T01:18:03.6Z,2,REGULAR,block,,[],1626172,,,1610612755,27,20,2024-02-08T01:18:06Z,1980000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
205,PT10M23.00S,2024-02-08T01:18:06.6Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,27,20,2024-02-08T01:18:07Z,1990000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,
206,PT10M16.00S,2024-02-08T01:18:13.5Z,2,REGULAR,3pt,Jump Shot,[],1641764,72.32260183968462,83.33333333333334,1610612744,27,20,2024-02-08T01:18:18Z,2000000,False,167.0,208.0,1,right,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,26.63,Missed,,,,,,,,,,,,,,,,,
207,PT10M12.00S,2024-02-08T01:18:17.7Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,27,20,2024-02-08T01:18:17Z,2010000,False,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,206.0,1.0,0.0,1.0,,,,
208,PT10M02.00S,2024-02-08T01:18:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630228,93.87319316688567,53.18627450980392,1610612744,27,22,2024-02-08T01:18:32Z,2020000,False,16.0,5.0,1,right,J. Kuminga cutting Layup (5 PTS) (K. Looney 1 AST),"[1630228, 1626172]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,1.67,Made,5.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,
210,PT09M48.00S,2024-02-08T01:18:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,6.750985545335084,44.85294117647059,1610612755,27,22,2024-02-08T01:55:20Z,2040000,False,26.0,11.0,1,left,MISS P. Reed Layup,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,2.8,Missed,,,,,,,,,,,,,,,,,
211,PT09M48.00S,2024-02-08T01:18:43.5Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612755,27,22,2024-02-08T02:01:45Z,2050000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,210.0,1.0,0.0,1.0,,,,
364,PT09M46.00S,2024-02-08T01:18:47.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,7.145203679369246,49.50980392156863,1610612755,27,22,2024-02-08T02:01:35Z,2055000,False,2.0,15.0,1,left,MISS K. Oubre Jr. tip Layup,[1626162],1610612755.0,PHI,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,1.49,Missed,,,,,,,,,,,,,,,,,
365,PT09M46.00S,2024-02-08T01:18:47.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,27,22,2024-02-08T02:01:35Z,2057500,False,,,0,,J. Kuminga REBOUND (Off:1 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,364.0,4.0,3.0,1.0,,,,
212,PT09M39.00S,2024-02-08T01:18:51.9Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,27,22,2024-02-08T01:18:57Z,2060000,False,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,1626302.0,,,,,,,,,,,,
213,PT09M39.00S,2024-02-08T01:18:55.5Z,2,REGULAR,substitution,out,[],1630231,,,1610612755,27,22,2024-02-08T01:19:04Z,2070000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M39.00S,2024-02-08T01:18:55.5Z,2,REGULAR,substitution,in,[],202699,,,1610612755,27,22,2024-02-08T01:19:04Z,2080000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M14.00S,2024-02-08T01:19:37.3Z,2,REGULAR,turnover,bad pass,[],201976,,,1610612755,27,22,2024-02-08T01:19:41Z,2090000,False,,,0,,P. Beverley bad pass TURNOVER (3 TO),"[201976, 1641764]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,,,,,,,,,,,,,,,,Podziemski,1641764.0
216,PT09M14.00S,2024-02-08T01:19:37.3Z,2,REGULAR,steal,,[],1641764,,,1610612744,27,22,2024-02-08T01:19:39Z,2100000,False,,,0,,B. Podziemski STEAL (2 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT09M08.00S,2024-02-08T01:19:44.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631311,88.2227332457293,96.81372549019608,1610612744,27,25,2024-02-08T01:19:49Z,2110000,False,234.0,58.0,1,right,L. Quinones 24' 3PT running (3 PTS) (B. Podziemski 2 AST),"[1631311, 1641764]",1610612744.0,GSW,running,,,Quinones,L. Quinones,,,,,Right Corner 3,24+ Right,,24.12,Made,3.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,,,,
219,PT08M56.00S,2024-02-08T01:19:59.2Z,2,REGULAR,foul,personal,[],1626172,,,1610612755,27,25,2024-02-08T01:20:07Z,2130000,False,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 1630178]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,204059.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
221,PT08M56.00S,2024-02-08T01:20:13.8Z,2,REGULAR,substitution,out,[],201976,,,1610612755,27,25,2024-02-08T01:20:17Z,2150000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M56.00S,2024-02-08T01:20:13.8Z,2,REGULAR,substitution,in,[],1630531,,,1610612755,27,25,2024-02-08T01:20:17Z,2160000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M48.00S,2024-02-08T01:20:36.4Z,2,REGULAR,3pt,Jump Shot,[],1626162,32.11235216819975,29.411764705882348,1610612755,27,25,2024-02-08T01:20:40Z,2170000,False,103.0,249.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,26.98,Missed,,,,,,,,,,,,,,,,,
224,PT08M44.00S,2024-02-08T01:20:40.4Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,27,25,2024-02-08T01:20:40Z,2180000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,223.0,1.0,1.0,0.0,,,,
225,PT08M39.00S,2024-02-08T01:20:45.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630228,94.66162943495401,51.470588235294116,1610612744,27,27,2024-02-08T01:23:01Z,2190000,False,7.0,-2.0,1,right,J. Kuminga running Layup (7 PTS),[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,0.77,Made,7.0,,,,,,,,,,,,,,,,
226,PT08M39.00S,2024-02-08T01:23:09.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,27,27,2024-02-08T01:23:09Z,2200000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M39.00S,2024-02-08T01:23:51.5Z,2,REGULAR,substitution,out,[],202691,,,1610612755,27,27,2024-02-08T01:24:00Z,2210000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M39.00S,2024-02-08T01:23:51.5Z,2,REGULAR,substitution,in,[],1630541,,,1610612755,27,27,2024-02-08T01:24:00Z,2220000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M14.00S,2024-02-08T01:24:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.8823915900131425,49.01960784313726,1610612755,29,27,2024-02-08T01:24:37Z,2230000,False,5.0,12.0,1,left,K. Oubre Jr. driving Layup (4 PTS) (P. Reed 2 AST),"[1626162, 1630194]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,1.31,Made,4.0,P. Reed,1630194.0,2.0,,,,,,,,,,,,,
231,PT07M56.00S,2024-02-08T01:24:52.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,83.22930354796321,53.431372549019606,1610612744,29,27,2024-02-08T01:24:56Z,2250000,False,17.0,105.0,1,right,MISS J. Kuminga 10' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,10.65,Missed,,,,,,,,,,,,,,,,,
232,PT07M54.00S,2024-02-08T01:24:54.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,29,27,2024-02-08T01:24:56Z,2260000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,231.0,3.0,3.0,0.0,,,,
233,PT07M46.00S,2024-02-08T01:25:03.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.8823915900131425,43.38235294117647,1610612755,29,27,2024-02-08T01:25:12Z,2270000,False,33.0,12.0,1,left,MISS T. Harris Layup,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,3.53,Missed,,,,,,,,,,,,,,,,,
234,PT07M43.00S,2024-02-08T01:25:06.0Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,29,27,2024-02-08T01:25:12Z,2280000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,233.0,2.0,2.0,0.0,,,,
235,PT07M38.00S,2024-02-08T01:25:10.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631311,80.46977660972405,95.09803921568627,1610612744,29,30,2024-02-08T01:25:17Z,2290000,False,225.0,131.0,1,right,L. Quinones 26' 3PT running (6 PTS) (J. Kuminga 2 AST),"[1631311, 1630228]",1610612744.0,GSW,running,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Right Center,,26.08,Made,6.0,J. Kuminga,1630228.0,2.0,,,,,,,,,,,,,
237,PT07M24.00S,2024-02-08T01:25:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.477660972404735,48.529411764705884,1610612755,29,30,2024-02-08T01:25:29Z,2310000,False,7.0,272.0,1,left,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,27.17,Missed,,,,,,,,,,,,,,,,,
238,PT07M21.00S,2024-02-08T01:25:27.4Z,2,REGULAR,rebound,defensive,[],1631311,,,1610612744,29,30,2024-02-08T01:25:29Z,2320000,False,,,0,,L. Quinones REBOUND (Off:0 Def:1),[1631311],1610612744.0,GSW,,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,237.0,1.0,1.0,0.0,,,,
239,PT07M06.00S,2024-02-08T01:25:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,92.29632063074901,47.79411764705882,1610612744,29,32,2024-02-08T01:25:46Z,2330000,False,-11.0,20.0,1,right,B. Podziemski driving Layup (4 PTS) (J. Kuminga 3 AST),"[1641764, 1630228]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,2.27,Made,4.0,J. Kuminga,1630228.0,3.0,,,,,,,,,,,,,
241,PT06M49.00S,2024-02-08T01:26:01.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,14.898160315374511,63.48039215686275,1610612755,31,32,2024-02-08T01:27:32Z,2350000,False,-67.0,88.0,1,left,T. Harris 11' step back Jump Shot (4 PTS),[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,11.04,Made,4.0,,,,,,,,,,,,,,,,
242,PT06M49.00S,2024-02-08T01:26:05.3Z,2,REGULAR,foul,personal,['1freethrow'],1631311,,,1610612755,31,32,2024-02-08T01:26:11Z,2360000,False,,,0,,L. Quinones shooting personal FOUL (2 PF) (Harris 1 FT),"[1631311, 202699]",1610612744.0,GSW,shooting,,,Quinones,L. Quinones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,204059.0,2.0,0.0,Harris,202699.0,,,,,,,,
244,PT06M49.00S,2024-02-08T01:26:15.1Z,2,REGULAR,substitution,out,[],1630228,,,1610612755,31,32,2024-02-08T01:26:22Z,2380000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M49.00S,2024-02-08T01:26:15.1Z,2,REGULAR,substitution,out,[],1641764,,,1610612755,31,32,2024-02-08T01:26:22Z,2390000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M49.00S,2024-02-08T01:26:15.1Z,2,REGULAR,substitution,in,[],203952,,,1610612755,31,32,2024-02-08T01:26:22Z,2400000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M49.00S,2024-02-08T01:26:15.1Z,2,REGULAR,substitution,in,[],201939,,,1610612755,31,32,2024-02-08T01:26:22Z,2410000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M49.00S,2024-02-08T01:26:36.0Z,2,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,32,32,2024-02-08T01:26:36Z,2420000,False,,,0,,T. Harris Free Throw 1 of 1 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
249,PT06M34.00S,2024-02-08T01:26:58.3Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612744,32,32,2024-02-08T01:27:05Z,2430000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Quinones 2 FT),"[1630194, 1631311]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Quinones,1631311.0,,,,,,,,
251,PT06M34.00S,2024-02-08T01:27:25.3Z,2,REGULAR,freethrow,1 of 2,[],1631311,,,1610612744,32,32,2024-02-08T01:27:25Z,2450000,False,,,0,,MISS L. Quinones Free Throw 1 of 2,[1631311],1610612744.0,GSW,,,,Quinones,L. Quinones,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
252,PT06M34.00S,2024-02-08T01:27:25.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,32,32,2024-02-08T01:27:25Z,2460000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,251.0,,,,,,,
253,PT06M34.00S,2024-02-08T01:27:39.9Z,2,REGULAR,freethrow,2 of 2,[],1631311,,,1610612744,32,33,2024-02-08T01:27:39Z,2470000,False,,,0,,L. Quinones Free Throw 2 of 2 (7 PTS),[1631311],1610612744.0,GSW,,,,Quinones,L. Quinones,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
254,PT06M15.00S,2024-02-08T01:28:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.8823915900131425,48.774509803921575,1610612755,32,33,2024-02-08T01:28:04Z,2480000,False,6.0,12.0,1,left,MISS K. Oubre Jr. cutting Layup - blocked,"[1626162, 1626172]",1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,1.36,Missed,,,,,,,,,,,,,,Looney,1626172.0,,
255,PT06M15.00S,2024-02-08T01:28:00.1Z,2,REGULAR,block,,[],1626172,,,1610612755,32,33,2024-02-08T01:28:03Z,2490000,False,,,0,,K. Looney BLOCK (2 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT06M11.00S,2024-02-08T01:28:04.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,32,33,2024-02-08T01:28:04Z,2500000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,254.0,2.0,2.0,0.0,,,,
257,PT06M08.00S,2024-02-08T01:28:07.5Z,2,REGULAR,turnover,bad pass,[],1630541,,,1610612744,32,33,2024-02-08T01:28:12Z,2510000,False,,,0,,M. Moody bad pass TURNOVER (1 TO),"[1630541, 1630178]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,,,,Maxey,1630178.0
258,PT06M08.00S,2024-02-08T01:28:07.5Z,2,REGULAR,steal,,[],1630178,,,1610612755,32,33,2024-02-08T01:28:09Z,2520000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT06M05.00S,2024-02-08T01:28:11.8Z,2,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,32,33,2024-02-08T01:28:17Z,2530000,False,,,0,,T. Maxey lost ball out-of-bounds TURNOVER (2 TO),[1630178],1610612755.0,PHI,lost ball,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,204059.0,,,,,,,,,,,,
260,PT05M52.00S,2024-02-08T01:28:36.3Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,32,33,2024-02-08T01:28:41Z,2540000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630531]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,,,,Springer,1630531.0
261,PT05M52.00S,2024-02-08T01:28:36.3Z,2,REGULAR,steal,,[],1630531,,,1610612755,32,33,2024-02-08T01:28:38Z,2550000,False,,,0,,J. Springer STEAL (2 STL),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
262,PT05M47.00S,2024-02-08T01:28:40.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,5.699737187910642,50.73529411764706,1610612755,34,33,2024-02-08T01:28:45Z,2560000,False,-4.0,1.0,1,left,T. Maxey running finger roll Layup (2 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,0.39,Made,2.0,,,,,,,,,,,,,,,,
263,PT05M23.00S,2024-02-08T01:29:04.4Z,2,REGULAR,2pt,Jump Shot,[],203952,81.12680683311433,75.49019607843138,1610612744,34,35,2024-02-08T01:29:08Z,2570000,False,127.0,125.0,1,right,A. Wiggins 17' pullup Jump Shot (7 PTS) (M. Moody 1 AST),"[203952, 1630541]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,17.85,Made,7.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,
265,PT04M58.00S,2024-02-08T01:29:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630194,30.009855453350852,25.0,1610612755,34,35,2024-02-08T01:29:33Z,2590000,False,125.0,230.0,1,left,MISS P. Reed 26' 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,26.14,Missed,,,,,,,,,,,,,,,,,
266,PT04M55.00S,2024-02-08T01:29:32.6Z,2,REGULAR,rebound,defensive,[],1631311,,,1610612744,34,35,2024-02-08T01:29:33Z,2600000,False,,,0,,L. Quinones REBOUND (Off:0 Def:2),[1631311],1610612744.0,GSW,,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,265.0,2.0,2.0,0.0,,,,
