actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M50.00S,2024-02-06T00:12:22.0Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,2,0,2024-02-06T00:16:07Z,200000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,
21,PT10M50.00S,2024-02-06T00:12:22.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630194,30.962549277266753,28.186274509803923,1610612755,2,0,2024-02-06T00:12:27Z,210000,False,109.0,239.0,1,left,MISS P. Reed 26' 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,26.23,Missed,,,,,,,,,,,,,,,
22,PT10M47.00S,2024-02-06T00:12:24.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,2,0,2024-02-06T00:12:24Z,220000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M40.00S,2024-02-06T00:12:31.4Z,1,REGULAR,3pt,Jump Shot,[],1627884,87.59855453350855,95.83333333333334,1610612742,2,0,2024-02-06T00:12:36Z,230000,False,229.0,64.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,23.8,Missed,,,,,,,,,,,,,,,
24,PT10M37.00S,2024-02-06T00:12:34.4Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,2,0,2024-02-06T00:12:36Z,240000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M30.00S,2024-02-06T00:12:42.5Z,1,REGULAR,2pt,Jump Shot,[],202699,20.844283837056505,47.05882352941176,1610612755,4,0,2024-02-06T00:12:46Z,250000,False,15.0,143.0,1,left,T. Harris 14' pullup Jump Shot (2 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,,,,14.42,Made,2.0,,,,,,,,,,,,,,
26,PT10M15.00S,2024-02-06T00:12:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,90.22667542706965,44.85294117647059,1610612742,4,0,2024-02-06T00:13:05Z,260000,False,-26.0,39.0,1,right,MISS K. Irving driving Layup,[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,4.7,Missed,,,,,,,,,,,,,,,
27,PT10M14.00S,2024-02-06T00:12:58.1Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,4,0,2024-02-06T00:13:05Z,270000,False,,,0,,D. House Jr. REBOUND (Off:1 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,26.0,3.0,2.0,1.0,,,,,,,,,,
28,PT10M07.00S,2024-02-06T00:13:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.521024967148489,49.01960784313725,1610612755,6,0,2024-02-06T00:13:10Z,280000,False,5.0,9.0,1,left,T. Maxey driving finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,1.01,Made,4.0,,,,,,,,,,,,,,
29,PT09M48.00S,2024-02-06T00:13:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628467,69.33311432325887,72.54901960784314,1610612742,6,3,2024-02-06T00:13:28Z,290000,False,113.0,236.0,1,right,M. Kleber 26' 3PT  (3 PTS) (L. Doncic 1 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,26.13,Made,3.0,,,,,L. Doncic,1629029.0,1.0,,,,,,,
31,PT09M34.00S,2024-02-06T00:13:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,36.21879106438896,50.0,1610612755,9,3,2024-02-06T00:13:42Z,310000,False,0.0,288.0,1,left,T. Maxey 28' 3PT pullup (7 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,28.8,Made,7.0,,,,,,,,,,,,,,
32,PT09M22.00S,2024-02-06T00:13:50.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,93.11760840998686,49.754901960784316,1610612742,9,5,2024-02-06T00:13:55Z,320000,False,-1.0,12.0,1,right,D. Jones Jr. cutting DUNK (2 PTS) (M. Kleber 1 AST),"[1627884, 1628467]",1610612742.0,DAL,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,1.23,Made,2.0,,,,,M. Kleber,1628467.0,1.0,,,,,,,
34,PT09M07.00S,2024-02-06T00:14:05.3Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,9,5,2024-02-06T00:14:10Z,340000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630182]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,1.0,Green,1630182.0,,,,,,,,,,,,,,,,,
35,PT09M07.00S,2024-02-06T00:14:05.3Z,1,REGULAR,steal,,[],1630182,,,1610612742,9,5,2024-02-06T00:14:07Z,350000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2024-02-06T00:14:11.6Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612742,9,5,2024-02-06T00:14:17Z,360000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Green 2 FT),"[1630178, 1630182]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1626300.0,1.0,0.0,Green,1630182.0,,
38,PT09M04.00S,2024-02-06T00:14:30.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630182,,,1610612742,9,6,2024-02-06T00:14:30Z,380000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
39,PT09M04.00S,2024-02-06T00:14:43.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612742,9,7,2024-02-06T00:14:43Z,390000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
40,PT08M47.00S,2024-02-06T00:15:02.9Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612755,9,7,2024-02-06T00:15:09Z,400000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 202681]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,1.0,Irving,202681.0,,,,,,,,,,,,,,,,,
41,PT08M47.00S,2024-02-06T00:15:02.9Z,1,REGULAR,steal,,[],202681,,,1610612742,9,7,2024-02-06T00:15:04Z,410000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M45.00S,2024-02-06T00:15:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612742,9,7,2024-02-06T00:15:16Z,420000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Green 2 FT),"[1626162, 1630182]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Green,1630182.0,,
44,PT08M45.00S,2024-02-06T00:15:31.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630182,,,1610612742,9,8,2024-02-06T00:15:31Z,440000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
45,PT08M45.00S,2024-02-06T00:15:41.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612742,9,9,2024-02-06T00:15:41Z,450000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
46,PT08M33.00S,2024-02-06T00:15:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,27.54599211563732,20.833333333333336,1610612755,9,9,2024-02-06T00:15:59Z,460000,False,146.0,206.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,25.27,Missed,,,,,,,,,,,,,,,
47,PT08M30.00S,2024-02-06T00:15:56.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,9,9,2024-02-06T00:15:56Z,470000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,
49,PT08M19.00S,2024-02-06T00:16:14.6Z,1,REGULAR,2pt,Jump Shot,[],1629029,77.08607095926413,31.372549019607842,1610612742,9,11,2024-02-06T00:16:20Z,490000,False,-93.0,163.0,1,right,L. Doncic 18' driving floating bank Jump Shot (2 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,18.76,Made,2.0,,,,,,,,,,,,,,
50,PT08M19.00S,2024-02-06T00:16:21.4Z,1,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612742,9,11,2024-02-06T00:16:26Z,500000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (Doncic 1 FT),"[1630178, 1629029]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627529.0,2.0,0.0,Doncic,1629029.0,,
52,PT08M19.00S,2024-02-06T00:16:32.4Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,9,12,2024-02-06T00:16:32Z,520000,False,,,0,,L. Doncic Free Throw 1 of 1 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
53,PT08M00.00S,2024-02-06T00:16:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,8.492115637319317,45.09803921568628,1610612755,9,12,2024-02-06T00:16:57Z,530000,False,25.0,27.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,3.67,Missed,,,,,,,,,,,,,,,
54,PT07M57.00S,2024-02-06T00:16:56.2Z,1,REGULAR,rebound,offensive,[],1627863,,,1610612755,9,12,2024-02-06T00:16:56Z,540000,False,,,0,,D. House Jr. REBOUND (Off:2 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,53.0,4.0,2.0,2.0,,,,,,,,,,
55,PT07M57.00S,2024-02-06T00:16:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627863,5.590000152587891,50.0,1610612755,11,12,2024-02-06T00:16:56Z,550000,False,0.0,0.0,1,left,D. House Jr. tip Layup (2 PTS),[1627863],1610612755.0,PHI,tip,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Left,,,,0.0,Made,2.0,,,,,,,,,,,,,,
56,PT07M43.00S,2024-02-06T00:17:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,92.46057818659659,51.225490196078425,1610612742,11,14,2024-02-06T00:17:15Z,560000,False,6.0,18.0,1,right,D. Jones Jr. alley-oop DUNK (4 PTS) (J. Green 1 AST),"[1627884, 1630182]",1610612742.0,DAL,alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,1.94,Made,4.0,,,,,J. Green,1630182.0,1.0,,,,,,,
58,PT07M21.00S,2024-02-06T00:17:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,7.178055190538765,50.98039215686274,1610612755,13,14,2024-02-06T00:17:37Z,580000,False,-5.0,15.0,1,left,K. Oubre Jr. cutting DUNK (2 PTS) (T. Harris 1 AST),"[1626162, 202699]",1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,1.58,Made,2.0,,,,,T. Harris,202699.0,1.0,,,,,,,
60,PT07M08.00S,2024-02-06T00:17:44.4Z,1,REGULAR,2pt,Jump Shot,[],202681,86.02168199737189,87.00980392156863,1610612742,13,16,2024-02-06T00:17:49Z,600000,False,185.0,79.0,1,right,K. Irving 20' Jump Shot (2 PTS) (D. Jones Jr. 1 AST),"[202681, 1627884]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,,,,20.11,Made,2.0,,,,,D. Jones Jr.,1627884.0,1.0,,,,,,,
61,PT06M50.00S,2024-02-06T00:18:04.9Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612755,13,16,2024-02-06T00:18:10Z,610000,False,,,0,,L. Doncic shooting personal FOUL (1 PF) (House Jr. 2 FT),"[1629029, 1627863]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1627529.0,1.0,0.0,House Jr.,1627863.0,,
63,PT06M50.00S,2024-02-06T00:18:14.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,13,16,2024-02-06T00:18:14Z,630000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M50.00S,2024-02-06T00:20:25.4Z,1,REGULAR,substitution,out,[],1628467,,,1610612755,13,16,2024-02-06T00:20:39Z,640000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2024-02-06T00:20:25.4Z,1,REGULAR,substitution,out,[],202681,,,1610612755,13,16,2024-02-06T00:20:39Z,650000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M50.00S,2024-02-06T00:20:25.4Z,1,REGULAR,substitution,in,[],203501,,,1610612755,13,16,2024-02-06T00:20:39Z,660000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M50.00S,2024-02-06T00:20:25.4Z,1,REGULAR,substitution,in,[],203939,,,1610612755,13,16,2024-02-06T00:20:39Z,670000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M50.00S,2024-02-06T00:20:41.8Z,1,REGULAR,substitution,out,[],202699,,,1610612755,13,16,2024-02-06T00:20:48Z,680000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2024-02-06T00:20:41.8Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,13,16,2024-02-06T00:20:48Z,690000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2024-02-06T00:20:41.8Z,1,REGULAR,substitution,in,[],202694,,,1610612755,13,16,2024-02-06T00:20:48Z,700000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2024-02-06T00:20:41.8Z,1,REGULAR,substitution,in,[],1628964,,,1610612755,13,16,2024-02-06T00:20:48Z,710000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2024-02-06T00:21:09.0Z,1,REGULAR,freethrow,1 of 2,[],1627863,,,1610612755,14,16,2024-02-06T00:21:09Z,720000,False,,,0,,D. House Jr. Free Throw 1 of 2 (3 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
73,PT06M50.00S,2024-02-06T00:21:21.0Z,1,REGULAR,freethrow,2 of 2,[],1627863,,,1610612755,15,16,2024-02-06T00:21:21Z,730000,False,,,0,,D. House Jr. Free Throw 2 of 2 (4 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
74,PT06M28.00S,2024-02-06T00:21:44.7Z,1,REGULAR,3pt,Jump Shot,[],203501,66.70499342969777,38.23529411764706,1610612742,15,16,2024-02-06T00:21:50Z,740000,False,-59.0,260.0,1,right,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,26.71,Missed,,,,,,,,,,,,,,,
75,PT06M25.00S,2024-02-06T00:21:47.7Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,15,16,2024-02-06T00:21:50Z,750000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,,,
76,PT06M22.00S,2024-02-06T00:21:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612742,15,16,2024-02-06T00:22:03Z,760000,False,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1627863, 1627884]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627529.0,1.0,0.0,Jones Jr.,1627884.0,,
78,PT06M22.00S,2024-02-06T00:22:23.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627884,,,1610612742,15,16,2024-02-06T00:22:23Z,780000,False,,,0,,MISS D. Jones Jr. Free Throw 1 of 2,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
79,PT06M22.00S,2024-02-06T00:22:23.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,15,16,2024-02-06T00:22:23Z,790000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,
80,PT06M22.00S,2024-02-06T00:22:42.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627884,,,1610612742,15,17,2024-02-06T00:22:42Z,800000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (5 PTS),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
81,PT06M06.00S,2024-02-06T00:23:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,7.178055190538765,46.81372549019608,1610612755,17,17,2024-02-06T00:23:05Z,810000,False,16.0,15.0,1,left,K. Oubre Jr. driving Layup (4 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,2.19,Made,4.0,,,,,T. Maxey,1630178.0,1.0,,,,,,,
83,PT05M40.00S,2024-02-06T00:23:43.7Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,17,17,2024-02-06T00:23:47Z,830000,False,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 202694]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,2.0,Morris Sr.,202694.0,,,,,,,,,,,,,,,,,
84,PT05M40.00S,2024-02-06T00:23:43.7Z,1,REGULAR,steal,,[],202694,,,1610612755,17,17,2024-02-06T00:23:45Z,840000,False,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
86,PT05M33.00S,2024-02-06T00:23:55.6Z,1,REGULAR,foul,offensive,[],1630178,,,1610612755,17,17,2024-02-06T00:24:05Z,860000,False,,,0,,T. Maxey charge offensive FOUL (3 PF),"[1630178, 203939]",1610612755.0,PHI,charge,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,3.0,0.0,Powell,203939.0,,
88,PT05M33.00S,2024-02-06T00:23:55.6Z,1,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,17,17,2024-02-06T00:23:55Z,880000,False,,,0,,T. Maxey offensive foul TURNOVER (2 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,,,,2714.0,,,,,,
89,PT05M33.00S,2024-02-06T00:24:15.1Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612742,17,17,2024-02-06T00:24:20Z,890000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
