actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-13T00:43:36.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-13T00:43:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-13T00:43:39.0Z,1,REGULAR,jumpball,recovered,[],202699,,,1610612755,0,0,2024-01-13T00:43:39Z,40000,False,,,0,,Jump Ball P. Reed vs. D. Sabonis: Tip to T. Harris,"[202699, 1630194, 1627734]",1610612755.0,PHI,startperiod,T. Harris,202699.0,Harris,T. Harris,Reed,1630194.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-01-13T00:43:57.3Z,1,REGULAR,3pt,Jump Shot,[],201587,31.61957950065703,29.901960784313726,1610612755,3,0,2024-01-13T00:44:02Z,70000,False,100.0,245.0,1,left,N. Batum 26' 3PT step back (3 PTS) (T. Maxey 1 AST),"[201587, 1630178]",1610612755.0,PHI,step back,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,26.45,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
9,PT11M11.00S,2024-01-13T00:44:24.5Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,3,0,2024-01-13T00:44:28Z,90000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 202699]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Harris,202699.0,,,,,,,,,,,
10,PT11M11.00S,2024-01-13T00:44:24.5Z,1,REGULAR,steal,,[],202699,,,1610612755,3,0,2024-01-13T00:46:24Z,100000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M02.00S,2024-01-13T00:44:33.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202699,20.45006570302234,26.96078431372549,1610612755,3,0,2024-01-13T00:46:34Z,110000,False,115.0,140.0,1,left,MISS T. Harris 18' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,18.11,Missed,,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2024-01-13T00:44:36.0Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,3,0,2024-01-13T00:44:37Z,120000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT10M55.00S,2024-01-13T00:44:39.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,74.06373193166885,13.23529411764706,1610612758,3,3,2024-01-13T00:44:45Z,130000,False,-184.0,191.0,1,right,K. Murray 26' 3PT running (3 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.53,Made,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
15,PT10M40.00S,2024-01-13T00:44:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,5.601182654402102,55.63725490196079,1610612755,3,3,2024-01-13T00:44:59Z,150000,False,-28.0,0.0,1,left,MISS D. Melton driving Layup - blocked,"[1629001, 1631099]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,Murray,1631099.0,,,,,
16,PT10M40.00S,2024-01-13T00:44:54.8Z,1,REGULAR,block,,[],1631099,,,1610612755,3,3,2024-01-13T00:44:57Z,160000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
