actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-10-29T23:42:47.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-29T23:42:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-10-29T23:42:51.7Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2023-10-29T23:42:51Z,40000,False,,,0,,Jump Ball D. Ayton vs. J. Embiid: Tip to J. Grant,"[203924, 1629028, 203954]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Ayton,1629028.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-10-29T23:43:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,81.8166885676741,50.98039215686274,1610612757,0,0,2023-10-29T23:43:08Z,70000,False,5.0,118.0,1,right,MISS J. Grant 11' driving Layup - blocked,"[203924, 200782]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,Tucker,200782.0,,,,,,,,,,,,,,,,
8,PT11M46.00S,2023-10-29T23:43:00.4Z,1,REGULAR,block,,[],200782,,,1610612757,0,0,2023-10-29T23:43:03Z,80000,False,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M45.00S,2023-10-29T23:43:01.4Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,0,0,2023-10-29T23:43:08Z,90000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
11,PT11M26.00S,2023-10-29T23:43:35.3Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,0,0,2023-10-29T23:43:39Z,110000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1629028]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Ayton,1629028.0,,,,,,,,,
12,PT11M26.00S,2023-10-29T23:43:35.3Z,1,REGULAR,steal,,[],1629028,,,1610612757,0,0,2023-10-29T23:46:09Z,120000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2023-10-29T23:43:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630703,92.72339027595268,50.49019607843137,1610612757,0,2,2023-10-29T23:43:49Z,130000,False,2.0,16.0,1,right,S. Henderson running finger roll Layup (2 PTS),[1630703],1610612757.0,POR,running finger roll,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,,,2.0,,,,,,,,
14,PT10M54.00S,2023-10-29T23:44:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.536793692509855,58.57843137254902,1610612755,0,2,2023-10-29T23:44:12Z,140000,False,-43.0,84.0,1,left,MISS J. Embiid 9' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,9.44,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2023-10-29T23:44:10.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,2,2023-10-29T23:44:12Z,150000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
