actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
90,PT04M40.00S,2024-02-23T00:26:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,10,17,2024-02-23T00:26:11Z,890000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630579, 1630178]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627964.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,
92,PT04M40.00S,2024-02-23T00:26:19.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630178,,,1610612755,11,17,2024-02-23T00:37:31Z,910000,False,,,0,,T. Maxey Free Throw 1 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
93,PT04M40.00S,2024-02-23T00:26:21.0Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,11,17,2024-02-23T00:26:38Z,920000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M40.00S,2024-02-23T00:26:21.0Z,1,REGULAR,substitution,in,[],1628964,,,1610612755,11,17,2024-02-23T00:26:38Z,930000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M40.00S,2024-02-23T00:26:39.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630178,,,1610612755,12,17,2024-02-23T00:37:31Z,940000,False,,,0,,T. Maxey Free Throw 2 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
96,PT04M20.00S,2024-02-23T00:27:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.38042049934296,43.872549019607845,1610612752,12,19,2024-02-23T00:27:07Z,950000,False,-31.0,10.0,1,right,J. Hart Layup (5 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,3.21,Made,5.0,,,,,,,,,,,,,,
97,PT04M08.00S,2024-02-23T00:27:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,7.835085413929041,47.05882352941176,1610612755,12,19,2024-02-23T00:27:39Z,960000,False,15.0,21.0,1,left,MISS M. Bamba cutting Layup - blocked,"[1628964, 1630173]",1610612755.0,PHI,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,2.57,Missed,,,,,,,,,,,Achiuwa,1630173.0,,,
98,PT04M08.00S,2024-02-23T00:27:12.3Z,1,REGULAR,block,,[],1630173,,,1610612755,12,19,2024-02-23T00:27:14Z,970000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT04M05.00S,2024-02-23T00:27:15.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,12,19,2024-02-23T00:27:17Z,980000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,97.0,4.0,3.0,1.0,,,,,
100,PT04M03.00S,2024-02-23T00:27:16.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628404,93.77463863337714,50.49019607843137,1610612752,12,21,2024-02-23T00:27:24Z,990000,False,2.0,6.0,1,right,J. Hart running DUNK (7 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,0.65,Made,7.0,,,,,,,,,,,,,,
101,PT03M42.00S,2024-02-23T00:27:37.8Z,1,REGULAR,turnover,bad pass,[],1628964,,,1610612755,12,21,2024-02-23T00:27:42Z,1000000,False,,,0,,M. Bamba bad pass TURNOVER (1 TO),"[1628964, 1630173]",1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,1.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,
102,PT03M42.00S,2024-02-23T00:27:37.8Z,1,REGULAR,steal,,[],1630173,,,1610612752,12,21,2024-02-23T00:27:39Z,1010000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
103,PT03M37.00S,2024-02-23T00:27:43.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,92.06636005256242,53.431372549019606,1610612752,12,21,2024-02-23T00:28:26Z,1020000,False,17.0,22.0,1,right,MISS D. DiVincenzo running DUNK,[1628978],1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,2.8,Missed,,,,,,,,,,,,,,,
104,PT03M32.00S,2024-02-23T00:27:47.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,12,21,2024-02-23T00:27:47Z,1030000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,
105,PT03M23.00S,2024-02-23T00:27:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.652431011826544,50.245098039215684,1610612755,14,21,2024-02-23T00:28:23Z,1040000,False,-1.0,10.0,1,left,T. Maxey driving finger roll Layup (7 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,1.01,Made,7.0,,,,,,,,,,,,,,
106,PT03M23.00S,2024-02-23T00:28:03.5Z,1,REGULAR,foul,personal,['1freethrow'],1630173,,,1610612755,14,21,2024-02-23T00:28:10Z,1050000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630173, 1630178]",1610612752.0,NYK,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,
108,PT03M23.00S,2024-02-23T00:28:11.6Z,1,REGULAR,substitution,out,[],1628978,,,1610612755,14,21,2024-02-23T00:28:23Z,1070000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2024-02-23T00:28:11.6Z,1,REGULAR,substitution,in,[],202692,,,1610612755,14,21,2024-02-23T00:28:23Z,1080000,False,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2024-02-23T00:28:30.4Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,15,21,2024-02-23T00:28:30Z,1090000,False,,,0,,T. Maxey Free Throw 1 of 1 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
111,PT03M10.00S,2024-02-23T00:28:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,86.81011826544021,39.46078431372549,1610612752,15,21,2024-02-23T00:29:40Z,1100000,False,-53.0,71.0,1,right,MISS J. Brunson 8' driving floating Shot - blocked,"[1628973, 1628964]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,8.88,Missed,,,,,,,,,,,Bamba,1628964.0,,,
175,PT03M10.00S,2024-02-23T00:28:44.5Z,1,REGULAR,block,,[],1628964,,,1610612752,15,21,2024-02-23T00:39:02Z,1105000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2024-02-23T00:28:48.5Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,15,21,2024-02-23T00:28:58Z,1110000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,111.0,1.0,0.0,1.0,,,,,
113,PT03M06.00S,2024-02-23T00:28:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630579,94.40999984741211,50.0,1610612752,15,21,2024-02-23T00:28:48Z,1120000,False,0.0,0.0,1,right,MISS J. Sims tip Layup,[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
114,PT03M06.00S,2024-02-23T00:28:49.1Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,15,21,2024-02-23T00:28:49Z,1130000,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,113.0,2.0,0.0,2.0,,,,,
115,PT03M04.00S,2024-02-23T00:28:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,73.53810775295663,14.460784313725492,1610612752,15,24,2024-02-23T00:29:40Z,1140000,False,-178.0,196.0,1,right,A. Burks 26' 3PT  (3 PTS) (J. Sims 2 AST),"[202692, 1630579]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,26.47,Made,3.0,,,,,,,,,,,,J. Sims,1630579.0,2.0
117,PT02M52.00S,2024-02-23T00:29:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.911300919842315,84.31372549019608,1610612755,15,24,2024-02-23T00:30:33Z,1160000,False,-172.0,229.0,1,left,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,28.59,Missed,,,,,,,,,,,,,,,
118,PT02M50.00S,2024-02-23T00:29:04.7Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,15,24,2024-02-23T00:29:04Z,1170000,False,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,117.0,2.0,1.0,1.0,,,,,
119,PT02M46.00S,2024-02-23T00:29:07.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630178,6.258212877792378,86.51960784313727,1610612755,15,24,2024-02-23T00:30:47Z,1180000,False,-183.0,6.0,1,left,MISS T. Maxey 18' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,,,,18.27,Missed,,,,,,,,,,,,,,,
120,PT02M44.00S,2024-02-23T00:29:10.4Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,15,24,2024-02-23T00:29:10Z,1190000,False,,,0,,J. Sims REBOUND (Off:2 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,119.0,3.0,1.0,2.0,,,,,
121,PT02M38.00S,2024-02-23T00:29:16.9Z,1,REGULAR,3pt,Jump Shot,[],202692,96.00854139290408,4.901960784313726,1610612752,15,24,2024-02-23T00:29:27Z,1200000,False,-225.0,-15.0,1,right,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,,,,22.6,Missed,,,,,,,,,,,,,,,
122,PT02M30.00S,2024-02-23T00:29:24.3Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,15,24,2024-02-23T00:29:24Z,1210000,False,,,0,,J. Sims REBOUND (Off:3 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,121.0,4.0,1.0,3.0,,,,,
123,PT02M30.00S,2024-02-23T00:29:24.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630579,94.40999984741211,50.0,1610612752,15,26,2024-02-23T00:29:36Z,1220000,False,0.0,0.0,1,right,J. Sims putback DUNK (2 PTS),[1630579],1610612752.0,NYK,putback,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
124,PT02M08.00S,2024-02-23T00:29:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,14.14257555847569,47.30392156862745,1610612755,15,26,2024-02-23T00:29:54Z,1230000,False,13.0,80.0,1,left,MISS K. Martin 8' floating Shot,[1630231],1610612755.0,PHI,floating,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,8.15,Missed,,,,,,,,,,,,,,,
125,PT02M05.00S,2024-02-23T00:29:49.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,15,26,2024-02-23T00:29:49Z,1240000,False,,,0,,J. Sims REBOUND (Off:3 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,124.0,5.0,2.0,3.0,,,,,
126,PT01M57.00S,2024-02-23T00:29:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,81.2910643889619,46.07843137254902,1610612752,15,28,2024-02-23T00:30:06Z,1250000,False,-20.0,123.0,1,right,J. Hart 12' pullup Jump Shot (9 PTS) (J. Brunson 3 AST),"[1628404, 1628973]",1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,12.49,Made,9.0,,,,,,,,,,,,J. Brunson,1628973.0,3.0
128,PT01M38.00S,2024-02-23T00:30:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.1268068331143235,56.86274509803921,1610612755,17,28,2024-02-23T00:32:20Z,1270000,False,-34.0,5.0,1,left,K. Oubre Jr. cutting Layup (4 PTS) (K. Lowry 1 AST),"[1626162, 200768]",1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,3.47,Made,4.0,,,,,,,,,,,,K. Lowry,200768.0,1.0
130,PT01M24.00S,2024-02-23T00:30:36.3Z,1,REGULAR,foul,technical,['1freethrow'],1628964,,,1610612752,17,28,2024-02-23T00:30:46Z,1290000,False,,,0,,M. Bamba defensive-3-second technical FOUL (1 Tech),[1628964],1610612755.0,PHI,defensive-3-second,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203593.0,0.0,1.0,,,,,,,,,,,
131,PT01M24.00S,2024-02-23T00:31:01.1Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,17,29,2024-02-23T00:31:01Z,1300000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (5 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
132,PT01M24.00S,2024-02-23T00:31:03.1Z,1,REGULAR,substitution,out,[],1630178,,,1610612752,17,29,2024-02-23T00:31:12Z,1310000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M24.00S,2024-02-23T00:31:03.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,17,29,2024-02-23T00:31:12Z,1320000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M24.00S,2024-02-23T00:31:03.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612752,17,29,2024-02-23T00:31:12Z,1330000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M24.00S,2024-02-23T00:31:03.1Z,1,REGULAR,substitution,in,[],202711,,,1610612752,17,29,2024-02-23T00:31:12Z,1340000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M15.00S,2024-02-23T00:31:29.4Z,1,REGULAR,turnover,traveling,[],1630173,,,1610612752,17,29,2024-02-23T00:31:37Z,1350000,False,,,0,,P. Achiuwa traveling TURNOVER (1 TO),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,1.0,,,,,,1627964.0,,,,,,,,,,,,,
137,PT01M00.00S,2024-02-23T00:31:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,4.418528252299605,52.94117647058824,1610612755,19,29,2024-02-23T00:32:04Z,1360000,False,-15.0,-11.0,1,left,K. Lowry driving Layup (4 PTS) (M. Bamba 1 AST),"[200768, 1628964]",1610612755.0,PHI,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,1.84,Made,4.0,,,,,,,,,,,,M. Bamba,1628964.0,1.0
139,PT00M43.30S,2024-02-23T00:32:15.6Z,1,REGULAR,3pt,Jump Shot,[],202692,81.2910643889619,96.56862745098039,1610612752,19,32,2024-02-23T00:32:20Z,1380000,False,233.0,123.0,1,right,A. Burks 26' 3PT  (6 PTS) (J. Brunson 4 AST),"[202692, 1628973]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,26.35,Made,6.0,,,,,,,,,,,,J. Brunson,1628973.0,4.0
141,PT00M30.50S,2024-02-23T00:32:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628964,30.831143232588698,68.38235294117648,1610612755,19,32,2024-02-23T00:32:39Z,1400000,False,-92.0,237.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,25.45,Missed,,,,,,,,,,,,,,,
142,PT00M26.90S,2024-02-23T00:32:38.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,19,32,2024-02-23T00:32:39Z,1410000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,141.0,5.0,4.0,1.0,,,,,
143,PT00M08.10S,2024-02-23T00:32:59.5Z,1,REGULAR,foul,personal,[],1626162,,,1610612752,19,32,2024-02-23T00:33:19Z,1420000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 202692]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,203593.0,1.0,0.0,Burks,202692.0,,,,,,,,,
145,PT00M08.10S,2024-02-23T00:33:13.0Z,1,REGULAR,substitution,out,[],1627741,,,1610612752,19,32,2024-02-23T00:33:17Z,1440000,False,,,0,,SUB out: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M08.10S,2024-02-23T00:33:13.0Z,1,REGULAR,substitution,in,[],201587,,,1610612752,19,32,2024-02-23T00:33:17Z,1450000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M08.10S,2024-02-23T00:33:22.1Z,1,REGULAR,substitution,out,[],1628964,,,1610612752,19,32,2024-02-23T00:33:26Z,1460000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M08.10S,2024-02-23T00:33:22.1Z,1,REGULAR,substitution,in,[],1630194,,,1610612752,19,32,2024-02-23T00:33:26Z,1470000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M05.10S,2024-02-23T00:33:38.4Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,19,32,2024-02-23T00:33:42Z,1480000,False,,,0,,J. Brunson lost ball TURNOVER (3 TO),"[1628973, 1626162]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,3.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,,,
150,PT00M05.10S,2024-02-23T00:33:38.4Z,1,REGULAR,steal,,[],1626162,,,1610612755,19,32,2024-02-23T00:33:40Z,1490000,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
151,PT00M02.90S,2024-02-23T00:33:41.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,7.5722733245729295,50.49019607843137,1610612755,21,32,2024-02-23T00:34:10Z,1500000,False,-2.0,19.0,1,left,K. Oubre Jr. running DUNK (6 PTS),[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,1.89,Made,6.0,,,,,,,,,,,,,,
152,PT00M00.00S,2024-02-23T00:33:52.4Z,1,REGULAR,period,end,[],0,,,1610612752,21,32,2024-02-23T00:33:52Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-02-23T00:33:58.4Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612752,21,32,2024-02-23T00:36:34Z,1520000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-02-23T00:33:58.4Z,2,REGULAR,substitution,out,['startperiod'],201587,,,1610612752,21,32,2024-02-23T00:36:34Z,1530000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-02-23T00:33:58.4Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,21,32,2024-02-23T00:36:34Z,1540000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-02-23T00:33:58.4Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612752,21,32,2024-02-23T00:36:34Z,1550000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-02-23T00:33:58.4Z,2,REGULAR,substitution,in,['startperiod'],1627741,,,1610612752,21,32,2024-02-23T00:36:34Z,1560000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-02-23T00:33:58.4Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612752,21,32,2024-02-23T00:36:34Z,1570000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-02-23T00:36:43.5Z,2,REGULAR,period,start,[],0,,,1610612752,21,32,2024-02-23T00:36:43Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M38.00S,2024-02-23T00:37:04.5Z,2,REGULAR,2pt,Jump Shot,[],1630540,95.6143232588699,69.36274509803921,1610612752,21,34,2024-02-23T00:37:11Z,1590000,False,97.0,-11.0,1,right,M. McBride 9' pullup Jump Shot (2 PTS) (P. Achiuwa 1 AST),"[1630540, 1630173]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,,,,9.75,Made,2.0,,,,,,,,,,,,P. Achiuwa,1630173.0,1.0
162,PT11M25.00S,2024-02-23T00:37:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.469776609724048,49.754901960784316,1610612755,23,34,2024-02-23T00:37:28Z,1610000,False,1.0,-1.0,1,left,T. Harris alley-oop Layup (2 PTS) (K. Lowry 2 AST),"[202699, 200768]",1610612755.0,PHI,alley-oop,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,0.16,Made,2.0,,,,,,,,,,,,K. Lowry,200768.0,2.0
166,PT11M07.00S,2024-02-23T00:37:35.1Z,2,REGULAR,2pt,Jump Shot,[],202711,77.34888304862024,53.18627450980392,1610612752,23,36,2024-02-23T00:37:42Z,1630000,False,16.0,160.0,1,right,B. Bogdanovic 16' Jump Shot (2 PTS) (A. Burks 1 AST),"[202711, 202692]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,,,16.12,Made,2.0,,,,,,,,,,,,A. Burks,202692.0,1.0
168,PT10M41.00S,2024-02-23T00:38:01.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,14.14257555847569,48.529411764705884,1610612755,23,36,2024-02-23T00:38:10Z,1650000,False,7.0,80.0,1,left,MISS K. Oubre Jr. 8' fadeaway Shot,[1626162],1610612755.0,PHI,fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.07,Missed,,,,,,,,,,,,,,,
169,PT10M38.00S,2024-02-23T00:38:04.5Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,23,36,2024-02-23T00:38:10Z,1660000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,168.0,6.0,5.0,1.0,,,,,
170,PT10M28.00S,2024-02-23T00:38:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,93.77463863337714,47.30392156862745,1610612752,23,36,2024-02-23T00:39:02Z,1670000,False,-13.0,6.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612752.0,NYK,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,1.48,Missed,,,,,,,,,,,,,,,
171,PT10M24.00S,2024-02-23T00:38:18.6Z,2,REGULAR,rebound,defensive,[],200768,,,1610612755,23,36,2024-02-23T00:38:22Z,1680000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,
