actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M35.00S,2025-10-30T01:12:44.3Z,1,REGULAR,2pt,Jump Shot,[],1627750,27.020367936925098,48.77450980392157,1610612743,2,1,2025-10-30T01:12:49Z,190000,False,6.0,201.0,1,left,MISS J. Murray 20' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,20.16,Missed,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2025-10-30T01:12:47.3Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,2,1,2025-10-30T01:12:49Z,200000,False,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Center,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,
21,PT10M21.00S,2025-10-30T01:12:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,89.17542706964521,46.568627450980394,1610612740,2,1,2025-10-30T01:13:06Z,210000,False,-17.0,49.0,1,right,MISS T. Murphy III driving finger roll Layup,[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2025-10-30T01:13:00.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,1,2025-10-30T01:13:06Z,220000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,
23,PT10M14.00S,2025-10-30T01:13:06.3Z,1,REGULAR,3pt,Jump Shot,[],203999,32.14520367936925,39.46078431372549,1610612743,5,1,2025-10-30T01:13:14Z,230000,False,53.0,250.0,1,left,N. Jokić 25' 3PT  (5 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,25.52,Made,5.0,,,,,,,,,,C. Braun,1631128.0,1.0,,,,,
25,PT09M58.00S,2025-10-30T01:13:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,85.89027595269383,41.911764705882355,1610612740,5,3,2025-10-30T01:14:03Z,250000,False,-40.0,80.0,1,right,Z. Williamson 8' floating Jump Shot (3 PTS),[1629627],1610612740.0,NOP,floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,8.97,Made,3.0,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2025-10-30T01:13:36.9Z,1,REGULAR,3pt,Jump Shot,[],203932,15.588042049934298,6.127450980392156,1610612743,5,3,2025-10-30T01:14:34Z,260000,False,219.0,94.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right,23.87,Missed,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2025-10-30T01:13:36.9Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,5,3,2025-10-30T01:13:43Z,270000,False,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right,,,,26.0,3.0,2.0,1.0,,,,,,,,,,,,,
28,PT09M20.00S,2025-10-30T01:14:01.6Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,5,3,2025-10-30T01:14:12Z,280000,False,,,0,,H. Jones step out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,step,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,202053.0,,,,,,,,1.0,,,,
29,PT09M05.00S,2025-10-30T01:14:27.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,34.247700394218136,61.76470588235294,1610612743,5,3,2025-10-30T01:14:33Z,290000,False,-59.0,269.0,1,left,MISS J. Murray 27' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
30,PT09M01.00S,2025-10-30T01:14:31.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,5,3,2025-10-30T01:14:33Z,300000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT08M41.00S,2025-10-30T01:14:50.0Z,1,REGULAR,2pt,Jump Shot,[],1642847,88.78120893561103,74.01960784313727,1610612740,5,3,2025-10-30T01:14:57Z,310000,False,120.0,53.0,1,right,MISS J. Fears 13' driving floating Shot,[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,13.13,Missed,,,,,,,,,,,,,,,,,,
32,PT08M36.00S,2025-10-30T01:14:55.0Z,1,REGULAR,rebound,offensive,[],201599,,,1610612740,5,3,2025-10-30T01:14:57Z,320000,False,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Right,,,,31.0,4.0,2.0,2.0,,,,,,,,,,,,,
33,PT08M36.00S,2025-10-30T01:14:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,94.40999984741211,50.0,1610612740,5,5,2025-10-30T01:14:55Z,330000,False,0.0,0.0,1,right,D. Jordan putback Layup (2 PTS),[201599],1610612740.0,NOP,putback,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
34,PT08M19.00S,2025-10-30T01:15:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,12.040078843626807,56.86274509803921,1610612743,7,5,2025-10-30T01:15:20Z,340000,False,-34.0,61.0,1,left,N. Jokić 6' turnaround Jump Shot (7 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.97,Made,7.0,,,,,,,,,,,,,,,,,
671,PT08M03.00S,2025-10-30T01:15:22.3Z,1,REGULAR,turnover,lost ball,[],1629627,,,1610612740,7,5,2025-10-30T03:19:09Z,360000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 203999]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Jokić,203999.0,,
672,PT08M03.00S,2025-10-30T01:15:22.3Z,1,REGULAR,steal,,[],203999,,,1610612743,7,5,2025-10-30T03:19:09Z,370000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT07M58.00S,2025-10-30T01:15:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1631128,6.521024967148489,45.34313725490196,1610612743,9,5,2025-10-30T03:19:09Z,380000,False,23.0,9.0,1,left,C. Braun running Layup (2 PTS) (A. Gordon 1 AST),"[1631128, 203932]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.49,Made,2.0,,,,,,,,,,A. Gordon,203932.0,1.0,,,,,
40,PT07M53.00S,2025-10-30T01:15:38.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,93.11760840998686,52.69607843137255,1610612740,9,7,2025-10-30T01:15:49Z,400000,False,13.0,12.0,1,right,Z. Williamson driving DUNK (5 PTS) (J. Fears 1 AST),"[1629627, 1642847]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.82,Made,5.0,,,,,,,,,,J. Fears,1642847.0,1.0,,,,,
42,PT07M36.00S,2025-10-30T01:15:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1642847,,,1610612743,9,7,2025-10-30T01:16:08Z,420000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642847, 1629661]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1641518.0,1.0,0.0,Johnson,1629661.0,,,,,,,,
44,PT07M36.00S,2025-10-30T01:16:22.9Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612743,9,7,2025-10-30T01:16:22Z,440000,False,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT07M36.00S,2025-10-30T01:16:22.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,9,7,2025-10-30T01:16:22Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,
46,PT07M36.00S,2025-10-30T01:16:23.6Z,1,REGULAR,substitution,out,[],201599,,,1610612743,9,7,2025-10-30T01:16:33Z,460000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M36.00S,2025-10-30T01:16:23.6Z,1,REGULAR,substitution,out,[],1629627,,,1610612743,9,7,2025-10-30T01:16:33Z,470000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M36.00S,2025-10-30T01:16:23.6Z,1,REGULAR,substitution,in,[],1642274,,,1610612743,9,7,2025-10-30T01:16:33Z,480000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2025-10-30T01:16:23.6Z,1,REGULAR,substitution,in,[],1630180,,,1610612743,9,7,2025-10-30T01:16:33Z,490000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M36.00S,2025-10-30T01:16:45.8Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612743,10,7,2025-10-30T01:16:45Z,500000,False,,,0,,C. Johnson Free Throw 2 of 2 (1 PTS),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
51,PT07M12.00S,2025-10-30T01:17:10.9Z,1,REGULAR,2pt,Jump Shot,[],1630180,71.66351839684626,36.93704044117647,1610612740,10,7,2025-10-30T01:17:20Z,510000,False,-65.0,214.0,1,right,MISS S. Bey 22' step back Shot,[1630180],1610612740.0,NOP,step back,,,Bey,S. Bey,,,,,Mid-Range,16-24 Center,22.36,Missed,,,,,,,,,,,,,,,,,,
52,PT07M09.00S,2025-10-30T01:17:13.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,7,2025-10-30T01:17:20Z,520000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,
53,PT07M00.00S,2025-10-30T01:17:21.8Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,10,7,2025-10-30T01:17:26Z,530000,False,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1630180]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Bey,1630180.0,,
54,PT07M00.00S,2025-10-30T01:17:21.8Z,1,REGULAR,steal,,[],1630180,,,1610612740,10,7,2025-10-30T01:17:24Z,540000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
55,PT06M55.00S,2025-10-30T01:17:27.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642847,71.04139290407359,79.65686274509804,1610612740,10,7,2025-10-30T01:39:36Z,550000,False,148.0,220.0,1,right,MISS J. Fears 26' running 3PT,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
56,PT06M52.00S,2025-10-30T01:17:30.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,7,2025-10-30T01:17:33Z,560000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,
57,PT06M37.00S,2025-10-30T01:17:45.9Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,10,7,2025-10-30T01:17:50Z,570000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1642847]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Fears,1642847.0,,
58,PT06M37.00S,2025-10-30T01:17:45.9Z,1,REGULAR,steal,,[],1642847,,,1610612740,10,7,2025-10-30T02:23:48Z,580000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2025-10-30T01:17:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,92.9862023653088,51.9607843137255,1610612740,10,9,2025-10-30T01:17:57Z,590000,False,10.0,13.0,1,right,H. Jones running Layup (2 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M11.00S,2025-10-30T01:18:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.30946123521682,48.03921568627451,1610612743,12,9,2025-10-30T01:18:16Z,600000,False,10.0,16.0,1,left,J. Murray cutting finger roll Layup (2 PTS) (N. Jokić 1 AST),"[1627750, 203999]",1610612743.0,DEN,cutting finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.89,Made,2.0,,,,,,,,,,N. Jokić,203999.0,1.0,,,,,
62,PT05M51.00S,2025-10-30T01:18:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,92.19776609724047,49.01960784313725,1610612740,12,11,2025-10-30T01:18:40Z,620000,False,-5.0,21.0,1,right,Y. Missi reverse Layup (2 PTS) (J. Fears 2 AST),"[1642274, 1642847]",1610612740.0,NOP,reverse,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,J. Fears,1642847.0,2.0,,,,,
65,PT05M46.00S,2025-10-30T01:18:46.0Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612743,12,11,2025-10-30T01:19:05Z,650000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Murray 2 FT),"[1630529, 1627750]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,1641518.0,1.0,0.0,Murray,1627750.0,,,,,,,,
67,PT05M46.00S,2025-10-30T01:19:27.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,12,11,2025-10-30T01:19:27Z,670000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M46.00S,2025-10-30T01:21:29.6Z,1,REGULAR,substitution,out,[],203932,,,1610612743,12,11,2025-10-30T01:21:40Z,680000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M46.00S,2025-10-30T01:21:29.6Z,1,REGULAR,substitution,out,[],1630530,,,1610612743,12,11,2025-10-30T01:21:40Z,690000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M46.00S,2025-10-30T01:21:29.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612743,12,11,2025-10-30T01:21:40Z,700000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M46.00S,2025-10-30T01:21:29.6Z,1,REGULAR,substitution,in,[],203501,,,1610612743,12,11,2025-10-30T01:21:40Z,710000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M46.00S,2025-10-30T01:21:29.6Z,1,REGULAR,substitution,in,[],201599,,,1610612743,12,11,2025-10-30T01:21:40Z,720000,False,,,0,,SUB in: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M46.00S,2025-10-30T01:21:29.6Z,1,REGULAR,substitution,in,[],1629673,,,1610612743,12,11,2025-10-30T01:21:40Z,730000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M46.00S,2025-10-30T01:21:42.4Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,13,11,2025-10-30T01:21:42Z,740000,False,,,0,,J. Murray Free Throw 1 of 2 (3 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2025-10-30T01:21:57.7Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,14,11,2025-10-30T01:21:57Z,750000,False,,,0,,J. Murray Free Throw 2 of 2 (4 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2025-10-30T01:22:18.2Z,1,REGULAR,turnover,traveling,[],1630529,,,1610612740,14,11,2025-10-30T01:22:25Z,760000,False,,,0,,H. Jones traveling TURNOVER (2 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,1146.0,,,,,,,,2.0,,,,
92,PT05M29.00S,2025-10-30T01:22:21.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,14,11,2025-10-30T01:24:27Z,765000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M29.00S,2025-10-30T01:22:21.0Z,1,REGULAR,substitution,out,[],201599,,,1610612743,14,11,2025-10-30T01:24:27Z,767500,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M29.00S,2025-10-30T01:22:21.0Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,14,11,2025-10-30T01:24:27Z,768750,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M29.00S,2025-10-30T01:22:21.0Z,1,REGULAR,substitution,in,[],1630180,,,1610612743,14,11,2025-10-30T01:24:27Z,769375,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2025-10-30T01:22:31.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,14,11,2025-10-30T01:22:41Z,790000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,
80,PT05M13.00S,2025-10-30T01:22:55.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631128,4.812746386333772,52.20588235294118,1610612743,16,11,2025-10-30T01:23:01Z,800000,False,-11.0,-7.0,1,left,C. Braun driving DUNK (4 PTS) (N. Jokić 2 AST),"[1631128, 203999]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.32,Made,4.0,,,,,,,,,,N. Jokić,203999.0,2.0,,,,,
82,PT05M04.00S,2025-10-30T01:23:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,70.38436268068331,73.52941176470588,1610612740,16,14,2025-10-30T01:23:11Z,820000,False,118.0,226.0,1,right,J. Poole 25' 3PT step back (3 PTS),[1629673],1610612740.0,NOP,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.47,Made,3.0,,,,,,,,,,,,,,,,,
