actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-28T02:10:31.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-28T02:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-28T02:10:34.3Z,1,REGULAR,jumpball,recovered,[],1629618,,,1610612743,0,0,2026-01-28T02:10:34Z,40000,False,,,0,,Jump Ball J. Valančiūnas vs. J. Duren: Tip to J. Pickett,"[1629618, 202685, 1631105]",1610612743.0,DEN,startperiod,J. Pickett,1629618.0,Pickett,J. Pickett,Valančiūnas,202685.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-28T02:10:51.4Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612743,0,0,2026-01-28T02:11:02Z,70000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Murray 2 FT),"[1641709, 1627750]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,1628159.0,1.0,0.0,Murray,1627750.0,,,,,,,,,,,,,,,
9,PT11M40.00S,2026-01-28T02:11:16.9Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,1,0,2026-01-28T02:11:16Z,90000,False,,,0,,J. Murray Free Throw 1 of 2 (1 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M40.00S,2026-01-28T02:11:34.0Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,2,0,2026-01-28T02:11:34Z,100000,False,,,0,,J. Murray Free Throw 2 of 2 (2 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M21.00S,2026-01-28T02:11:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,9.543363994743759,42.15686274509804,1610612765,2,0,2026-01-28T02:11:59Z,110000,False,39.0,37.0,1,left,MISS T. Harris Layup - blocked,"[202699, 1642461]",1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.4,Jones,1642461.0,,,,,,,,,,
12,PT11M21.00S,2026-01-28T02:11:54.1Z,1,REGULAR,block,,[],1642461,,,1610612765,2,0,2026-01-28T02:30:38Z,120000,False,,,0,,S. Jones BLOCK (1 BLK),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2026-01-28T02:11:55.1Z,1,REGULAR,rebound,offensive,[],202699,,,1610612765,2,0,2026-01-28T02:13:34Z,130000,False,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,
14,PT11M20.00S,2026-01-28T02:11:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,6.521024967148489,47.05882352941176,1610612765,2,2,2026-01-28T02:13:39Z,140000,False,15.0,9.0,1,left,T. Harris putback Layup (2 PTS),[202699],1610612765.0,DET,putback,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.71,,,,,,,,,,,,
15,PT11M07.00S,2026-01-28T02:12:08.7Z,1,REGULAR,2pt,Jump Shot,[],202685,75.24638633377135,59.55882352941176,1610612743,2,2,2026-01-28T02:14:34Z,150000,False,48.0,180.0,1,right,MISS J. Valančiūnas 18' Jump Shot,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Center,,,,,,Missed,,18.64,,,,,,,,,,,,
16,PT11M05.00S,2026-01-28T02:12:10.7Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,2,2,2026-01-28T02:14:34Z,160000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
17,PT10M55.00S,2026-01-28T02:12:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.835085413929041,46.568627450980394,1610612765,2,4,2026-01-28T02:12:23Z,170000,False,17.0,21.0,1,left,C. Cunningham driving finger roll Layup (2 PTS) (D. Robinson 1 AST),"[1630595, 1629130]",1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.72,,,,,,,D. Robinson,1629130.0,1.0,,,
