actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-31T02:10:35.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-31T02:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-31T02:10:37.6Z,1,REGULAR,jumpball,recovered,[],1642461,,,1610612743,0,0,2026-01-31T02:10:37Z,40000,False,,,0,,Jump Ball N. Jokić vs. I. Zubac: Tip to S. Jones,"[1642461, 203999, 1627826]",1610612743.0,DEN,startperiod,S. Jones,1642461.0,Jones,S. Jones,Jokić,203999.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-01-31T02:10:51.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642461,11.645860709592641,44.85294117647059,1610612743,0,0,2026-01-31T02:11:17Z,70000,False,26.0,57.0,1,left,MISS S. Jones 6' turnaround Hook,[1642461],1610612743.0,DEN,turnaround,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-01-31T02:10:52.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,0,2026-01-31T02:10:52Z,80000,False,,,0,,N. Jokić REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M43.00S,2026-01-31T02:10:53.3Z,1,REGULAR,foul,personal,[],1627739,,,1610612743,0,0,2026-01-31T02:10:58Z,90000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 203999]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,1.0,0.0,Jokić,203999.0,,,,,,,,,
11,PT11M37.00S,2026-01-31T02:11:14.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642461,6.389618922470433,94.36274509803921,1610612743,3,0,2026-01-31T02:11:19Z,110000,False,-222.0,8.0,1,left,S. Jones 3PT  (3 PTS) (N. Jokić 1 AST),"[1642461, 203999]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,22.19,Made,,,,,,,,,,3.0,N. Jokić,203999.0,1.0,,,,,
13,PT11M19.00S,2026-01-31T02:11:32.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,90.22667542706965,3.6764705882352944,1610612746,3,3,2026-01-31T02:11:37Z,130000,False,-232.0,39.0,1,right,J. Collins 3PT  (3 PTS) (J. Harden 1 AST),"[1628381, 201935]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.49,Made,,,,,,,,,,3.0,J. Harden,201935.0,1.0,,,,,
15,PT11M05.00S,2026-01-31T02:11:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,8.754927726675426,46.81372549019608,1610612743,3,3,2026-01-31T02:11:57Z,150000,False,16.0,30.0,1,left,MISS P. Watson cutting Layup - blocked,"[1631212, 201935]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,Harden,201935.0,,,
16,PT11M05.00S,2026-01-31T02:11:48.4Z,1,REGULAR,block,,[],201935,,,1610612743,3,3,2026-01-31T02:11:51Z,160000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT11M05.00S,2026-01-31T02:11:48.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,3,3,2026-01-31T02:11:57Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,15.0,,,,,,,,,,,,,,,,,
