actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-02T02:42:54.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-02T02:42:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-02T02:42:57.7Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2026-02-02T02:42:57Z,40000,False,,,0,,Jump Ball C. Holmgren vs. N. Jokić: Tip to C. Wallace,"[1641717, 1631096, 203999]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Holmgren,1631096.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-02-02T02:43:08.4Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612760,0,0,2026-02-02T02:43:12Z,70000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1631212]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,1.0,Watson,1631212.0,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2026-02-02T02:43:08.4Z,1,REGULAR,steal,,[],1631212,,,1610612743,0,0,2026-02-02T02:43:10Z,80000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M38.00S,2026-02-02T02:43:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631212,8.09789750328515,47.30392156862745,1610612743,0,0,2026-02-02T02:43:44Z,90000,False,13.0,24.0,1,left,MISS P. Watson cutting Layup - blocked,"[1631212, 1628983]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,2.72,Missed,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,
10,PT11M38.00S,2026-02-02T02:43:16.3Z,1,REGULAR,block,,[],1628983,,,1610612743,0,0,2026-02-02T02:43:18Z,100000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M35.00S,2026-02-02T02:43:19.3Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,0,0,2026-02-02T02:43:20Z,110000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M22.00S,2026-02-02T02:43:32.0Z,1,REGULAR,3pt,Jump Shot,[],1641717,70.77858081471747,20.098039215686274,1610612760,0,3,2026-02-02T02:43:37Z,120000,False,-150.0,222.0,1,right,C. Wallace 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1641717, 1628983]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,26.78,Made,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,
14,PT11M01.00S,2026-02-02T02:43:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629618,6.915243101182654,55.392156862745104,1610612743,2,3,2026-02-02T02:43:57Z,140000,False,-27.0,13.0,1,left,J. Pickett cutting Layup (2 PTS) (J. Murray 1 AST),"[1629618, 1627750]",1610612743.0,DEN,cutting,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,,,,2.98,Made,,,,,,,2.0,J. Murray,1627750.0,1.0,,,,,
16,PT10M44.00S,2026-02-02T02:44:09.2Z,1,REGULAR,3pt,Jump Shot,[],1631096,70.12155059132719,77.94117647058823,1610612760,2,3,2026-02-02T02:44:13Z,160000,False,140.0,228.0,1,right,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,26.77,Missed,,,,,,,,,,,,,,,
