actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-18T02:10:10.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-18T02:10:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-18T02:10:12.9Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2025-11-18T02:10:12Z,40000,False,,,0,,Jump Ball N. Jokić vs. N. Vučević: Tip to A. Gordon,"[203932, 203999, 202696]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokić,203999.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-11-18T02:10:25.4Z,1,REGULAR,3pt,Jump Shot,[],1631212,2.9730617608409986,99.01960784313727,1610612743,3,0,2025-11-18T02:10:32Z,70000,False,-245.0,-25.0,1,left,P. Watson 24' 3PT  (3 PTS) (J. Murray 1 AST),"[1631212, 1627750]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,24.63,Made,3.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-11-18T02:10:47.3Z,1,REGULAR,3pt,Jump Shot,[],1630581,71.82982917214193,83.33333333333334,1610612741,3,0,2025-11-18T02:10:55Z,90000,False,167.0,212.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2025-11-18T02:10:51.3Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,3,0,2025-11-18T02:11:25Z,100000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2025-11-18T02:10:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,27.677398160315374,81.86274509803921,1610612743,3,0,2025-11-18T02:11:52Z,110000,False,-159.0,208.0,1,left,MISS J. Murray 26' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2025-11-18T02:10:59.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,3,0,2025-11-18T02:11:05Z,120000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M59.00S,2025-11-18T02:11:10.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,91.80354796320631,98.2843137254902,1610612741,3,0,2025-11-18T02:11:16Z,130000,False,241.0,25.0,1,right,MISS K. Huerter 24' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,24.26,Missed,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2025-11-18T02:11:14.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,3,0,2025-11-18T02:11:16Z,140000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2025-11-18T02:11:33.7Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612743,3,0,2025-11-18T02:11:42Z,150000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Jokić 2 FT),"[202696, 203999]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628954.0,1.0,0.0,Jokić,203999.0,,,,,
