actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
43,PT07M16.00S,2025-12-16T02:48:41.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,9,12,2025-12-16T02:48:43Z,430000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,
44,PT07M11.00S,2025-12-16T02:48:47.2Z,1,REGULAR,3pt,Jump Shot,[],1630578,66.44218134034165,50.245098039215684,1610612745,9,12,2025-12-16T02:48:52Z,440000,False,1.0,263.0,1,right,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
45,PT07M08.00S,2025-12-16T02:48:50.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,9,12,2025-12-16T02:48:50Z,450000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,,,
46,PT07M06.00S,2025-12-16T02:48:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,92.59198423127464,49.50980392156863,1610612745,9,14,2025-12-16T02:48:56Z,460000,False,-2.0,17.0,1,right,A. Sengun driving finger roll Layup (8 PTS),[1630578],1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.73,Made,8.0,,,,,,,,,,,,,,,,,
47,PT07M05.00S,2025-12-16T02:48:57.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,9,14,2025-12-16T02:48:57Z,470000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M46.00S,2025-12-16T02:52:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,5.732588699080158,53.67647058823529,1610612743,11,14,2025-12-16T02:52:56Z,490000,False,-18.0,1.0,1,left,J. Murray driving reverse Layup (4 PTS),[1627750],1610612743.0,DEN,driving reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.85,Made,4.0,,,,,,,,,,,,,,,,,
50,PT06M27.00S,2025-12-16T02:53:11.7Z,1,REGULAR,3pt,Jump Shot,[],201142,76.95466491458606,11.519607843137255,1610612745,11,17,2025-12-16T02:53:15Z,500000,False,-192.0,164.0,1,right,K. Durant 25' 3PT  (4 PTS) (A. Sengun 2 AST),"[201142, 1630578]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.29,Made,4.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
52,PT06M14.00S,2025-12-16T02:53:23.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,32.670827858081466,39.21568627450981,1610612743,14,17,2025-12-16T02:53:28Z,520000,False,54.0,255.0,1,left,J. Murray 26' 3PT pullup (7 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.02,Made,7.0,,,,,,,,,,,,,,,,,
53,PT06M09.00S,2025-12-16T02:53:32.9Z,1,REGULAR,foul,personal,[],1631212,,,1610612745,14,17,2025-12-16T02:54:18Z,530000,False,,,0,,P. Watson take personal FOUL (1 PF),"[1631212, 1641708]",1610612743.0,DEN,take,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627541.0,,,,,1.0,0.0,Thompson,1641708.0,,
55,PT06M09.00S,2025-12-16T02:53:41.1Z,1,REGULAR,substitution,out,[],1631212,,,1610612745,14,17,2025-12-16T02:53:43Z,550000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M09.00S,2025-12-16T02:53:41.1Z,1,REGULAR,substitution,in,[],203501,,,1610612745,14,17,2025-12-16T02:53:43Z,560000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M53.00S,2025-12-16T02:54:11.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.88370565045992,47.794117647058826,1610612745,14,19,2025-12-16T02:54:15Z,570000,False,-11.0,33.0,1,right,A. Sengun driving Hook (10 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.5,Made,10.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,
59,PT05M41.00S,2025-12-16T02:54:23.5Z,1,REGULAR,3pt,Jump Shot,[],1642461,7.5722733245729295,5.637254901960785,1610612743,14,19,2025-12-16T02:54:28Z,590000,False,222.0,19.0,1,left,MISS S. Jones 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,22.26,Missed,,,,,,,,,,,,,,,,,,
60,PT05M38.00S,2025-12-16T02:54:26.5Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,14,19,2025-12-16T02:54:28Z,600000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,
61,PT05M29.00S,2025-12-16T02:54:35.5Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,14,19,2025-12-16T02:54:38Z,610000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 203501]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,
62,PT05M29.00S,2025-12-16T02:54:35.5Z,1,REGULAR,steal,,[],203501,,,1610612743,14,19,2025-12-16T02:54:36Z,620000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
64,PT05M24.00S,2025-12-16T02:54:40.5Z,1,REGULAR,turnover,lost ball,[],1627750,,,1610612743,14,19,2025-12-16T02:54:43Z,640000,False,,,0,,J. Murray lost ball TURNOVER (1 TO),"[1627750, 1629006]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Okogie,1629006.0,,,,,,,,,,,
65,PT05M24.00S,2025-12-16T02:54:40.5Z,1,REGULAR,steal,,[],1629006,,,1610612745,14,19,2025-12-16T03:01:38Z,650000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
66,PT05M10.00S,2025-12-16T02:54:54.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,77.87450722733246,26.96078431372549,1610612745,14,19,2025-12-16T02:55:01Z,660000,False,-115.0,155.0,1,right,MISS J. Smith Jr. 19' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,19.35,Missed,,,,,,,,,,,,,,,,,,
67,PT05M06.00S,2025-12-16T02:54:58.6Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,14,19,2025-12-16T02:55:01Z,670000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,
68,PT04M57.00S,2025-12-16T02:55:06.9Z,1,REGULAR,3pt,Jump Shot,[],203501,31.882391590013142,56.86274509803921,1610612743,14,19,2025-12-16T02:56:55Z,680000,False,-34.0,247.0,1,left,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,24.96,Missed,,,,,,,,,,,,,,,,,,
69,PT04M54.00S,2025-12-16T02:55:09.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,14,19,2025-12-16T02:55:11Z,690000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,
70,PT04M48.00S,2025-12-16T02:55:17.7Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612745,14,19,2025-12-16T02:55:24Z,700000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Durant 2 FT),"[1642461, 201142]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,2534.0,,,,,1.0,1.0,Durant,201142.0,,
72,PT04M48.00S,2025-12-16T02:55:50.3Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,14,20,2025-12-16T02:55:50Z,720000,False,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
73,PT04M48.00S,2025-12-16T02:55:50.8Z,1,REGULAR,substitution,out,[],1629661,,,1610612745,14,20,2025-12-16T02:56:12Z,730000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M48.00S,2025-12-16T02:55:50.8Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,14,20,2025-12-16T02:56:12Z,740000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M48.00S,2025-12-16T02:55:50.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,14,20,2025-12-16T02:56:12Z,750000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M48.00S,2025-12-16T02:55:50.8Z,1,REGULAR,substitution,in,[],1628971,,,1610612745,14,20,2025-12-16T02:56:12Z,760000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M48.00S,2025-12-16T02:55:50.8Z,1,REGULAR,substitution,in,[],203500,,,1610612745,14,20,2025-12-16T02:56:12Z,770000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M48.00S,2025-12-16T02:55:50.8Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,14,20,2025-12-16T02:56:12Z,780000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M48.00S,2025-12-16T02:56:18.1Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612745,14,21,2025-12-16T02:56:18Z,790000,False,,,0,,K. Durant Free Throw 2 of 2 (6 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
80,PT04M39.00S,2025-12-16T02:56:29.6Z,1,REGULAR,2pt,Jump Shot,[],1627750,9.280551905387648,32.84313725490196,1610612743,14,21,2025-12-16T02:56:36Z,800000,False,86.0,35.0,1,left,MISS J. Murray 9' driving floating Shot - blocked,"[1627750, 201142]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,9.26,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
81,PT04M39.00S,2025-12-16T02:56:29.6Z,1,REGULAR,block,,[],201142,,,1610612743,14,21,2025-12-16T02:56:31Z,810000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
82,PT04M38.00S,2025-12-16T02:56:30.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,14,21,2025-12-16T02:56:36Z,820000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,
84,PT04M24.00S,2025-12-16T02:56:52.8Z,1,REGULAR,3pt,Jump Shot,[],1642263,65.39093298291722,46.07843137254902,1610612745,14,21,2025-12-16T02:56:58Z,840000,False,-20.0,273.0,1,right,MISS R. Sheppard 27' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
85,PT04M21.00S,2025-12-16T02:56:55.8Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,14,21,2025-12-16T02:56:58Z,850000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,
