actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
434,PT06M11.00S,2026-03-18T03:41:29.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,85,55,2026-03-18T03:41:31Z,4300000,False,,,0,,N. Jokić REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,433.0,6.0,6.0,0.0,,,,,,,,
435,PT06M07.00S,2026-03-18T03:41:33.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,4.155716162943495,48.28431372549019,1610612743,87,55,2026-03-18T03:41:38Z,4310000,False,9.0,-13.0,1,left,C. Braun running reverse Layup (20 PTS) (N. Jokić 13 AST),"[1631128, 203999]",1610612743.0,DEN,running reverse,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.59,Made,20.0,N. Jokić,203999.0,13.0,,,,,,,,,,,,,,
437,PT05M53.00S,2026-03-18T03:41:47.1Z,3,REGULAR,3pt,Jump Shot,[],1642348,69.85873850197109,73.0392156862745,1610612755,87,55,2026-03-18T03:41:53Z,4330000,False,115.0,231.0,1,right,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
438,PT05M50.00S,2026-03-18T03:41:50.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,87,55,2026-03-18T03:41:53Z,4340000,False,,,0,,N. Jokić REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,437.0,7.0,7.0,0.0,,,,,,,,
439,PT05M39.00S,2026-03-18T03:42:02.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.046649145860711,52.450980392156865,1610612743,87,55,2026-03-18T03:42:07Z,4350000,False,-12.0,14.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
440,PT05M38.00S,2026-03-18T03:42:03.0Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,87,55,2026-03-18T03:42:07Z,4360000,False,,,0,,J. Edwards REBOUND (Off:1 Def:3),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,439.0,4.0,3.0,1.0,,,,,,,,
441,PT05M26.00S,2026-03-18T03:42:17.6Z,3,REGULAR,foul,personal,[],1627750,,,1610612755,87,55,2026-03-18T03:42:23Z,4370000,False,,,0,,J. Murray personal FOUL (2 PF),"[1627750, 1629656]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,,,,,,,,,,2.0,0.0,Grimes,1629656.0
443,PT05M26.00S,2026-03-18T03:42:21.8Z,3,REGULAR,substitution,out,[],1629661,,,1610612755,87,55,2026-03-18T03:42:29Z,4390000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M26.00S,2026-03-18T03:42:21.8Z,3,REGULAR,substitution,out,[],203932,,,1610612755,87,55,2026-03-18T03:42:29Z,4400000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M26.00S,2026-03-18T03:42:21.8Z,3,REGULAR,substitution,in,[],203501,,,1610612755,87,55,2026-03-18T03:42:29Z,4410000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M26.00S,2026-03-18T03:42:21.8Z,3,REGULAR,substitution,in,[],1642461,,,1610612755,87,55,2026-03-18T03:42:29Z,4420000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M26.00S,2026-03-18T03:42:30.5Z,3,REGULAR,substitution,out,[],1642348,,,1610612755,87,55,2026-03-18T03:42:40Z,4430000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M26.00S,2026-03-18T03:42:30.5Z,3,REGULAR,substitution,out,[],1642845,,,1610612755,87,55,2026-03-18T03:42:40Z,4440000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M26.00S,2026-03-18T03:42:30.5Z,3,REGULAR,substitution,in,[],200768,,,1610612755,87,55,2026-03-18T03:42:40Z,4450000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M26.00S,2026-03-18T03:42:30.5Z,3,REGULAR,substitution,in,[],1626166,,,1610612755,87,55,2026-03-18T03:42:40Z,4460000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M11.00S,2026-03-18T03:43:05.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.72339027595268,48.529411764705884,1610612755,87,55,2026-03-18T03:45:21Z,4470000,False,-7.0,16.0,1,right,MISS A. Drummond cutting Layup,[203083],1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
452,PT05M10.00S,2026-03-18T03:43:06.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,87,55,2026-03-18T03:52:32Z,4480000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,451.0,3.0,2.0,1.0,,,,,,,,
510,PT05M10.00S,2026-03-18T03:43:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,93.87319316688567,50.0,1610612755,87,55,2026-03-18T03:52:10Z,4485000,False,0.0,5.0,1,right,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
511,PT05M10.00S,2026-03-18T03:43:06.5Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,87,55,2026-03-18T03:52:10Z,4487500,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,510.0,4.0,2.0,2.0,,,,,,,,
453,PT05M08.00S,2026-03-18T03:43:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,91.5407358738502,49.50980392156863,1610612755,87,55,2026-03-18T03:52:10Z,4490000,False,-2.0,27.0,1,right,MISS A. Drummond putback Layup,[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
454,PT05M07.00S,2026-03-18T03:43:08.7Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,87,55,2026-03-18T03:43:14Z,4500000,False,,,0,,C. Braun REBOUND (Off:0 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,453.0,5.0,5.0,0.0,,,,,,,,
455,PT05M00.00S,2026-03-18T03:43:15.4Z,3,REGULAR,3pt,Jump Shot,[],1642461,32.40801576872536,41.42156862745098,1610612743,87,55,2026-03-18T03:43:20Z,4510000,False,43.0,252.0,1,left,MISS S. Jones 25' 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
456,PT04M57.00S,2026-03-18T03:43:18.4Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,87,55,2026-03-18T03:43:20Z,4520000,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,455.0,5.0,3.0,2.0,,,,,,,,
457,PT04M42.00S,2026-03-18T03:43:34.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631230,84.57621550591328,48.03921568627451,1610612755,87,57,2026-03-18T03:43:39Z,4530000,False,-10.0,92.0,1,right,D. Barlow 9' turnaround Jump Shot (4 PTS) (A. Drummond 3 AST),"[1631230, 203083]",1610612755.0,PHI,turnaround,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,9.3,Made,4.0,A. Drummond,203083.0,3.0,,,,,,,,,,,,,,
459,PT04M21.00S,2026-03-18T03:43:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.046649145860711,48.28431372549019,1610612743,89,57,2026-03-18T03:43:59Z,4550000,False,9.0,14.0,1,left,N. Jokić cutting finger roll Layup (6 PTS) (T. Hardaway Jr. 3 AST),"[203999, 203501]",1610612743.0,DEN,cutting finger roll,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,1.62,Made,6.0,T. Hardaway Jr.,203501.0,3.0,,,,,,,,,,,,,,
462,PT04M11.00S,2026-03-18T03:44:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,88.51839684625493,52.94117647058824,1610612755,89,59,2026-03-18T03:44:21Z,4580000,False,15.0,55.0,1,right,Q. Grimes driving Layup (11 PTS) (C. Payne 1 AST),"[1629656, 1626166]",1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,11.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,
464,PT04M11.00S,2026-03-18T03:44:17.8Z,3,REGULAR,foul,personal,['1freethrow'],203999,,,1610612755,89,59,2026-03-18T03:45:40Z,4600000,False,,,0,,N. Jokić shooting personal FOUL (4 PF) (Grimes 1 FT),"[203999, 1629656]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,,,,,,,,,4.0,1.0,Grimes,1629656.0
466,PT04M11.00S,2026-03-18T03:44:37.1Z,3,REGULAR,foul,technical,['1freethrow'],203600,,,1610612755,89,59,2026-03-18T03:44:55Z,4620000,False,,,0,,TEAM foul technical,[203600],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,201245.0,,,,,,,,,,,,,
467,PT04M11.00S,2026-03-18T03:44:43.8Z,3,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,89,59,2026-03-18T03:44:43Z,4630000,False,,,0,,MISS Q. Grimes technical Free Throw 1 of 1,[1629656],1610612755.0,PHI,technical,,,Grimes,Q. Grimes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
468,PT04M11.00S,2026-03-18T03:44:43.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,89,59,2026-03-18T03:44:43Z,4640000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,
469,PT04M11.00S,2026-03-18T03:45:05.8Z,3,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,89,60,2026-03-18T03:45:05Z,4650000,False,,,0,,Q. Grimes Free Throw 1 of 1 (12 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
470,PT03M59.00S,2026-03-18T03:45:24.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,13.222733245729303,51.225490196078425,1610612743,91,60,2026-03-18T03:54:32Z,4660000,False,-6.0,72.0,1,left,N. Jokić 7' driving floating Jump Shot (8 PTS) (T. Hardaway Jr. 4 AST),"[203999, 203501]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,8.0,T. Hardaway Jr.,203501.0,4.0,,,,,,,,,,,,,,
472,PT03M36.00S,2026-03-18T03:45:47.5Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612755,91,60,2026-03-18T03:45:51Z,4680000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1642461]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,Jones,1642461.0,,,,
473,PT03M36.00S,2026-03-18T03:45:47.5Z,3,REGULAR,steal,,[],1642461,,,1610612743,91,60,2026-03-18T03:45:49Z,4690000,False,,,0,,S. Jones STEAL (1 STL),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
474,PT03M32.00S,2026-03-18T03:45:52.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203501,19.92444152431012,4.166666666666666,1610612743,91,60,2026-03-18T03:55:33Z,4700000,False,229.0,135.0,1,left,MISS T. Hardaway Jr. 26' running pullup 3PT,[203501],1610612743.0,DEN,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
475,PT03M28.00S,2026-03-18T03:45:56.3Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,91,60,2026-03-18T03:45:59Z,4710000,False,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,474.0,6.0,4.0,2.0,,,,,,,,
476,PT03M19.00S,2026-03-18T03:46:04.3Z,3,REGULAR,3pt,Jump Shot,[],1626166,76.82325886990802,86.51960784313727,1610612755,91,60,2026-03-18T03:56:03Z,4720000,False,183.0,165.0,1,right,MISS C. Payne 24' pullup 3PT,[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
477,PT03M17.00S,2026-03-18T03:46:06.3Z,3,REGULAR,rebound,defensive,[],1642461,,,1610612743,91,60,2026-03-18T03:46:08Z,4730000,False,,,0,,S. Jones REBOUND (Off:1 Def:2),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,476.0,3.0,2.0,1.0,,,,,,,,
478,PT03M12.00S,2026-03-18T03:46:11.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,5.995400788436268,52.450980392156865,1610612743,91,60,2026-03-18T03:46:21Z,4740000,False,-12.0,4.0,1,left,MISS C. Braun running reverse Layup,[1631128],1610612743.0,DEN,running reverse,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.29,Missed,,,,,,,,,,,,,,,,,,
479,PT03M11.00S,2026-03-18T03:46:12.8Z,3,REGULAR,rebound,defensive,[],200768,,,1610612755,91,60,2026-03-18T03:46:21Z,4750000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,478.0,2.0,2.0,0.0,,,,,,,,
480,PT03M03.00S,2026-03-18T03:46:24.7Z,3,REGULAR,foul,offensive,[],1631230,,,1610612755,91,60,2026-03-18T03:46:30Z,4760000,False,,,0,,D. Barlow charge offensive FOUL (3 PF),"[1631230, 1642461]",1610612755.0,PHI,charge,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,,,,,,,,,3.0,0.0,Jones,1642461.0
482,PT03M03.00S,2026-03-18T03:46:24.7Z,3,REGULAR,turnover,offensive foul,[],1631230,,,1610612755,91,60,2026-03-18T03:46:24Z,4780000,False,,,0,,D. Barlow offensive foul TURNOVER (3 TO),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,3.0,,,,,,,,,,,,
483,PT03M03.00S,2026-03-18T03:46:29.2Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,91,60,2026-03-18T03:46:51Z,4790000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M03.00S,2026-03-18T03:46:29.2Z,3,REGULAR,substitution,out,[],1629656,,,1610612743,91,60,2026-03-18T03:46:51Z,4800000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M03.00S,2026-03-18T03:46:29.2Z,3,REGULAR,substitution,out,[],1631230,,,1610612743,91,60,2026-03-18T03:46:51Z,4810000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M03.00S,2026-03-18T03:46:29.2Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,91,60,2026-03-18T03:46:51Z,4820000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M03.00S,2026-03-18T03:46:29.2Z,3,REGULAR,substitution,in,[],1630699,,,1610612743,91,60,2026-03-18T03:46:51Z,4830000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M03.00S,2026-03-18T03:46:29.2Z,3,REGULAR,substitution,in,[],1630570,,,1610612743,91,60,2026-03-18T03:46:51Z,4840000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M51.00S,2026-03-18T03:47:06.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203501,23.73521681997372,11.27450980392157,1610612743,91,60,2026-03-18T03:47:11Z,4850000,False,194.0,171.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
490,PT02M48.00S,2026-03-18T03:47:09.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,91,60,2026-03-18T03:47:11Z,4860000,False,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,489.0,7.0,5.0,2.0,,,,,,,,
491,PT02M35.00S,2026-03-18T03:47:22.7Z,3,REGULAR,3pt,Jump Shot,[],1630699,67.36202365308804,68.62745098039215,1610612755,91,63,2026-03-18T03:47:27Z,4870000,False,93.0,254.0,1,right,M. Beauchamp 27' 3PT  (6 PTS) (T. Watford 3 AST),"[1630699, 1630570]",1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,27.08,Made,6.0,T. Watford,1630570.0,3.0,,,,,,,,,,,,,,
493,PT02M21.00S,2026-03-18T03:47:36.5Z,3,REGULAR,3pt,Jump Shot,[],1628971,8.360709592641262,98.2843137254902,1610612743,94,63,2026-03-18T03:47:41Z,4890000,False,-241.0,26.0,1,left,B. Brown 24' 3PT  (7 PTS) (N. Jokić 14 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,24.28,Made,7.0,N. Jokić,203999.0,14.0,,,,,,,,,,,,,,
495,PT02M06.00S,2026-03-18T03:47:51.6Z,3,REGULAR,3pt,Jump Shot,[],203083,92.46057818659659,1.4705882352941175,1610612755,94,66,2026-03-18T03:47:56Z,4910000,False,-243.0,18.0,1,right,A. Drummond 24' 3PT  (7 PTS) (K. Lowry 1 AST),"[203083, 200768]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,24.33,Made,7.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,
497,PT01M56.00S,2026-03-18T03:48:02.7Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,94,66,2026-03-18T03:48:06Z,4930000,False,,,0,,N. Jokić bad pass TURNOVER (5 TO),"[203999, 1626166]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,,,,,,5.0,,,,,,,Payne,1626166.0,,,,
498,PT01M56.00S,2026-03-18T03:48:02.7Z,3,REGULAR,steal,,[],1626166,,,1610612755,94,66,2026-03-18T04:14:06Z,4940000,False,,,0,,C. Payne STEAL (2 STL),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
499,PT01M52.00S,2026-03-18T03:48:06.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630699,74.32654402102497,84.06862745098039,1610612755,94,69,2026-03-18T03:48:12Z,4950000,False,170.0,189.0,1,right,M. Beauchamp 25' 3PT running pullup (9 PTS) (K. Lowry 2 AST),"[1630699, 200768]",1610612755.0,PHI,running pullup,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,25.43,Made,9.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,
501,PT01M39.00S,2026-03-18T03:48:21.8Z,3,REGULAR,foul,personal,[],203083,,,1610612743,94,69,2026-03-18T03:48:29Z,4970000,False,,,0,,A. Drummond personal FOUL (3 PF),"[203083, 203999]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,,,,,1626302.0,,,,,,,,,,3.0,0.0,Jokić,203999.0
503,PT01M39.00S,2026-03-18T03:48:30.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,94,69,2026-03-18T03:48:30Z,4990000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M39.00S,2026-03-18T03:51:35.7Z,3,REGULAR,substitution,out,[],203999,,,1610612743,94,69,2026-03-18T03:51:53Z,5000000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT01M39.00S,2026-03-18T03:51:35.7Z,3,REGULAR,substitution,in,[],202685,,,1610612743,94,69,2026-03-18T03:51:53Z,5010000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M32.00S,2026-03-18T03:51:57.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,19.398817345597898,37.99019607843137,1610612743,94,69,2026-03-18T03:52:04Z,5020000,False,60.0,130.0,1,left,MISS B. Brown 14' pullup Shot,[1628971],1610612743.0,DEN,pullup,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,14.3,Missed,,,,,,,,,,,,,,,,,,
507,PT01M29.00S,2026-03-18T03:52:00.8Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,94,69,2026-03-18T03:52:04Z,5030000,False,,,0,,A. Drummond REBOUND (Off:2 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,506.0,8.0,6.0,2.0,,,,,,,,
508,PT01M25.00S,2026-03-18T03:52:05.8Z,3,REGULAR,turnover,bad pass,[],1630570,,,1610612755,94,69,2026-03-18T03:52:09Z,5040000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 203501]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,Hardaway Jr.,203501.0,,,,
509,PT01M25.00S,2026-03-18T03:52:05.8Z,3,REGULAR,steal,,[],203501,,,1610612743,94,69,2026-03-18T03:52:08Z,5050000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
512,PT01M22.00S,2026-03-18T03:52:11.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612743,94,69,2026-03-18T03:52:19Z,5060000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Braun 2 FT),"[200768, 1631128]",1610612755.0,PHI,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Braun,1631128.0
514,PT01M22.00S,2026-03-18T03:52:37.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,95,69,2026-03-18T04:04:45Z,5080000,False,,,0,,C. Braun Free Throw 1 of 2 (21 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
515,PT01M22.00S,2026-03-18T03:52:37.3Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,96,69,2026-03-18T04:04:45Z,5090000,False,,,0,,C. Braun Free Throw 2 of 2 (22 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
516,PT01M07.00S,2026-03-18T03:53:10.4Z,3,REGULAR,3pt,Jump Shot,[],1630699,67.09921156373193,43.627450980392155,1610612755,96,69,2026-03-18T03:53:16Z,5100000,False,-32.0,257.0,1,right,MISS M. Beauchamp 25' pullup 3PT,[1630699],1610612755.0,PHI,pullup,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,25.88,Missed,,,,,,,,,,,,,,,,,,
517,PT01M04.00S,2026-03-18T03:53:13.4Z,3,REGULAR,rebound,defensive,[],1642461,,,1610612743,96,69,2026-03-18T03:53:16Z,5110000,False,,,0,,S. Jones REBOUND (Off:1 Def:3),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,516.0,4.0,3.0,1.0,,,,,,,,
518,PT00M58.50S,2026-03-18T03:53:19.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612743,96,69,2026-03-18T03:53:35Z,5120000,False,,,0,,A. Drummond personal FOUL (4 PF) (Brown 2 FT),"[203083, 1628971]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,,,,,,,,,,4.0,0.0,Brown,1628971.0
