actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-26T01:13:37.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-26T01:13:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-26T01:13:40.8Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2025-10-26T01:13:40Z,40000,False,,,0,,Jump Ball N. Jokić vs. O. Ighodaro: Tip to J. Murray,"[1627750, 203999, 1642345]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokić,203999.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-10-26T01:13:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,72.09264126149803,79.90196078431373,1610612743,3,0,2025-10-26T01:14:00Z,70000,False,150.0,210.0,1,right,C. Johnson 25' 3PT  (3 PTS) (N. Jokić 1 AST),"[1629661, 203999]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.76,Made,3.0,N. Jokić,203999.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-10-26T01:14:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.670827858081466,47.794117647058826,1610612756,3,3,2025-10-26T01:14:38Z,90000,False,11.0,255.0,1,left,G. Allen 25' 3PT pullup (3 PTS) (D. Booker 1 AST),"[1628960, 1626164]",1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,25.48,Made,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
11,PT11M00.00S,2025-10-26T01:14:36.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,94.69448094612353,51.470588235294116,1610612743,5,3,2025-10-26T01:14:41Z,110000,False,7.0,-3.0,1,right,A. Gordon cutting DUNK (2 PTS) (N. Jokić 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,N. Jokić,203999.0,2.0,,,,,,,,,,,,,,
14,PT10M44.00S,2025-10-26T01:14:59.3Z,1,REGULAR,foul,offensive,[],1628415,,,1610612756,5,3,2025-10-26T01:15:39Z,140000,False,,,0,,D. Brooks offensive FOUL (1 PF),"[1628415, 1627750]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202037.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
16,PT10M44.00S,2025-10-26T01:14:59.3Z,1,REGULAR,turnover,offensive foul,[],1628415,,,1610612756,5,3,2025-10-26T01:14:59Z,160000,False,,,0,,D. Brooks offensive foul TURNOVER (1 TO),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202037.0,,,,,1.0,,,,,,,,
17,PT10M20.00S,2025-10-26T01:15:33.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631128,88.64980289093299,87.99019607843137,1610612743,5,3,2025-10-26T01:15:39Z,170000,False,190.0,54.0,1,right,MISS C. Braun 19' step back Shot,[1631128],1610612743.0,DEN,step back,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right,19.76,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2025-10-26T01:15:35.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,5,3,2025-10-26T01:15:39Z,180000,False,,,0,,N. Jokić REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,
19,PT10M10.00S,2025-10-26T01:15:42.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627750,76.42904073587385,13.970588235294118,1610612743,5,3,2025-10-26T01:15:49Z,190000,False,-180.0,169.0,1,right,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.7,Missed,,,,,,,,,,,,,,,,,,
20,PT10M08.00S,2025-10-26T01:15:44.9Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,5,3,2025-10-26T01:16:45Z,200000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,
21,PT10M02.00S,2025-10-26T01:15:53.9Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,5,3,2025-10-26T01:16:07Z,210000,False,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 1631128]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,Braun,1631128.0,,
22,PT10M02.00S,2025-10-26T01:15:53.9Z,1,REGULAR,steal,,[],1631128,,,1610612743,5,3,2025-10-26T01:15:57Z,220000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M02.00S,2025-10-26T01:16:22.8Z,1,REGULAR,jumpball,recovered,[],203999,,,1610612743,5,3,2025-10-26T01:17:14Z,230000,False,,,0,,Jump Ball J. Murray vs. O. Ighodaro: Tip to N. Jokić,"[203999, 1627750, 1642345]",1610612743.0,DEN,heldball,N. Jokić,203999.0,Jokić,N. Jokić,Murray,1627750.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2025-10-26T01:16:30.5Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,5,3,2025-10-26T01:16:34Z,260000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1628415]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,Brooks,1628415.0,,
27,PT09M50.00S,2025-10-26T01:16:30.5Z,1,REGULAR,steal,,[],1628415,,,1610612756,5,3,2025-10-26T01:16:32Z,270000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2025-10-26T01:16:39.0Z,1,REGULAR,foul,personal,[],1631128,,,1610612756,5,3,2025-10-26T01:16:49Z,280000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 1628415]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,202037.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,
30,PT09M41.00S,2025-10-26T01:17:03.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,26.10052562417871,35.049019607843135,1610612756,5,3,2025-10-26T01:17:08Z,300000,False,75.0,193.0,1,left,MISS D. Booker 20' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,20.68,Missed,,,,,,,,,,,,,,,,,,
31,PT09M38.00S,2025-10-26T01:17:06.7Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,5,3,2025-10-26T01:17:08Z,310000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,
32,PT09M31.00S,2025-10-26T01:17:16.3Z,1,REGULAR,foul,personal,[],1628960,,,1610612743,5,3,2025-10-26T01:17:26Z,320000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 203932]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,1.0,0.0,Gordon,203932.0,,,,,,,,,
34,PT09M19.00S,2025-10-26T01:17:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.24901445466492,47.05882352941176,1610612743,7,3,2025-10-26T01:19:23Z,340000,False,-15.0,11.0,1,right,J. Murray driving Layup (2 PTS) (N. Jokić 3 AST),"[1627750, 203999]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,N. Jokić,203999.0,3.0,,,,,,,,,,,,,,
36,PT09M06.00S,2025-10-26T01:18:11.3Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,7,3,2025-10-26T01:18:15Z,360000,False,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 203999]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,Jokić,203999.0,,
37,PT09M06.00S,2025-10-26T01:18:11.3Z,1,REGULAR,steal,,[],203999,,,1610612743,7,3,2025-10-26T01:18:13Z,370000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2025-10-26T01:18:16.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,92.59198423127464,49.26470588235294,1610612743,9,3,2025-10-26T01:18:21Z,380000,False,-4.0,17.0,1,right,C. Braun running DUNK (2 PTS) (N. Jokić 4 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,,,
40,PT08M49.00S,2025-10-26T01:18:28.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642345,11.251642575558476,51.71568627450981,1610612756,9,3,2025-10-26T01:18:33Z,400000,False,-9.0,53.0,1,left,MISS O. Ighodaro floating Shot,[1642345],1610612756.0,PHX,floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
41,PT08M47.00S,2025-10-26T01:18:30.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,3,2025-10-26T01:18:33Z,410000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,40.0,2.0,1.0,1.0,,,,
42,PT08M45.00S,2025-10-26T01:18:32.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,79.58278580814718,10.784313725490197,1610612743,9,3,2025-10-26T01:20:17Z,420000,False,-196.0,139.0,1,right,MISS J. Murray 24' running 3PT,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.06,Missed,,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2025-10-26T01:18:36.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,9,3,2025-10-26T01:18:43Z,430000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,
44,PT08M36.00S,2025-10-26T01:18:44.3Z,1,REGULAR,foul,personal,[],203999,,,1610612756,9,3,2025-10-26T01:18:58Z,440000,False,,,0,,N. Jokić personal FOUL (1 PF),"[203999, 1626164]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,1626301.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
46,PT08M31.00S,2025-10-26T01:19:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.013797634691194,47.794117647058826,1610612756,9,3,2025-10-26T01:19:20Z,460000,False,11.0,248.0,1,left,MISS G. Allen 24' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
47,PT08M28.00S,2025-10-26T01:19:18.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,3,2025-10-26T01:19:20Z,470000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,46.0,3.0,2.0,1.0,,,,
48,PT08M15.00S,2025-10-26T01:19:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1642345,,,1610612743,9,3,2025-10-26T01:20:02Z,480000,False,,,0,,O. Ighodaro shooting personal FOUL (1 PF) (Gordon 2 FT),"[1642345, 203932]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,1.0,0.0,Gordon,203932.0,,,,,,,,,
50,PT08M15.00S,2025-10-26T01:20:05.7Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,10,3,2025-10-26T01:20:05Z,500000,False,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
51,PT08M15.00S,2025-10-26T01:20:22.0Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,11,3,2025-10-26T01:20:22Z,510000,False,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
52,PT08M08.00S,2025-10-26T01:20:30.3Z,1,REGULAR,3pt,Jump Shot,[],1626164,30.436925098554536,70.09803921568627,1610612756,11,3,2025-10-26T01:20:36Z,520000,False,-100.0,234.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
53,PT08M04.00S,2025-10-26T01:20:33.8Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,11,3,2025-10-26T01:20:33Z,530000,False,,,0,,R. Dunn REBOUND (Off:1 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,
54,PT07M55.00S,2025-10-26T01:20:43.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,4.418528252299605,97.79411764705883,1610612756,11,6,2025-10-26T01:21:43Z,540000,False,-239.0,-11.0,1,left,G. Allen 3PT  (6 PTS) (R. Dunn 1 AST),"[1628960, 1642346]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.93,Made,6.0,R. Dunn,1642346.0,1.0,,,,,,,,,,,,,,
56,PT07M42.00S,2025-10-26T01:20:56.0Z,1,REGULAR,3pt,Jump Shot,[],203932,88.25558475689881,95.34313725490196,1610612743,11,6,2025-10-26T01:21:00Z,560000,False,227.0,58.0,1,right,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
