actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-29T02:40:42.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-29T02:40:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-29T02:40:46.1Z,1,REGULAR,jumpball,recovered,[],1630577,,,1610612759,0,0,2025-11-29T02:40:46Z,40000,False,,,0,,Jump Ball L. Kornet vs. N. Jokić: Tip to J. Champagnie,"[1630577, 1628436, 203999]",1610612759.0,SAS,startperiod,J. Champagnie,1630577.0,Champagnie,J. Champagnie,Kornet,1628436.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-11-29T02:41:04.0Z,1,REGULAR,2pt,Jump Shot,[],1630170,15.325229960578188,80.3921568627451,1610612759,0,2,2025-11-29T02:41:12Z,70000,False,-152.0,92.0,1,left,D. Vassell 17' pullup Jump Shot (2 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,17.75,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M19.00S,2025-11-29T02:41:22.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,67.88764783180025,69.36274509803921,1610612743,3,2,2025-11-29T02:41:26Z,90000,False,97.0,249.0,1,right,J. Murray 26' 3PT  (3 PTS) (N. Jokić 1 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.75,Made,3.0,N. Jokić,203999.0,1.0,,,,,,,,,,,,,,
11,PT11M05.00S,2025-11-29T02:41:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,7.178055190538765,48.28431372549019,1610612759,3,4,2025-11-29T02:41:42Z,110000,False,9.0,15.0,1,left,J. Champagnie cutting Layup (2 PTS) (H. Barnes 1 AST),"[1630577, 203084]",1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
13,PT10M49.00S,2025-11-29T02:41:52.7Z,1,REGULAR,2pt,Jump Shot,[],1631212,79.31997371879106,67.8921568627451,1610612743,5,4,2025-11-29T02:42:44Z,130000,False,89.0,142.0,1,right,P. Watson 16' pullup Jump Shot (2 PTS) (N. Jokić 2 AST),"[1631212, 203999]",1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,16.78,Made,2.0,N. Jokić,203999.0,2.0,,,,,,,,,,,,,,
15,PT10M35.00S,2025-11-29T02:42:07.6Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612759,5,4,2025-11-29T02:42:11Z,150000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1642461]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Jones,1642461.0,,,,,,,,,,,
16,PT10M35.00S,2025-11-29T02:42:07.6Z,1,REGULAR,steal,,[],1642461,,,1610612743,5,4,2025-11-29T02:42:09Z,160000,False,,,0,,S. Jones STEAL (1 STL),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M24.00S,2025-11-29T02:42:18.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,84.83902759526939,50.98039215686274,1610612743,7,4,2025-11-29T02:42:24Z,170000,False,5.0,90.0,1,right,J. Murray 9' driving floating Jump Shot (5 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,9.01,Made,5.0,,,,,,,,,,,,,,,,,
19,PT10M06.00S,2025-11-29T02:42:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,33.98488830486202,45.83333333333333,1610612759,7,7,2025-11-29T02:42:43Z,190000,False,21.0,267.0,1,left,J. Champagnie 26' 3PT  (5 PTS) (D. Fox 1 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,26.78,Made,5.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
