actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
176,PT00M58.90S,2026-02-12T02:38:52.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641713,,,1610612763,26,23,2026-02-12T02:38:52Z,1740000,False,,,0,,G. Jackson Free Throw 2 of 2 (4 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
177,PT00M48.20S,2026-02-12T02:39:04.8Z,1,REGULAR,2pt,Jump Shot,[],203501,81.42247043363994,32.59803921568628,1610612743,28,23,2026-02-12T02:39:14Z,1750000,False,-87.0,122.0,1,right,T. Hardaway Jr. 14' pullup Jump Shot (5 PTS) (B. Brown 1 AST),"[203501, 1628971]",1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,14.99,Made,5.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
179,PT00M34.80S,2026-02-12T02:39:21.1Z,1,REGULAR,3pt,Jump Shot,[],1641707,7.046649145860711,95.83333333333334,1610612763,28,26,2026-02-12T02:39:26Z,1770000,False,-229.0,14.0,1,left,T. Hendricks 3PT  (8 PTS) (C. Spencer 1 AST),"[1641707, 1642285]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,22.96,Made,8.0,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
181,PT00M24.70S,2026-02-12T02:39:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.19776609724047,46.07843137254902,1610612743,30,26,2026-02-12T02:39:41Z,1790000,False,-20.0,21.0,1,right,B. Brown cutting Layup (4 PTS) (N. Jokić 5 AST),"[1628971, 203999]",1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.86,Made,4.0,N. Jokić,203999.0,5.0,,,,,,,,,,,,,,
183,PT00M01.50S,2026-02-12T02:40:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642942,16.245072273324574,54.90196078431373,1610612763,30,28,2026-02-12T02:40:07Z,1810000,False,-25.0,100.0,1,left,J. Mashack 10' turnaround fadeaway Jump Shot (2 PTS) (C. Spencer 2 AST),"[1642942, 1642285]",1610612763.0,MEM,turnaround fadeaway,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),8-16 Center,10.32,Made,2.0,C. Spencer,1642285.0,2.0,,,,,,,,,,,,,,
185,PT00M00.30S,2026-02-12T02:40:13.9Z,1,REGULAR,heave,,[],0,,,1610612743,30,28,2026-02-12T02:47:27Z,1830000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,55.67,,,,,,,,,,,,,,,,,,,
186,PT00M00.10S,2026-02-12T02:40:14.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,30,28,2026-02-12T02:47:27Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,185.0,,,,,,,
187,PT00M00.00S,2026-02-12T02:40:41.4Z,1,REGULAR,period,end,[],0,,,1610612743,30,28,2026-02-12T02:40:41Z,1850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-02-12T02:42:32.1Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,30,28,2026-02-12T02:43:01Z,1860000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-02-12T02:42:32.1Z,2,REGULAR,substitution,out,['startperiod'],1641707,,,1610612743,30,28,2026-02-12T02:43:01Z,1870000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-02-12T02:42:32.1Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,30,28,2026-02-12T02:43:01Z,1880000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2026-02-12T02:42:32.1Z,2,REGULAR,substitution,in,['startperiod'],1642377,,,1610612743,30,28,2026-02-12T02:43:01Z,1890000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2026-02-12T02:43:02.3Z,2,REGULAR,period,start,[],0,,,1610612763,30,28,2026-02-12T02:43:02Z,1900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M46.00S,2026-02-12T02:43:15.4Z,2,REGULAR,3pt,Jump Shot,[],1641713,30.17411300919842,24.509803921568626,1610612763,30,28,2026-02-12T02:43:23Z,1910000,False,127.0,231.0,1,left,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
194,PT11M44.00S,2026-02-12T02:43:17.4Z,2,REGULAR,rebound,offensive,[],1643133,,,1610612763,30,28,2026-02-12T02:49:13Z,1920000,False,,,0,,L. Lovering REBOUND (Off:1 Def:1),[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,193.0,2.0,1.0,1.0,,,,
196,PT11M37.00S,2026-02-12T02:43:23.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642942,30.436925098554536,66.91176470588235,1610612763,30,31,2026-02-12T02:43:38Z,1940000,False,-85.0,234.0,1,left,J. Mashack 24' 3PT  (5 PTS) (C. Spencer 3 AST),"[1642942, 1642285]",1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Left Center,24.84,Made,5.0,C. Spencer,1642285.0,3.0,,,,,,,,,,,,,,
198,PT11M10.00S,2026-02-12T02:43:51.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.64980289093299,58.333333333333336,1610612743,30,31,2026-02-12T02:43:58Z,1960000,False,42.0,54.0,1,right,MISS J. Valančiūnas 6' driving Hook,[202685],1610612743.0,DEN,driving,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
199,PT11M08.00S,2026-02-12T02:43:53.2Z,2,REGULAR,rebound,defensive,[],1643133,,,1610612763,30,31,2026-02-12T02:43:58Z,1970000,False,,,0,,L. Lovering REBOUND (Off:1 Def:2),[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,198.0,3.0,2.0,1.0,,,,
200,PT11M02.00S,2026-02-12T02:44:01.6Z,2,REGULAR,foul,personal,[],1628971,,,1610612763,30,31,2026-02-12T02:44:17Z,1980000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1642285]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,1627962.0,,1.0,0.0,Spencer,1642285.0,,,,,,,,
202,PT11M02.00S,2026-02-12T02:44:11.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612763,30,31,2026-02-12T02:44:13Z,2000000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M02.00S,2026-02-12T02:44:11.5Z,2,REGULAR,substitution,in,[],1631128,,,1610612763,30,31,2026-02-12T02:44:13Z,2010000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M55.00S,2026-02-12T02:44:26.9Z,2,REGULAR,3pt,Jump Shot,[],1642942,23.47240473061761,10.53921568627451,1610612763,30,31,2026-02-12T02:44:30Z,2020000,False,197.0,168.0,1,left,MISS J. Mashack 25' 3PT,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
205,PT10M53.00S,2026-02-12T02:44:28.9Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,30,31,2026-02-12T02:44:30Z,2030000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,204.0,3.0,3.0,0.0,,,,
206,PT10M43.00S,2026-02-12T02:44:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,85.23324572930355,56.61764705882353,1610612743,32,31,2026-02-12T02:44:47Z,2040000,False,33.0,86.0,1,right,C. Braun 9' driving floating Jump Shot (6 PTS),[1631128],1610612743.0,DEN,driving floating,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,9.24,Made,6.0,,,,,,,,,,,,,,,,,
207,PT10M26.00S,2026-02-12T02:44:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642942,7.178055190538765,56.86274509803921,1610612763,32,31,2026-02-12T02:45:18Z,2050000,False,-34.0,15.0,1,left,MISS J. Mashack driving finger roll Layup,[1642942],1610612763.0,MEM,driving finger roll,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
208,PT10M25.00S,2026-02-12T02:44:57.1Z,2,REGULAR,rebound,offensive,[],1643133,,,1610612763,32,31,2026-02-12T02:44:57Z,2060000,False,,,0,,L. Lovering REBOUND (Off:2 Def:2),[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,207.0,4.0,2.0,2.0,,,,
210,PT10M25.00S,2026-02-12T02:44:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1643133,8.886333771353483,49.754901960784316,1610612763,32,31,2026-02-12T02:51:57Z,2080000,False,1.0,31.0,1,left,MISS L. Lovering putback Layup,[1643133],1610612763.0,MEM,putback,,,Lovering,L. Lovering,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
211,PT10M24.00S,2026-02-12T02:44:58.8Z,2,REGULAR,rebound,offensive,[],1642942,,,1610612763,32,31,2026-02-12T02:51:57Z,2090000,False,,,0,,J. Mashack REBOUND (Off:1 Def:0),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,210.0,1.0,0.0,1.0,,,,
212,PT10M23.00S,2026-02-12T02:45:01.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642942,5.590000152587891,50.0,1610612763,32,31,2026-02-12T02:52:53Z,2100000,False,0.0,0.0,1,left,MISS J. Mashack tip Layup,[1642942],1610612763.0,MEM,tip,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
213,PT10M22.00S,2026-02-12T02:45:02.6Z,2,REGULAR,rebound,defensive,[],1629618,,,1610612743,32,31,2026-02-12T02:52:53Z,2110000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,212.0,1.0,1.0,0.0,,,,
214,PT10M01.00S,2026-02-12T02:45:23.8Z,2,REGULAR,2pt,Jump Shot,[],1629661,92.32917214191852,28.676470588235293,1610612743,32,31,2026-02-12T02:45:37Z,2120000,False,-107.0,20.0,1,right,MISS C. Johnson 10' turnaround Shot - blocked,"[1629661, 1642377]",1610612743.0,DEN,turnaround,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,10.84,Missed,,,,,,,,,,,,,,,,,Wells,1642377.0
308,PT10M01.00S,2026-02-12T02:45:23.8Z,2,REGULAR,block,,[],1642377,,,1610612743,32,31,2026-02-12T03:04:25Z,2125000,False,,,0,,J. Wells BLOCK (1 BLK),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
215,PT10M01.00S,2026-02-12T02:45:23.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,32,31,2026-02-12T02:45:37Z,2130000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,214.0,,,,,,,
217,PT10M01.00S,2026-02-12T02:45:28.0Z,2,REGULAR,substitution,out,[],1643133,,,1610612763,32,31,2026-02-12T02:45:52Z,2150000,False,,,0,,SUB out: L. Lovering,[1643133],1610612763.0,MEM,,,,Lovering,L. Lovering,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT10M01.00S,2026-02-12T02:45:28.0Z,2,REGULAR,substitution,out,[],1642285,,,1610612763,32,31,2026-02-12T02:45:52Z,2160000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT10M01.00S,2026-02-12T02:45:28.0Z,2,REGULAR,substitution,in,[],1629660,,,1610612763,32,31,2026-02-12T02:45:52Z,2170000,False,,,0,,SUB in: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT10M01.00S,2026-02-12T02:45:28.0Z,2,REGULAR,substitution,in,[],203937,,,1610612763,32,31,2026-02-12T02:45:52Z,2180000,False,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M40.00S,2026-02-12T02:46:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.828515111695138,43.627450980392155,1610612763,32,33,2026-02-12T02:54:26Z,2190000,False,32.0,68.0,1,left,K. Anderson 7' driving floating Jump Shot (2 PTS),[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,2.0,,,,,,,,,,,,,,,,,
222,PT09M17.00S,2026-02-12T02:46:35.5Z,2,REGULAR,3pt,Jump Shot,[],1629661,68.67608409986859,73.0392156862745,1610612743,35,33,2026-02-12T02:46:40Z,2200000,False,115.0,242.0,1,right,C. Johnson 26' 3PT  (3 PTS) (C. Braun 2 AST),"[1629661, 1631128]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,26.79,Made,3.0,C. Braun,1631128.0,2.0,,,,,,,,,,,,,,
224,PT08M57.00S,2026-02-12T02:46:56.2Z,2,REGULAR,2pt,Jump Shot,[],1629660,10.068988173455978,32.59803921568628,1610612763,35,33,2026-02-12T02:55:38Z,2220000,False,87.0,42.0,1,left,MISS T. Jerome 9' driving floating bank Shot,[1629660],1610612763.0,MEM,driving floating bank,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Right,9.67,Missed,,,,,,,,,,,,,,,,,,
225,PT08M55.00S,2026-02-12T02:46:58.2Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,35,33,2026-02-12T02:47:02Z,2230000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,
226,PT08M47.00S,2026-02-12T02:47:06.6Z,2,REGULAR,3pt,Jump Shot,[],203501,71.69842312746385,15.686274509803921,1610612743,38,33,2026-02-12T02:47:11Z,2240000,False,-172.0,214.0,1,right,T. Hardaway Jr. 27' 3PT  (8 PTS) (C. Johnson 1 AST),"[203501, 1629661]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,27.39,Made,8.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,,,
228,PT08M30.00S,2026-02-12T02:47:22.3Z,2,REGULAR,3pt,Jump Shot,[],1642377,24.129434954007884,87.5,1610612763,38,33,2026-02-12T02:47:27Z,2260000,False,-188.0,174.0,1,left,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
229,PT08M28.00S,2026-02-12T02:47:24.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612743,38,33,2026-02-12T02:47:27Z,2270000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,228.0,3.0,3.0,0.0,,,,
230,PT08M20.00S,2026-02-12T02:47:33.3Z,2,REGULAR,3pt,Jump Shot,[],203501,64.33968462549278,50.0,1610612743,41,33,2026-02-12T02:47:38Z,2280000,False,0.0,283.0,1,right,T. Hardaway Jr. 28' 3PT pullup (11 PTS),[203501],1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,28.27,Made,11.0,,,,,,,,,,,,,,,,,
231,PT08M18.00S,2026-02-12T02:47:38.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,41,33,2026-02-12T02:47:38Z,2290000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M18.00S,2026-02-12T02:49:59.1Z,2,REGULAR,substitution,out,[],1642942,,,1610612763,41,33,2026-02-12T02:50:17Z,2300000,False,,,0,,SUB out: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M18.00S,2026-02-12T02:49:59.1Z,2,REGULAR,substitution,out,[],1641713,,,1610612763,41,33,2026-02-12T02:50:17Z,2310000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M18.00S,2026-02-12T02:49:59.1Z,2,REGULAR,substitution,in,[],203484,,,1610612763,41,33,2026-02-12T02:50:17Z,2320000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M18.00S,2026-02-12T02:49:59.1Z,2,REGULAR,substitution,in,[],1641707,,,1610612763,41,33,2026-02-12T02:50:17Z,2330000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M06.00S,2026-02-12T02:50:46.5Z,2,REGULAR,3pt,Jump Shot,[],203484,28.991458607095925,79.65686274509804,1610612763,41,33,2026-02-12T02:50:52Z,2340000,False,-148.0,220.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
237,PT08M04.00S,2026-02-12T02:50:49.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,41,33,2026-02-12T02:50:49Z,2350000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,236.0,,,,,,,
239,PT07M46.00S,2026-02-12T02:51:22.1Z,2,REGULAR,foul,personal,[],203937,,,1610612743,41,33,2026-02-12T02:51:32Z,2370000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 202685]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,1627962.0,,1.0,0.0,Valančiūnas,202685.0,,,,,,,,
241,PT07M37.00S,2026-02-12T02:51:50.6Z,2,REGULAR,3pt,Jump Shot,[],1629618,66.70499342969777,46.32352941176471,1610612743,41,33,2026-02-12T02:51:56Z,2390000,False,-18.0,260.0,1,right,MISS J. Pickett 26' 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
242,PT07M34.00S,2026-02-12T02:51:53.6Z,2,REGULAR,rebound,offensive,[],202685,,,1610612743,41,33,2026-02-12T02:51:56Z,2400000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,241.0,2.0,1.0,1.0,,,,
243,PT07M33.00S,2026-02-12T02:51:55.6Z,2,REGULAR,foul,personal,[],203937,,,1610612743,41,33,2026-02-12T02:52:06Z,2410000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 202685]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,2.0,0.0,Valančiūnas,202685.0,,,,,,,,
245,PT07M27.00S,2026-02-12T02:52:16.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629618,88.64980289093299,38.48039215686275,1610612743,41,33,2026-02-12T02:52:22Z,2430000,False,-58.0,54.0,1,right,MISS J. Pickett 7' driving floating bank Shot,[1629618],1610612743.0,DEN,driving floating bank,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
246,PT07M27.00S,2026-02-12T02:52:16.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,41,33,2026-02-12T02:52:22Z,2440000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,245.0,,,,,,,
247,PT07M27.00S,2026-02-12T02:52:21.3Z,2,REGULAR,foul,personal,[],203937,,,1610612743,41,33,2026-02-12T02:52:52Z,2450000,False,,,0,,K. Anderson loose ball personal FOUL (3 PF),"[203937, 202685]",1610612763.0,MEM,loose ball,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627524.0,,3.0,0.0,Valančiūnas,202685.0,,,,,,,,
249,PT07M18.00S,2026-02-12T02:52:49.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629618,91.40932982917214,98.2843137254902,1610612743,44,33,2026-02-12T02:52:55Z,2470000,False,241.0,28.0,1,right,J. Pickett 24' 3PT  (3 PTS) (C. Braun 3 AST),"[1629618, 1631128]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Right Corner 3,24+ Right,24.31,Made,3.0,C. Braun,1631128.0,3.0,,,,,,,,,,,,,,
253,PT07M02.00S,2026-02-12T02:55:55.0Z,2,REGULAR,3pt,Jump Shot,[],1629660,24.78646517739816,13.970588235294118,1610612763,44,36,2026-02-12T02:56:00Z,2510000,False,180.0,180.0,1,left,T. Jerome 25' 3PT pullup (4 PTS),[1629660],1610612763.0,MEM,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,25.5,Made,4.0,,,,,,,,,,,,,,,,,
254,PT06M36.00S,2026-02-12T02:56:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1641707,,,1610612743,44,36,2026-02-12T02:56:34Z,2520000,False,,,0,,T. Hendricks shooting personal FOUL (3 PF) (Valančiūnas 2 FT),"[1641707, 202685]",1610612763.0,MEM,shooting,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627524.0,,3.0,0.0,Valančiūnas,202685.0,,,,,,,,
256,PT06M36.00S,2026-02-12T02:56:52.1Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,45,36,2026-02-12T03:05:17Z,2540000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (1 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
320,PT06M36.00S,2026-02-12T02:57:15.5Z,2,REGULAR,substitution,out,[],203501,,,1610612743,45,36,2026-02-12T03:05:48Z,2542500,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT06M36.00S,2026-02-12T02:57:15.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612743,45,36,2026-02-12T03:05:48Z,2543750,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT06M36.00S,2026-02-12T02:57:15.5Z,2,REGULAR,substitution,out,[],1629618,,,1610612743,45,36,2026-02-12T03:05:48Z,2544375,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT06M36.00S,2026-02-12T02:57:15.5Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,45,36,2026-02-12T03:05:48Z,2544687,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT06M36.00S,2026-02-12T02:57:15.5Z,2,REGULAR,substitution,in,[],1631124,,,1610612743,45,36,2026-02-12T03:05:48Z,2544843,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT06M36.00S,2026-02-12T02:57:15.5Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,45,36,2026-02-12T03:05:48Z,2544921,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M36.00S,2026-02-12T02:56:52.1Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,46,36,2026-02-12T03:05:17Z,2545000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (2 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
264,PT06M20.00S,2026-02-12T02:57:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,15.193823915900131,46.81372549019608,1610612763,46,38,2026-02-12T03:06:23Z,2605000,False,16.0,90.0,1,left,T. Jerome 9' driving floating Jump Shot (6 PTS),[1629660],1610612763.0,MEM,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,9.17,Made,6.0,,,,,,,,,,,,,,,,,
