actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-02T02:10:18.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-02T02:10:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-02T02:10:21.0Z,1,REGULAR,jumpball,recovered,[],1642843,,,1610612742,0,0,2025-12-02T02:10:21Z,40000,False,,,0,,Jump Ball A. Davis vs. N. Jokić: Tip to C. Flagg,"[1642843, 203076, 203999]",1610612742.0,DAL,startperiod,C. Flagg,1642843.0,Flagg,C. Flagg,Davis,203076.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-02T02:10:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.783837056504599,52.69607843137255,1610612742,0,0,2025-12-02T02:10:38Z,70000,False,-13.0,11.0,1,left,MISS A. Davis Layup,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-12-02T02:10:36.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2025-12-02T02:10:38Z,80000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-12-02T02:10:44.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,93.77463863337714,55.14705882352941,1610612743,0,0,2025-12-02T03:16:46Z,90000,False,26.0,6.0,1,right,MISS J. Murray running reverse Layup,[1627750],1610612743.0,DEN,running reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2025-12-02T02:10:45.1Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,0,2025-12-02T03:16:46Z,100000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,
40,PT11M34.00S,2025-12-02T02:10:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.32917214191852,56.127450980392155,1610612743,0,0,2025-12-02T03:17:01Z,105000,False,31.0,20.0,1,right,MISS N. Jokić tip Layup,[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
41,PT11M33.00S,2025-12-02T02:10:47.4Z,1,REGULAR,rebound,offensive,[],1627750,,,1610612743,0,0,2025-12-02T03:17:01Z,107500,False,,,0,,J. Murray REBOUND (Off:1 Def:0),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M28.00S,2025-12-02T02:10:48.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,65.65374507227332,62.745098039215684,1610612743,3,0,2025-12-02T02:16:42Z,110000,False,64.0,270.0,1,right,J. Murray 27' 3PT step back (3 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,27.78,Made,,,,,3.0,,,,,,,,,,,,,
27,PT11M11.00S,2025-12-02T02:11:10.2Z,1,REGULAR,turnover,lost ball,[],1642843,,,1610612742,3,0,2025-12-02T02:12:50Z,145000,False,,,0,,C. Flagg lost ball TURNOVER (1 TO),"[1642843, 1629661]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Johnson,1629661.0,,,,,,,,,,
28,PT11M11.00S,2025-12-02T02:11:10.2Z,1,REGULAR,steal,,[],1629661,,,1610612743,3,0,2025-12-02T02:12:50Z,147500,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2025-12-02T02:11:14.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203999,86.81011826544021,45.588235294117645,1610612743,5,0,2025-12-02T02:13:56Z,150000,False,-22.0,71.0,1,right,N. Jokić 7' floating Jump Shot (2 PTS) (P. Watson 1 AST),"[203999, 1631212]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,,,,,2.0,,,,P. Watson,1631212.0,1.0,,,,,,,
16,PT10M48.00S,2025-12-02T02:11:29.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,12.302890932982917,42.64705882352941,1610612742,5,2,2025-12-02T02:11:33Z,160000,False,37.0,63.0,1,left,A. Davis 7' driving Hook (2 PTS),[203076],1610612742.0,DAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M30.00S,2025-12-02T02:11:46.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,94.03745072273325,52.20588235294118,1610612743,7,2,2025-12-02T02:11:52Z,170000,False,11.0,4.0,1,right,P. Watson cutting DUNK (2 PTS) (N. Jokić 1 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,2.0,,,,N. Jokić,203999.0,1.0,,,,,,,
19,PT10M11.00S,2025-12-02T02:12:05.2Z,1,REGULAR,3pt,Jump Shot,[],1642843,14.273981603153747,4.901960784313726,1610612742,7,2,2025-12-02T02:12:13Z,190000,False,225.0,82.0,1,left,MISS C. Flagg 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
20,PT10M09.00S,2025-12-02T02:12:07.2Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,7,2,2025-12-02T02:12:13Z,200000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M03.00S,2025-12-02T02:12:14.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642461,92.19776609724047,50.73529411764706,1610612743,9,2,2025-12-02T02:18:08Z,210000,False,4.0,21.0,1,right,S. Jones running reverse Layup (2 PTS) (J. Murray 1 AST),"[1642461, 1627750]",1610612743.0,DEN,running reverse,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,2.0,,,,J. Murray,1627750.0,1.0,,,,,,,
23,PT09M48.00S,2025-12-02T02:12:28.6Z,1,REGULAR,2pt,Jump Shot,[],203076,19.793035479632064,82.35294117647058,1610612742,9,4,2025-12-02T02:12:33Z,230000,False,-162.0,134.0,1,left,A. Davis 20' Jump Shot (4 PTS) (R. Nembhard 1 AST),"[203076, 1642948]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,20.98,Made,,,,,4.0,,,,R. Nembhard,1642948.0,1.0,,,,,,,
25,PT09M32.00S,2025-12-02T02:12:44.2Z,1,REGULAR,3pt,Jump Shot,[],1642461,94.69448094612353,4.6568627450980395,1610612743,12,4,2025-12-02T02:12:59Z,250000,False,-227.0,-3.0,1,right,S. Jones 3PT  (5 PTS) (N. Jokić 2 AST),"[1642461, 203999]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,22.67,Made,,,,,5.0,,,,N. Jokić,203999.0,2.0,,,,,,,
29,PT09M19.00S,2025-12-02T02:12:57.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642948,15.456636005256241,49.50980392156863,1610612742,12,4,2025-12-02T02:13:03Z,270000,False,2.0,93.0,1,left,MISS R. Nembhard 9' pullup Shot,[1642948],1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,9.28,Missed,,,,,,,,,,,,,,,,,,
30,PT09M16.00S,2025-12-02T02:13:00.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,4,2025-12-02T02:13:03Z,280000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M09.00S,2025-12-02T02:13:08.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.20170827858082,67.64705882352942,1610612743,12,4,2025-12-02T02:13:18Z,290000,False,88.0,237.0,1,right,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
32,PT09M05.00S,2025-12-02T02:13:12.5Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,12,4,2025-12-02T02:13:18Z,300000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M57.00S,2025-12-02T02:13:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.521024967148489,55.14705882352941,1610612742,12,4,2025-12-02T02:13:27Z,310000,False,-26.0,9.0,1,left,MISS A. Davis driving Layup,[203076],1610612742.0,DAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
34,PT08M57.00S,2025-12-02T02:13:22.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,12,4,2025-12-02T02:13:27Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,33.0,,,,,,,,,,,,,,,,,
