actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-23T03:11:39.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-23T03:11:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-23T03:11:43.2Z,1,REGULAR,jumpball,recovered,[],203897,,,1610612758,0,0,2025-11-23T03:11:43Z,40000,False,,,0,,Jump Ball D. Eubanks vs. N. Jokić: Tip to Z. LaVine,"[203897, 1629234, 203999]",1610612758.0,SAC,startperiod,Z. LaVine,203897.0,LaVine,Z. LaVine,Eubanks,1629234.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-23T03:11:53.9Z,1,REGULAR,2pt,Jump Shot,[],1629234,8.229303547963205,72.79411764705883,1610612758,0,0,2025-11-23T03:12:11Z,70000,False,-114.0,25.0,1,left,MISS D. Eubanks 11' floating Shot,[1629234],1610612758.0,SAC,floating,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Left,11.67,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-11-23T03:11:55.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2025-11-23T03:11:59Z,80000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-11-23T03:12:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,89.30683311432325,52.450980392156865,1610612743,0,0,2025-11-23T03:12:10Z,90000,False,12.0,48.0,1,right,MISS J. Murray driving Layup - blocked,"[1627750, 1631099]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,Murray,1631099.0,,,,,,,,,,,,
10,PT11M35.00S,2025-11-23T03:12:04.5Z,1,REGULAR,block,,[],1631099,,,1610612743,0,0,2025-11-23T03:12:07Z,100000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M35.00S,2025-11-23T03:12:04.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,0,0,2025-11-23T03:12:10Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M32.00S,2025-11-23T03:12:22.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,91.93495400788436,2.941176470588235,1610612743,3,0,2025-11-23T03:12:27Z,130000,False,-235.0,23.0,1,right,C. Johnson 3PT  (3 PTS) (J. Murray 1 AST),"[1629661, 1627750]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,,,3.0,J. Murray,1627750.0,1.0,,,,,,,,
15,PT11M19.00S,2025-11-23T03:12:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,18.659658344283837,61.54258578431373,1610612758,3,2,2025-11-23T03:12:43Z,150000,False,-58.0,123.0,1,left,K. Murray 13' turnaround fadeaway Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1631099, 201566]",1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.58,Made,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,,,,
17,PT11M01.00S,2025-11-23T03:12:57.7Z,1,REGULAR,foul,offensive,[],1642461,,,1610612743,3,2,2025-11-23T03:14:12Z,170000,False,,,0,,S. Jones offensive FOUL (1 PF),"[1642461, 1631099]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628480.0,1.0,0.0,Murray,1631099.0,,,
