actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT09M30.00S,2025-11-08T03:45:45.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,25.969119579500656,14.215686274509803,1610612743,35,31,2025-11-08T03:45:53Z,1690000,False,179.0,192.0,1,left,J. Murray 26' 3PT pullup (6 PTS) (P. Watson 1 AST),"[1627750, 1631212]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.21,Made,6.0,P. Watson,1631212.0,1.0,,,,,,,,,,,,,,
175,PT09M16.00S,2025-11-08T03:45:58.0Z,2,REGULAR,3pt,Jump Shot,[],202710,90.22667542706965,97.79411764705883,1610612744,35,31,2025-11-08T03:46:02Z,1710000,False,239.0,39.0,1,right,MISS J. Butler III 24' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Right Corner 3,24+ Right,24.22,Missed,,,,,,,,,,,,,,,,,,
176,PT09M13.00S,2025-11-08T03:46:01.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,35,31,2025-11-08T03:46:02Z,1720000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,175.0,3.0,2.0,1.0,,,,,,,,,
177,PT09M03.00S,2025-11-08T03:46:12.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.674770039421814,56.61764705882353,1610612743,35,31,2025-11-08T03:46:17Z,1730000,False,-33.0,38.0,1,left,MISS J. Valančiūnas Hook,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
178,PT09M00.00S,2025-11-08T03:46:15.2Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,35,31,2025-11-08T03:46:17Z,1740000,False,,,0,,P. Spencer REBOUND (Off:0 Def:4),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,177.0,4.0,4.0,0.0,,,,,,,,,
179,PT08M54.00S,2025-11-08T03:46:20.9Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,35,31,2025-11-08T03:46:25Z,1750000,False,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1631212]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,Watson,1631212.0,,,,,,
180,PT08M54.00S,2025-11-08T03:46:20.9Z,2,REGULAR,steal,,[],1631212,,,1610612743,35,31,2025-11-08T03:46:23Z,1760000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT08M46.00S,2025-11-08T03:46:29.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,20.97568988173456,10.049019607843137,1610612743,38,31,2025-11-08T03:46:37Z,1770000,False,200.0,145.0,1,left,J. Murray 24' 3PT step back (9 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,24.67,Made,9.0,,,,,,,,,,,,,,,,,
182,PT08M21.00S,2025-11-08T03:46:53.8Z,2,REGULAR,2pt,Jump Shot,[],1630311,90.09526938239159,68.38235294117648,1610612744,38,31,2025-11-08T03:47:01Z,1780000,False,92.0,41.0,1,right,MISS P. Spencer 10' pullup Shot,[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Right,10.05,Missed,,,,,,,,,,,,,,,,,,
183,PT08M17.00S,2025-11-08T03:46:57.8Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,38,31,2025-11-08T03:47:01Z,1790000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,182.0,4.0,3.0,1.0,,,,,,,,,
184,PT08M10.00S,2025-11-08T03:47:05.2Z,2,REGULAR,3pt,Jump Shot,[],202685,31.882391590013142,49.50980392156863,1610612743,41,31,2025-11-08T03:47:10Z,1800000,False,2.0,247.0,1,left,J. Valančiūnas 24' 3PT  (3 PTS) (C. Braun 2 AST),"[202685, 1631128]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,24.72,Made,3.0,C. Braun,1631128.0,2.0,,,,,,,,,,,,,,
186,PT07M46.00S,2025-11-08T03:47:28.1Z,2,REGULAR,3pt,Jump Shot,[],1630311,64.20827858081472,44.6078431372549,1610612744,41,34,2025-11-08T03:47:34Z,1820000,False,-27.0,284.0,1,right,P. Spencer 28' 3PT  (7 PTS) (M. Moody 3 AST),"[1630311, 1630541]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Center,28.52,Made,7.0,M. Moody,1630541.0,3.0,,,,,,,,,,,,,,
188,PT07M25.00S,2025-11-08T03:47:49.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.411957950065702,49.01960784313725,1610612743,43,34,2025-11-08T03:47:54Z,1840000,False,5.0,36.0,1,left,J. Valančiūnas turnaround Hook (5 PTS) (J. Murray 1 AST),"[202685, 1627750]",1610612743.0,DEN,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,3.63,Made,5.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
190,PT07M19.00S,2025-11-08T03:47:55.7Z,2,REGULAR,3pt,Jump Shot,[],1630541,77.21747700394218,8.088235294117647,1610612744,43,34,2025-11-08T03:48:01Z,1860000,False,-210.0,162.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
191,PT07M16.00S,2025-11-08T03:47:59.5Z,2,REGULAR,rebound,offensive,[],1642366,,,1610612744,43,34,2025-11-08T03:47:59Z,1870000,False,,,0,,Q. Post REBOUND (Off:1 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,,,,,,190.0,2.0,1.0,1.0,,,,,,,,,
192,PT07M16.00S,2025-11-08T03:48:02.0Z,2,REGULAR,foul,personal,[],1631128,,,1610612744,43,34,2025-11-08T03:48:09Z,1880000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 1642366]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,,,,,,,,,,1.0,0.0,Post,1642366.0
194,PT07M16.00S,2025-11-08T03:48:09.1Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,43,34,2025-11-08T03:48:26Z,1900000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M16.00S,2025-11-08T03:48:09.1Z,2,REGULAR,substitution,out,[],203110,,,1610612744,43,34,2025-11-08T03:48:26Z,1910000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M16.00S,2025-11-08T03:48:09.1Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,43,34,2025-11-08T03:48:26Z,1920000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M16.00S,2025-11-08T03:48:09.1Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,43,34,2025-11-08T03:48:26Z,1930000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M01.00S,2025-11-08T03:48:40.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202710,79.45137976346912,95.34313725490196,1610612744,43,34,2025-11-08T03:48:49Z,1940000,False,227.0,141.0,1,right,MISS J. Butler III 26' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
199,PT06M54.00S,2025-11-08T03:48:48.0Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,43,34,2025-11-08T03:48:48Z,1950000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,198.0,2.0,1.0,1.0,,,,,,,,,
200,PT06M46.00S,2025-11-08T03:48:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,91.93495400788436,42.15686274509804,1610612744,43,34,2025-11-08T03:49:02Z,1960000,False,-39.0,23.0,1,right,MISS B. Hield cutting Layup,[1627741],1610612744.0,GSW,cutting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
201,PT06M42.00S,2025-11-08T03:49:00.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,43,34,2025-11-08T03:49:02Z,1970000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,
202,PT06M39.00S,2025-11-08T03:49:06.2Z,2,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612743,43,34,2025-11-08T03:49:17Z,1980000,False,,,0,,Q. Post shooting personal FOUL (1 PF) (Watson 2 FT),"[1642366, 1631212]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,,,,,,1.0,0.0,Watson,1631212.0
204,PT06M39.00S,2025-11-08T03:49:38.7Z,2,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,44,34,2025-11-08T03:49:38Z,2000000,False,,,0,,P. Watson Free Throw 1 of 2 (1 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
205,PT06M39.00S,2025-11-08T03:49:41.8Z,2,REGULAR,substitution,out,[],202710,,,1610612743,44,34,2025-11-08T03:50:02Z,2010000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M39.00S,2025-11-08T03:49:41.8Z,2,REGULAR,substitution,out,[],1642366,,,1610612743,44,34,2025-11-08T03:50:02Z,2020000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M39.00S,2025-11-08T03:49:41.8Z,2,REGULAR,substitution,out,[],1630311,,,1610612743,44,34,2025-11-08T03:50:02Z,2030000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M39.00S,2025-11-08T03:49:41.8Z,2,REGULAR,substitution,in,[],1641764,,,1610612743,44,34,2025-11-08T03:50:02Z,2040000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M39.00S,2025-11-08T03:49:41.8Z,2,REGULAR,substitution,in,[],1631218,,,1610612743,44,34,2025-11-08T03:50:02Z,2050000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M39.00S,2025-11-08T03:49:41.8Z,2,REGULAR,substitution,in,[],1642954,,,1610612743,44,34,2025-11-08T03:50:02Z,2060000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M39.00S,2025-11-08T03:50:04.8Z,2,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,45,34,2025-11-08T03:50:04Z,2070000,False,,,0,,P. Watson Free Throw 2 of 2 (2 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
212,PT06M25.00S,2025-11-08T03:50:22.0Z,2,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612744,45,34,2025-11-08T03:50:31Z,2080000,False,,,0,,B. Hield bad pass out-of-bounds TURNOVER (1 TO),[1627741],1610612744.0,GSW,bad pass,,,Hield,B. Hield,,,,,Mid-Range,8-16 Center,,,,,,,1148.0,,,,,1.0,,,,,,,,
213,PT06M09.00S,2025-11-08T03:50:43.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631128,33.196452036793694,55.63725490196079,1610612743,48,34,2025-11-08T03:50:48Z,2090000,False,-28.0,260.0,1,left,C. Braun 26' 3PT  (9 PTS) (J. Murray 2 AST),"[1631128, 1627750]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,26.1,Made,9.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,,
215,PT05M48.00S,2025-11-08T03:51:03.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,86.67871222076215,42.8921568627451,1610612744,48,34,2025-11-08T03:51:08Z,2110000,False,-36.0,73.0,1,right,MISS J. Kuminga 8' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,8.09,Missed,,,,,,,,,,,,,,,,,,
216,PT05M45.00S,2025-11-08T03:51:06.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,48,34,2025-11-08T03:51:08Z,2120000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,
217,PT05M32.00S,2025-11-08T03:51:19.7Z,2,REGULAR,3pt,Jump Shot,[],202685,31.225361366622867,68.38235294117648,1610612743,51,34,2025-11-08T03:51:24Z,2130000,False,-92.0,241.0,1,left,J. Valančiūnas 25' 3PT  (8 PTS) (J. Murray 3 AST),"[202685, 1627750]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,25.79,Made,8.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,,
219,PT05M31.00S,2025-11-08T03:51:26.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,51,34,2025-11-08T03:51:26Z,2150000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M09.00S,2025-11-08T03:55:13.6Z,2,REGULAR,turnover,lost ball,[],1627741,,,1610612744,51,34,2025-11-08T03:55:17Z,2160000,False,,,0,,B. Hield lost ball TURNOVER (2 TO),"[1627741, 1627750]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,2.0,Murray,1627750.0,,,,,,
221,PT05M09.00S,2025-11-08T03:55:13.6Z,2,REGULAR,steal,,[],1627750,,,1610612743,51,34,2025-11-08T03:55:15Z,2170000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
222,PT04M56.00S,2025-11-08T03:55:27.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,16.770696452036795,68.87254901960785,1610612743,53,34,2025-11-08T04:10:30Z,2180000,False,-94.0,105.0,1,left,J. Murray 14' fadeaway Jump Shot (11 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,14.13,Made,11.0,,,,,,,,,,,,,,,,,
223,PT04M31.00S,2025-11-08T03:55:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,92.85479632063075,48.03921568627451,1610612744,53,36,2025-11-08T03:55:59Z,2190000,False,-10.0,15.0,1,right,B. Podziemski driving reverse Layup (2 PTS) (T. Jackson-Davis 2 AST),"[1641764, 1631218]",1610612744.0,GSW,driving reverse,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,1.77,Made,2.0,T. Jackson-Davis,1631218.0,2.0,,,,,,,,,,,,,,
225,PT04M16.00S,2025-11-08T03:56:08.1Z,2,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,53,36,2025-11-08T03:56:17Z,2210000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (3 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,,,,,3.0,,,,,,,,
230,PT04M16.00S,2025-11-08T03:57:09.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,53,36,2025-11-08T03:57:09Z,2260000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M16.00S,2025-11-08T03:58:17.0Z,2,REGULAR,substitution,out,[],1631212,,,1610612744,53,36,2025-11-08T03:58:34Z,2270000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M16.00S,2025-11-08T03:58:17.0Z,2,REGULAR,substitution,out,[],202685,,,1610612744,53,36,2025-11-08T03:58:34Z,2280000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M16.00S,2025-11-08T03:58:17.0Z,2,REGULAR,substitution,in,[],203999,,,1610612744,53,36,2025-11-08T03:58:34Z,2290000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M16.00S,2025-11-08T03:58:17.0Z,2,REGULAR,substitution,in,[],203932,,,1610612744,53,36,2025-11-08T03:58:34Z,2300000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M04.00S,2025-11-08T03:59:04.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,69.07030223390277,75.24509803921569,1610612744,53,39,2025-11-08T03:59:10Z,2310000,False,126.0,238.0,1,right,B. Hield 26' 3PT  (5 PTS) (J. Kuminga 1 AST),"[1627741, 1630228]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.96,Made,5.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
237,PT03M42.00S,2025-11-08T03:59:29.5Z,2,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612743,53,39,2025-11-08T03:59:46Z,2330000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Murray 2 FT),"[1627741, 1627750]",1610612744.0,GSW,shooting,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,204058.0,,,,,,,,,,1.0,0.0,Murray,1627750.0
239,PT03M42.00S,2025-11-08T04:00:02.8Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,54,39,2025-11-08T04:00:02Z,2350000,False,,,0,,J. Murray Free Throw 1 of 2 (12 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
240,PT03M42.00S,2025-11-08T04:00:23.8Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,55,39,2025-11-08T04:00:23Z,2360000,False,,,0,,J. Murray Free Throw 2 of 2 (13 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
241,PT03M26.00S,2025-11-08T04:00:41.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642954,87.99277266754271,44.36274509803921,1610612744,55,41,2025-11-08T04:00:46Z,2370000,False,-28.0,60.0,1,right,W. Richard 6' floating Jump Shot (2 PTS) (J. Kuminga 2 AST),"[1642954, 1630228]",1610612744.0,GSW,floating,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,2.0,J. Kuminga,1630228.0,2.0,,,,,,,,,,,,,,
243,PT03M10.00S,2025-11-08T04:00:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.360709592641262,41.17647058823529,1610612743,55,41,2025-11-08T04:01:40Z,2390000,False,44.0,26.0,1,left,MISS N. Jokić cutting Layup - blocked,"[203999, 1631218]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,Jackson-Davis,1631218.0,,,,
244,PT03M10.00S,2025-11-08T04:00:56.5Z,2,REGULAR,block,,[],1631218,,,1610612743,55,41,2025-11-08T04:00:59Z,2400000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT03M07.00S,2025-11-08T04:00:59.5Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,55,41,2025-11-08T04:01:06Z,2410000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,
246,PT03M05.00S,2025-11-08T04:01:04.5Z,2,REGULAR,foul,personal,[],203999,,,1610612744,55,41,2025-11-08T04:01:20Z,2420000,False,,,0,,N. Jokić take personal FOUL (1 PF),"[203999, 1641764]",1610612743.0,DEN,take,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,,,,,204058.0,,,,,,,,,,1.0,0.0,Podziemski,1641764.0
248,PT03M05.00S,2025-11-08T04:01:15.7Z,2,REGULAR,substitution,out,[],1627741,,,1610612744,55,41,2025-11-08T04:01:27Z,2440000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M05.00S,2025-11-08T04:01:15.7Z,2,REGULAR,substitution,in,[],202710,,,1610612744,55,41,2025-11-08T04:01:27Z,2450000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT02M59.00S,2025-11-08T04:01:45.1Z,2,REGULAR,turnover,bad pass,[],1641764,,,1610612744,55,41,2025-11-08T04:01:50Z,2460000,False,,,0,,B. Podziemski bad pass TURNOVER (2 TO),"[1641764, 1627750]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Murray,1627750.0,,,,,,
251,PT02M59.00S,2025-11-08T04:01:45.1Z,2,REGULAR,steal,,[],1627750,,,1610612743,55,41,2025-11-08T04:01:46Z,2470000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
252,PT02M56.00S,2025-11-08T04:01:48.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,32.14520367936925,62.99019607843137,1610612743,58,41,2025-11-08T04:01:58Z,2480000,False,-65.0,250.0,1,left,J. Murray 25' 3PT running pullup (16 PTS),[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.8,Made,16.0,,,,,,,,,,,,,,,,,
253,PT02M42.00S,2025-11-08T04:02:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,88.51839684625493,37.254901960784316,1610612744,58,41,2025-11-08T04:02:07Z,2490000,False,-64.0,55.0,1,right,MISS J. Kuminga 8' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Left,8.44,Missed,,,,,,,,,,,,,,,,,,
254,PT02M40.00S,2025-11-08T04:02:04.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,58,41,2025-11-08T04:02:07Z,2500000,False,,,0,,N. Jokić REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,253.0,4.0,2.0,2.0,,,,,,,,,
255,PT02M36.00S,2025-11-08T04:02:09.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,11.777266754270697,34.55882352941176,1610612743,60,41,2025-11-08T04:11:42Z,2510000,False,77.0,58.0,1,left,C. Braun 9' running Layup (11 PTS) (N. Jokić 7 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Right,9.67,Made,11.0,N. Jokić,203999.0,7.0,,,,,,,,,,,,,,
257,PT02M19.00S,2025-11-08T04:02:28.1Z,2,REGULAR,2pt,Jump Shot,[],1641764,91.40932982917214,79.41176470588235,1610612744,60,41,2025-11-08T04:02:34Z,2530000,False,147.0,28.0,1,right,MISS B. Podziemski 14' pullup Shot,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,14.98,Missed,,,,,,,,,,,,,,,,,,
258,PT02M15.00S,2025-11-08T04:02:32.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,60,41,2025-11-08T04:02:34Z,2540000,False,,,0,,N. Jokić REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,,,,,257.0,5.0,3.0,2.0,,,,,,,,,
259,PT02M11.00S,2025-11-08T04:02:36.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631128,23.603810775295663,10.53921568627451,1610612743,60,41,2025-11-08T04:03:59Z,2550000,False,197.0,169.0,1,left,MISS C. Braun 26' running 3PT,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
