actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-01T20:46:25.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-01T20:46:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-03-01T20:46:26.6Z,1,REGULAR,jumpball,recovered,[],1629661,,,1610612743,0,0,2026-03-01T20:46:26Z,40000,False,,,0,,Jump Ball N. Jokić vs. R. Gobert: Tip to C. Johnson,"[1629661, 203999, 203497]",1610612743.0,DEN,startperiod,C. Johnson,1629661.0,Johnson,C. Johnson,Jokić,203999.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2026-03-01T20:46:37.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,32.933639947437584,38.72549019607843,1610612743,0,0,2026-03-01T21:59:25Z,70000,False,56.0,257.0,1,left,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2026-03-01T20:46:40.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,0,2026-03-01T21:59:25Z,80000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-01T20:46:53.2Z,1,REGULAR,2pt,Hook,[],203944,86.28449408672799,21.07843137254902,1610612750,0,0,2026-03-01T21:59:52Z,108750,False,-145.0,76.0,1,right,MISS J. Randle 16' turnaround bank Hook,[203944],1610612750.0,MIN,turnaround bank,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,16.35,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-03-01T20:46:55.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,0,0,2026-03-01T21:59:52Z,109375,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT11M30.00S,2026-03-01T20:46:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,93.38042049934296,48.77450980392157,1610612750,0,0,2026-03-01T22:00:03Z,109687,False,-6.0,10.0,1,right,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
91,PT11M29.00S,2026-03-01T20:47:00.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2026-03-01T22:00:03Z,109843,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2026-03-01T20:47:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,19.530223390275953,43.872549019607845,1610612743,0,0,2026-03-01T22:00:30Z,110000,False,31.0,131.0,1,left,MISS N. Jokić 13' Jump Shot,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,13.46,Missed,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2026-03-01T20:47:08.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2026-03-01T22:00:30Z,120000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,
13,PT11M07.00S,2026-03-01T20:47:18.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,65.65374507227332,32.84313725490196,1610612750,0,3,2026-03-01T22:00:49Z,130000,False,-86.0,270.0,1,right,D. DiVincenzo 28' 3PT step back (3 PTS) (J. Randle 1 AST),"[1628978, 203944]",1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,28.37,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,,
15,PT10M45.00S,2026-03-01T20:47:40.7Z,1,REGULAR,3pt,Jump Shot,[],203999,25.18068331143233,83.82352941176471,1610612743,0,3,2026-03-01T22:01:14Z,150000,False,-169.0,184.0,1,left,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2026-03-01T20:47:42.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,3,2026-03-01T22:01:14Z,160000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M30.00S,2026-03-01T20:48:13.5Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,0,3,2026-03-01T22:02:52Z,187500,False,,,0,,J. McDaniels lost ball out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,lost ball,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
19,PT10M20.00S,2026-03-01T20:48:33.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,33.722076215505915,48.03921568627451,1610612743,0,3,2026-03-01T22:03:21Z,190000,False,10.0,264.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
20,PT10M18.00S,2026-03-01T20:48:35.4Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,0,3,2026-03-01T22:03:21Z,200000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M04.00S,2026-03-01T20:48:51.2Z,1,REGULAR,foul,personal,[],1631124,,,1610612750,0,3,2026-03-01T22:03:40Z,210000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 203497]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,1.0,0.0,Gobert,203497.0,,,,
23,PT10M01.00S,2026-03-01T20:49:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,86.41590013140605,50.73529411764706,1610612750,0,3,2026-03-01T22:04:09Z,230000,False,4.0,75.0,1,right,MISS R. Gobert 7' floating Shot,[203497],1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2026-03-01T20:49:12.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,0,3,2026-03-01T22:04:26Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,23.0,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2026-03-01T20:49:31.6Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,0,3,2026-03-01T22:05:26Z,260000,False,,,0,,N. Jokić lost ball out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,lost ball,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
27,PT09M32.00S,2026-03-01T20:49:58.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630183,86.02168199737189,43.627450980392155,1610612750,0,5,2026-03-01T22:05:47Z,270000,False,-32.0,79.0,1,right,J. McDaniels 8' driving floating Jump Shot (2 PTS) (D. DiVincenzo 1 AST),"[1630183, 1628978]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
29,PT09M17.00S,2026-03-01T20:50:14.2Z,1,REGULAR,2pt,Jump Shot,[],203999,21.107095926412615,60.5392156862745,1610612743,2,5,2026-03-01T22:06:06Z,290000,False,-53.0,146.0,1,left,N. Jokić 15' Jump Shot (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,15.51,Made,,,,,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,
31,PT08M57.00S,2026-03-01T20:50:33.9Z,1,REGULAR,3pt,Jump Shot,[],203944,66.3107752956636,56.127450980392155,1610612750,2,5,2026-03-01T22:06:36Z,310000,False,31.0,264.0,1,right,MISS J. Randle 26' step back 3PT,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
32,PT08M55.00S,2026-03-01T20:50:35.9Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,2,5,2026-03-01T22:06:36Z,320000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M38.00S,2026-03-01T20:50:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,5.601182654402102,46.32352941176471,1610612743,4,5,2026-03-01T20:50:50Z,330000,False,18.0,0.0,1,left,C. Braun running Layup (2 PTS) (N. Jokić 1 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,2.0,N. Jokić,203999.0,1.0,,,,,,,,,,
35,PT08M25.00S,2026-03-01T20:50:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,83.52496714848883,39.950980392156865,1610612750,4,5,2026-03-01T20:51:06Z,350000,False,-50.0,102.0,1,right,MISS A. Edwards 11' driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,11.4,Missed,,,,,,,,,,,,,,,,,,
36,PT08M22.00S,2026-03-01T20:50:57.1Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,4,5,2026-03-01T20:50:57Z,360000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M15.00S,2026-03-01T20:51:04.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,30.042706964520367,77.94117647058823,1610612743,7,5,2026-03-01T20:51:09Z,370000,False,-140.0,230.0,1,left,J. Murray 26' 3PT pullup (3 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.9,Made,,,,,3.0,,,,,,,,,,,,,
