actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-10T02:12:48.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-10T02:12:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-10T02:12:51.5Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2026-02-10T02:12:51Z,40000,False,,,0,,Jump Ball N. Jokić vs. J. Allen: Tip to J. Murray,"[1627750, 203999, 1628386]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokić,203999.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-02-10T02:13:04.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,0,0,2026-02-10T02:13:08Z,70000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1628378]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-02-10T02:13:04.8Z,1,REGULAR,steal,,[],1628378,,,1610612739,0,0,2026-02-10T02:13:06Z,80000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M38.00S,2026-02-10T02:13:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,92.59198423127464,55.88235294117647,1610612739,0,0,2026-02-10T02:13:16Z,90000,False,29.0,17.0,1,right,MISS D. Mitchell running Layup,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,3.4,Missed,,,,,,,,,,,,,,,
10,PT11M35.00S,2026-02-10T02:13:13.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2026-02-10T02:13:16Z,100000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M35.00S,2026-02-10T02:13:12.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628386,94.40999984741211,50.0,1610612739,0,2,2026-02-10T02:15:21Z,110000,False,0.0,0.0,1,right,J. Allen tip Layup (2 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,2.0,,,,,,,,,,
12,PT11M22.00S,2026-02-10T02:13:25.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,28.991458607095925,74.75490196078431,1610612743,0,2,2026-02-10T02:13:29Z,120000,False,-124.0,220.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.24,Missed,,,,,,,,,,,,,,,
13,PT11M21.00S,2026-02-10T02:13:26.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,0,2,2026-02-10T02:13:29Z,130000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT11M12.00S,2026-02-10T02:13:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,91.93495400788436,45.588235294117645,1610612739,0,4,2026-02-10T02:13:38Z,140000,False,-22.0,23.0,1,right,J. Allen cutting Layup (4 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,3.21,Made,,,,,4.0,D. Mitchell,1628378.0,1.0,,,,,,,
16,PT11M01.00S,2026-02-10T02:13:46.2Z,1,REGULAR,3pt,Jump Shot,[],1631128,24.26084099868594,87.74509803921569,1610612743,0,4,2026-02-10T02:13:50Z,160000,False,-189.0,176.0,1,left,MISS C. Braun 25' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,25.78,Missed,,,,,,,,,,,,,,,
17,PT10M59.00S,2026-02-10T02:13:48.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,4,2026-02-10T02:13:50Z,170000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,,
18,PT10M51.00S,2026-02-10T02:13:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,88.25558475689881,39.705882352941174,1610612739,0,6,2026-02-10T02:14:02Z,180000,False,-51.0,58.0,1,right,D. Mitchell 7' driving floating Jump Shot (2 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,7.75,Made,,,,,2.0,,,,,,,,,,
19,PT10M39.00S,2026-02-10T02:14:08.3Z,1,REGULAR,3pt,Jump Shot,[],1631124,6.389618922470433,3.431372549019608,1610612743,3,6,2026-02-10T02:14:12Z,190000,False,233.0,8.0,1,left,J. Strawther 3PT step back (3 PTS) (N. Jokić 1 AST),"[1631124, 203999]",1610612743.0,DEN,step back,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,,,,23.29,Made,,,,,3.0,N. Jokić,203999.0,1.0,,,,,,,
21,PT10M20.00S,2026-02-10T02:14:27.7Z,1,REGULAR,3pt,Jump Shot,[],1642281,94.56307490144546,96.56862745098039,1610612739,3,6,2026-02-10T02:14:32Z,210000,False,233.0,-1.0,1,right,MISS J. Tyson 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Right Corner 3,24+ Right,,,,23.28,Missed,,,,,,,,,,,,,,,
22,PT10M17.00S,2026-02-10T02:14:30.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,6,2026-02-10T02:14:32Z,220000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M14.00S,2026-02-10T02:14:37.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631124,10.200394218134035,51.71568627450981,1610612743,5,6,2026-02-10T02:17:21Z,230000,False,-9.0,43.0,1,left,J. Strawther running pullup Jump Shot (5 PTS),[1631124],1610612743.0,DEN,running pullup,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,4.42,Made,,,,,5.0,,,,,,,,,,
25,PT10M14.00S,2026-02-10T02:14:40.6Z,1,REGULAR,foul,personal,['1freethrow'],1630241,,,1610612743,5,6,2026-02-10T02:14:46Z,250000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Strawther 1 FT),"[1630241, 1631124]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1179.0,1.0,0.0,Strawther,1631124.0,,
27,PT10M14.00S,2026-02-10T02:15:05.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1631124,,,1610612743,6,6,2026-02-10T02:15:05Z,270000,False,,,0,,J. Strawther Free Throw 1 of 1 (6 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
28,PT09M57.00S,2026-02-10T02:15:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642281,80.6340341655716,61.51960784313726,1610612739,6,6,2026-02-10T02:15:30Z,280000,False,58.0,130.0,1,right,MISS J. Tyson 14' pullup Shot,[1642281],1610612739.0,CLE,pullup,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),8-16 Center,,,,14.17,Missed,,,,,,,,,,,,,,,
29,PT09M53.00S,2026-02-10T02:15:28.9Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,6,6,2026-02-10T02:15:30Z,290000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,
30,PT09M49.00S,2026-02-10T02:15:34.8Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,6,6,2026-02-10T02:15:40Z,300000,False,,,0,,N. Jokić lost ball out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,lost ball,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,1629177.0,,,,,,
