actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M53.00S,2026-04-04T19:28:20.0Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,18,22,2026-04-04T19:28:25Z,850000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,86.0,,,,,,,,,,1.0,1.0,0.0,,,,,
88,PT04M44.00S,2026-04-04T19:28:28.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,84.57621550591328,43.627450980392155,1610612743,20,22,2026-04-04T19:28:33Z,860000,False,-32.0,92.0,1,right,N. Jokić 9' floating Jump Shot (10 PTS) (C. Braun 3 AST),"[203999, 1631128]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,,,10.0,C. Braun,1631128.0,3.0,,,,,,,,
90,PT04M20.00S,2026-04-04T19:28:52.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,6.915243101182654,96.32352941176471,1610612759,20,25,2026-04-04T19:28:58Z,880000,False,-232.0,13.0,1,left,J. Champagnie 3PT step back (3 PTS) (S. Castle 2 AST),"[1630577, 1642264]",1610612759.0,SAS,step back,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,,,3.0,S. Castle,1642264.0,2.0,,,,,,,,
92,PT04M00.00S,2026-04-04T19:29:12.2Z,1,REGULAR,3pt,Jump Shot,[],1631128,91.27792378449409,2.941176470588235,1610612743,23,25,2026-04-04T19:29:16Z,900000,False,-235.0,29.0,1,right,C. Braun 3PT  (3 PTS) (J. Murray 2 AST),"[1631128, 1627750]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,23.71,Made,,,,,,,3.0,J. Murray,1627750.0,2.0,,,,,,,,
94,PT03M40.00S,2026-04-04T19:29:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.5722733245729295,50.98039215686274,1610612759,23,27,2026-04-04T19:29:37Z,920000,False,-5.0,19.0,1,left,D. Vassell driving Layup (11 PTS) (D. Harper 1 AST),"[1630170, 1642844]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,11.0,D. Harper,1642844.0,1.0,,,,,,,,
96,PT03M33.00S,2026-04-04T19:29:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628436,,,1610612743,23,27,2026-04-04T19:29:50Z,940000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Braun 2 FT),"[1628436, 1631128]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,1626300.0,1.0,0.0,Braun,1631128.0,,,,,,,,,,,,
98,PT03M33.00S,2026-04-04T19:30:18.5Z,1,REGULAR,freethrow,1 of 2,[],1631128,,,1610612743,24,27,2026-04-04T19:30:53Z,960000,False,,,0,,C. Braun Free Throw 1 of 2 (4 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
99,PT03M33.00S,2026-04-04T19:30:19.2Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,24,27,2026-04-04T19:30:34Z,970000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M33.00S,2026-04-04T19:30:19.2Z,1,REGULAR,substitution,out,[],1642264,,,1610612743,24,27,2026-04-04T19:30:34Z,980000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M33.00S,2026-04-04T19:30:19.2Z,1,REGULAR,substitution,out,[],1630170,,,1610612743,24,27,2026-04-04T19:30:34Z,990000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M33.00S,2026-04-04T19:30:19.2Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,24,27,2026-04-04T19:30:34Z,1000000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M33.00S,2026-04-04T19:30:19.2Z,1,REGULAR,substitution,in,[],1629640,,,1610612743,24,27,2026-04-04T19:30:34Z,1010000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M33.00S,2026-04-04T19:30:19.2Z,1,REGULAR,substitution,in,[],1628368,,,1610612743,24,27,2026-04-04T19:30:34Z,1020000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M33.00S,2026-04-04T19:30:18.5Z,1,REGULAR,freethrow,2 of 2,[],1631128,,,1610612743,25,27,2026-04-04T19:30:53Z,1030000,False,,,0,,C. Braun Free Throw 2 of 2 (5 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
106,PT03M27.00S,2026-04-04T19:30:59.1Z,1,REGULAR,3pt,Jump Shot,[],1630577,29.25427069645204,74.01960784313727,1610612759,25,30,2026-04-04T19:31:04Z,1040000,False,-120.0,222.0,1,left,J. Champagnie 25' 3PT  (6 PTS) (D. Fox 2 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.28,Made,,,,,,,6.0,D. Fox,1628368.0,2.0,,,,,,,,
108,PT03M14.00S,2026-04-04T19:31:11.9Z,1,REGULAR,3pt,Jump Shot,[],1631128,66.5735873850197,34.31372549019608,1610612743,25,30,2026-04-04T19:31:17Z,1060000,False,-78.0,262.0,1,right,MISS C. Braun 27' pullup 3PT,[1631128],1610612743.0,DEN,pullup,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
109,PT03M11.00S,2026-04-04T19:31:14.9Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,25,30,2026-04-04T19:31:17Z,1070000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,108.0,,,,,,,,,,1.0,1.0,0.0,,,,,
110,PT03M04.00S,2026-04-04T19:31:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,6.521024967148489,48.28431372549019,1610612759,25,32,2026-04-04T19:31:26Z,1080000,False,9.0,9.0,1,left,D. Harper driving Layup (2 PTS),[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,2.0,,,,,,,,,,,
111,PT02M53.00S,2026-04-04T19:31:33.0Z,1,REGULAR,3pt,Jump Shot,[],203501,68.54467805519053,64.70588235294117,1610612743,25,32,2026-04-04T19:31:38Z,1090000,False,74.0,243.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
112,PT02M50.00S,2026-04-04T19:31:36.0Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612743,25,32,2026-04-04T19:31:38Z,1100000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,111.0,,,,,,,,,,1.0,0.0,1.0,,,,,
113,PT02M49.00S,2026-04-04T19:31:37.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,92.19776609724047,50.49019607843137,1610612743,27,32,2026-04-04T19:31:45Z,1110000,False,2.0,21.0,1,right,B. Brown putback Layup (2 PTS),[1628971],1610612743.0,DEN,putback,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,2.0,,,,,,,,,,,
114,PT02M49.00S,2026-04-04T19:31:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,27,32,2026-04-04T19:31:44Z,1120000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,out,[],1631128,,,1610612759,27,32,2026-04-04T19:35:10Z,1130000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,out,[],1629661,,,1610612759,27,32,2026-04-04T19:35:10Z,1140000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,out,[],1642844,,,1610612759,27,32,2026-04-04T19:35:10Z,1150000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,out,[],1628436,,,1610612759,27,32,2026-04-04T19:35:10Z,1160000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,in,[],1631124,,,1610612759,27,32,2026-04-04T19:35:10Z,1170000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,in,[],203932,,,1610612759,27,32,2026-04-04T19:35:10Z,1180000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,27,32,2026-04-04T19:35:10Z,1190000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2026-04-04T19:34:42.7Z,1,REGULAR,substitution,in,[],203084,,,1610612759,27,32,2026-04-04T19:35:10Z,1200000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2026-04-04T19:35:40.8Z,1,REGULAR,3pt,Jump Shot,[],203084,6.389618922470433,3.1862745098039214,1610612759,27,35,2026-04-04T19:35:46Z,1210000,False,234.0,8.0,1,left,H. Barnes 3PT  (3 PTS) (V. Wembanyama 2 AST),"[203084, 1641705]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,23.42,Made,,,,,,,3.0,V. Wembanyama,1641705.0,2.0,,,,,,,,
125,PT02M09.00S,2026-04-04T19:35:59.7Z,1,REGULAR,3pt,Jump Shot,[],203932,71.69842312746385,17.401960784313726,1610612743,27,35,2026-04-04T19:36:05Z,1230000,False,-163.0,214.0,1,right,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
126,PT02M07.00S,2026-04-04T19:36:01.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,27,35,2026-04-04T19:36:05Z,1240000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,125.0,,,,,,,,,,1.0,1.0,0.0,,,,,
127,PT02M03.00S,2026-04-04T19:36:06.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,32.40801576872536,38.970588235294116,1610612759,27,38,2026-04-04T19:37:22Z,1250000,False,55.0,252.0,1,left,V. Wembanyama 25' 3PT running (8 PTS) (D. Fox 3 AST),"[1641705, 1628368]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.81,Made,,,,,,,8.0,D. Fox,1628368.0,3.0,,,,,,,,
129,PT01M45.00S,2026-04-04T19:36:23.9Z,1,REGULAR,3pt,Jump Shot,[],1628971,94.30026281208936,3.1862745098039214,1610612743,30,38,2026-04-04T19:36:28Z,1270000,False,-234.0,1.0,1,right,B. Brown 3PT  (5 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,,,5.0,,,,,,,,,,,
131,PT01M34.00S,2026-04-04T19:36:39.4Z,1,REGULAR,foul,offensive,['inpenalty'],1628368,,,1610612759,30,38,2026-04-04T19:36:52Z,1290000,False,,,0,,D. Fox charge offensive FOUL (1 PF),"[1628368, 1631124]",1610612759.0,SAS,charge,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,201639.0,1.0,0.0,Strawther,1631124.0,,,,,,,,,,,,
133,PT01M34.00S,2026-04-04T19:36:39.4Z,1,REGULAR,turnover,offensive foul,[],1628368,,,1610612759,30,38,2026-04-04T19:36:39Z,1310000,False,,,0,,D. Fox offensive foul TURNOVER (1 TO),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,201639.0,,,,,,,,,,,,1.0,,,,
134,PT01M28.00S,2026-04-04T19:36:55.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,72.48685939553219,21.813725490196077,1610612743,33,38,2026-04-04T19:38:34Z,1320000,False,-141.0,206.0,1,right,T. Hardaway Jr. 24' 3PT  (3 PTS) (B. Brown 1 AST),"[203501, 1628971]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,24.97,Made,,,,,,,3.0,B. Brown,1628971.0,1.0,,,,,,,,
136,PT01M13.00S,2026-04-04T19:37:11.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,22.28975032851511,88.48039215686273,1610612759,33,38,2026-04-04T19:39:37Z,1340000,False,-192.0,157.0,1,left,MISS V. Wembanyama 24' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
137,PT01M11.00S,2026-04-04T19:37:13.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,33,38,2026-04-04T19:39:37Z,1350000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,136.0,,,,,,,,,,1.0,1.0,0.0,,,,,
138,PT01M05.00S,2026-04-04T19:37:23.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,67.23061760840999,65.68627450980392,1610612743,36,38,2026-04-04T19:40:43Z,1360000,False,78.0,256.0,1,right,J. Strawther 26' 3PT running (3 PTS) (N. Jokić 3 AST),"[1631124, 203999]",1610612743.0,DEN,running,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,26.73,Made,,,,,,,3.0,N. Jokić,203999.0,3.0,,,,,,,,
140,PT00M48.20S,2026-04-04T19:37:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629640,3.892904073587385,95.34313725490196,1610612759,36,38,2026-04-04T19:37:40Z,1380000,False,-227.0,-16.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
141,PT00M44.60S,2026-04-04T19:37:39.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,36,38,2026-04-04T19:37:40Z,1390000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,140.0,,,,,,,,,,1.0,1.0,0.0,,,,,
142,PT00M37.10S,2026-04-04T19:37:46.7Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,36,38,2026-04-04T19:37:53Z,1400000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 203084]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,
143,PT00M37.10S,2026-04-04T19:37:46.7Z,1,REGULAR,steal,,[],203084,,,1610612759,36,38,2026-04-04T19:37:49Z,1410000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT00M34.60S,2026-04-04T19:38:11.1Z,1,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612759,36,38,2026-04-04T19:41:45Z,1420000,False,,,0,,B. Brown transition take personal FOUL (1 PF) (Champagnie 1 FT),"[1628971, 1630577]",1610612743.0,DEN,transition take,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,201639.0,1.0,0.0,Champagnie,1630577.0,,,,,,,,,,,,
146,PT00M34.60S,2026-04-04T19:38:40.8Z,1,REGULAR,foul,technical,['1freethrow'],203600,,,1610612759,36,38,2026-04-04T19:39:06Z,1440000,False,,,0,,TEAM foul technical,[203600],1610612743.0,DEN,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,
147,PT00M34.60S,2026-04-04T19:39:14.1Z,1,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,36,39,2026-04-04T19:39:14Z,1450000,False,,,0,,V. Wembanyama technical Free Throw 1 of 1 (9 PTS),[1641705],1610612759.0,SAS,technical,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
148,PT00M34.60S,2026-04-04T19:39:15.1Z,1,REGULAR,foul,technical,['1freethrow'],203932,,,1610612759,36,39,2026-04-04T19:46:53Z,1460000,False,,,0,,A. Gordon technical FOUL (1 Tech),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,1626300.0,0.0,1.0,,,,,,,,,,,,,,
149,PT00M34.60S,2026-04-04T19:39:34.7Z,1,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,36,40,2026-04-04T19:39:34Z,1470000,False,,,0,,V. Wembanyama technical Free Throw 1 of 1 (10 PTS),[1641705],1610612759.0,SAS,technical,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
150,PT00M34.60S,2026-04-04T19:40:03.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1641705,,,1610612759,36,41,2026-04-04T19:40:03Z,1480000,False,,,0,,V. Wembanyama transition take Free Throw 1 of 1 (11 PTS),[1641705],1610612759.0,SAS,transition take,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
151,PT00M26.80S,2026-04-04T19:40:30.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628368,21.50131406044678,63.725490196078425,1610612759,36,43,2026-04-04T19:40:37Z,1490000,False,-69.0,150.0,1,left,D. Fox 16' pullup Jump Shot (4 PTS),[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,16.46,Made,,,,,,,4.0,,,,,,,,,,,
152,PT00M14.60S,2026-04-04T19:40:44.2Z,1,REGULAR,3pt,Jump Shot,[],1628971,87.72996057818659,97.30392156862744,1610612743,36,43,2026-04-04T19:40:49Z,1500000,False,237.0,63.0,1,right,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,24.47,Missed,,,,,,,,,,,,,,,,,,
153,PT00M11.50S,2026-04-04T19:40:47.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,36,43,2026-04-04T19:40:47Z,1510000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,152.0,,,,,,,,,,3.0,3.0,0.0,,,,,
154,PT00M00.90S,2026-04-04T19:40:59.3Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,36,43,2026-04-04T19:41:05Z,1520000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (2 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,1627524.0,,,,,,,,,,,,2.0,,,,
155,PT00M00.20S,2026-04-04T19:41:10.8Z,1,REGULAR,heave,,['fromturnover'],0,,,1610612743,36,43,2026-04-04T19:43:33Z,1530000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Center,69.45,,,,,,,,,,,,,,,,,,,
156,PT00M00.10S,2026-04-04T19:41:10.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,36,43,2026-04-04T19:41:40Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,155.0,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2026-04-04T19:41:39.3Z,1,REGULAR,period,end,[],0,,,1610612743,36,43,2026-04-04T19:41:39Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-04-04T19:44:19.0Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,36,43,2026-04-04T19:44:53Z,1560000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-04-04T19:44:19.0Z,2,REGULAR,substitution,out,['startperiod'],1629640,,,1610612743,36,43,2026-04-04T19:44:53Z,1570000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-04-04T19:44:19.0Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612743,36,43,2026-04-04T19:44:53Z,1580000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-04-04T19:44:19.0Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612743,36,43,2026-04-04T19:44:53Z,1590000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-04-04T19:44:19.0Z,2,REGULAR,substitution,in,['startperiod'],1642868,,,1610612743,36,43,2026-04-04T19:44:53Z,1600000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-04-04T19:44:19.0Z,2,REGULAR,substitution,in,['startperiod'],1642844,,,1610612743,36,43,2026-04-04T19:44:53Z,1610000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-04-04T19:45:03.5Z,2,REGULAR,period,start,[],0,,,1610612743,36,43,2026-04-04T19:45:03Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M42.00S,2026-04-04T19:45:20.8Z,2,REGULAR,3pt,Jump Shot,[],203501,89.43823915900131,3.431372549019608,1610612743,39,43,2026-04-04T19:45:25Z,1630000,False,-233.0,47.0,1,right,T. Hardaway Jr. 3PT  (6 PTS) (J. Murray 3 AST),"[203501, 1627750]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.75,Made,,,,,,,6.0,J. Murray,1627750.0,3.0,,,,,,,,
168,PT11M30.00S,2026-04-04T19:45:55.9Z,2,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612759,39,43,2026-04-04T19:46:23Z,1660000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1631124, 1641705]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,
170,PT11M30.00S,2026-04-04T19:46:30.8Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,39,44,2026-04-04T19:46:30Z,1680000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (12 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
171,PT11M30.00S,2026-04-04T19:46:53.3Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,39,45,2026-04-04T19:46:53Z,1690000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (13 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
172,PT11M15.00S,2026-04-04T19:47:09.5Z,2,REGULAR,3pt,Jump Shot,[],1627750,68.9388961892247,68.62745098039215,1610612743,39,45,2026-04-04T19:47:15Z,1700000,False,93.0,239.0,1,right,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
173,PT11M11.00S,2026-04-04T19:47:13.5Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,39,45,2026-04-04T19:47:15Z,1710000,False,,,0,,C. Bryant REBOUND (Off:0 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Right Center,,,172.0,,,,,,,,,,1.0,1.0,0.0,,,,,
174,PT11M08.00S,2026-04-04T19:47:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,6.1268068331143235,55.14705882352941,1610612759,39,47,2026-04-04T19:47:30Z,1720000,False,-26.0,5.0,1,left,D. Harper driving Layup (4 PTS),[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,4.0,,,,,,,,,,,
