actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT04M38.00S,2026-04-09T01:23:54.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,68.28186596583443,13.970588235294118,1610612743,23,19,2026-04-09T01:24:00Z,890000,False,-180.0,246.0,1,right,MISS J. Murray 30' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,30.46,Missed,,,,,,,,,,,,,,,,
90,PT04M32.00S,2026-04-09T01:24:00.0Z,1,REGULAR,rebound,defensive,[],1641727,,,1610612763,23,19,2026-04-09T01:24:49Z,900000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:2),[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,
91,PT04M28.00S,2026-04-09T01:24:06.4Z,1,REGULAR,violation,kicked ball,[],1627750,,,1610612763,23,19,2026-04-09T01:24:26Z,910000,False,,,0,,J. Murray kicked ball VIOLATION,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,203593.0,,,,,,,,,,,,,,,,,,,
92,PT04M17.00S,2026-04-09T01:24:33.2Z,1,REGULAR,2pt,Jump Shot,[],1643253,20.71287779237845,66.66666666666666,1610612763,23,19,2026-04-09T01:25:49Z,920000,False,-83.0,142.0,1,left,MISS T. Okani 16' pullup Shot,[1643253],1610612763.0,MEM,pullup,,,Okani,T. Okani,,,,,Mid-Range,16-24 Left Center,,,16.48,Missed,,,,,,,,,,,,,,,,
93,PT04M15.00S,2026-04-09T01:24:35.2Z,1,REGULAR,rebound,offensive,[],1631351,,,1610612763,23,19,2026-04-09T01:25:58Z,930000,False,,,0,,L. Williamson REBOUND (Off:2 Def:0),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Mid-Range,16-24 Left Center,,,,,92.0,2.0,0.0,2.0,,,,,,,,,,,,
94,PT04M11.00S,2026-04-09T01:24:39.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642380,28.728646517739815,20.098039215686274,1610612763,23,22,2026-04-09T01:24:45Z,940000,False,150.0,218.0,1,left,A. Bal 26' 3PT  (3 PTS) (D. Whitehead 1 AST),"[1642380, 1641727]",1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Right Center,,,26.39,Made,,,,,,,,,3.0,D. Whitehead,1641727.0,1.0,,,,
96,PT03M52.00S,2026-04-09T01:24:57.4Z,1,REGULAR,3pt,Jump Shot,[],203501,71.56701708278581,17.15686274509804,1610612743,23,22,2026-04-09T01:25:01Z,960000,False,-164.0,215.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,27.04,Missed,,,,,,,,,,,,,,,,
97,PT03M50.00S,2026-04-09T01:24:59.4Z,1,REGULAR,rebound,defensive,[],1642942,,,1610612763,23,22,2026-04-09T01:25:01Z,970000,False,,,0,,J. Mashack REBOUND (Off:0 Def:1),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Left Center,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,
98,PT03M31.00S,2026-04-09T01:25:20.0Z,1,REGULAR,turnover,lost ball,[],1631351,,,1610612763,23,22,2026-04-09T01:25:24Z,980000,False,,,0,,L. Williamson lost ball TURNOVER (1 TO),"[1631351, 1631128]",1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Braun,1631128.0,,
99,PT03M31.00S,2026-04-09T01:25:20.0Z,1,REGULAR,steal,,[],1631128,,,1610612743,23,22,2026-04-09T01:25:22Z,990000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT03M25.00S,2026-04-09T01:25:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1643253,,,1610612743,23,22,2026-04-09T01:25:36Z,1000000,False,,,0,,T. Okani personal FOUL (1 PF) (Brown 2 FT),"[1643253, 1628971]",1610612763.0,MEM,,,,Okani,T. Okani,,,,,In The Paint (Non-RA),8-16 Center,202037.0,,,,,,,,1.0,0.0,Brown,1628971.0,,,,,,,,
102,PT03M25.00S,2026-04-09T01:25:54.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612743,24,22,2026-04-09T01:26:12Z,1020000,False,,,0,,B. Brown Free Throw 1 of 2 (1 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
103,PT03M25.00S,2026-04-09T01:25:54.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612743,24,22,2026-04-09T01:26:12Z,1030000,False,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
104,PT03M22.00S,2026-04-09T01:25:57.1Z,1,REGULAR,rebound,defensive,[],1642380,,,1610612763,24,22,2026-04-09T01:26:12Z,1040000,False,,,0,,A. Bal REBOUND (Off:0 Def:1),[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,
105,PT03M10.00S,2026-04-09T01:26:23.1Z,1,REGULAR,3pt,Jump Shot,[],1641727,6.258212877792378,94.6078431372549,1610612763,24,22,2026-04-09T01:26:28Z,1050000,False,-223.0,6.0,1,left,MISS D. Whitehead 3PT,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Left Corner 3,24+ Left,,,22.31,Missed,,,,,,,,,,,,,,,,
106,PT03M08.00S,2026-04-09T01:26:25.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,24,22,2026-04-09T01:27:41Z,1060000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,
107,PT02M54.00S,2026-04-09T01:26:38.6Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.59592641261499,21.323529411764707,1610612743,27,22,2026-04-09T01:26:42Z,1070000,False,-143.0,233.0,1,right,J. Murray 27' 3PT  (11 PTS) (C. Braun 1 AST),"[1627750, 1631128]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,27.38,Made,,,,,,,,,11.0,C. Braun,1631128.0,1.0,,,,
109,PT02M36.00S,2026-04-09T01:26:57.4Z,1,REGULAR,3pt,Jump Shot,[],1642942,32.013797634691194,51.225490196078425,1610612763,27,25,2026-04-09T01:27:02Z,1090000,False,-6.0,248.0,1,left,J. Mashack 24' 3PT  (7 PTS) (D. Whitehead 2 AST),"[1642942, 1641727]",1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Center,,,24.85,Made,,,,,,,,,7.0,D. Whitehead,1641727.0,2.0,,,,
111,PT02M28.00S,2026-04-09T01:27:07.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641727,,,1610612743,27,25,2026-04-09T01:27:24Z,1110000,False,,,0,,D. Whitehead shooting personal FOUL (2 PF) (Jokić 2 FT),"[1641727, 203999]",1610612763.0,MEM,shooting,,,Whitehead,D. Whitehead,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,2.0,0.0,Jokić,203999.0,,,,,,,,
113,PT02M28.00S,2026-04-09T01:27:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,27,25,2026-04-09T01:27:33Z,1130000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M28.00S,2026-04-09T01:27:35.6Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1642453,,,1610612743,27,25,2026-04-09T01:29:08Z,1140000,False,,,0,,TEAM foul technical,[1642453],1610612763.0,MEM,,,,,,,,,,,,202041.0,,,,,,,,,,,,,,,,,,,
115,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,27,25,2026-04-09T01:30:14Z,1150000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,27,25,2026-04-09T01:30:14Z,1160000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,out,[],1642380,,,1610612743,27,25,2026-04-09T01:30:14Z,1170000,False,,,0,,SUB out: A. Bal,[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,out,[],1642942,,,1610612743,27,25,2026-04-09T01:30:14Z,1180000,False,,,0,,SUB out: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,out,[],1643253,,,1610612743,27,25,2026-04-09T01:30:14Z,1190000,False,,,0,,SUB out: T. Okani,[1643253],1610612763.0,MEM,,,,Okani,T. Okani,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,in,[],1629661,,,1610612743,27,25,2026-04-09T01:30:14Z,1200000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,27,25,2026-04-09T01:30:14Z,1210000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,in,[],1641707,,,1610612743,27,25,2026-04-09T01:30:14Z,1220000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,in,[],1642383,,,1610612743,27,25,2026-04-09T01:30:14Z,1230000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2026-04-09T01:29:54.7Z,1,REGULAR,substitution,in,[],1642907,,,1610612743,27,25,2026-04-09T01:30:14Z,1240000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M28.00S,2026-04-09T01:30:33.9Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,27,25,2026-04-09T01:30:33Z,1250000,False,,,0,,MISS N. Jokić technical Free Throw 1 of 1,[203999],1610612743.0,DEN,technical,,,Jokić,N. Jokić,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
126,PT02M28.00S,2026-04-09T01:30:33.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,27,25,2026-04-09T01:30:33Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,
127,PT02M28.00S,2026-04-09T01:31:01.8Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,28,25,2026-04-09T01:31:01Z,1270000,False,,,0,,N. Jokić Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,Made,,,,,,,,,5.0,,,,,,,
128,PT02M28.00S,2026-04-09T01:31:15.0Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,29,25,2026-04-09T01:31:15Z,1280000,False,,,0,,N. Jokić Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,
129,PT02M10.00S,2026-04-09T01:31:34.9Z,1,REGULAR,2pt,Jump Shot,[],1642383,21.23850197109067,49.01960784313725,1610612763,29,27,2026-04-09T01:31:52Z,1290000,False,5.0,147.0,1,left,W. Clayton Jr. 14' pullup Jump Shot (2 PTS),[1642383],1610612763.0,MEM,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,8-16 Center,,,14.72,Made,,,,,,,,,2.0,,,,,,,
130,PT01M56.00S,2026-04-09T01:31:51.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641707,,,1610612743,29,27,2026-04-09T01:32:00Z,1300000,False,,,0,,T. Hendricks personal FOUL (1 PF) (Jokić 2 FT),"[1641707, 203999]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Center,202041.0,,,,,,,,1.0,0.0,Jokić,203999.0,,,,,,,,
132,PT01M56.00S,2026-04-09T01:32:15.9Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,30,27,2026-04-09T01:32:15Z,1320000,False,,,0,,N. Jokić Free Throw 1 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,
133,PT01M56.00S,2026-04-09T01:32:33.0Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,31,27,2026-04-09T01:32:33Z,1330000,False,,,0,,N. Jokić Free Throw 2 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,Made,,,,,,,,,8.0,,,,,,,
134,PT01M39.00S,2026-04-09T01:32:51.3Z,1,REGULAR,3pt,Jump Shot,[],1642907,34.247700394218136,44.6078431372549,1610612763,31,27,2026-04-09T01:32:56Z,1340000,False,27.0,269.0,1,left,MISS C. Coward 27' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,27.07,Missed,,,,,,,,,,,,,,,,
135,PT01M35.00S,2026-04-09T01:32:55.3Z,1,REGULAR,rebound,offensive,[],1641727,,,1610612763,31,27,2026-04-09T01:32:56Z,1350000,False,,,0,,D. Whitehead REBOUND (Off:1 Def:2),[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Center,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,,,
136,PT01M32.00S,2026-04-09T01:32:57.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641727,14.799605781865965,3.431372549019608,1610612763,31,27,2026-04-09T01:33:05Z,1360000,False,233.0,87.0,1,left,MISS D. Whitehead 24' step back 3PT,[1641727],1610612763.0,MEM,step back,,,Whitehead,D. Whitehead,,,,,Right Corner 3,24+ Right,,,24.84,Missed,,,,,,,,,,,,,,,,
137,PT01M30.00S,2026-04-09T01:32:59.5Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,31,27,2026-04-09T01:33:05Z,1370000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,
138,PT01M23.00S,2026-04-09T01:33:07.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641727,,,1610612743,31,27,2026-04-09T01:33:15Z,1380000,False,,,0,,D. Whitehead shooting personal FOUL (3 PF) (Brown 2 FT),"[1641727, 1628971]",1610612763.0,MEM,shooting,,,Whitehead,D. Whitehead,,,,,Restricted Area,0-8 Center,203593.0,,,,,,,,3.0,0.0,Brown,1628971.0,,,,,,,,
140,PT01M23.00S,2026-04-09T01:33:39.6Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,32,27,2026-04-09T01:33:39Z,1400000,False,,,0,,B. Brown Free Throw 1 of 2 (2 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,Made,,,,,,,,,2.0,,,,,,,
141,PT01M23.00S,2026-04-09T01:34:02.0Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,33,27,2026-04-09T01:34:02Z,1410000,False,,,0,,B. Brown Free Throw 2 of 2 (3 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
142,PT01M17.00S,2026-04-09T01:34:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642383,18.74178712220762,34.068627450980394,1610612763,33,27,2026-04-09T01:34:36Z,1420000,False,80.0,124.0,1,left,MISS W. Clayton Jr. 14' pullup Shot,[1642383],1610612763.0,MEM,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,14.72,Missed,,,,,,,,,,,,,,,,
143,PT01M15.00S,2026-04-09T01:34:13.5Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,33,27,2026-04-09T01:34:36Z,1430000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,
144,PT01M06.00S,2026-04-09T01:34:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,90.62089356110381,46.81372549019608,1610612743,33,27,2026-04-09T01:35:06Z,1440000,False,-16.0,36.0,1,right,MISS N. Jokić turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,3.91,Missed,,,,,,,,,,,,,,,,
145,PT01M04.00S,2026-04-09T01:34:24.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,33,27,2026-04-09T01:35:06Z,1450000,False,,,0,,N. Jokić REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,144.0,4.0,2.0,2.0,,,,,,,,,,,,
146,PT01M04.00S,2026-04-09T01:34:30.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,94.40999984741211,50.0,1610612743,35,27,2026-04-09T01:35:12Z,1460000,False,0.0,0.0,1,right,N. Jokić putback Layup (10 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,,,,,10.0,,,,,,,
147,PT00M49.60S,2026-04-09T01:34:37.6Z,1,REGULAR,3pt,Jump Shot,[],1641707,28.86005256241787,72.79411764705883,1610612763,35,30,2026-04-09T01:34:42Z,1470000,False,-114.0,219.0,1,left,T. Hendricks 24' 3PT  (8 PTS) (L. Williamson 1 AST),"[1641707, 1631351]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,24.67,Made,,,,,,,,,8.0,L. Williamson,1631351.0,1.0,,,,
149,PT00M38.10S,2026-04-09T01:34:52.3Z,1,REGULAR,3pt,Jump Shot,[],1628971,90.22667542706965,98.52941176470588,1610612743,35,30,2026-04-09T01:34:56Z,1490000,False,243.0,39.0,1,right,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,24.58,Missed,,,,,,,,,,,,,,,,
150,PT00M35.70S,2026-04-09T01:34:54.7Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,35,30,2026-04-09T01:34:56Z,1500000,False,,,0,,C. Coward REBOUND (Off:1 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,
151,PT00M29.80S,2026-04-09T01:35:00.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642907,33.459264126149804,43.38235294117647,1610612763,35,33,2026-04-09T01:36:31Z,1510000,False,33.0,262.0,1,left,C. Coward 26' 3PT running pullup (7 PTS),[1642907],1610612763.0,MEM,running pullup,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,26.41,Made,,,,,,,,,7.0,,,,,,,
152,PT00M20.10S,2026-04-09T01:35:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,85.10183968462549,38.23529411764706,1610612743,37,33,2026-04-09T01:36:41Z,1520000,False,-59.0,88.0,1,right,J. Strawther 10' driving floating Jump Shot (2 PTS),[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Left,,,10.54,Made,,,,,,,,,2.0,,,,,,,
153,PT00M04.60S,2026-04-09T01:35:33.0Z,1,REGULAR,3pt,Jump Shot,[],1642907,28.203022339027594,14.215686274509803,1610612763,37,33,2026-04-09T01:35:36Z,1530000,False,179.0,213.0,1,left,MISS C. Coward 27' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,27.79,Missed,,,,,,,,,,,,,,,,
154,PT00M02.10S,2026-04-09T01:35:35.5Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,37,33,2026-04-09T01:35:35Z,1540000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,
155,PT00M00.20S,2026-04-09T01:35:37.9Z,1,REGULAR,heave,,[],0,,,1610612743,37,33,2026-04-09T01:37:02Z,1550000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,72.9,,,,,,,,,,,,,,,,,
156,PT00M00.10S,2026-04-09T01:35:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,37,33,2026-04-09T01:36:19Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,155.0,,,,,,,,,,,,,,,
157,PT00M00.00S,2026-04-09T01:35:43.4Z,1,REGULAR,period,end,[],0,,,1610612743,37,33,2026-04-09T01:35:43Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-04-09T01:38:11.1Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,37,33,2026-04-09T01:38:36Z,1580000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-04-09T01:38:11.1Z,2,REGULAR,substitution,out,['startperiod'],1631351,,,1610612743,37,33,2026-04-09T01:38:36Z,1590000,False,,,0,,SUB out: L. Williamson,[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-04-09T01:38:11.1Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,37,33,2026-04-09T01:38:36Z,1600000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-04-09T01:38:11.1Z,2,REGULAR,substitution,in,['startperiod'],1642380,,,1610612743,37,33,2026-04-09T01:38:36Z,1610000,False,,,0,,SUB in: A. Bal,[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-04-09T01:38:30.0Z,2,REGULAR,period,start,[],0,,,1610612763,37,33,2026-04-09T01:38:37Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2026-04-09T01:38:44.4Z,2,REGULAR,3pt,Jump Shot,[],1641727,7.046649145860711,5.392156862745098,1610612763,37,33,2026-04-09T01:39:10Z,1630000,False,223.0,14.0,1,left,MISS D. Whitehead 3PT,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Right Corner 3,24+ Right,,,22.34,Missed,,,,,,,,,,,,,,,,
164,PT11M45.00S,2026-04-09T01:38:46.4Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,37,33,2026-04-09T01:39:10Z,1640000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,
165,PT11M34.00S,2026-04-09T01:38:55.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,91.01511169513797,47.794117647058826,1610612743,39,33,2026-04-09T01:39:00Z,1650000,False,-11.0,32.0,1,right,J. Valančiūnas Hook (2 PTS) (T. Hardaway Jr. 1 AST),"[202685, 203501]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,3.38,Made,,,,,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,
167,PT11M22.00S,2026-04-09T01:39:06.6Z,2,REGULAR,3pt,Jump Shot,[],1642383,32.670827858081466,63.23529411764706,1610612763,39,33,2026-04-09T01:39:12Z,1670000,False,-66.0,255.0,1,left,MISS W. Clayton Jr. 26' 3PT,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,,,26.31,Missed,,,,,,,,,,,,,,,,
168,PT11M19.00S,2026-04-09T01:39:10.5Z,2,REGULAR,rebound,offensive,[],1642380,,,1610612763,39,33,2026-04-09T01:39:10Z,1680000,False,,,0,,A. Bal REBOUND (Off:1 Def:1),[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Center,,,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,
169,PT11M18.00S,2026-04-09T01:39:12.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642380,11.777266754270697,97.79411764705883,1610612763,39,33,2026-04-09T01:40:11Z,1690000,False,-239.0,58.0,1,left,MISS A. Bal 24' step back 3PT,[1642380],1610612763.0,MEM,step back,,,Bal,A. Bal,,,,,Left Corner 3,24+ Left,,,24.6,Missed,,,,,,,,,,,,,,,,
