actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-09T02:10:45.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-09T02:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-09T02:10:48.8Z,1,REGULAR,jumpball,recovered,[],1631212,,,1610612743,0,0,2025-11-09T02:10:48Z,40000,False,,,0,,Jump Ball N. Jokić vs. I. Jackson: Tip to P. Watson,"[1631212, 203999, 1630543]",1610612743.0,DEN,startperiod,P. Watson,1631212.0,Watson,P. Watson,Jokić,203999.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-09T02:11:02.1Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,0,0,2025-11-09T02:11:07Z,70000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 1630543]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,1.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-11-09T02:11:02.1Z,1,REGULAR,steal,,[],1630543,,,1610612754,0,0,2025-11-09T02:11:04Z,80000,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2025-11-09T02:11:05.7Z,1,REGULAR,foul,personal,[],203999,,,1610612754,0,0,2025-11-09T02:11:27Z,90000,False,,,0,,N. Jokić personal FOUL (1 PF),"[203999, 1630174]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,,1629177.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
11,PT11M25.00S,2025-11-09T02:11:32.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,66.04796320630749,38.23529411764706,1610612754,0,0,2025-11-09T02:11:38Z,110000,False,-59.0,267.0,1,right,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,27.3,Missed,,,,,,,,,,
12,PT11M22.00S,2025-11-09T02:11:35.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2025-11-09T02:11:38Z,120000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,
13,PT11M20.00S,2025-11-09T02:11:37.9Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,0,0,2025-11-09T02:11:42Z,130000,False,,,0,,N. Jokić bad pass TURNOVER (2 TO),"[203999, 1630543]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,2.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,
14,PT11M20.00S,2025-11-09T02:11:37.9Z,1,REGULAR,steal,,[],1630543,,,1610612754,0,0,2025-11-09T02:11:39Z,140000,False,,,0,,I. Jackson STEAL (2 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
15,PT11M16.00S,2025-11-09T02:11:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,92.85479632063075,46.81372549019608,1610612754,0,2,2025-11-09T02:11:45Z,150000,False,-16.0,15.0,1,right,I. Jackson driving Layup (2 PTS),[1630543],1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,2.17,Made,,,,,2.0,,,,,
16,PT11M05.00S,2025-11-09T02:11:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629618,5.601182654402102,47.794117647058826,1610612743,2,2,2025-11-09T02:11:57Z,160000,False,11.0,0.0,1,left,J. Pickett cutting Layup (2 PTS) (N. Jokić 1 AST),"[1629618, 203999]",1610612743.0,DEN,cutting,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,,,,,,,,,1.1,Made,,,,,2.0,N. Jokić,203999.0,1.0,,
18,PT10M53.00S,2025-11-09T02:12:13.4Z,1,REGULAR,foul,technical,['1freethrow'],203999,,,1610612754,2,2,2025-11-09T02:12:21Z,180000,False,,,0,,N. Jokić defensive-3-second technical FOUL (1 Tech),[203999],1610612743.0,DEN,defensive-3-second,,,Jokić,N. Jokić,,,,,,,,,,201639.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M53.00S,2025-11-09T02:12:32.5Z,1,REGULAR,freethrow,1 of 1,[],1630174,,,1610612754,2,3,2025-11-09T02:12:32Z,190000,False,,,0,,A. Nesmith technical Free Throw 1 of 1 (1 PTS),[1630174],1610612754.0,IND,technical,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
20,PT10M41.00S,2025-11-09T02:12:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,86.94152431011827,53.431372549019606,1610612754,2,3,2025-11-09T02:13:46Z,200000,False,17.0,70.0,1,right,MISS I. Jackson 7' cutting Layup,[1630543],1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.23,Missed,,,,,,,,,,
21,PT10M39.00S,2025-11-09T02:12:58.3Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,2,3,2025-11-09T02:15:52Z,210000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,
22,PT10M38.00S,2025-11-09T02:12:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,90.62089356110381,54.41176470588235,1610612754,2,3,2025-11-09T02:15:29Z,220000,False,22.0,36.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612754.0,IND,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,4.2,Missed,,,,,,,,,,
23,PT10M36.00S,2025-11-09T02:13:01.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,3,2025-11-09T02:13:06Z,230000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,
24,PT10M31.00S,2025-11-09T02:13:05.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629661,5.863994743758213,51.71568627450981,1610612743,4,3,2025-11-09T02:13:12Z,240000,False,-9.0,3.0,1,left,C. Johnson running DUNK (2 PTS) (N. Jokić 2 AST),"[1629661, 203999]",1610612743.0,DEN,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,0.9,Made,,,,,2.0,N. Jokić,203999.0,2.0,,
26,PT10M14.00S,2025-11-09T02:13:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,93.77463863337714,53.18627450980392,1610612754,4,3,2025-11-09T02:13:27Z,260000,False,16.0,6.0,1,right,MISS I. Jackson reverse Layup,[1630543],1610612754.0,IND,reverse,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.7,Missed,,,,,,,,,,
27,PT10M13.00S,2025-11-09T02:13:23.1Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,4,3,2025-11-09T02:13:27Z,270000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT10M08.00S,2025-11-09T02:13:28.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629661,23.078186596583443,34.31372549019608,1610612743,4,3,2025-11-09T02:13:43Z,280000,False,78.0,164.0,1,left,MISS C. Johnson 18' step back Shot,[1629661],1610612743.0,DEN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,18.21,Missed,,,,,,,,,,
29,PT10M05.00S,2025-11-09T02:13:31.9Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,4,3,2025-11-09T02:13:43Z,290000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,
