actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
200,PT09M48.00S,2025-12-26T04:17:21.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,65.25952693823915,50.73529411764706,1610612750,38,36,2025-12-26T04:17:27Z,1980000,False,4.0,274.0,1,right,N. Reid 27' 3PT  (6 PTS) (D. DiVincenzo 1 AST),"[1629675, 1628978]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,27.41,Made,,6.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,
202,PT09M46.00S,2025-12-26T04:17:27.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,38,36,2025-12-26T04:17:27Z,2000000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M46.00S,2025-12-26T04:19:20.9Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,38,36,2025-12-26T04:20:36Z,2010000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M46.00S,2025-12-26T04:19:20.9Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,38,36,2025-12-26T04:20:36Z,2020000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M34.00S,2025-12-26T04:21:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,14.668199737187912,62.745098039215684,1610612743,38,36,2025-12-26T04:22:19Z,2030000,False,-64.0,85.0,1,left,MISS J. Valančiūnas 10' fadeaway Shot,[202685],1610612743.0,DEN,fadeaway,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Left,10.65,Missed,,,,,,,,,,,,,,,,,,
206,PT09M32.00S,2025-12-26T04:21:25.6Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,38,36,2025-12-26T04:22:12Z,2040000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Left,,,205.0,,,,,,,,,,,1.0,0.0,1.0,,,,
207,PT09M20.00S,2025-12-26T04:21:31.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202685,9.543363994743759,54.41176470588235,1610612743,38,36,2025-12-26T04:22:55Z,2050000,False,-22.0,37.0,1,left,MISS J. Valančiūnas driving Hook - blocked,"[202685, 203497]",1610612743.0,DEN,driving,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
221,PT09M20.00S,2025-12-26T04:21:31.0Z,2,REGULAR,block,,[],203497,,,1610612743,38,36,2025-12-26T04:23:13Z,2055000,False,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
208,PT09M19.00S,2025-12-26T04:21:32.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,36,2025-12-26T04:21:38Z,2060000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,207.0,,,,,,,,,,,3.0,2.0,1.0,,,,
209,PT09M17.00S,2025-12-26T04:21:38.0Z,2,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,38,36,2025-12-26T04:21:45Z,2070000,False,,,0,,J. McDaniels step out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,step,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1162.0,1.0,,,,,,,,,
210,PT09M08.00S,2025-12-26T04:21:57.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,18.478975032851512,31.61764705882353,1610612743,38,36,2025-12-26T04:22:14Z,2080000,False,92.0,121.0,1,left,MISS J. Murray 15' pullup Shot - blocked,"[1627750, 1630538]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,15.21,Missed,,,,,,Hyland,1630538.0,,,,,,,,,,,
211,PT09M08.00S,2025-12-26T04:21:57.2Z,2,REGULAR,block,,[],1630538,,,1610612743,38,36,2025-12-26T04:21:59Z,2090000,False,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
212,PT09M06.00S,2025-12-26T04:21:59.2Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,38,36,2025-12-26T04:22:14Z,2100000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,,,210.0,,,,,,,,,,,1.0,1.0,0.0,,,,
213,PT09M03.00S,2025-12-26T04:22:02.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629675,92.19776609724047,50.0,1610612750,38,38,2025-12-26T04:22:19Z,2110000,False,0.0,21.0,1,right,N. Reid running DUNK (8 PTS) (D. DiVincenzo 2 AST),"[1629675, 1628978]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.08,Made,,8.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,
215,PT08M42.00S,2025-12-26T04:22:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.697109067017081,37.99019607843137,1610612743,38,38,2025-12-26T04:22:30Z,2130000,False,60.0,67.0,1,left,MISS B. Brown 8' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,8.99,Missed,,,,,,,,,,,,,,,,,,
216,PT08M40.00S,2025-12-26T04:22:25.6Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,38,38,2025-12-26T04:22:30Z,2140000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,215.0,,,,,,,,,,,2.0,2.0,0.0,,,,
217,PT08M25.00S,2025-12-26T04:22:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.72339027595268,55.392156862745104,1610612750,38,40,2025-12-26T04:22:45Z,2150000,False,27.0,16.0,1,right,R. Gobert Layup (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.13,Made,,5.0,,,,,,,,,,,,,,,,
219,PT08M03.00S,2025-12-26T04:23:02.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,7.30946123521682,46.07843137254902,1610612743,38,40,2025-12-26T04:27:18Z,2170000,False,20.0,16.0,1,left,MISS J. Valančiūnas Hook,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
220,PT08M01.00S,2025-12-26T04:23:04.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,40,2025-12-26T04:23:20Z,2180000,False,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,219.0,,,,,,,,,,,4.0,3.0,1.0,,,,
222,PT07M47.00S,2025-12-26T04:23:18.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,87.72996057818659,50.49019607843137,1610612750,38,42,2025-12-26T04:23:26Z,2190000,False,2.0,63.0,1,right,N. Reid 6' driving floating Jump Shot (10 PTS) (D. DiVincenzo 3 AST),"[1629675, 1628978]",1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,,10.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,,,,
224,PT07M24.00S,2025-12-26T04:23:42.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,6.389618922470433,45.83333333333333,1610612743,38,42,2025-12-26T04:23:52Z,2210000,False,21.0,8.0,1,left,MISS Z. Nnaji cutting DUNK - blocked,"[1630192, 1630183]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,McDaniels,1630183.0,,,,,,,,,,,
230,PT07M24.00S,2025-12-26T04:23:42.0Z,2,REGULAR,block,,[],1630183,,,1610612743,38,42,2025-12-26T04:24:17Z,2215000,False,,,0,,J. McDaniels BLOCK (2 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT07M22.00S,2025-12-26T04:23:44.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,42,2025-12-26T04:23:52Z,2220000,False,,,0,,N. Reid REBOUND (Off:1 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,224.0,,,,,,,,,,,5.0,4.0,1.0,,,,
226,PT07M18.00S,2025-12-26T04:23:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630538,91.5407358738502,46.568627450980394,1610612750,38,44,2025-12-26T04:24:00Z,2230000,False,-17.0,27.0,1,right,B. Hyland running Layup (2 PTS) (N. Reid 2 AST),"[1630538, 1629675]",1610612750.0,MIN,running,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,3.2,Made,,2.0,N. Reid,1629675.0,2.0,,,,,,,,,,,,,
227,PT07M08.00S,2025-12-26T04:24:00.9Z,2,REGULAR,foul,offensive,[],202685,,,1610612743,38,44,2025-12-26T04:24:09Z,2240000,False,,,0,,J. Valančiūnas offensive FOUL (1 PF),"[202685, 1628978]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202901.0,,,,,,,1.0,0.0,DiVincenzo,1628978.0
229,PT07M08.00S,2025-12-26T04:24:00.9Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612743,38,44,2025-12-26T04:24:00Z,2260000,False,,,0,,J. Valančiūnas offensive foul TURNOVER (1 TO),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202901.0,1.0,,,,,,,,,
231,PT06M55.00S,2025-12-26T04:24:25.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,89.96386333771353,5.147058823529411,1610612750,38,44,2025-12-26T04:24:31Z,2270000,False,-224.0,42.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
232,PT06M52.00S,2025-12-26T04:24:28.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612743,38,44,2025-12-26T04:24:31Z,2280000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,231.0,,,,,,,,,,,2.0,2.0,0.0,,,,
233,PT06M45.00S,2025-12-26T04:24:36.3Z,2,REGULAR,3pt,Jump Shot,[],203501,32.40801576872536,29.166666666666668,1610612743,38,44,2025-12-26T04:24:48Z,2290000,False,104.0,252.0,1,left,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2025-12-26T04:24:38.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,38,44,2025-12-26T04:24:48Z,2300000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,233.0,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2025-12-26T04:24:49.3Z,2,REGULAR,foul,personal,[],202685,,,1610612750,38,44,2025-12-26T04:25:00Z,2320000,False,,,0,,J. Valančiūnas loose ball personal FOUL (2 PF),"[202685, 1629675]",1610612743.0,DEN,loose ball,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1162.0,,,,,,,2.0,0.0,Reid,1629675.0
238,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,out,[],203501,,,1610612750,38,44,2025-12-26T04:25:29Z,2340000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,out,[],202685,,,1610612750,38,44,2025-12-26T04:25:29Z,2350000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,out,[],1630192,,,1610612750,38,44,2025-12-26T04:25:29Z,2360000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,out,[],1628978,,,1610612750,38,44,2025-12-26T04:25:29Z,2370000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,38,44,2025-12-26T04:25:29Z,2380000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,in,[],1642461,,,1610612750,38,44,2025-12-26T04:25:29Z,2390000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,in,[],203999,,,1610612750,38,44,2025-12-26T04:25:29Z,2400000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,in,[],1631212,,,1610612750,38,44,2025-12-26T04:25:29Z,2410000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,38,44,2025-12-26T04:25:29Z,2420000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M43.00S,2025-12-26T04:24:58.4Z,2,REGULAR,substitution,in,[],203944,,,1610612750,38,44,2025-12-26T04:25:29Z,2430000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M29.00S,2025-12-26T04:25:39.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,91.93495400788436,59.80392156862745,1610612750,38,44,2025-12-26T04:30:32Z,2440000,False,49.0,23.0,1,right,MISS B. Hyland driving floating Shot,[1630538],1610612750.0,MIN,driving floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
249,PT06M29.00S,2025-12-26T04:25:39.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,38,44,2025-12-26T04:30:32Z,2450000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,248.0,,,,,,,,,,,,,,,,,
250,PT06M29.00S,2025-12-26T04:25:42.5Z,2,REGULAR,foul,personal,[],203497,,,1610612743,38,44,2025-12-26T04:25:49Z,2460000,False,,,0,,R. Gobert loose ball personal FOUL (3 PF),"[203497, 203999]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202901.0,,,,,,,3.0,0.0,Jokić,203999.0
252,PT06M29.00S,2025-12-26T04:25:50.3Z,2,REGULAR,substitution,out,[],203497,,,1610612743,38,44,2025-12-26T04:25:58Z,2480000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M29.00S,2025-12-26T04:25:50.3Z,2,REGULAR,substitution,in,[],1629675,,,1610612743,38,44,2025-12-26T04:25:58Z,2490000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M22.00S,2025-12-26T04:26:13.9Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,38,44,2025-12-26T04:26:22Z,2500000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 203944]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Randle,203944.0,,,,,,,
255,PT06M22.00S,2025-12-26T04:26:13.9Z,2,REGULAR,steal,,[],203944,,,1610612750,38,44,2025-12-26T04:26:22Z,2510000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
256,PT06M18.00S,2025-12-26T04:26:18.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,91.27792378449409,46.81372549019608,1610612750,38,46,2025-12-26T04:31:41Z,2520000,False,-16.0,29.0,1,right,J. Randle running reverse Layup (7 PTS) (B. Hyland 2 AST),"[203944, 1630538]",1610612750.0,MIN,running reverse,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.35,Made,,7.0,B. Hyland,1630538.0,2.0,,,,,,,,,,,,,
258,PT06M10.00S,2025-12-26T04:26:26.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,31.35676741130092,71.32352941176471,1610612743,41,46,2025-12-26T04:26:31Z,2540000,False,-107.0,242.0,1,left,J. Murray 26' 3PT pullup (8 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.47,Made,,8.0,,,,,,,,,,,,,,,,
259,PT05M51.00S,2025-12-26T04:26:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.06636005256242,46.81372549019608,1610612750,41,48,2025-12-26T04:26:48Z,2550000,False,-16.0,22.0,1,right,J. Randle cutting Layup (9 PTS) (J. McDaniels 2 AST),"[203944, 1630183]",1610612750.0,MIN,cutting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.72,Made,,9.0,J. McDaniels,1630183.0,2.0,,,,,,,,,,,,,
261,PT05M34.00S,2025-12-26T04:27:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,10.463206307490145,51.470588235294116,1610612743,43,48,2025-12-26T04:27:06Z,2570000,False,-7.0,46.0,1,left,N. Jokić Layup (20 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,4.65,Made,,20.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,
263,PT05M10.00S,2025-12-26T04:27:27.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,94.03745072273325,4.166666666666666,1610612750,43,48,2025-12-26T04:27:57Z,2590000,False,-229.0,4.0,1,right,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
264,PT05M09.00S,2025-12-26T04:27:28.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,43,48,2025-12-26T04:28:22Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Left Corner 3,24+ Left,,,263.0,,,,,,,,,,,,,,,,,
265,PT05M09.00S,2025-12-26T04:27:35.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,43,48,2025-12-26T04:27:46Z,2610000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1162.0,,,,,,,,,,
266,PT05M09.00S,2025-12-26T04:27:37.6Z,2,REGULAR,substitution,out,[],1630183,,,1610612743,43,48,2025-12-26T04:27:48Z,2620000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M09.00S,2025-12-26T04:27:37.6Z,2,REGULAR,substitution,in,[],1641740,,,1610612743,43,48,2025-12-26T04:27:48Z,2630000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M57.00S,2025-12-26T04:28:01.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,27.54599211563732,79.41176470588235,1610612743,43,48,2025-12-26T04:28:06Z,2640000,False,-147.0,206.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
269,PT04M53.00S,2025-12-26T04:28:05.6Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,43,48,2025-12-26T04:28:06Z,2650000,False,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,268.0,,,,,,,,,,,2.0,2.0,0.0,,,,
270,PT04M48.00S,2025-12-26T04:28:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630162,68.54467805519053,72.79411764705883,1610612750,43,48,2025-12-26T04:28:16Z,2660000,False,114.0,243.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
271,PT04M45.00S,2025-12-26T04:28:13.4Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,43,48,2025-12-26T04:28:16Z,2670000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,270.0,,,,,,,,,,,2.0,2.0,0.0,,,,
272,PT04M36.00S,2025-12-26T04:28:24.2Z,2,REGULAR,foul,personal,[],1629675,,,1610612743,43,48,2025-12-26T04:28:47Z,2680000,False,,,0,,N. Reid personal FOUL (2 PF),"[1629675, 203999]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right,,,,,,,,,,202901.0,,,,,,,2.0,0.0,Jokić,203999.0
274,PT04M36.00S,2025-12-26T04:28:34.6Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,43,48,2025-12-26T04:28:43Z,2700000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M36.00S,2025-12-26T04:28:34.6Z,2,REGULAR,substitution,out,[],1629675,,,1610612743,43,48,2025-12-26T04:28:43Z,2710000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M36.00S,2025-12-26T04:28:34.6Z,2,REGULAR,substitution,in,[],1630545,,,1610612743,43,48,2025-12-26T04:28:43Z,2720000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M36.00S,2025-12-26T04:28:34.6Z,2,REGULAR,substitution,in,[],201144,,,1610612743,43,48,2025-12-26T04:28:43Z,2730000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M30.00S,2025-12-26T04:29:02.5Z,2,REGULAR,foul,technical,['1freethrow'],1630545,,,1610612743,43,48,2025-12-26T04:29:10Z,2740000,False,,,0,,T. Shannon Jr. defensive-3-second technical FOUL (1 Tech),[1630545],1610612750.0,MIN,defensive-3-second,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202053.0,,,,,,,0.0,1.0,,
279,PT04M30.00S,2025-12-26T04:29:27.2Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,44,48,2025-12-26T04:29:27Z,2750000,False,,,0,,J. Murray technical Free Throw 1 of 1 (9 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
282,PT04M19.00S,2025-12-26T04:30:07.4Z,2,REGULAR,turnover,offensive goaltending,[],1642461,,,1610612743,44,48,2025-12-26T04:30:19Z,2780000,False,,,0,,S. Jones offensive goaltending TURNOVER (1 TO),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,1162.0,1.0,,,,,,,,,
283,PT04M09.00S,2025-12-26T04:30:27.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203944,86.28449408672799,19.607843137254903,1610612750,44,48,2025-12-26T04:30:33Z,2790000,False,-152.0,76.0,1,right,MISS J. Randle 17' pullup bank Shot,[203944],1610612750.0,MIN,pullup bank,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,17.01,Missed,,,,,,,,,,,,,,,,,,
284,PT04M07.00S,2025-12-26T04:30:29.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,44,48,2025-12-26T04:30:33Z,2800000,False,,,0,,N. Jokić REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left,,,283.0,,,,,,,,,,,6.0,5.0,1.0,,,,
