actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-10T02:10:42.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-10T02:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2026-01-10T02:10:50.8Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612737,0,0,2026-01-10T02:10:50Z,40000,False,,,0,,Jump Ball O. Okongwu vs. D. Holmes II: Tip to N. Alexander-Walker,"[1629638, 1630168, 1641747]",1610612737.0,ATL,startperiod,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Okongwu,1630168.0,Holmes II,1641747.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-01-10T02:11:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,32.670827858081466,65.93137254901961,1610612737,0,0,2026-01-10T02:11:10Z,70000,False,-80.0,255.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-01-10T02:11:07.4Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,0,0,2026-01-10T02:11:10Z,80000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2026-01-10T02:11:21.4Z,1,REGULAR,3pt,Jump Shot,[],1641747,67.88764783180025,28.431372549019606,1610612743,3,0,2026-01-10T02:11:27Z,90000,False,-108.0,249.0,1,right,D. Holmes II 27' 3PT  (3 PTS) (P. Watson 1 AST),"[1641747, 1631212]",1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Left Center,27.17,Made,,,,,3.0,P. Watson,1631212.0,1.0,,,,,,,,,,
11,PT11M05.00S,2026-01-10T02:11:37.0Z,1,REGULAR,3pt,Jump Shot,[],1630552,30.436925098554536,73.52941176470588,1610612737,3,3,2026-01-10T02:11:44Z,110000,False,-118.0,234.0,1,left,J. Johnson 26' 3PT  (3 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,26.15,Made,,,,,3.0,D. Daniels,1630700.0,1.0,,,,,,,,,,
13,PT10M42.00S,2026-01-10T02:11:59.4Z,1,REGULAR,3pt,Jump Shot,[],1641747,67.09921156373193,43.13725490196079,1610612743,6,3,2026-01-10T02:12:04Z,130000,False,-34.0,257.0,1,right,D. Holmes II 25' 3PT  (6 PTS) (J. Pickett 1 AST),"[1641747, 1629618]",1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Center,25.91,Made,,,,,6.0,J. Pickett,1629618.0,1.0,,,,,,,,,,
15,PT10M29.00S,2026-01-10T02:12:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630168,30.699737187910642,68.38235294117648,1610612737,6,3,2026-01-10T02:12:17Z,150000,False,-92.0,236.0,1,left,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
16,PT10M28.00S,2026-01-10T02:12:13.5Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,6,3,2026-01-10T02:12:17Z,160000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M11.00S,2026-01-10T02:12:31.6Z,1,REGULAR,2pt,Jump Shot,[],1629618,78.26872536136662,26.715686274509803,1610612743,8,3,2026-01-10T02:12:36Z,170000,False,-116.0,152.0,1,right,J. Pickett 19' fadeaway Jump Shot (2 PTS) (H. Tyson 1 AST),"[1629618, 1641816]",1610612743.0,DEN,fadeaway,,,Pickett,J. Pickett,,,,,Mid-Range,16-24 Left Center,19.13,Made,,,,,2.0,H. Tyson,1641816.0,1.0,,,,,,,,,,
