actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-19T01:10:39.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-19T01:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-01-19T01:10:40.2Z,1,REGULAR,jumpball,recovered,[],1628970,,,1610612766,0,0,2026-01-19T01:10:40Z,40000,False,,,0,,Jump Ball M. Diabaté vs. D. Holmes II: Tip to M. Bridges,"[1628970, 1631217, 1641747]",1610612766.0,CHA,startperiod,M. Bridges,1628970.0,Bridges,M. Bridges,Diabaté,1631217.0,Holmes II,1641747.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2026-01-19T01:11:27.8Z,1,REGULAR,3pt,Jump Shot,[],1641706,68.01905387647832,70.58823529411765,1610612766,0,3,2026-01-19T01:11:31Z,80000,False,103.0,248.0,1,right,B. Miller 26' 3PT  (3 PTS) (K. Knueppel 1 AST),"[1641706, 1642851]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.86,Made,3.0,K. Knueppel,1642851.0,1.0,,,,,,,,,,,,,,
10,PT11M17.00S,2026-01-19T01:11:49.0Z,1,REGULAR,2pt,Jump Shot,[],1627750,23.47240473061761,59.55882352941176,1610612743,2,3,2026-01-19T01:11:53Z,100000,False,-48.0,168.0,1,left,J. Murray 17' pullup Jump Shot (2 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,17.48,Made,2.0,,,,,,,,,,,,,,,,,
11,PT10M57.00S,2026-01-19T01:12:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.06636005256242,52.94117647058824,1610612766,2,5,2026-01-19T01:12:14Z,110000,False,15.0,22.0,1,right,M. Bridges driving finger roll Layup (2 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M41.00S,2026-01-19T01:12:25.5Z,1,REGULAR,3pt,Jump Shot,[],1631212,25.18068331143233,87.25490196078431,1610612743,2,5,2026-01-19T01:12:29Z,120000,False,-186.0,184.0,1,left,MISS P. Watson 26' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
13,PT10M38.00S,2026-01-19T01:12:28.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,5,2026-01-19T01:12:29Z,130000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M27.00S,2026-01-19T01:12:40.1Z,1,REGULAR,3pt,Jump Shot,[],1641706,71.69842312746385,79.90196078431373,1610612766,2,5,2026-01-19T01:12:44Z,140000,False,150.0,214.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
15,PT10M24.00S,2026-01-19T01:12:43.1Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,2,5,2026-01-19T01:13:22Z,150000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M10.00S,2026-01-19T01:13:09.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,26.231931668856767,13.23529411764706,1610612743,2,5,2026-01-19T01:13:13Z,170000,False,184.0,194.0,1,left,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
18,PT10M07.00S,2026-01-19T01:13:12.2Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,2,5,2026-01-19T01:24:49Z,180000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
