actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT11M10.00S,2026-04-11T01:12:22.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202685,,,1610612743,2,0,2026-04-11T01:12:22Z,170000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (2 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
18,PT11M00.00S,2026-04-11T01:12:33.1Z,1,REGULAR,3pt,Jump Shot,[],1642382,75.90341655716163,10.294117647058822,1610612760,2,0,2026-04-11T01:12:38Z,180000,False,-199.0,174.0,1,right,MISS B. Carlson 26' 3PT,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
19,PT10M58.00S,2026-04-11T01:12:36.1Z,1,REGULAR,rebound,offensive,[],1642260,,,1610612760,2,0,2026-04-11T01:12:36Z,190000,False,,,0,,N. Topić REBOUND (Off:1 Def:0),[1642260],1610612760.0,OKC,,,,Topić,N. Topić,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M54.00S,2026-04-11T01:12:41.0Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612760,2,0,2026-04-11T01:12:45Z,200000,False,,,0,,J. Valančiūnas shooting personal FOUL (1 PF) (Wiggins 2 FT),"[202685, 1630598]",1610612743.0,DEN,shooting,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2534.0,1.0,0.0,Wiggins,1630598.0,,,,,,
22,PT10M54.00S,2026-04-11T01:13:05.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630598,,,1610612760,2,1,2026-04-11T01:13:05Z,220000,False,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
23,PT10M54.00S,2026-04-11T01:13:19.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630598,,,1610612760,2,1,2026-04-11T01:13:19Z,230000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M52.00S,2026-04-11T01:13:21.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,2,1,2026-04-11T01:13:21Z,240000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M39.00S,2026-04-11T01:13:34.9Z,1,REGULAR,2pt,Jump Shot,[],1631124,10.200394218134035,68.13725490196079,1610612743,2,1,2026-04-11T01:13:40Z,250000,False,-91.0,43.0,1,left,MISS J. Strawther 10' fadeaway Shot,[1631124],1610612743.0,DEN,fadeaway,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Left,10.05,Missed,,,,,,,,,,,,,,,,,,
26,PT10M37.00S,2026-04-11T01:13:36.9Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,1,2026-04-11T01:14:33Z,260000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M28.00S,2026-04-11T01:13:45.1Z,1,REGULAR,3pt,Jump Shot,[],1630598,71.82982917214193,81.37254901960785,1610612760,2,4,2026-04-11T01:13:50Z,270000,False,157.0,212.0,1,right,A. Wiggins 26' 3PT  (4 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.4,Made,,,,,,,,,,,,,4.0,,,,,
28,PT10M16.00S,2026-04-11T01:13:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,14.273981603153747,56.86274509803921,1610612743,2,4,2026-04-11T01:14:01Z,280000,False,-34.0,82.0,1,left,MISS T. Jones 8' driving floating Shot,[1626145],1610612743.0,DEN,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,8.86,Missed,,,,,,,,,,,,,,,,,,
29,PT10M14.00S,2026-04-11T01:13:59.1Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612743,2,4,2026-04-11T01:13:59Z,290000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT10M09.00S,2026-04-11T01:14:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631124,8.623521681997373,47.05882352941176,1610612743,4,4,2026-04-11T01:14:13Z,300000,False,15.0,29.0,1,left,J. Strawther cutting finger roll Layup (2 PTS) (B. Brown 1 AST),"[1631124, 1628971]",1610612743.0,DEN,cutting finger roll,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,,,,,,,,,2.0,B. Brown,1628971.0,1.0,,
32,PT10M03.00S,2026-04-11T01:14:14.9Z,1,REGULAR,foul,personal,[],1628971,,,1610612760,4,4,2026-04-11T01:14:19Z,320000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1642260]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,202053.0,1.0,0.0,Topić,1642260.0,,,,,,
34,PT09M56.00S,2026-04-11T01:14:33.6Z,1,REGULAR,3pt,Jump Shot,[],1629652,70.90998685939553,75.98039215686273,1610612760,4,4,2026-04-11T01:14:39Z,340000,False,130.0,221.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
35,PT09M51.00S,2026-04-11T01:14:38.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612743,4,4,2026-04-11T01:14:39Z,350000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M44.00S,2026-04-11T01:14:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,15.850854139290407,42.15686274509804,1610612743,6,4,2026-04-11T01:16:29Z,360000,False,39.0,96.0,1,left,B. Brown 10' driving floating Jump Shot (2 PTS),[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.42,Made,,,,,,,,,,,,,2.0,,,,,
37,PT09M36.00S,2026-04-11T01:14:58.4Z,1,REGULAR,turnover,out-of-bounds,[],1642260,,,1610612760,6,4,2026-04-11T01:15:03Z,370000,False,,,0,,N. Topić lost ball out-of-bounds TURNOVER (1 TO),[1642260],1610612760.0,OKC,lost ball,,,Topić,N. Topić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,2715.0,,,,,,,,,,
38,PT09M16.00S,2026-04-11T01:15:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,8.360709592641262,48.03921568627451,1610612743,8,4,2026-04-11T01:17:05Z,380000,False,10.0,26.0,1,left,J. Valančiūnas driving Layup (4 PTS),[202685],1610612743.0,DEN,driving,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,,,,,4.0,,,,,
39,PT09M02.00S,2026-04-11T01:15:39.8Z,1,REGULAR,3pt,Jump Shot,[],1642382,67.62483574244416,55.14705882352941,1610612760,8,4,2026-04-11T01:15:44Z,390000,False,26.0,252.0,1,right,MISS B. Carlson 25' 3PT,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
40,PT08M59.00S,2026-04-11T01:15:42.8Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,8,4,2026-04-11T01:15:44Z,400000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,,,
41,PT08M48.00S,2026-04-11T01:15:54.5Z,1,REGULAR,3pt,Jump Shot,[],203501,26.757555847568987,14.460784313725492,1610612743,8,4,2026-04-11T01:16:02Z,410000,False,178.0,199.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
42,PT08M46.00S,2026-04-11T01:15:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,8,4,2026-04-11T01:16:02Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,41.0,,,,,,,,,,,,,,,,,
43,PT08M46.00S,2026-04-11T01:16:00.9Z,1,REGULAR,foul,personal,[],1642382,,,1610612743,8,4,2026-04-11T01:16:28Z,430000,False,,,0,,B. Carlson loose ball personal FOUL (1 PF),"[1642382, 202685]",1610612760.0,OKC,loose ball,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,1.0,0.0,Valančiūnas,202685.0,,,,,,
45,PT08M35.00S,2026-04-11T01:16:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631124,6.389618922470433,51.225490196078425,1610612743,8,4,2026-04-11T01:16:34Z,450000,False,-6.0,8.0,1,left,MISS J. Strawther reverse Layup,[1631124],1610612743.0,DEN,reverse,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,,
46,PT08M33.00S,2026-04-11T01:16:29.6Z,1,REGULAR,rebound,defensive,[],1642382,,,1610612760,8,4,2026-04-11T01:16:34Z,460000,False,,,0,,B. Carlson REBOUND (Off:0 Def:2),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT08M23.00S,2026-04-11T01:16:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,86.5473061760841,49.01960784313725,1610612760,8,6,2026-04-11T01:18:27Z,470000,False,-5.0,74.0,1,right,A. Wiggins 7' driving floating Jump Shot (6 PTS) (B. Carlson 1 AST),"[1630598, 1642382]",1610612760.0,OKC,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.42,Made,,,,,,,,,,,,,6.0,B. Carlson,1642382.0,1.0,,
48,PT08M04.00S,2026-04-11T01:16:57.2Z,1,REGULAR,3pt,Jump Shot,[],1631124,14.273981603153747,2.2058823529411766,1610612743,11,6,2026-04-11T01:17:00Z,480000,False,239.0,82.0,1,left,J. Strawther 25' 3PT  (5 PTS) (B. Brown 2 AST),"[1631124, 1628971]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,25.26,Made,,,,,,,,,,,,,5.0,B. Brown,1628971.0,2.0,,
50,PT07M55.00S,2026-04-11T01:17:07.3Z,1,REGULAR,3pt,Jump Shot,[],1642382,67.49342969776609,43.872549019607845,1610612760,11,9,2026-04-11T01:17:11Z,500000,False,-31.0,253.0,1,right,B. Carlson 25' 3PT  (3 PTS) (N. Topić 1 AST),"[1642382, 1642260]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Center,25.49,Made,,,,,,,,,,,,,3.0,N. Topić,1642260.0,1.0,,
52,PT07M43.00S,2026-04-11T01:17:18.5Z,1,REGULAR,2pt,Jump Shot,[],1628971,20.45006570302234,49.50980392156863,1610612743,11,9,2026-04-11T01:19:15Z,520000,False,2.0,140.0,1,left,MISS B. Brown 13' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,Mid-Range,8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2026-04-11T01:17:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,11,9,2026-04-11T01:17:25Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Center,,,52.0,,,,,,,,,,,,,,,,,
56,PT07M33.00S,2026-04-11T01:17:45.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202685,31.61957950065703,55.88235294117647,1610612743,14,9,2026-04-11T01:17:51Z,550000,False,-29.0,245.0,1,left,J. Valančiūnas 24' 3PT  (7 PTS) (T. Jones 1 AST),"[202685, 1626145]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,24.65,Made,,,,,,,,,,,,,7.0,T. Jones,1626145.0,1.0,,
58,PT07M22.00S,2026-04-11T01:17:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642260,91.01511169513797,45.09803921568628,1610612760,14,11,2026-04-11T01:18:02Z,570000,False,-25.0,32.0,1,right,N. Topić driving Layup (2 PTS),[1642260],1610612760.0,OKC,driving,,,Topić,N. Topić,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,,,,,,,2.0,,,,,
59,PT06M58.00S,2026-04-11T01:18:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,7.5722733245729295,57.84313725490197,1610612743,14,11,2026-04-11T01:18:28Z,580000,False,-39.0,19.0,1,left,MISS B. Brown cutting Layup,[1628971],1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2026-04-11T01:18:23.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612743,14,11,2026-04-11T01:18:23Z,590000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,
61,PT06M55.00S,2026-04-11T01:18:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612743,16,11,2026-04-11T01:18:23Z,600000,False,0.0,0.0,1,left,J. Valančiūnas putback Layup (9 PTS),[202685],1610612743.0,DEN,putback,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,9.0,,,,,
62,PT06M43.00S,2026-04-11T01:18:35.3Z,1,REGULAR,3pt,Jump Shot,[],1642272,69.99014454664915,22.54901960784314,1610612760,16,14,2026-04-11T01:18:39Z,610000,False,-137.0,230.0,1,right,J. McCain 26' 3PT pullup (3 PTS) (B. Carlson 2 AST),"[1642272, 1642382]",1610612760.0,OKC,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,26.75,Made,,,,,,,,,,,,,3.0,B. Carlson,1642382.0,2.0,,
64,PT06M31.00S,2026-04-11T01:18:47.3Z,1,REGULAR,3pt,Jump Shot,[],203501,31.225361366622867,61.274509803921575,1610612743,16,14,2026-04-11T01:18:55Z,630000,False,-56.0,241.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
65,PT06M30.00S,2026-04-11T01:18:48.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,16,14,2026-04-11T01:18:55Z,640000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,64.0,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2026-04-11T01:18:56.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,14,2026-04-11T01:18:56Z,660000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M30.00S,2026-04-11T01:21:23.9Z,1,REGULAR,substitution,out,[],1631124,,,1610612760,16,14,2026-04-11T01:21:46Z,670000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M30.00S,2026-04-11T01:21:23.9Z,1,REGULAR,substitution,out,[],1642382,,,1610612760,16,14,2026-04-11T01:21:46Z,680000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M30.00S,2026-04-11T01:21:23.9Z,1,REGULAR,substitution,out,[],1642260,,,1610612760,16,14,2026-04-11T01:21:46Z,690000,False,,,0,,SUB out: N. Topić,[1642260],1610612760.0,OKC,,,,Topić,N. Topić,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M30.00S,2026-04-11T01:21:23.9Z,1,REGULAR,substitution,in,[],1629618,,,1610612760,16,14,2026-04-11T01:21:46Z,700000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2026-04-11T01:21:23.9Z,1,REGULAR,substitution,in,[],1642964,,,1610612760,16,14,2026-04-11T01:21:46Z,710000,False,,,0,,SUB in: B. Barnhizer,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M30.00S,2026-04-11T01:21:23.9Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,16,14,2026-04-11T01:21:46Z,720000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2026-04-11T01:21:55.4Z,1,REGULAR,3pt,Jump Shot,[],1642964,70.12155059132719,72.79411764705883,1610612760,16,14,2026-04-11T01:21:59Z,730000,False,114.0,228.0,1,right,MISS B. Barnhizer 25' 3PT,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
75,PT06M16.00S,2026-04-11T01:21:58.4Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,16,14,2026-04-11T01:21:59Z,740000,False,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,74.0,4.0,3.0,1.0,,,,,,,,,,,,,,
77,PT06M00.00S,2026-04-11T01:22:31.2Z,1,REGULAR,3pt,Jump Shot,[],202685,22.683968462549277,9.313725490196079,1610612743,16,14,2026-04-11T01:22:40Z,760000,False,203.0,161.0,1,left,MISS J. Valančiūnas 25' 3PT,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
78,PT05M58.00S,2026-04-11T01:22:33.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,16,14,2026-04-11T01:22:40Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,77.0,,,,,,,,,,,,,,,,,
80,PT05M51.00S,2026-04-11T01:22:58.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,32.670827858081466,54.90196078431373,1610612743,16,14,2026-04-11T01:23:02Z,790000,False,-25.0,255.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2026-04-11T01:23:01.6Z,1,REGULAR,rebound,defensive,[],1642964,,,1610612760,16,14,2026-04-11T01:23:02Z,800000,False,,,0,,B. Barnhizer REBOUND (Off:0 Def:1),[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,Above the Break 3,24+ Center,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M43.00S,2026-04-11T01:23:06.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629026,73.53810775295663,14.460784313725492,1610612760,16,14,2026-04-11T01:23:15Z,810000,False,-178.0,196.0,1,right,MISS K. Williams 26' running 3PT,[1629026],1610612760.0,OKC,running,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
83,PT05M40.00S,2026-04-11T01:23:09.8Z,1,REGULAR,rebound,offensive,[],1642964,,,1610612760,16,14,2026-04-11T01:23:15Z,820000,False,,,0,,B. Barnhizer REBOUND (Off:1 Def:1),[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,Above the Break 3,24+ Left Center,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,,,
84,PT05M38.00S,2026-04-11T01:23:11.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,73.27529566360053,16.176470588235293,1610612760,16,14,2026-04-11T01:23:17Z,830000,False,-169.0,199.0,1,right,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
85,PT05M35.00S,2026-04-11T01:23:14.1Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,16,14,2026-04-11T01:23:17Z,840000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Left Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
