actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT05M43.00S,2025-12-19T02:24:41.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,27.414586070959263,18.872549019607842,1610612753,12,20,2025-12-19T02:24:46Z,920000,False,156.0,205.0,1,left,T. Jones 25' 3PT  (3 PTS) (A. Black 1 AST),"[1626145, 1641710]",1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,,,Jones,T. Jones,25.75,Made,,,,,,,,,3.0,A. Black,1641710.0,1.0,,,,
94,PT05M27.00S,2025-12-19T02:24:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,93.11760840998686,52.94117647058824,1610612743,14,20,2025-12-19T02:25:01Z,940000,False,15.0,12.0,1,right,J. Strawther driving Layup (2 PTS) (N. Jokić 3 AST),"[1631124, 203999]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,,Strawther,J. Strawther,1.91,Made,,,,,,,,,2.0,N. Jokić,203999.0,3.0,,,,
97,PT05M27.00S,2025-12-19T02:25:06.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,14,20,2025-12-19T02:25:12Z,970000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,203054.0,,,,,,,,,,,,,,,,,,,,,
98,PT05M09.00S,2025-12-19T02:25:32.8Z,1,REGULAR,3pt,Jump Shot,[],1641710,8.14717477003942,94.87591911764706,1610612753,14,23,2025-12-19T02:30:07Z,980000,False,-224.0,24.0,1,left,A. Black 3PT  (8 PTS) (P. Banchero 1 AST),"[1641710, 1631094]",1610612753.0,ORL,,,,,,,Left Corner 3,24+ Left,,,Black,A. Black,22.57,Made,,,,,,,,,8.0,P. Banchero,1631094.0,1.0,,,,
101,PT05M01.00S,2025-12-19T02:25:55.0Z,1,REGULAR,substitution,out,[],1631094,,,1610612743,14,23,2025-12-19T02:26:09Z,1010000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,,,,,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,
102,PT05M01.00S,2025-12-19T02:25:55.0Z,1,REGULAR,substitution,out,[],1641724,,,1610612743,14,23,2025-12-19T02:26:09Z,1020000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,,,,,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,
103,PT05M01.00S,2025-12-19T02:25:55.0Z,1,REGULAR,substitution,in,[],1630217,,,1610612743,14,23,2025-12-19T02:26:09Z,1030000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
104,PT05M01.00S,2025-12-19T02:25:55.0Z,1,REGULAR,substitution,in,[],1642869,,,1610612743,14,23,2025-12-19T02:26:09Z,1040000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,,,,,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,
106,PT04M50.00S,2025-12-19T02:26:28.3Z,1,REGULAR,substitution,out,[],1626145,,,1610612743,14,23,2025-12-19T02:26:33Z,1060000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
107,PT04M50.00S,2025-12-19T02:26:28.3Z,1,REGULAR,substitution,in,[],1642859,,,1610612743,14,23,2025-12-19T02:26:33Z,1070000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
108,PT04M41.00S,2025-12-19T02:26:45.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.20170827858082,26.225490196078432,1610612743,17,23,2025-12-19T02:31:34Z,1080000,False,-119.0,237.0,1,right,J. Murray 26' 3PT pullup (3 PTS),[1627750],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Left Center,,,Murray,J. Murray,26.52,Made,,,,,,,,,3.0,,,,,,,
109,PT04M32.00S,2025-12-19T02:26:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.178055190538765,44.85294117647059,1610612753,17,25,2025-12-19T02:27:00Z,1090000,False,26.0,15.0,1,left,D. Bane driving finger roll Layup (4 PTS),[1630217],1610612753.0,ORL,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Bane,D. Bane,2.98,Made,,,,,,,,,4.0,,,,,,,
110,PT04M21.00S,2025-12-19T02:27:06.3Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,17,25,2025-12-19T02:27:18Z,1100000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1629048]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,1.0,Murray,J. Murray,,,,,,,,,,,,,,,Bitadze,1629048.0,,
111,PT04M21.00S,2025-12-19T02:27:06.3Z,1,REGULAR,steal,,[],1629048,,,1610612753,17,25,2025-12-19T02:27:09Z,1110000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Center,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,
112,PT04M19.00S,2025-12-19T02:27:10.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629048,8.09789750328515,47.549019607843135,1610612753,17,27,2025-12-19T02:32:28Z,1120000,False,12.0,24.0,1,left,G. Bitadze driving DUNK (2 PTS),[1629048],1610612753.0,ORL,driving,,,,,,Restricted Area,0-8 Center,,,Bitadze,G. Bitadze,2.66,Made,,,,,,,,,2.0,,,,,,,
113,PT04M19.00S,2025-12-19T02:27:17.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,17,27,2025-12-19T02:27:17Z,1130000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M03.00S,2025-12-19T02:30:30.8Z,1,REGULAR,turnover,traveling,[],203999,,,1610612743,17,27,2025-12-19T02:30:38Z,1150000,False,,,0,,N. Jokić traveling TURNOVER (2 TO),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,1662.0,2.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,
117,PT03M49.00S,2025-12-19T02:30:54.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641710,7.5722733245729295,37.254901960784316,1610612753,17,29,2025-12-19T02:31:01Z,1160000,False,64.0,19.0,1,left,A. Black 6' driving floating bank Jump Shot (10 PTS),[1641710],1610612753.0,ORL,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,Black,A. Black,6.64,Made,,,,,,,,,10.0,,,,,,,
118,PT03M37.00S,2025-12-19T02:31:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.32917214191852,46.568627450980394,1610612743,19,29,2025-12-19T02:35:33Z,1170000,False,-17.0,20.0,1,right,B. Brown reverse Layup (4 PTS) (N. Jokić 4 AST),"[1628971, 203999]",1610612743.0,DEN,reverse,,,,,,Restricted Area,0-8 Center,,,Brown,B. Brown,2.61,Made,,,,,,,,,4.0,N. Jokić,203999.0,4.0,,,,
120,PT03M22.00S,2025-12-19T02:31:21.5Z,1,REGULAR,3pt,Jump Shot,[],1642859,14.273981603153747,97.05882352941177,1610612753,19,29,2025-12-19T02:31:27Z,1190000,False,-235.0,82.0,1,left,MISS J. Richardson 24' 3PT,[1642859],1610612753.0,ORL,,,,,,,Left Corner 3,24+ Left,,,Richardson,J. Richardson,24.91,Missed,,,,,,,,,,,,,,,,
121,PT03M17.00S,2025-12-19T02:31:26.5Z,1,REGULAR,rebound,offensive,[],1642869,,,1610612753,19,29,2025-12-19T02:31:27Z,1200000,False,,,0,,N. Penda REBOUND (Off:1 Def:0),[1642869],1610612753.0,ORL,,,,,,,Left Corner 3,24+ Left,,,Penda,N. Penda,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,
122,PT03M04.00S,2025-12-19T02:31:42.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,19,29,2025-12-19T02:31:53Z,1210000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,Mid-Range,16-24 Right Center,201639.0,,,,,,,,,,,,,,,,,,,,,
123,PT03M04.00S,2025-12-19T02:31:48.1Z,1,REGULAR,substitution,out,[],1628971,,,1610612743,19,29,2025-12-19T02:31:56Z,1220000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,
124,PT03M04.00S,2025-12-19T02:31:48.1Z,1,REGULAR,substitution,in,[],202685,,,1610612743,19,29,2025-12-19T02:31:56Z,1230000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,
125,PT02M56.00S,2025-12-19T02:32:11.4Z,1,REGULAR,violation,kicked ball,[],1641710,,,1610612743,19,29,2025-12-19T02:32:18Z,1240000,False,,,0,,A. Black kicked ball VIOLATION,[1641710],1610612753.0,ORL,,,,,,,,,1662.0,,Black,A. Black,,,,,,,,,,,,,,,,,,
126,PT02M44.00S,2025-12-19T02:32:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,92.9862023653088,49.754901960784316,1610612743,19,29,2025-12-19T02:38:51Z,1250000,False,-1.0,13.0,1,right,MISS J. Valančiūnas driving reverse Layup - blocked,"[202685, 1629048]",1610612743.0,DEN,driving reverse,,,,,,Restricted Area,0-8 Center,,,Valančiūnas,J. Valančiūnas,1.35,Missed,,,,,,,,,,,,,,,Bitadze,1629048.0
127,PT02M44.00S,2025-12-19T02:32:40.4Z,1,REGULAR,block,,[],1629048,,,1610612743,19,29,2025-12-19T02:32:42Z,1260000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,,,,Restricted Area,0-8 Center,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2025-12-19T02:32:42.4Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,19,29,2025-12-19T02:38:51Z,1270000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,,,,Restricted Area,0-8 Center,,,Bane,D. Bane,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,
129,PT02M30.00S,2025-12-19T02:32:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642859,6.783837056504599,51.71568627450981,1610612753,19,29,2025-12-19T02:39:48Z,1280000,False,-9.0,11.0,1,left,MISS J. Richardson driving finger roll Layup,[1642859],1610612753.0,ORL,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Richardson,J. Richardson,1.42,Missed,,,,,,,,,,,,,,,,
130,PT02M27.00S,2025-12-19T02:32:55.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,29,2025-12-19T02:32:57Z,1290000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Jokić,N. Jokić,,,129.0,3.0,2.0,1.0,,,,,,,,,,,,
131,PT02M23.00S,2025-12-19T02:32:58.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,90.75229960578186,5.392156862745098,1610612743,19,29,2025-12-19T02:33:05Z,1300000,False,-223.0,34.0,1,right,MISS J. Murray running 3PT,[1627750],1610612743.0,DEN,running,,,,,,Left Corner 3,24+ Left,,,Murray,J. Murray,22.56,Missed,,,,,,,,,,,,,,,,
132,PT02M20.00S,2025-12-19T02:33:01.7Z,1,REGULAR,rebound,defensive,[],1642869,,,1610612753,19,29,2025-12-19T02:33:05Z,1310000,False,,,0,,N. Penda REBOUND (Off:1 Def:1),[1642869],1610612753.0,ORL,,,,,,,Left Corner 3,24+ Left,,,Penda,N. Penda,,,131.0,2.0,1.0,1.0,,,,,,,,,,,,
133,PT02M15.00S,2025-12-19T02:33:09.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630217,9.806176084099869,31.127450980392158,1610612753,19,29,2025-12-19T02:40:57Z,1320000,False,94.0,40.0,1,left,MISS D. Bane 10' driving floating bank Shot,[1630217],1610612753.0,ORL,driving floating bank,,,,,,Mid-Range,8-16 Right,,,Bane,D. Bane,10.24,Missed,,,,,,,,,,,,,,,,
134,PT02M15.00S,2025-12-19T02:33:09.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,19,29,2025-12-19T02:33:16Z,1330000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,,,,,133.0,,,,,,,,,,,,,,,
135,PT02M15.00S,2025-12-19T02:33:13.7Z,1,REGULAR,foul,personal,[],1629048,,,1610612743,19,29,2025-12-19T02:33:24Z,1340000,False,,,0,,G. Bitadze loose ball personal FOUL (1 PF),"[1629048, 202685]",1610612753.0,ORL,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,Bitadze,G. Bitadze,,,,,,,1.0,0.0,Valančiūnas,202685.0,,,,,,,,
137,PT02M01.00S,2025-12-19T02:33:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,89.17542706964521,51.225490196078425,1610612743,21,29,2025-12-19T02:33:46Z,1360000,False,6.0,49.0,1,right,N. Jokić finger roll Layup (8 PTS),[203999],1610612743.0,DEN,finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,Jokić,N. Jokić,4.97,Made,,,,,,,,,8.0,,,,,,,
138,PT01M47.00S,2025-12-19T02:33:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,10.068988173455978,45.09803921568628,1610612753,21,29,2025-12-19T02:44:32Z,1370000,False,25.0,42.0,1,left,MISS D. Bane driving finger roll Layup,[1630217],1610612753.0,ORL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,Bane,D. Bane,4.87,Missed,,,,,,,,,,,,,,,,
139,PT01M45.00S,2025-12-19T02:33:52.5Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,21,29,2025-12-19T02:44:32Z,1380000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612753.0,ORL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Bitadze,G. Bitadze,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,
140,PT01M44.00S,2025-12-19T02:33:53.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641710,30.699737187910642,71.07843137254902,1610612753,21,29,2025-12-19T02:34:01Z,1390000,False,-105.0,236.0,1,left,MISS A. Black 25' 3PT,[1641710],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Left Center,,,Black,A. Black,25.86,Missed,,,,,,,,,,,,,,,,
141,PT01M42.00S,2025-12-19T02:33:55.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,21,29,2025-12-19T02:45:25Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,,,,140.0,,,,,,,,,,,,,,,
143,PT01M42.00S,2025-12-19T02:34:01.1Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,21,29,2025-12-19T02:34:13Z,1420000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
144,PT01M42.00S,2025-12-19T02:34:01.1Z,1,REGULAR,substitution,out,[],1641710,,,1610612743,21,29,2025-12-19T02:34:13Z,1430000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,,,,,,,,Black,A. Black,,,,,,,,,,,,,,,,,,
145,PT01M42.00S,2025-12-19T02:34:01.1Z,1,REGULAR,substitution,in,[],1629661,,,1610612743,21,29,2025-12-19T02:34:13Z,1440000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,
146,PT01M42.00S,2025-12-19T02:34:01.1Z,1,REGULAR,substitution,in,[],1641724,,,1610612743,21,29,2025-12-19T02:34:13Z,1450000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,,,,,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,
147,PT01M27.00S,2025-12-19T02:34:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,90.22667542706965,53.92156862745098,1610612743,23,29,2025-12-19T02:34:36Z,1460000,False,20.0,39.0,1,right,J. Valančiūnas Layup (2 PTS) (N. Jokić 5 AST),"[202685, 203999]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valančiūnas,J. Valančiūnas,4.4,Made,,,,,,,,,2.0,N. Jokić,203999.0,5.0,,,,
149,PT01M27.00S,2025-12-19T02:34:33.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641724,,,1610612743,23,29,2025-12-19T02:34:43Z,1480000,False,,,0,,J. Howard shooting personal FOUL (1 PF) (Valančiūnas 1 FT),"[1641724, 202685]",1610612753.0,ORL,shooting,,,,,,Restricted Area,0-8 Center,201639.0,,Howard,J. Howard,,,,,,,1.0,0.0,Valančiūnas,202685.0,,,,,,,,
151,PT01M27.00S,2025-12-19T02:35:06.6Z,1,REGULAR,freethrow,1 of 1,[],202685,,,1610612743,23,29,2025-12-19T02:35:09Z,1500000,False,,,0,,MISS J. Valančiūnas Free Throw 1 of 1,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,Missed,,,,,,,,,,,,,,,,
152,PT01M24.00S,2025-12-19T02:35:09.6Z,1,REGULAR,rebound,defensive,[],1642869,,,1610612753,23,29,2025-12-19T02:35:09Z,1510000,False,,,0,,N. Penda REBOUND (Off:1 Def:2),[1642869],1610612753.0,ORL,,,,,,,,,,,Penda,N. Penda,,,151.0,3.0,2.0,1.0,,,,,,,,,,,,
153,PT01M14.00S,2025-12-19T02:35:17.0Z,1,REGULAR,3pt,Jump Shot,[],1642869,26.231931668856767,80.88235294117648,1610612753,23,32,2025-12-19T02:35:22Z,1520000,False,-154.0,194.0,1,left,N. Penda 24' 3PT  (3 PTS) (J. Richardson 1 AST),"[1642869, 1642859]",1610612753.0,ORL,,,,,,,Above the Break 3,24+ Left Center,,,Penda,N. Penda,24.8,Made,,,,,,,,,3.0,J. Richardson,1642859.0,1.0,,,,
155,PT01M01.00S,2025-12-19T02:35:29.6Z,1,REGULAR,2pt,Jump Shot,[],1629661,85.10183968462549,33.57843137254902,1610612743,25,32,2025-12-19T02:35:36Z,1540000,False,-82.0,88.0,1,right,C. Johnson 12' turnaround fadeaway Jump Shot (4 PTS) (N. Jokić 6 AST),"[1629661, 203999]",1610612743.0,DEN,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,,,Johnson,C. Johnson,12.0,Made,,,,,,,,,4.0,N. Jokić,203999.0,6.0,,,,
158,PT00M49.30S,2025-12-19T02:35:54.6Z,1,REGULAR,turnover,bad pass,[],1642859,,,1610612753,25,32,2025-12-19T02:35:58Z,1570000,False,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1642859, 202685]",1610612753.0,ORL,,,,,,,Mid-Range,16-24 Left,,1.0,Richardson,J. Richardson,,,,,,,,,,,,,,,Valančiūnas,202685.0,,
159,PT00M49.30S,2025-12-19T02:35:54.6Z,1,REGULAR,steal,,[],202685,,,1610612743,25,32,2025-12-19T02:35:56Z,1580000,False,,,0,,J. Valančiūnas STEAL (1 STL),[202685],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,
160,PT00M45.40S,2025-12-19T02:35:58.5Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,25,32,2025-12-19T02:36:03Z,1590000,False,,,0,,N. Jokić lost ball TURNOVER (3 TO),"[203999, 1642869]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,3.0,Jokić,N. Jokić,,,,,,,,,,,,,,,Penda,1642869.0,,
161,PT00M45.40S,2025-12-19T02:35:58.5Z,1,REGULAR,steal,,[],1642869,,,1610612753,25,32,2025-12-19T02:56:14Z,1600000,False,,,0,,N. Penda STEAL (1 STL),[1642869],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Center,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,
162,PT00M42.30S,2025-12-19T02:36:04.7Z,1,REGULAR,foul,offensive,['inpenalty'],1642859,,,1610612753,25,32,2025-12-19T02:36:16Z,1610000,False,,,0,,J. Richardson offensive FOUL (1 PF),"[1642859, 203501]",1610612753.0,ORL,,,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,Richardson,J. Richardson,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,
164,PT00M42.30S,2025-12-19T02:36:04.7Z,1,REGULAR,turnover,offensive foul,[],1642859,,,1610612753,25,32,2025-12-19T02:36:04Z,1630000,False,,,0,,J. Richardson offensive foul TURNOVER (2 TO),[1642859],1610612753.0,ORL,,,,,,,In The Paint (Non-RA),8-16 Center,201639.0,2.0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
165,PT00M30.50S,2025-12-19T02:36:29.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,68.9388961892247,66.42156862745098,1610612743,25,32,2025-12-19T02:36:35Z,1640000,False,82.0,239.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,Hardaway Jr.,T. Hardaway Jr.,25.32,Missed,,,,,,,,,,,,,,,,
166,PT00M26.30S,2025-12-19T02:36:33.5Z,1,REGULAR,rebound,defensive,[],1642869,,,1610612753,25,32,2025-12-19T02:36:35Z,1650000,False,,,0,,N. Penda REBOUND (Off:1 Def:3),[1642869],1610612753.0,ORL,,,,,,,Above the Break 3,24+ Right Center,,,Penda,N. Penda,,,165.0,4.0,3.0,1.0,,,,,,,,,,,,
167,PT00M05.90S,2025-12-19T02:36:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642869,9.017739816031538,44.36274509803921,1610612753,25,32,2025-12-19T02:37:00Z,1660000,False,28.0,32.0,1,left,MISS N. Penda driving Layup - blocked,"[1642869, 202685]",1610612753.0,ORL,driving,,,,,,Restricted Area,0-8 Center,,,Penda,N. Penda,4.29,Missed,,,,,,,,,,,,,,,Valančiūnas,202685.0
168,PT00M05.90S,2025-12-19T02:36:54.4Z,1,REGULAR,block,,[],202685,,,1610612753,25,32,2025-12-19T02:36:57Z,1670000,False,,,0,,J. Valančiūnas BLOCK (1 BLK),[202685],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,
169,PT00M05.90S,2025-12-19T02:36:54.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,25,32,2025-12-19T02:37:00Z,1680000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,,,167.0,,,,,,,,,,,,,,,
171,PT00M05.90S,2025-12-19T02:37:02.5Z,1,REGULAR,substitution,out,[],202685,,,1610612743,25,32,2025-12-19T02:37:14Z,1700000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,
172,PT00M05.90S,2025-12-19T02:37:02.5Z,1,REGULAR,substitution,out,[],1642859,,,1610612743,25,32,2025-12-19T02:37:14Z,1710000,False,,,0,,SUB out: J. Richardson,[1642859],1610612753.0,ORL,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,
173,PT00M05.90S,2025-12-19T02:37:02.5Z,1,REGULAR,substitution,in,[],1627750,,,1610612743,25,32,2025-12-19T02:37:14Z,1720000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
174,PT00M05.90S,2025-12-19T02:37:02.5Z,1,REGULAR,substitution,in,[],1641710,,,1610612743,25,32,2025-12-19T02:37:14Z,1730000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,,,,,,,,Black,A. Black,,,,,,,,,,,,,,,,,,
175,PT00M01.40S,2025-12-19T02:37:22.6Z,1,REGULAR,3pt,Jump Shot,[],1627750,59.477660972404735,21.07843137254902,1610612743,25,32,2025-12-19T03:22:01Z,1740000,False,-145.0,328.0,1,right,MISS J. Murray 35' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Left Center,,,Murray,J. Murray,35.88,Missed,,,,,,,,,,,,,,,,
176,PT00M01.40S,2025-12-19T02:37:22.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,25,32,2025-12-19T03:31:40Z,1750000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,,,,175.0,,,,,,,,,,,,,,,
177,PT00M00.00S,2025-12-19T02:37:33.7Z,1,REGULAR,period,end,[],0,,,1610612743,25,32,2025-12-19T02:37:33Z,1760000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-12-19T02:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],1631124,,,1610612743,25,32,2025-12-19T02:40:13Z,1770000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,,,,,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-12-19T02:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,25,32,2025-12-19T02:40:13Z,1780000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-12-19T02:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],1627750,,,1610612743,25,32,2025-12-19T02:40:13Z,1790000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-12-19T02:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],1642869,,,1610612743,25,32,2025-12-19T02:40:13Z,1800000,False,,,0,,SUB out: N. Penda,[1642869],1610612753.0,ORL,,,,,,,,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-12-19T02:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],1641710,,,1610612743,25,32,2025-12-19T02:40:13Z,1810000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,,,,,,,,Black,A. Black,,,,,,,,,,,,,,,,,,
