actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-30T02:10:58.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-30T02:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-01-30T02:10:59.4Z,1,REGULAR,jumpball,recovered,[],1629618,,,1610612743,0,0,2026-01-30T02:10:59Z,40000,False,,,0,,Jump Ball J. Valančiūnas vs. N. Claxton: Tip to J. Pickett,"[1629618, 202685, 1629651]",1610612743.0,DEN,startperiod,J. Pickett,1629618.0,Pickett,J. Pickett,Valančiūnas,202685.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-01-30T02:11:20.1Z,1,REGULAR,2pt,Jump Shot,[],202685,92.06636005256242,25.49019607843137,1610612743,0,0,2026-01-30T02:11:29Z,70000,False,-123.0,22.0,1,right,MISS J. Valančiūnas 12' turnaround fadeaway Shot - blocked,"[202685, 1629651]",1610612743.0,DEN,turnaround fadeaway,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,12.45,Missed,Claxton,1629651.0,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-01-30T02:11:20.1Z,1,REGULAR,block,,[],1629651,,,1610612743,0,0,2026-01-30T02:11:23Z,80000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2026-01-30T02:11:21.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,0,0,2026-01-30T02:11:54Z,90000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M20.00S,2026-01-30T02:11:38.7Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612751,0,0,2026-01-30T02:11:48Z,100000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642461, 1629008]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1626300.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,
12,PT11M20.00S,2026-01-30T02:12:03.7Z,1,REGULAR,freethrow,1 of 2,[],1629008,,,1610612751,0,1,2026-01-30T02:12:03Z,120000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
13,PT11M20.00S,2026-01-30T02:12:18.3Z,1,REGULAR,freethrow,2 of 2,[],1629008,,,1610612751,0,2,2026-01-30T02:12:18Z,130000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (2 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
15,PT10M59.00S,2026-01-30T02:13:07.5Z,1,REGULAR,3pt,Jump Shot,[],1631212,69.85873850197109,70.34313725490196,1610612743,0,2,2026-01-30T02:13:12Z,150000,False,102.0,231.0,1,right,MISS P. Watson 25' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2026-01-30T02:13:10.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,0,2,2026-01-30T02:13:12Z,160000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,
