actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-09T00:40:38.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-09T00:40:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-09T00:40:41.4Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2023-03-09T00:40:41Z,40000,False,,,0,,Jump Ball J. Nurkic vs. A. Horford: Tip to J. Grant,"[203924, 203994, 201143]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Nurkic,203994.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-09T00:40:52.2Z,1,REGULAR,turnover,lost ball,[],1629629,,,1610612757,0,0,2023-03-09T00:41:05Z,70000,False,,,0,,C. Reddish lost ball TURNOVER (1 TO),"[1629629, 203935]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-03-09T00:40:52.2Z,1,REGULAR,steal,,[],203935,,,1610612738,0,0,2023-03-09T00:41:05Z,80000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2023-03-09T00:41:30.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201143,79.71419185282524,64.4607843137255,1610612738,2,0,2023-03-09T00:41:49Z,100000,False,72.0,138.0,1,right,A. Horford 15' fadeaway Jump Shot (2 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,fadeaway,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,15.6,Made,2.0,D. White,1628401.0,1.0,,,,,,,,,,,
12,PT11M06.00S,2023-03-09T00:41:49.9Z,1,REGULAR,3pt,Jump Shot,[],203081,30.831143232588698,75.24509803921569,1610612757,2,3,2023-03-09T00:42:14Z,120000,False,-126.0,237.0,1,left,D. Lillard 26' 3PT pullup (3 PTS) (J. Nurkic 1 AST),"[203081, 203994]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,26.88,Made,3.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,
14,PT10M48.00S,2023-03-09T00:42:07.4Z,1,REGULAR,3pt,Jump Shot,[],201143,94.1688567674113,97.05882352941177,1610612738,5,3,2023-03-09T00:42:12Z,140000,False,235.0,2.0,1,right,A. Horford 3PT  (5 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,23.53,Made,5.0,D. White,1628401.0,2.0,,,,,,,,,,,
16,PT10M37.00S,2023-03-09T00:42:19.7Z,1,REGULAR,3pt,Jump Shot,[],203081,33.196452036793694,71.32352941176471,1610612757,5,6,2023-03-09T00:42:41Z,160000,False,-107.0,260.0,1,left,D. Lillard 28' 3PT pullup (6 PTS) (J. Nurkic 2 AST),"[203081, 203994]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,28.05,Made,6.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,
18,PT10M26.00S,2023-03-09T00:42:31.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,83.52496714848883,95.09803921568627,1610612738,5,6,2023-03-09T00:42:40Z,180000,False,225.0,102.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,24.77,Missed,,,,,,,,,,,,,,,
19,PT10M23.00S,2023-03-09T00:42:34.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,5,6,2023-03-09T00:42:40Z,190000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
