actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
356,PT11M24.00S,2022-10-19T01:05:35.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,63,66,2022-10-19T01:05:56Z,3560000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,355.0,4.0,3.0,1.0,,,,,,,,,,,,
357,PT11M18.00S,2022-10-19T01:05:49.9Z,3,REGULAR,foul,personal,[],201935,,,1610612738,63,66,2022-10-19T01:09:28Z,3570000,,,0,,J. Harden personal FOUL (1 PF),"[201935, 203935]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,,,,,,1.0,0.0,Smart,203935.0,,
359,PT11M06.00S,2022-10-19T01:06:28.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,7.835085413929041,74.75490196078431,1610612738,65,66,2022-10-19T01:06:34Z,3590000,-124.0,21.0,1,left,J. Tatum 12' fadeaway Jump Shot (18 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,12.56,Made,,,,,,,,,18.0,,,,,,,,,
360,PT10M44.00S,2022-10-19T01:06:48.7Z,3,REGULAR,3pt,Jump Shot,[],203954,72.22404730617609,20.098039215686274,1610612755,65,66,2022-10-19T01:08:29Z,3600000,-150.0,209.0,1,right,MISS J. Embiid 25' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
361,PT10M41.00S,2022-10-19T01:06:51.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,66,2022-10-19T01:06:54Z,3610000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,360.0,5.0,5.0,0.0,,,,,,,,,,,,
362,PT10M34.00S,2022-10-19T01:06:59.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,12.302890932982917,38.48039215686275,1610612738,65,66,2022-10-19T01:09:02Z,3620000,58.0,63.0,1,left,MISS A. Horford 8' bank Hook,[201143],1610612738.0,BOS,bank,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,8.54,Missed,,,,,,,,,,,,,,,,,,
363,PT10M31.00S,2022-10-19T01:07:02.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,65,66,2022-10-19T01:07:05Z,3630000,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,,,362.0,8.0,7.0,1.0,,,,,,,,,,,,
364,PT10M23.00S,2022-10-19T01:07:10.1Z,3,REGULAR,2pt,Jump Shot,[],202699,84.83902759526939,79.16666666666666,1610612755,65,66,2022-10-19T01:07:16Z,3640000,146.0,90.0,1,right,MISS T. Harris 17' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right,17.13,Missed,,,,,,,,,,,,,,,,,,
365,PT10M20.00S,2022-10-19T01:07:13.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,65,66,2022-10-19T01:07:16Z,3650000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right,,,,,364.0,1.0,1.0,0.0,,,,,,,,,,,,
366,PT10M14.00S,2022-10-19T01:07:21.0Z,3,REGULAR,2pt,Jump Shot,[],1628401,21.107095926412615,35.53921568627451,1610612738,67,66,2022-10-19T01:07:32Z,3660000,72.0,146.0,1,left,D. White 16' driving floating Jump Shot (2 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,16-24 Right Center,16.28,Made,,,,,,,,,2.0,J. Tatum,1628369.0,2.0,,,,,,
368,PT10M14.00S,2022-10-19T01:07:23.7Z,3,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612738,67,66,2022-10-19T01:07:32Z,3680000,,,0,,T. Maxey shooting personal FOUL (4 PF) (White 1 FT),"[1630178, 1628401]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1148.0,,,,,,4.0,0.0,White,1628401.0,,
370,PT10M14.00S,2022-10-19T01:07:56.3Z,3,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,67,66,2022-10-19T01:07:59Z,3700000,,,0,,MISS D. White Free Throw 1 of 1,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
371,PT10M14.00S,2022-10-19T01:07:56.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,67,66,2022-10-19T01:08:05Z,3710000,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,370.0,9.0,8.0,1.0,,,,,,,,,,,,
372,PT09M57.00S,2022-10-19T01:08:12.0Z,3,REGULAR,2pt,Jump Shot,[],1630178,88.64980289093299,69.6078431372549,1610612755,67,66,2022-10-19T01:10:27Z,3720000,98.0,54.0,1,right,MISS T. Maxey 11' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,11.2,Missed,,,,,,,,,,,,,,,,,,
373,PT09M55.00S,2022-10-19T01:08:14.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,66,2022-10-19T01:08:19Z,3730000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,372.0,6.0,6.0,0.0,,,,,,,,,,,,
374,PT09M54.00S,2022-10-19T01:08:17.3Z,3,REGULAR,foul,personal,['2freethrow'],201935,,,1610612738,67,66,2022-10-19T01:08:25Z,3740000,,,0,,J. Harden shooting personal FOUL (2 PF) (Smart 2 FT),"[201935, 203935]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,1626300.0,,,,,,2.0,0.0,Smart,203935.0,,
376,PT09M54.00S,2022-10-19T01:08:30.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,66,2022-10-19T01:08:30Z,3760000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M54.00S,2022-10-19T01:11:55.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203935,,,1610612738,68,66,2022-10-19T01:12:10Z,3770000,,,0,,M. Smart Free Throw 1 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
378,PT09M54.00S,2022-10-19T01:11:55.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203935,,,1610612738,68,66,2022-10-19T01:12:10Z,3780000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
379,PT09M54.00S,2022-10-19T01:11:55.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,68,66,2022-10-19T01:12:20Z,3790000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,378.0,4.0,4.0,0.0,,,,,,,,,,,,
380,PT09M39.00S,2022-10-19T01:12:22.0Z,3,REGULAR,2pt,Jump Shot,[],203954,85.3646517739816,19.11764705882353,1610612755,68,68,2022-10-19T01:13:22Z,3800000,-154.0,85.0,1,right,J. Embiid 17' pullup Jump Shot (15 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,17.63,Made,,,,,,,,,15.0,,,,,,,,,
381,PT09M16.00S,2022-10-19T01:12:44.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,19.530223390275953,24.509803921568626,1610612738,70,68,2022-10-19T01:14:33Z,3810000,127.0,131.0,1,left,J. Tatum 18' fadeaway Jump Shot (20 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,18.29,Made,,,,,,,,,20.0,,,,,,,,,
382,PT09M08.00S,2022-10-19T01:12:52.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,73.9323258869908,82.84313725490196,1610612755,70,68,2022-10-19T01:12:58Z,3820000,164.0,193.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
383,PT09M07.00S,2022-10-19T01:12:53.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,68,2022-10-19T01:12:58Z,3830000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,382.0,7.0,7.0,0.0,,,,,,,,,,,,
384,PT09M00.00S,2022-10-19T01:13:01.0Z,3,REGULAR,2pt,Layup,['fastbreak'],1627759,10.33180026281209,67.64705882352942,1610612738,72,68,2022-10-19T01:13:17Z,3840000,-88.0,45.0,1,left,J. Brown 9' running Layup (20 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,9.88,Made,,,,,,,,,20.0,,,,,,,,,
386,PT08M43.00S,2022-10-19T01:13:17.1Z,3,REGULAR,3pt,Jump Shot,[],203954,73.53810775295663,80.88235294117648,1610612755,72,68,2022-10-19T01:13:27Z,3860000,154.0,196.0,1,right,MISS J. Embiid 24' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
387,PT08M41.00S,2022-10-19T01:13:19.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,68,2022-10-19T01:13:27Z,3870000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,386.0,8.0,8.0,0.0,,,,,,,,,,,,
388,PT08M34.00S,2022-10-19T01:13:27.0Z,3,REGULAR,3pt,Jump Shot,[],1628401,7.30946123521682,3.9215686274509802,1610612738,72,68,2022-10-19T01:13:33Z,3880000,230.0,16.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
389,PT08M31.00S,2022-10-19T01:13:30.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,72,68,2022-10-19T01:13:33Z,3890000,,,0,,J. Embiid REBOUND (Off:1 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,,388.0,10.0,9.0,1.0,,,,,,,,,,,,
390,PT08M20.00S,2022-10-19T01:13:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,89.17542706964521,47.30392156862745,1610612755,72,70,2022-10-19T01:13:46Z,3900000,-13.0,49.0,1,right,J. Embiid cutting Layup (17 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,,,,,,,,,17.0,J. Harden,201935.0,6.0,,,,,,
392,PT08M06.00S,2022-10-19T01:13:56.7Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,72,70,2022-10-19T01:14:03Z,3920000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Tatum 2 FT),"[200782, 1628369]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1148.0,,,,,,2.0,0.0,Tatum,1628369.0,,
394,PT08M06.00S,2022-10-19T01:14:30.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,73,70,2022-10-19T01:14:30Z,3940000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,21.0,,,,,,,,,
395,PT08M06.00S,2022-10-19T01:14:48.7Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,74,70,2022-10-19T01:14:48Z,3950000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,22.0,,,,,,,,,
396,PT07M44.00S,2022-10-19T01:15:14.3Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,74,70,2022-10-19T01:15:19Z,3960000,,,0,,J. Embiid lost ball TURNOVER (4 TO),"[203954, 1628401]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,4.0,,,,,,,,,White,1628401.0
397,PT07M44.00S,2022-10-19T01:15:14.3Z,3,REGULAR,steal,,[],1628401,,,1610612738,74,70,2022-10-19T01:15:15Z,3970000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
398,PT07M40.00S,2022-10-19T01:15:18.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,8.886333771353483,48.03921568627451,1610612738,76,70,2022-10-19T01:15:35Z,3980000,10.0,31.0,1,left,J. Tatum running finger roll Layup (24 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,,,,24.0,D. White,1628401.0,2.0,,,,,,
400,PT07M16.00S,2022-10-19T01:15:42.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,79.84559789750328,41.66666666666667,1610612755,76,72,2022-10-19T01:15:57Z,4000000,-42.0,137.0,1,right,J. Harden 14' floating Jump Shot (25 PTS),[201935],1610612755.0,PHI,floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,14.32,Made,,,,,,,,,25.0,,,,,,,,,
401,PT07M01.00S,2022-10-19T01:15:56.2Z,3,REGULAR,3pt,Jump Shot,[],201143,9.937582128777924,97.05882352941177,1610612738,76,72,2022-10-19T01:16:03Z,4010000,-235.0,41.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.88,Missed,,,,,,,,,,,,,,,,,,
402,PT06M59.00S,2022-10-19T01:15:58.2Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,76,72,2022-10-19T01:16:03Z,4020000,,,0,,P. Tucker REBOUND (Off:2 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,,,,,401.0,4.0,2.0,2.0,,,,,,,,,,,,
403,PT06M50.00S,2022-10-19T01:16:07.9Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,76,72,2022-10-19T01:16:12Z,4030000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 1627759]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,,,,,,,,,Brown,1627759.0
404,PT06M50.00S,2022-10-19T01:16:07.9Z,3,REGULAR,steal,,[],1627759,,,1610612738,76,72,2022-10-19T01:16:09Z,4040000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
405,PT06M47.00S,2022-10-19T01:16:11.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,7.966491458607096,49.26470588235294,1610612738,78,72,2022-10-19T01:16:21Z,4050000,4.0,22.0,1,left,J. Brown running DUNK (22 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,22.0,,,,,,,,,
406,PT06M41.00S,2022-10-19T01:16:22.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,78,72,2022-10-19T01:16:22Z,4060000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M41.00S,2022-10-19T01:19:15.2Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,78,72,2022-10-19T01:19:41Z,4070000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M41.00S,2022-10-19T01:19:15.2Z,3,REGULAR,substitution,in,[],1629001,,,1610612755,78,72,2022-10-19T01:19:41Z,4080000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M21.00S,2022-10-19T01:20:04.5Z,3,REGULAR,2pt,Jump Shot,[],201935,73.53810775295663,41.42156862745098,1610612755,78,74,2022-10-19T01:20:12Z,4090000,-43.0,196.0,1,right,J. Harden 20' pullup Jump Shot (27 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,20.08,Made,,,,,,,,,27.0,,,,,,,,,
410,PT06M05.00S,2022-10-19T01:20:24.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612738,78,74,2022-10-19T01:20:28Z,4100000,,,0,,T. Harris personal FOUL (3 PF) (Smart 2 FT),"[202699, 203935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1626300.0,,,,,,3.0,0.0,Smart,203935.0,,
412,PT06M05.00S,2022-10-19T01:20:52.2Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,79,74,2022-10-19T01:20:52Z,4120000,,,0,,M. Smart Free Throw 1 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
413,PT06M05.00S,2022-10-19T01:20:52.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,79,74,2022-10-19T01:20:59Z,4130000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M05.00S,2022-10-19T01:20:52.6Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,79,74,2022-10-19T01:20:59Z,4140000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M05.00S,2022-10-19T01:21:15.3Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,80,74,2022-10-19T01:21:15Z,4150000,,,0,,M. Smart Free Throw 2 of 2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
416,PT05M55.00S,2022-10-19T01:21:31.8Z,3,REGULAR,foul,personal,[],201143,,,1610612755,80,74,2022-10-19T01:21:38Z,4160000,,,0,,A. Horford personal FOUL (4 PF),"[201143, 200782]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,1626300.0,,,,,,4.0,0.0,Tucker,200782.0,,
418,PT05M55.00S,2022-10-19T01:21:45.6Z,3,REGULAR,substitution,out,[],201143,,,1610612755,80,74,2022-10-19T01:21:48Z,4180000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M55.00S,2022-10-19T01:21:45.6Z,3,REGULAR,substitution,in,[],203943,,,1610612755,80,74,2022-10-19T01:21:48Z,4190000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M47.00S,2022-10-19T01:22:13.5Z,3,REGULAR,2pt,Jump Shot,[],200782,92.50985545335085,88.7484681372549,1610612755,80,76,2022-10-19T01:22:57Z,4200000,194.0,18.0,1,right,P. Tucker 19' Jump Shot (4 PTS) (J. Harden 7 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right,19.45,Made,,,,,,,,,4.0,J. Harden,201935.0,7.0,,,,,,
422,PT05M27.00S,2022-10-19T01:22:32.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,12.171484888304862,82.84313725490196,1610612738,82,76,2022-10-19T01:24:22Z,4220000,-164.0,62.0,1,left,J. Tatum 17' pullup Jump Shot (26 PTS) (M. Brogdon 3 AST),"[1628369, 1627763]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,17.55,Made,,,,,,,,,26.0,M. Brogdon,1627763.0,3.0,,,,,,
424,PT05M17.00S,2022-10-19T01:22:45.1Z,3,REGULAR,foul,personal,['2freethrow'],203943,,,1610612755,82,76,2022-10-19T01:23:02Z,4240000,,,0,,N. Vonleh shooting personal FOUL (4 PF) (Embiid 2 FT),"[203943, 203954]",1610612738.0,BOS,shooting,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,,,,,,4.0,0.0,Embiid,203954.0,,
426,PT05M17.00S,2022-10-19T01:23:17.3Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,82,77,2022-10-19T01:23:17Z,4260000,,,0,,J. Embiid Free Throw 1 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,,
427,PT05M17.00S,2022-10-19T01:23:33.7Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,82,78,2022-10-19T01:23:33Z,4270000,,,0,,J. Embiid Free Throw 2 of 2 (19 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
428,PT05M03.00S,2022-10-19T01:23:49.2Z,3,REGULAR,3pt,Jump Shot,[],203935,34.11629434954008,54.41176470588235,1610612738,82,78,2022-10-19T01:23:56Z,4280000,-22.0,268.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
429,PT05M00.00S,2022-10-19T01:23:52.2Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,82,78,2022-10-19T01:23:56Z,4290000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,428.0,2.0,1.0,1.0,,,,,,,,,,,,
430,PT04M59.00S,2022-10-19T01:23:53.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,23.47240473061761,92.64705882352942,1610612738,82,78,2022-10-19T01:24:00Z,4300000,-213.0,168.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
431,PT04M55.00S,2022-10-19T01:23:57.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,82,78,2022-10-19T01:24:00Z,4310000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,430.0,5.0,5.0,0.0,,,,,,,,,,,,
432,PT04M49.00S,2022-10-19T01:24:02.9Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,82,78,2022-10-19T01:24:06Z,4320000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1628369]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,3.0,,,,,,,,,Tatum,1628369.0
433,PT04M49.00S,2022-10-19T01:24:02.9Z,3,REGULAR,steal,,[],1628369,,,1610612738,82,78,2022-10-19T01:24:04Z,4330000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
434,PT04M45.00S,2022-10-19T01:24:06.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,8.360709592641262,48.529411764705884,1610612738,84,78,2022-10-19T01:26:06Z,4340000,7.0,26.0,1,left,J. Tatum running Layup (28 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,,,28.0,,,,,,,,,
435,PT04M29.00S,2022-10-19T01:24:23.0Z,3,REGULAR,turnover,bad pass,[],203954,,,1610612755,84,78,2022-10-19T01:27:31Z,4350000,,,0,,J. Embiid bad pass TURNOVER (5 TO),"[203954, 1627763]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,,5.0,,,,,,,,,Brogdon,1627763.0
436,PT04M29.00S,2022-10-19T01:24:23.0Z,3,REGULAR,steal,,[],1627763,,,1610612738,84,78,2022-10-19T01:24:24Z,4360000,,,0,,M. Brogdon STEAL (2 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
437,PT04M18.00S,2022-10-19T01:24:34.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,30.305519053876477,77.69607843137256,1610612738,87,78,2022-10-19T01:28:10Z,4370000,-138.0,232.0,1,left,M. Smart 27' 3PT pullup (14 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.05,Made,,,,,,,,,14.0,J. Brown,1627759.0,2.0,,,,,,
439,PT03M59.00S,2022-10-19T01:24:52.6Z,3,REGULAR,3pt,Jump Shot,[],1629001,67.62483574244416,27.941176470588236,1610612755,87,78,2022-10-19T01:28:24Z,4390000,-110.0,252.0,1,right,MISS D. Melton 27' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
