actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M58.00S,2022-12-17T00:53:17.1Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,17,11,2022-12-17T00:55:46Z,850000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M40.00S,2022-12-17T00:53:57.0Z,1,REGULAR,3pt,Jump Shot,[],201143,80.50262812089356,91.91176470588235,1610612738,17,11,2022-12-17T00:54:25Z,855000,False,210.0,131.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2022-12-17T00:53:59.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,17,11,2022-12-17T00:54:25Z,857500,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,
90,PT05M30.00S,2022-12-17T00:54:07.2Z,1,REGULAR,3pt,Jump Shot,[],203082,17.16491458607096,4.166666666666666,1610612753,17,11,2022-12-17T00:55:00Z,858750,False,229.0,109.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
91,PT05M29.00S,2022-12-17T00:54:08.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,17,11,2022-12-17T00:55:00Z,859375,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,90.0,4.0,4.0,0.0,,,,,,,,
92,PT05M19.00S,2022-12-17T00:54:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.38042049934296,51.9607843137255,1610612738,19,11,2022-12-17T00:58:36Z,920000,False,10.0,10.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
95,PT05M01.00S,2022-12-17T00:54:44.8Z,1,REGULAR,substitution,out,[],201143,,,1610612753,19,11,2022-12-17T00:54:48Z,950000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M01.00S,2022-12-17T00:54:44.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612753,19,11,2022-12-17T00:54:48Z,960000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M56.00S,2022-12-17T00:55:09.8Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612753,19,11,2022-12-17T00:55:25Z,970000,False,,,0,,R. Williams III shooting personal FOUL (2 PF) (Bol 2 FT),"[1629057, 1629626]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1155.0,,,,,,,,,,2.0,0.0,Bol,1629626.0
99,PT04M56.00S,2022-12-17T00:55:34.1Z,1,REGULAR,freethrow,1 of 2,[],1629626,,,1610612753,19,12,2022-12-17T00:55:53Z,990000,False,,,0,,B. Bol Free Throw 1 of 2 (3 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
100,PT04M56.00S,2022-12-17T00:55:34.1Z,1,REGULAR,freethrow,2 of 2,[],1629626,,,1610612753,19,12,2022-12-17T00:55:53Z,1000000,False,,,0,,MISS B. Bol Free Throw 2 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT04M56.00S,2022-12-17T00:55:34.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,19,12,2022-12-17T00:55:53Z,1010000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,
102,PT04M41.00S,2022-12-17T00:56:03.3Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,19,12,2022-12-17T00:56:08Z,1020000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629021]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Wagner,1629021.0,,,,,,
103,PT04M41.00S,2022-12-17T00:56:03.3Z,1,REGULAR,steal,,[],1629021,,,1610612753,19,12,2022-12-17T00:56:05Z,1030000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
104,PT04M37.00S,2022-12-17T00:56:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629021,8.229303547963205,49.26470588235294,1610612753,19,14,2022-12-17T00:56:13Z,1040000,False,4.0,25.0,1,left,M. Wagner running Layup (8 PTS),[1629021],1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.52,Made,8.0,,,,,,,,,,,,,,,,,
105,PT04M21.00S,2022-12-17T00:56:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,73.40670170827858,17.15686274509804,1610612738,19,14,2022-12-17T00:56:29Z,1050000,False,-164.0,197.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
106,PT04M18.00S,2022-12-17T00:56:25.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,19,14,2022-12-17T00:56:29Z,1060000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,
107,PT04M13.00S,2022-12-17T00:56:32.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612753,19,14,2022-12-17T00:56:44Z,1070000,False,,,0,,M. Brogdon personal FOUL (1 PF) (Banchero 2 FT),"[1627763, 1631094]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,1155.0,,,,,,,,,,1.0,0.0,Banchero,1631094.0
109,PT04M13.00S,2022-12-17T00:57:01.5Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,19,15,2022-12-17T00:57:01Z,1090000,False,,,0,,P. Banchero Free Throw 1 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
110,PT04M13.00S,2022-12-17T00:57:02.4Z,1,REGULAR,substitution,out,[],1629626,,,1610612753,19,15,2022-12-17T00:57:08Z,1100000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M13.00S,2022-12-17T00:57:02.4Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,19,15,2022-12-17T00:57:08Z,1110000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M13.00S,2022-12-17T00:57:25.5Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,19,16,2022-12-17T00:57:25Z,1120000,False,,,0,,P. Banchero Free Throw 2 of 2 (5 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
114,PT03M57.00S,2022-12-17T00:57:46.7Z,1,REGULAR,substitution,out,[],203935,,,1610612738,19,16,2022-12-17T00:57:58Z,1140000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M57.00S,2022-12-17T00:57:46.7Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,19,16,2022-12-17T00:57:58Z,1150000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M50.00S,2022-12-17T00:58:11.3Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,19,16,2022-12-17T00:58:15Z,1160000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203082]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,,,,,Ross,203082.0,,,,,,
117,PT03M50.00S,2022-12-17T00:58:11.3Z,1,REGULAR,steal,,[],203082,,,1610612753,19,16,2022-12-17T00:58:13Z,1170000,False,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
118,PT03M43.00S,2022-12-17T00:58:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,9.017739816031538,59.31372549019608,1610612753,19,16,2022-12-17T00:58:23Z,1180000,False,-47.0,32.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
119,PT03M40.00S,2022-12-17T00:58:20.8Z,1,REGULAR,rebound,offensive,[],1628365,,,1610612753,19,16,2022-12-17T00:58:20Z,1190000,False,,,0,,M. Fultz REBOUND (Off:2 Def:0),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,118.0,2.0,0.0,2.0,,,,,,,,
120,PT03M38.00S,2022-12-17T00:58:25.2Z,1,REGULAR,foul,offensive,[],1628365,,,1610612753,19,16,2022-12-17T00:59:05Z,1200000,False,,,0,,M. Fultz offensive FOUL (1 PF),"[1628365, 1627763]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,,,,,,,202058.0,,,,,,,,,,1.0,0.0,Brogdon,1627763.0
122,PT03M38.00S,2022-12-17T00:58:25.2Z,1,REGULAR,turnover,offensive foul,[],1628365,,,1610612753,19,16,2022-12-17T00:58:25Z,1220000,False,,,0,,M. Fultz offensive foul TURNOVER (2 TO),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,,,,,,,202058.0,2.0,,,,,,,,,,,,
123,PT03M27.00S,2022-12-17T00:58:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,89.43823915900131,44.11764705882353,1610612738,19,16,2022-12-17T00:59:10Z,1230000,False,-29.0,47.0,1,right,MISS M. Brogdon driving Layup - blocked,"[1627763, 1628365]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,Fultz,1628365.0,,,,
124,PT03M27.00S,2022-12-17T00:58:48.7Z,1,REGULAR,block,,[],1628365,,,1610612738,19,16,2022-12-17T00:58:55Z,1240000,False,,,0,,M. Fultz BLOCK (1 BLK),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT03M27.00S,2022-12-17T00:58:48.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,16,2022-12-17T00:59:10Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,123.0,,,,,,,,,,,
127,PT03M24.00S,2022-12-17T00:59:10.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,95.22010512483574,97.05882352941177,1610612738,22,16,2022-12-17T00:59:15Z,1270000,False,235.0,-8.0,1,right,G. Williams 3PT  (3 PTS) (J. Brown 1 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.54,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
129,PT03M05.00S,2022-12-17T00:59:29.0Z,1,REGULAR,3pt,Jump Shot,[],203082,32.276609724047304,28.186274509803923,1610612753,22,16,2022-12-17T00:59:36Z,1290000,False,109.0,251.0,1,left,MISS T. Ross 27' step back 3PT,[203082],1610612753.0,ORL,step back,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
130,PT03M02.00S,2022-12-17T00:59:32.0Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,22,16,2022-12-17T00:59:36Z,1300000,False,,,0,,M. Wagner REBOUND (Off:3 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,129.0,4.0,1.0,3.0,,,,,,,,
131,PT02M56.00S,2022-12-17T00:59:42.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612753,22,16,2022-12-17T01:02:47Z,1310000,False,,,0,,R. Williams III shooting personal FOUL (3 PF) (Fultz 2 FT),"[1629057, 1628365]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,1628482.0,,,,,,,,,,3.0,0.0,Fultz,1628365.0
133,PT02M56.00S,2022-12-17T00:59:55.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,22,16,2022-12-17T00:59:55Z,1330000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M56.00S,2022-12-17T01:01:57.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612753,22,16,2022-12-17T01:02:46Z,1340000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M56.00S,2022-12-17T01:01:57.7Z,1,REGULAR,substitution,out,[],1629057,,,1610612753,22,16,2022-12-17T01:02:46Z,1350000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M56.00S,2022-12-17T01:01:57.7Z,1,REGULAR,substitution,out,[],1629021,,,1610612753,22,16,2022-12-17T01:02:46Z,1360000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M56.00S,2022-12-17T01:01:57.7Z,1,REGULAR,substitution,in,[],1628436,,,1610612753,22,16,2022-12-17T01:02:46Z,1370000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M56.00S,2022-12-17T01:01:57.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612753,22,16,2022-12-17T01:02:46Z,1380000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M56.00S,2022-12-17T01:01:57.7Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,22,16,2022-12-17T01:02:46Z,1390000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M56.00S,2022-12-17T01:02:52.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628365,,,1610612753,22,17,2022-12-17T01:02:52Z,1400000,False,,,0,,M. Fultz Free Throw 1 of 2 (1 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
141,PT02M56.00S,2022-12-17T01:03:04.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628365,,,1610612753,22,18,2022-12-17T01:03:04Z,1410000,False,,,0,,M. Fultz Free Throw 2 of 2 (2 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
142,PT02M43.00S,2022-12-17T01:03:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,82.47371879106439,40.68627450980392,1610612738,24,18,2022-12-17T01:03:27Z,1420000,False,-47.0,112.0,1,right,M. Brogdon 12' fadeaway Jump Shot (2 PTS),[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,12.15,Made,2.0,,,,,,,,,,,,,,,,,
143,PT02M20.00S,2022-12-17T01:03:46.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628365,10.5946123521682,40.44117647058824,1610612753,24,20,2022-12-17T01:03:52Z,1430000,False,48.0,47.0,1,left,M. Fultz 6' driving bank Hook (4 PTS),[1628365],1610612753.0,ORL,driving bank,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,6.71,Made,4.0,,,,,,,,,,,,,,,,,
144,PT02M09.00S,2022-12-17T01:03:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.35545335085413,19.607843137254903,1610612738,24,20,2022-12-17T01:04:02Z,1440000,False,-152.0,207.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
145,PT02M06.00S,2022-12-17T01:04:00.8Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,24,20,2022-12-17T01:04:02Z,1450000,False,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
146,PT01M58.00S,2022-12-17T01:04:08.8Z,1,REGULAR,3pt,Jump Shot,[],1631094,25.04927726675427,12.5,1610612753,24,23,2022-12-17T01:04:13Z,1460000,False,188.0,183.0,1,left,P. Banchero 26' 3PT  (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.2,Made,8.0,,,,,,,,,,,,,,,,,
147,PT01M46.00S,2022-12-17T01:04:22.8Z,1,REGULAR,foul,personal,[],1631094,,,1610612738,24,23,2022-12-17T01:04:31Z,1470000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 1628369]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,,,,1155.0,,,,,,,,,,1.0,0.0,Tatum,1628369.0
149,PT01M46.00S,2022-12-17T01:04:29.5Z,1,REGULAR,substitution,out,[],1628365,,,1610612738,24,23,2022-12-17T01:04:32Z,1490000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M46.00S,2022-12-17T01:04:29.5Z,1,REGULAR,substitution,in,[],1630532,,,1610612738,24,23,2022-12-17T01:04:32Z,1500000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M41.00S,2022-12-17T01:04:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,86.28449408672799,37.00980392156863,1610612738,26,23,2022-12-17T01:04:51Z,1510000,False,-65.0,76.0,1,right,M. Brogdon 10' driving floating Jump Shot (4 PTS),[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,10.03,Made,4.0,,,,,,,,,,,,,,,,,
152,PT01M29.00S,2022-12-17T01:04:56.3Z,1,REGULAR,2pt,Jump Shot,[],1630175,14.931011826544022,84.31372549019608,1610612753,26,25,2022-12-17T01:05:04Z,1520000,False,-172.0,88.0,1,left,C. Anthony 19' pullup Jump Shot (2 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left,19.28,Made,2.0,,,,,,,,,,,,,,,,,
153,PT01M14.00S,2022-12-17T01:05:11.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,91.5407358738502,96.81372549019608,1610612738,26,25,2022-12-17T01:05:16Z,1530000,False,234.0,27.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
154,PT01M12.00S,2022-12-17T01:05:13.5Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,26,25,2022-12-17T01:05:16Z,1540000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,
155,PT01M03.00S,2022-12-17T01:05:23.4Z,1,REGULAR,2pt,Hook,[],1630532,12.171484888304862,68.62745098039215,1610612753,26,27,2022-12-17T01:05:29Z,1550000,False,-93.0,62.0,1,left,F. Wagner 11' driving bank Hook (2 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,driving bank,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,11.18,Made,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,,
156,PT00M47.60S,2022-12-17T01:05:39.5Z,1,REGULAR,3pt,Jump Shot,[],1627763,68.54467805519053,71.32352941176471,1610612738,26,27,2022-12-17T01:08:24Z,1560000,False,107.0,243.0,1,right,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
157,PT00M42.80S,2022-12-17T01:05:44.3Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,26,27,2022-12-17T01:05:46Z,1570000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,
159,PT00M33.10S,2022-12-17T01:05:55.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628436,,,1610612753,26,27,2022-12-17T01:08:21Z,1580000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Banchero 2 FT),"[1628436, 1631094]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,,,,,202058.0,,,,,,,,,,1.0,0.0,Banchero,1631094.0
161,PT00M33.10S,2022-12-17T01:06:32.4Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,26,28,2022-12-17T01:06:32Z,1600000,False,,,0,,P. Banchero Free Throw 1 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
162,PT00M33.10S,2022-12-17T01:06:48.4Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,26,29,2022-12-17T01:06:48Z,1610000,False,,,0,,P. Banchero Free Throw 2 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
163,PT00M16.30S,2022-12-17T01:07:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,85.10183968462549,52.20588235294118,1610612738,28,29,2022-12-17T01:09:40Z,1620000,False,11.0,88.0,1,right,J. Tatum 8' driving floating Jump Shot (10 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,8.82,Made,10.0,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-12-17T01:07:25.7Z,1,REGULAR,3pt,Jump Shot,[],1631094,29.77989487516426,21.568627450980394,1610612753,28,32,2022-12-17T01:07:32Z,1630000,False,142.0,227.0,1,left,P. Banchero 26' 3PT  (13 PTS) (T. Ross 1 AST),"[1631094, 203082]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.82,Made,13.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,
166,PT00M00.00S,2022-12-17T01:07:40.1Z,1,REGULAR,period,end,[],0,,,1610612738,28,32,2022-12-17T01:07:40Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-12-17T01:09:36.1Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,28,32,2022-12-17T01:10:02Z,1670000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-12-17T01:09:36.1Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612738,28,32,2022-12-17T01:10:02Z,1680000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-12-17T01:09:36.1Z,2,REGULAR,substitution,out,['startperiod'],1631094,,,1610612738,28,32,2022-12-17T01:10:02Z,1690000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-12-17T01:09:36.1Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,28,32,2022-12-17T01:10:02Z,1700000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-12-17T01:09:36.1Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,28,32,2022-12-17T01:10:02Z,1710000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
