actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-12T00:10:58.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-12T00:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-11-12T00:10:59.4Z,1,REGULAR,jumpball,recovered,[],1629684,,,1610612738,0,0,2022-11-12T00:10:59Z,40000,False,,,0,,Jump Ball A. Horford vs. N. Jokic: Tip to G. Williams,"[1629684, 201143, 203999]",1610612738.0,BOS,startperiod,G. Williams,1629684.0,Williams,G. Williams,Horford,201143.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-12T00:11:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.77463863337714,47.794117647058826,1610612738,2,0,2022-11-12T00:11:19Z,70000,False,-11.0,6.0,1,right,J. Tatum driving Layup (2 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.25,Made,2.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2022-11-12T00:11:34.5Z,1,REGULAR,2pt,Hook,[],203999,8.623521681997373,27.696078431372552,1610612743,2,0,2022-11-12T00:11:40Z,90000,False,112.0,29.0,1,left,MISS N. Jokic 11' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,11.51,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2022-11-12T00:11:35.5Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,2,0,2022-11-12T00:11:40Z,100000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M15.00S,2022-11-12T00:11:42.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,92.59198423127464,56.127450980392155,1610612738,4,0,2022-11-12T00:12:32Z,110000,False,31.0,17.0,1,right,M. Smart running finger roll Layup (2 PTS),[203935],1610612738.0,BOS,running finger roll,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.51,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2022-11-12T00:11:58.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,8.229303547963205,48.77450980392157,1610612743,4,2,2022-11-12T00:12:02Z,120000,False,6.0,25.0,1,left,A. Gordon alley-oop DUNK (2 PTS) (J. Murray 1 AST),"[203932, 1627750]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.56,Made,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
14,PT10M34.00S,2022-11-12T00:12:23.1Z,1,REGULAR,2pt,Jump Shot,[],1627759,93.11760840998686,78.92156862745098,1610612738,6,2,2022-11-12T00:12:27Z,140000,False,145.0,12.0,1,right,J. Brown 14' pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,14.51,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M13.00S,2022-11-12T00:12:43.7Z,1,REGULAR,3pt,Jump Shot,[],203484,29.25427069645204,81.12745098039215,1610612743,6,5,2022-11-12T00:12:48Z,150000,False,-156.0,222.0,1,left,K. Caldwell-Pope 27' 3PT  (3 PTS) (J. Murray 2 AST),"[203484, 1627750]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,27.15,Made,3.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,,
17,PT09M53.00S,2022-11-12T00:13:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,88.91261498028909,59.068627450980394,1610612738,6,5,2022-11-12T00:13:31Z,170000,False,45.0,52.0,1,right,MISS J. Tatum 6' driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
