actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
158,PT10M21.00S,2023-01-27T01:14:46.1Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,34,30,2023-01-27T01:14:48Z,1510000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,157.0,,,,,,1.0,1.0,0.0,,,,,,,,
159,PT10M04.00S,2023-01-27T01:15:03.7Z,2,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612752,34,30,2023-01-27T01:24:35Z,1512500,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[1628436, 1628392]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203592.0,,,,1.0,0.0,Hartenstein,1628392.0
161,PT10M04.00S,2023-01-27T01:15:31.3Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612752,34,31,2023-01-27T01:24:56Z,1514375,False,,,0,,I. Hartenstein Free Throw 1 of 2 (1 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
164,PT10M04.00S,2023-01-27T01:15:31.3Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612752,34,32,2023-01-27T01:24:56Z,1514687,False,,,0,,I. Hartenstein Free Throw 2 of 2 (2 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
162,PT10M04.00S,2023-01-27T01:15:31.7Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,34,32,2023-01-27T01:24:56Z,1515000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M04.00S,2023-01-27T01:15:31.7Z,2,REGULAR,substitution,in,[],1630573,,,1610612738,34,32,2023-01-27T01:24:56Z,1517500,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT09M52.00S,2023-01-27T01:16:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.70105124835742,50.73529411764706,1610612738,34,32,2023-01-27T01:20:35Z,1580000,False,4.0,44.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
166,PT09M48.00S,2023-01-27T01:16:05.0Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,34,32,2023-01-27T01:16:05Z,1590000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,165.0,,,,,,3.0,3.0,0.0,,,,,,,,
167,PT09M45.00S,2023-01-27T01:16:08.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630167,7.703679369250986,53.431372549019606,1610612752,34,34,2023-01-27T01:21:02Z,1600000,False,-17.0,20.0,1,left,O. Toppin running Layup (2 PTS) (I. Hartenstein 2 AST),"[1630167, 1628392]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.63,Made,2.0,,,,,,,,,,,I. Hartenstein,1628392.0,2.0,,,,
169,PT09M33.00S,2023-01-27T01:16:21.8Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,34,34,2023-01-27T01:23:24Z,1620000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1630540]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,2.0,McBride,1630540.0,,,,,,,,,,,,,
170,PT09M33.00S,2023-01-27T01:16:21.8Z,2,REGULAR,steal,,[],1630540,,,1610612752,34,34,2023-01-27T01:16:24Z,1630000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
171,PT09M32.00S,2023-01-27T01:16:25.2Z,2,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612752,34,34,2023-01-27T01:23:12Z,1645000,False,,,0,,J. Tatum transition take personal FOUL (1 PF) (McBride 1 FT),"[1628369, 1630540]",1610612738.0,BOS,transition take,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,101283.0,,,,1.0,0.0,McBride,1630540.0
173,PT09M32.00S,2023-01-27T01:17:07.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630193,,,1610612752,34,35,2023-01-27T01:23:12Z,1660000,False,,,0,,I. Quickley transition take Free Throw 1 of 1 (5 PTS),[1630193],1610612752.0,NYK,transition take,,,Quickley,I. Quickley,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
174,PT09M17.00S,2023-01-27T01:17:24.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629628,20.97568988173456,37.745098039215684,1610612752,34,35,2023-01-27T01:27:29Z,1670000,False,61.0,145.0,1,left,MISS R. Barrett 15' turnaround fadeaway Shot,[1629628],1610612752.0,NYK,turnaround fadeaway,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Center,15.71,Missed,,,,,,,,,,,,,,,,,,
175,PT09M14.00S,2023-01-27T01:17:27.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,35,2023-01-27T01:17:29Z,1680000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,174.0,,,,,,2.0,2.0,0.0,,,,,,,,
176,PT09M10.00S,2023-01-27T01:17:30.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,90.3580814717477,97.30392156862744,1610612738,37,35,2023-01-27T01:27:50Z,1690000,False,237.0,38.0,1,right,S. Hauser 3PT running (3 PTS) (D. White 2 AST),"[1630573, 1628401]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.95,Made,3.0,,,,,,,,,,,D. White,1628401.0,2.0,,,,
178,PT08M58.00S,2023-01-27T01:17:42.3Z,2,REGULAR,2pt,Jump Shot,[],1630193,23.078186596583443,53.92156862745098,1610612752,37,37,2023-01-27T01:17:48Z,1710000,False,-20.0,164.0,1,left,I. Quickley 16' pullup Jump Shot (7 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,16.56,Made,7.0,,,,,,,,,,,,,,,,,
179,PT08M41.00S,2023-01-27T01:17:59.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,86.15308804204993,4.901960784313726,1610612738,40,37,2023-01-27T01:28:32Z,1720000,False,-225.0,78.0,1,right,G. Williams 3PT pullup (3 PTS) (D. White 3 AST),"[1629684, 1628401]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.85,Made,3.0,,,,,,,,,,,D. White,1628401.0,3.0,,,,
181,PT08M29.00S,2023-01-27T01:18:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.886333771353483,59.80392156862745,1610612752,40,39,2023-01-27T01:18:24Z,1740000,False,-49.0,31.0,1,left,R. Barrett driving Layup (6 PTS) (I. Hartenstein 3 AST),"[1629628, 1628392]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,6.0,,,,,,,,,,,I. Hartenstein,1628392.0,3.0,,,,
183,PT08M14.00S,2023-01-27T01:18:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,90.62089356110381,97.30392156862744,1610612738,40,39,2023-01-27T01:18:31Z,1760000,False,237.0,36.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.92,Missed,,,,,,,,,,,,,,,,,,
184,PT08M11.00S,2023-01-27T01:18:29.9Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,40,39,2023-01-27T01:18:31Z,1770000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,183.0,,,,,,3.0,2.0,1.0,,,,,,,,
185,PT08M09.00S,2023-01-27T01:18:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.32917214191852,45.83333333333333,1610612738,42,39,2023-01-27T01:18:38Z,1780000,False,-21.0,20.0,1,right,J. Tatum putback Layup (14 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.86,Made,14.0,,,,,,,,,,,,,,,,,
186,PT07M58.00S,2023-01-27T01:18:42.3Z,2,REGULAR,2pt,Jump Shot,[],1630193,27.808804204993432,29.411764705882355,1610612752,42,39,2023-01-27T01:18:50Z,1790000,False,103.0,209.0,1,left,MISS I. Quickley 23' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,23.29,Missed,,,,,,,,,,,,,,,,,,
187,PT07M55.00S,2023-01-27T01:18:45.3Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,42,39,2023-01-27T01:18:50Z,1800000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,186.0,,,,,,2.0,1.0,1.0,,,,,,,,
188,PT07M50.00S,2023-01-27T01:18:53.5Z,2,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612738,42,39,2023-01-27T01:19:02Z,1810000,False,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (White 2 FT),"[1628392, 1628401]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,3.0,0.0,White,1628401.0
190,PT07M50.00S,2023-01-27T01:19:24.8Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,42,39,2023-01-27T01:19:24Z,1830000,False,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
191,PT07M50.00S,2023-01-27T01:19:24.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,42,39,2023-01-27T01:19:24Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,
192,PT07M50.00S,2023-01-27T01:19:25.7Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,42,39,2023-01-27T01:19:36Z,1850000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M50.00S,2023-01-27T01:19:25.7Z,2,REGULAR,substitution,out,[],1629628,,,1610612738,42,39,2023-01-27T01:19:36Z,1860000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M50.00S,2023-01-27T01:19:25.7Z,2,REGULAR,substitution,out,[],1628392,,,1610612738,42,39,2023-01-27T01:19:36Z,1870000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M50.00S,2023-01-27T01:19:25.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,42,39,2023-01-27T01:19:36Z,1880000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M50.00S,2023-01-27T01:19:25.7Z,2,REGULAR,substitution,in,[],1630579,,,1610612738,42,39,2023-01-27T01:19:36Z,1890000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M50.00S,2023-01-27T01:19:25.7Z,2,REGULAR,substitution,in,[],1629656,,,1610612738,42,39,2023-01-27T01:19:36Z,1900000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M50.00S,2023-01-27T01:19:47.8Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,43,39,2023-01-27T01:19:47Z,1910000,False,,,0,,D. White Free Throw 2 of 2 (6 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
199,PT07M36.00S,2023-01-27T01:20:02.1Z,2,REGULAR,3pt,Jump Shot,[],1630167,32.670827858081466,31.862745098039213,1610612752,43,39,2023-01-27T01:20:10Z,1920000,False,91.0,255.0,1,left,MISS O. Toppin 27' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
200,PT07M31.00S,2023-01-27T01:20:07.1Z,2,REGULAR,rebound,offensive,[],1630193,,,1610612752,43,39,2023-01-27T01:20:10Z,1930000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,199.0,,,,,,2.0,1.0,1.0,,,,,,,,
201,PT07M24.00S,2023-01-27T01:20:13.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630167,12.434296977660972,43.627450980392155,1610612752,43,39,2023-01-27T01:20:19Z,1940000,False,32.0,64.0,1,left,MISS O. Toppin 7' fadeaway Shot,[1630167],1610612752.0,NYK,fadeaway,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,7.19,Missed,,,,,,,,,,,,,,,,,,
202,PT07M21.00S,2023-01-27T01:20:16.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,39,2023-01-27T01:20:19Z,1950000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,201.0,,,,,,4.0,3.0,1.0,,,,,,,,
203,PT07M11.00S,2023-01-27T01:20:28.4Z,2,REGULAR,turnover,traveling,[],1628401,,,1610612738,43,39,2023-01-27T01:20:38Z,1960000,False,,,0,,D. White traveling TURNOVER (1 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,1.0,,,,,,,,203592.0,,,,,,,
204,PT06M57.00S,2023-01-27T01:20:56.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,29.14545006570302,21.83670343137255,1610612752,43,42,2023-01-27T01:33:12Z,1970000,False,141.0,221.0,1,left,I. Quickley 26' 3PT pullup (10 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.25,Made,10.0,,,,,,,,,,,,,,,,,
205,PT06M41.00S,2023-01-27T01:21:12.9Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,43,42,2023-01-27T01:21:17Z,1980000,False,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1630540]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,3.0,McBride,1630540.0,,,,,,,,,,,,,
206,PT06M41.00S,2023-01-27T01:21:12.9Z,2,REGULAR,steal,,[],1630540,,,1610612752,43,42,2023-01-27T01:21:15Z,1990000,False,,,0,,M. McBride STEAL (2 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
207,PT06M38.00S,2023-01-27T01:21:16.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629656,27.020367936925098,21.813725490196077,1610612752,43,45,2023-01-27T01:38:00Z,2000000,False,141.0,201.0,1,left,Q. Grimes 24' 3PT running (3 PTS) (M. McBride 1 AST),"[1629656, 1630540]",1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,24.59,Made,3.0,,,,,,,,,,,M. McBride,1630540.0,1.0,,,,
209,PT06M15.00S,2023-01-27T01:21:38.1Z,2,REGULAR,3pt,Jump Shot,[],1630573,69.59592641261499,68.38235294117648,1610612738,46,45,2023-01-27T01:21:43Z,2020000,False,92.0,233.0,1,right,S. Hauser 25' 3PT  (6 PTS) (J. Tatum 1 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.07,Made,6.0,,,,,,,,,,,J. Tatum,1628369.0,1.0,,,,
211,PT05M50.00S,2023-01-27T01:22:03.5Z,2,REGULAR,2pt,Jump Shot,[],1630193,17.559132720105126,31.372549019607842,1610612752,46,45,2023-01-27T01:22:11Z,2040000,False,93.0,113.0,1,left,MISS I. Quickley 14' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,14.61,Missed,,,,,,,,,,,,,,,,,,
212,PT05M46.00S,2023-01-27T01:22:07.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,45,2023-01-27T01:22:11Z,2050000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,211.0,,,,,,5.0,4.0,1.0,,,,,,,,
213,PT05M32.00S,2023-01-27T01:22:24.3Z,2,REGULAR,turnover,traveling,[],1629684,,,1610612738,46,45,2023-01-27T01:22:34Z,2060000,False,,,0,,G. Williams traveling TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,1.0,,,,,,,,101283.0,,,,,,,
214,PT05M32.00S,2023-01-27T01:22:32.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,46,45,2023-01-27T01:22:32Z,2070000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M32.00S,2023-01-27T01:25:11.7Z,2,REGULAR,substitution,out,[],1628401,,,1610612752,46,45,2023-01-27T01:25:39Z,2080000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT05M32.00S,2023-01-27T01:25:11.7Z,2,REGULAR,substitution,out,[],1630573,,,1610612752,46,45,2023-01-27T01:25:39Z,2090000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M32.00S,2023-01-27T01:25:11.7Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,46,45,2023-01-27T01:25:39Z,2100000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M32.00S,2023-01-27T01:25:11.7Z,2,REGULAR,substitution,in,[],1627763,,,1610612752,46,45,2023-01-27T01:25:39Z,2110000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M32.00S,2023-01-27T01:25:11.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612752,46,45,2023-01-27T01:25:39Z,2120000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M32.00S,2023-01-27T01:25:11.7Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,46,45,2023-01-27T01:25:39Z,2130000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M16.00S,2023-01-27T01:26:07.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,18.347568988173457,56.86274509803921,1610612752,46,47,2023-01-27T01:26:12Z,2140000,False,-34.0,120.0,1,left,J. Brunson 12' fadeaway Jump Shot (10 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,12.48,Made,10.0,,,,,,,,,,,,,,,,,
223,PT04M51.00S,2023-01-27T01:26:31.2Z,2,REGULAR,3pt,Jump Shot,[],201143,67.88764783180025,33.82352941176471,1610612738,49,47,2023-01-27T01:26:36Z,2150000,False,-81.0,249.0,1,right,A. Horford 26' 3PT  (6 PTS) (M. Brogdon 1 AST),"[201143, 1627763]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,26.22,Made,6.0,,,,,,,,,,,M. Brogdon,1627763.0,1.0,,,,
225,PT04M27.00S,2023-01-27T01:26:54.7Z,2,REGULAR,2pt,Jump Shot,[],1628973,24.52365308804205,29.166666666666668,1610612752,49,47,2023-01-27T01:40:23Z,2170000,False,104.0,178.0,1,left,MISS J. Brunson 20' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,20.63,Missed,,,,,,,,,,,,,,,,,,
226,PT04M25.00S,2023-01-27T01:26:56.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,49,47,2023-01-27T01:27:00Z,2180000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,225.0,,,,,,6.0,5.0,1.0,,,,,,,,
227,PT04M04.00S,2023-01-27T01:27:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.77266754270697,38.87867647058824,1610612738,51,47,2023-01-27T01:27:26Z,2190000,False,-56.0,15.0,1,right,M. Brogdon driving Layup (5 PTS) (A. Horford 2 AST),"[1627763, 201143]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,5.0,,,,,,,,,,,A. Horford,201143.0,2.0,,,,
229,PT03M44.00S,2023-01-27T01:27:38.6Z,2,REGULAR,2pt,Jump Shot,[],1630193,20.49934296977661,82.86611519607843,1610612752,51,47,2023-01-27T01:27:45Z,2210000,False,-164.0,140.0,1,left,MISS I. Quickley 21' Jump Shot,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,21.6,Missed,,,,,,,,,,,,,,,,,,
230,PT03M41.00S,2023-01-27T01:27:41.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,51,47,2023-01-27T01:27:45Z,2220000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,229.0,,,,,,1.0,1.0,0.0,,,,,,,,
231,PT03M35.00S,2023-01-27T01:27:46.8Z,2,REGULAR,3pt,Jump Shot,[],1629684,69.59592641261499,25.98039215686275,1610612738,51,47,2023-01-27T01:27:51Z,2230000,False,-120.0,233.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
232,PT03M33.00S,2023-01-27T01:27:48.8Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,51,47,2023-01-27T01:27:51Z,2240000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,231.0,,,,,,1.0,1.0,0.0,,,,,,,,
233,PT03M18.00S,2023-01-27T01:28:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,12.434296977660972,38.23529411764706,1610612752,51,47,2023-01-27T01:41:49Z,2250000,False,59.0,64.0,1,left,MISS J. Brunson 8' turnaround Shot - blocked,"[1628973, 1628369]",1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,8.72,Missed,,,,,,Tatum,1628369.0,,,,,,,,,,,
234,PT03M18.00S,2023-01-27T01:28:04.2Z,2,REGULAR,block,,[],1628369,,,1610612752,51,47,2023-01-27T01:28:08Z,2260000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
235,PT03M14.00S,2023-01-27T01:28:08.2Z,2,REGULAR,rebound,offensive,[],1630193,,,1610612752,51,47,2023-01-27T01:28:14Z,2270000,False,,,0,,I. Quickley REBOUND (Off:2 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,,,,233.0,,,,,,3.0,1.0,2.0,,,,,,,,
236,PT03M12.00S,2023-01-27T01:28:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630193,7.440867279894875,48.77450980392157,1610612752,51,49,2023-01-27T01:28:19Z,2280000,False,6.0,17.0,1,left,I. Quickley putback Layup (12 PTS),[1630193],1610612752.0,NYK,putback,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.84,Made,12.0,,,,,,,,,,,,,,,,,
237,PT02M59.00S,2023-01-27T01:28:23.4Z,2,REGULAR,3pt,Jump Shot,[],1627763,68.28186596583443,35.049019607843135,1610612738,51,49,2023-01-27T01:28:27Z,2290000,False,-75.0,246.0,1,right,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
238,PT02M56.00S,2023-01-27T01:28:26.4Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,51,49,2023-01-27T01:28:27Z,2300000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,237.0,,,,,,2.0,2.0,0.0,,,,,,,,
