actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-10T00:40:17.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-10T00:40:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-10T00:40:19.1Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2023-01-10T00:40:19Z,40000,False,,,0,,Jump Ball R. Williams III vs. N. Vucevic: Tip to J. Brown,"[1627759, 1629057, 202696]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Williams III,1629057.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-01-10T00:40:41.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,32.802233902759525,31.61764705882353,1610612738,0,0,2023-01-10T00:40:49Z,70000,False,92.0,256.0,1,left,MISS J. Brown 27' fadeaway 3PT,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-01-10T00:40:43.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2023-01-10T00:40:49Z,80000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2023-01-10T00:40:53.8Z,1,REGULAR,2pt,Jump Shot,[],201942,77.21747700394218,52.450980392156865,1610612741,0,2,2023-01-10T00:42:00Z,90000,False,12.0,162.0,1,right,D. DeRozan 16' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.22,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M23.00S,2023-01-10T00:41:00.6Z,1,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612741,0,2,2023-01-10T00:41:07Z,100000,False,,,0,,D. White shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1628401, 201942]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Mid-Range,8-16 Center,,,,,,,,1628954.0,1.0,0.0,DeRozan,201942.0,,,,,,,,
12,PT11M23.00S,2023-01-10T00:41:17.9Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,0,3,2023-01-10T00:41:17Z,120000,False,,,0,,D. DeRozan Free Throw 1 of 1 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
13,PT11M12.00S,2023-01-10T00:41:31.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.488173455978973,28.186274509803923,1610612738,0,3,2023-01-10T00:41:37Z,130000,False,109.0,243.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
14,PT11M10.00S,2023-01-10T00:41:33.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,3,2023-01-10T00:41:37Z,140000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M04.00S,2023-01-10T00:41:40.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,70.90998685939553,75.0,1610612741,0,3,2023-01-10T00:41:49Z,150000,False,125.0,221.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
